Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) RAL95_trypsin_MED_1,Area RAL95_trypsin_MED_1,#Peptides,#Unique,#Spec RAL95_trypsin_MED_1,PTM,Avg. Mass,Description
309,143983,NP_30,87.52,23,23,2.42E7,4,2,8,,19898,50S ribosomal protein L5
309,143984,WP_011819160,87.52,23,23,2.42E7,4,2,8,,19898,50S ribosomal protein L5 Prochlorococcus
286,143578,WP_042850358,87.44,12,12,2.79E7,6,6,8,,73304,molecular chaperone DnaK Prochlorococcus sp MIT 0604
352,143197,WP_042849530,87.12,10,10,2.14E7,8,8,8,Carbamidomethylation; Deamidation (NQ),98800,alanyl-tRNA synthetase Prochlorococcus sp MIT 0604
527,143590,WP_042849580,87.07,39,39,2.95E6,4,2,5,,14510,hypothetical protein Prochlorococcus sp MIT 0604
378,143775,NP_30,87.02,16,16,8.93E7,4,3,8,Deamidation (NQ),34678,Apocytochrome f precursor
372,143480,ETNP_60,87.00,34,34,2.83E7,7,7,7,,19101,ATP synthase subunit b
355,144304,WP_042850151,86.81,10,10,4.55E7,4,4,7,,43402,aspartate aminotransferase Prochlorococcus sp MIT 0604
470,143495,WP_042849559,86.71,10,10,0E0,4,1,4,,53272,Fe-S cluster assembly protein SufB Prochlorococcus sp MIT 0604
415,144986,WP_038655559,86.23,9,9,3.47E7,3,2,7,Carbamidomethylation; Methylation(KR),39582,threonine synthase Prochlorococcus sp MIT 0801
415,145010,WP_052646208,86.23,9,9,3.47E7,3,2,7,Carbamidomethylation; Methylation(KR),37358,threonine synthase Prochlorococcus marinus
415,145011,WP_052039579,86.23,9,9,3.47E7,3,2,7,Carbamidomethylation; Methylation(KR),37392,threonine synthase Prochlorococcus
415,145092,ETNP_90,86.23,9,9,3.47E7,3,2,7,Carbamidomethylation; Methylation(KR),38223,Threonine synthase
415,145093,ETNP_100,86.23,9,9,3.47E7,3,2,7,Carbamidomethylation; Methylation(KR),38223,Threonine synthase
476,143951,WP_011376270,86.18,13,13,3.14E7,3,3,5,,39010,VIC family potassium channel protein Prochlorococcus
120,144024,WP_042849938,86.14,16,16,1.34E9,4,4,18,,29194,membrane protease subunit  stomatinprohibitin Prochlorococcus sp MIT 0604
377,143696,WP_036912824,86.07,13,13,2.83E5,4,1,8,Carbamidomethylation; Deamidation (NQ),40269,pyruvate dehydrogenase Prochlorococcus
377,143697,WP_011129726,86.07,13,13,2.83E5,4,1,8,Carbamidomethylation; Deamidation (NQ),40210,pyruvate dehydrogenase E1 subunit alpha Prochlorococcus marinus
377,143698,ETNP_120,86.07,13,13,2.83E5,4,1,8,Carbamidomethylation; Deamidation (NQ),40166,Acetoin:2 6-dichlorophenolindophenol oxidoreductase subunit alpha
264,143580,WP_042850677,85.89,14,14,4.65E7,6,6,10,Carbamidomethylation,36297,3-beta hydroxysteroid dehydrogenase Prochlorococcus sp MIT 0604
374,143537,WP_042850822,85.73,20,20,8.94E6,4,4,6,Carbamidomethylation; Oxidation (M); Deamidation (NQ),38303,phenylalanyl-tRNA synthetase subunit alpha Prochlorococcus sp MIT 0604
409,143450,NP_30,85.51,25,25,1.85E7,5,2,7,Carbamidomethylation; Deamidation (NQ),25945,Ktr system potassium uptake protein A
132,143940,NP_30,85.38,35,35,7.62E8,7,7,19,,20138,Photosystem I reaction center subunit III precursor
512,143423,WP_032515588,85.25,14,14,6.13E6,5,5,5,Carbamidomethylation,51126,ribosome-associated GTPase EngA Prochlorococcus
300,143426,ETNP_140,84.87,14,14,8.51E6,5,1,8,Carbamidomethylation,47932,Adenylosuccinate synthetase
300,143427,ETNP_120,84.87,14,14,8.51E6,5,1,8,Carbamidomethylation,47932,Adenylosuccinate synthetase
300,143428,ETNP_90,84.87,14,14,8.51E6,5,1,8,Carbamidomethylation,48587,Adenylosuccinate synthetase
300,143430,ETNP_90,84.87,8,8,8.51E6,5,1,8,Carbamidomethylation,85685,Adenylosuccinate synthetase
366,144072,ETNP_60,84.77,62,62,4.13E7,4,4,7,Carbamidomethylation; Oxidation (M),8816,Fe/S biogenesis protein NfuA
366,144078,WP_002805305,84.77,62,62,4.13E7,4,4,7,Carbamidomethylation; Oxidation (M),8832,nitrogen-fixing protein NifU Prochlorococcus
366,144079,NP_30,84.77,62,62,4.13E7,4,4,7,Carbamidomethylation; Oxidation (M),8832,Fe/S biogenesis protein NfuA
423,143652,WP_042850428,84.75,29,29,2.48E7,4,4,7,Carbamidomethylation,26749,triosephosphate isomerase Prochlorococcus sp MIT 0604
419,143452,NP_30,84.39,22,22,6.58E7,5,5,7,Carbamidomethylation,27058,putative glutathione S-transferase
289,143730,WP_038542638,84.34,10,10,2.67E6,5,1,8,Deamidation (NQ),72061,DNA gyrase subunit B Synechococcus sp KORDI-100
289,143731,ETNP_120,84.34,10,10,2.67E6,5,1,8,Deamidation (NQ),72255,DNA gyrase subunit B
289,143732,WP_011126973,84.34,10,10,2.67E6,5,1,8,Deamidation (NQ),72054,DNA gyrase subunit B Synechococcus sp WH 8102
418,143409,ETNP_70,84.27,24,24,9.74E7,5,3,7,,22694,30S ribosomal protein S3
418,143410,NP_30,84.27,20,20,9.74E7,5,3,7,,27451,30S ribosomal protein S3
418,143411,WP_011819165,84.27,20,20,9.74E7,5,3,7,,27451,30S ribosomal protein S3 Prochlorococcus
696,144549,WP_042851173,84.06,16,16,2.33E7,3,2,3,Methylation(KR),26546,serine acetyltransferase Prochlorococcus sp MIT 0604
547,143720,WP_042849489,83.87,9,9,2.14E7,5,4,5,,51962,argininosuccinate lyase Prochlorococcus sp MIT 0604
442,143755,WP_042851200,83.71,9,9,3.16E7,5,5,7,,53754,trigger factor Prochlorococcus sp MIT 0604
149,144813,WP_042850904,83.55,22,22,6.09E8,3,3,17,Oxidation (M); Deamidation (NQ),19682,hypothetical protein Prochlorococcus sp MIT 0604
149,144814,NP_30,83.55,22,22,6.09E8,3,3,17,Oxidation (M); Deamidation (NQ),20131,Pentapeptide repeats (8 copies)
553,144313,NP_30,83.43,34,34,7.87E6,3,1,5,Carbamidomethylation,16069,3-dehydroquinate dehydratase
387,143389,WP_042851139,83.33,9,9,6.34E7,6,6,8,Carbamidomethylation,69717,glutamine amidotransferase Prochlorococcus sp MIT 0604
412,144053,WP_006171977,83.19,7,7,1.89E7,4,1,7,Carbamidomethylation,54062,F0F1 ATP synthase subunit alpha Synechococcus sp WH 5701
513,143873,WP_042851246,83.18,20,20,2.52E7,4,4,5,Carbamidomethylation; Deamidation (NQ),32727,formyltetrahydrofolate deformylase Prochlorococcus sp MIT 0604
460,143552,WP_042849647,83.07,18,18,2.37E7,4,4,6,Carbamidomethylation,34810,transcriptional regulator Prochlorococcus sp MIT 0604
396,144025,NP_30,83.02,30,30,1.49E8,5,5,7,,19936,30S ribosomal protein S6
234,143759,WP_005010098,83.01,7,7,7.66E6,5,1,13,,98885,ATP-dependent chaperone ClpB Nitrospina gracilis
467,144780,WP_042850000,82.99,5,5,6.36E7,3,3,5,Carbamidomethylation; Deamidation (NQ),82132,carboxysome shell protein Prochlorococcus sp MIT 0604
430,144353,WP_042849703,82.86,15,15,9.14E7,3,3,7,,25640,50S ribosomal protein L1 Prochlorococcus sp MIT 0604
345,143667,WP_042851386,82.71,35,35,5.33E7,5,5,8,Carbamidomethylation,16798,50S ribosomal protein L15 Prochlorococcus sp MIT 0604
478,144068,WP_052044765,82.69,7,7,3.93E6,5,5,6,,95889,maltodextrin phosphorylase Prochlorococcus sp MIT 0604
464,144322,WP_038654353,82.53,15,15,1.98E7,3,1,6,,27496,30S ribosomal protein S3 Prochlorococcus sp MIT 0801
473,143820,WP_011131503,82.29,8,8,4.79E6,5,1,6,Carbamidomethylation; Deamidation (NQ),54501,aspartylglutamyl-tRNAAsnGln amidotransferase subunit B Prochlorococcus marinus
642,145246,WP_042850726,82.12,26,26,5.04E7,3,3,4,,11769,30S ribosomal protein S14 Prochlorococcus sp MIT 0604
305,147379,ETNP_180,81.94,6,6,2.03E8,4,3,9,,34381,Elongation factor Tu
305,147380,ETNP_100,81.94,5,5,2.03E8,4,3,9,,43126,Elongation factor Tu
343,143633,WP_042849552,81.83,10,10,2.64E7,6,5,9,,75089,ABC transporter ATP-binding protein Prochlorococcus sp MIT 0604
624,144172,WP_042849708,81.79,8,8,1.9E6,3,1,3,Carbamidomethylation,63258,kinase Prochlorococcus sp MIT 0604
122,144213,WP_011817694,81.76,27,27,4.2E7,4,1,19,Deamidation (NQ),13244,50S ribosomal protein L7L12 Prochlorococcus
404,143626,WP_042850259,81.58,15,15,3.3E7,4,4,7,,35265,3-beta hydroxysteroid dehydrogenase Prochlorococcus sp MIT 0604
486,144691,WP_042851033,81.42,10,10,1.84E7,4,4,5,Oxidation (M); Deamidation (NQ),47038,histidinol dehydrogenase Prochlorococcus sp MIT 0604
154,144270,NP_30,81.38,25,25,3.21E8,4,4,17,,17106,Nucleoside diphosphate kinase
392,143835,WP_042851171,81.32,15,15,4E7,4,3,6,Carbamidomethylation; Methylation(KR),36437,GntR family transcriptional regulator Prochlorococcus sp MIT 0604
190,144546,WP_011817817,81.15,72,72,9.65E8,5,5,10,Methylation(KR),7563,photosystem I reaction center subunit IV Prochlorococcus
346,143783,WP_011127938,80.83,9,9,8.02E7,4,1,9,,52468,glutamine synthetase Synechococcus sp WH 8102
455,143955,ETNP14_68,80.77,11,11,8.13E5,4,1,6,,38154,Glyceraldehyde-3-phosphate dehydrogenase 2
549,144021,WP_042849692,80.76,6,6,2.25E6,4,4,4,Carbamidomethylation,87149,pppGpp synthetase Prochlorococcus sp MIT 0604
799,144975,ETNP_60,80.59,21,21,7.5E5,2,2,2,Carbamidomethylation,17685,hypothetical protein
493,143454,WP_042849706,80.29,8,8,6.42E6,5,2,6,Methylation(KR),104397,ATPase AAA Prochlorococcus sp MIT 0604
497,143949,WP_025913788,80.28,42,42,3.9E7,4,2,5,,11786,circadian clock protein KaiB Prochlorococcus
471,143735,ETNP_70,80.28,20,20,1.17E7,4,2,6,Carbamidomethylation,24205,Delta-aminolevulinic acid dehydratase
320,143443,WP_011127592,80.19,8,8,3.99E5,5,1,9,Carbamidomethylation; Deamidation (NQ); Methylation(KR),96157,DNA gyrase subunit A Synechococcus sp WH 8102
626,144376,WP_042849763,80.16,6,6,4.73E7,3,3,4,,57121,phosphoribosylaminoimidazolecarboxamide formyltransferase Prochlorococcus sp MIT 0604
559,144628,WP_042851083,80.15,28,28,2.28E5,3,1,5,Carbamidomethylation,18274,50S ribosomal protein L16 Prochlorococcus sp MIT 0604
555,144325,ETNP_70,79.64,14,14,1.52E7,4,4,5,,27196,Heme oxygenase 1
364,143780,WP_042849480,79.26,9,9,1.72E7,4,4,5,Oxidation (M); Deamidation (NQ),85480,phosphoribosylformylglycinamidine synthase Prochlorococcus sp MIT 0604
525,143471,ETNP_120,79.06,11,11,1.62E7,5,1,5,Carbamidomethylation,43905,Dihydroxy-acid dehydratase
525,143473,WP_036915428,79.06,8,8,1.62E7,5,1,5,Carbamidomethylation,58176,dihydroxy-acid dehydratase Prochlorococcus
556,144493,NP_30,79.05,16,16,4.83E7,4,4,5,Carbamidomethylation,29194,1 4-Dihydroxy-2-naphthoyl-CoA synthase
556,144494,WP_042850055,79.05,15,15,4.83E7,4,4,5,Carbamidomethylation,31598,dihydroxynaphthoic acid synthetase Prochlorococcus sp MIT 0604
638,144892,WP_042850721,79.03,23,23,6.23E6,2,2,3,,15430,ribonuclease P Prochlorococcus sp MIT 0604
551,144065,WP_042850865,78.95,14,14,2.55E7,3,3,4,,40199,hypothetical protein Prochlorococcus sp MIT 0604
351,144627,WP_042849546,78.86,12,12,3.34E7,4,3,7,Carbamidomethylation,39175,photosystem reaction center subunit H Prochlorococcus sp MIT 0604
254,145037,ETNP_100,78.64,26,26,3.1E8,3,1,12,Oxidation (M),9737,FK506-binding protein
254,145038,ETNP_120,78.64,18,18,3.1E8,3,1,12,Oxidation (M),14124,FK506-binding protein
254,145039,ETNP_90,78.64,12,12,3.1E8,3,1,12,Oxidation (M),21339,FK506-binding protein
254,145040,ETNP_100,78.64,12,12,3.1E8,3,1,12,Oxidation (M),21339,FK506-binding protein
254,145041,ETNP_140,78.64,12,12,3.1E8,3,1,12,Oxidation (M),21339,FK506-binding protein
254,145042,NP_85,78.64,12,12,3.1E8,3,1,12,Oxidation (M),21443,FK506-binding protein
254,145043,ETNP_120,78.64,11,11,3.1E8,3,1,12,Oxidation (M),22302,FK506-binding protein
254,145224,ETNP_90,78.64,29,29,3.1E8,3,1,12,Oxidation (M),8922,FK506-binding protein
254,145225,ETNP_120,78.64,26,26,3.1E8,3,1,12,Oxidation (M),9731,FK506-binding protein
254,145226,ETNP_120,78.64,16,16,3.1E8,3,1,12,Oxidation (M),16052,FK506-binding protein
254,145227,WP_038545729,78.64,12,12,3.1E8,3,1,12,Oxidation (M),20700,peptidylprolyl isomerase Synechococcus sp KORDI-100
254,145228,WP_006171886,78.64,11,11,3.1E8,3,1,12,Oxidation (M),22119,peptidyl-prolyl cis-trans isomerase Synechococcus sp WH 5701
362,143579,WP_042849901,78.52,8,8,7.46E6,5,4,6,,97382,DNA topoisomerase I Prochlorococcus sp MIT 0604
593,143896,WP_042849768,78.45,12,12,1.31E7,4,4,4,Carbamidomethylation,41615,queuine tRNA-ribosyltransferase Prochlorococcus sp MIT 0604
480,144253,NP_30,78.44,39,39,4.62E6,4,2,6,Oxidation (M),11610,hypothetical protein
480,144261,WP_042850272,78.44,39,39,4.62E6,4,2,6,Oxidation (M),11611,hypothetical protein Prochlorococcus sp MIT 0604
391,143753,WP_042850673,78.41,12,12,5.36E7,4,4,7,Carbamidomethylation; Methylation(KR),50127,thioredoxin Prochlorococcus sp MIT 0604
558,144566,WP_042850700,77.80,13,13,4.64E7,3,3,4,Carbamidomethylation,33679,glycyl-tRNA synthetase subunit alpha Prochlorococcus sp MIT 0604
703,145023,WP_042850725,77.72,9,9,8.51E6,3,3,3,,38972,zinc metalloprotease Prochlorococcus sp MIT 0604
658,146391,WP_042851044,77.65,15,15,7.68E6,3,3,4,,19003,hypothetical protein Prochlorococcus sp MIT 0604
507,146226,ETNP_60,77.62,26,26,3.55E6,3,1,5,Deamidation (NQ),8675,Imidazole glycerol phosphate synthase subunit HisF
405,143705,WP_042850578,77.54,35,35,6.42E7,4,4,7,,20727,photosystem II protein PsbP Prochlorococcus sp MIT 0604
472,143819,ETNP_60,77.49,26,26,1.12E7,4,1,6,Carbamidomethylation,22176,15-cis-phytoene desaturase
485,144661,WP_011817562,77.48,16,16,2.1E7,3,3,6,,29187,Fe-S cluster assembly ATPase SufC Prochlorococcus
546,143719,WP_042849628,77.44,28,28,1.09E7,5,4,5,Carbamidomethylation; Deamidation (NQ),23879,thymidylate kinase Prochlorococcus sp MIT 0604
235,143761,ETNP_120,77.36,38,38,4.59E7,5,1,13,,11383,50S ribosomal protein L11
235,143762,ETNP_120,77.36,38,38,4.59E7,5,1,13,,11366,50S ribosomal protein L11
235,143763,ETNP_140,77.36,38,38,4.59E7,5,1,13,,11366,50S ribosomal protein L11
235,143765,WP_038651005,77.36,28,28,4.59E7,5,1,13,,14620,50S ribosomal protein L11 Prochlorococcus sp MIT 0801
235,143767,ETNP_90,77.36,28,28,4.59E7,5,1,13,,14807,50S ribosomal protein L11
235,143768,ETNP_100,77.36,28,28,4.59E7,5,1,13,,14788,50S ribosomal protein L11
235,143769,ETNP_100,77.36,28,28,4.59E7,5,1,13,,14807,50S ribosomal protein L11
235,143770,WP_036911027,77.36,28,28,4.59E7,5,1,13,,14840,50S ribosomal protein L11 Prochlorococcus
235,143771,ETNP14_68,77.36,28,28,4.59E7,5,1,13,,14807,50S ribosomal protein L11
694,144416,ETNP14_68,77.30,12,12,7.11E5,3,1,3,Carbamidomethylation,32398,Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein
641,145229,WP_042851154,77.20,19,19,1.93E7,2,2,3,,14072,single-stranded DNA-binding protein Prochlorococcus sp MIT 0604
565,144785,ETNP_60,77.04,21,21,2.03E7,3,1,5,,21123,Signal recognition particle protein
729,144171,WP_042849761,76.69,12,12,4.67E6,3,3,3,Carbamidomethylation; Methylation(KR),44856,4-hydroxy-3-methylbut-2-enyl diphosphate reductase Prochlorococcus sp MIT 0604
481,144287,WP_025930851,76.67,23,23,3.41E7,4,4,5,,19693,ATP synthase subunit delta Prochlorococcus
640,144950,WP_011817989,76.41,21,21,9.16E6,2,2,3,Carbamidomethylation,18780,hypothetical protein Prochlorococcus
640,144951,ETNP_70,76.41,21,21,9.16E6,2,2,3,Carbamidomethylation,18795,hypothetical protein
599,144156,WP_042851076,76.27,25,25,3.8E6,3,3,4,Carbamidomethylation,21310,HNH endonuclease Prochlorococcus sp MIT 0604
612,145241,NP_30,76.20,29,29,4E7,2,2,3,Deamidation (NQ),13930,NAD(P)H-quinone oxidoreductase subunit N
612,145242,WP_011819171,76.20,23,23,4E7,2,2,3,Deamidation (NQ),17772,NADPH-quinone oxidoreductase subunit N Prochlorococcus
520,144212,WP_042849934,76.04,17,17,1.05E7,3,3,3,,27418,short-chain dehydrogenase Prochlorococcus sp MIT 0604
453,144431,WP_038651032,75.75,9,9,7.02E6,4,1,5,Oxidation (M),57428,bicarbonate transporter BicA Prochlorococcus sp MIT 0801
425,143749,ETNP_120,75.65,4,4,1.01E7,4,1,6,,100483,Isoleucine--tRNA ligase
680,144375,WP_042850040,75.52,5,5,3.02E6,3,3,3,,80147,peptidase M3 Prochlorococcus sp MIT 0604
295,144771,WP_038543044,75.32,21,21,1.49E8,3,1,9,Oxidation (M),17502,30S ribosomal protein S7 Synechococcus sp KORDI-100
295,144772,WP_011128992,75.32,21,21,1.49E8,3,1,9,Oxidation (M),17477,30S ribosomal protein S7 Synechococcus
295,144773,WP_006172307,75.32,21,21,1.49E8,3,1,9,Oxidation (M),17486,30S ribosomal protein S7 Synechococcus sp WH 5701
622,144058,WP_042849776,75.32,9,9,2.77E6,3,3,3,,55320,Apocarotenoid-15 15-oxygenase Prochlorococcus sp MIT 0604
643,145346,WP_042849561,75.18,8,8,3.64E7,2,2,4,,40947,Rho termination protein Prochlorococcus sp MIT 0604
267,143900,WP_042850839,75.09,6,6,1.71E7,4,2,8,,80693,molecular chaperone DnaJ Prochlorococcus sp MIT 0604
413,144229,WP_042850142,75.06,12,12,1.61E7,3,3,5,Methylation(KR),33548,molecular chaperone Hsp33 Prochlorococcus sp MIT 0604
466,144684,ETNP_70,74.95,15,15,2.66E6,4,1,6,,28984,Replicative DNA helicase
600,144254,WP_042850231,74.81,18,18,1.41E7,3,3,3,,26618,LPS export ABC transporter ATP-binding protein Prochlorococcus sp MIT 0604
336,144426,WP_042849931,74.81,21,21,1.98E8,3,3,8,Oxidation (M),17963,50S ribosomal protein L19 Prochlorococcus sp MIT 0604
336,144427,ETNP14_68,74.81,20,20,1.98E8,3,3,8,Oxidation (M),18286,50S ribosomal protein L19
646,145483,ETNP_70,74.75,10,10,3.39E6,3,3,4,Deamidation (NQ),29435,Ribonuclease 3
483,144512,WP_011127607,74.66,11,11,1.86E6,3,1,4,,32836,farnesyl-diphosphate synthase Synechococcus sp WH 8102
410,143750,ETNP_60,74.60,21,21,8.82E6,5,2,6,Deamidation (NQ),35384,Phosphoenolpyruvate carboxylase
568,144916,WP_032519478,74.57,9,9,1.29E7,2,1,4,,37923,lysozyme Prochlorococcus
607,144836,WP_038544894,74.43,12,12,1.68E6,3,1,3,,47991,glutamyl-tRNA reductase Synechococcus sp KORDI-100
625,144348,WP_025923778,74.42,20,20,8.69E6,3,3,3,,20477,elongation factor P Prochlorococcus
625,144349,NP_30,74.42,19,19,8.69E6,3,3,3,,21830,Elongation factor P
447,144822,ETNP_70,74.35,24,24,1.58E7,3,2,7,Oxidation (M),19046,Vitamin B12 transport ATP-binding protein BacA
447,144823,ETNP14_68,74.35,13,13,1.58E7,3,2,7,Oxidation (M),34420,Vitamin B12 transport ATP-binding protein BacA
393,143944,WP_038652472,74.14,16,16,1.26E6,4,1,8,,36041,pyruvate dehydrogenase Prochlorococcus sp MIT 0801
489,146110,WP_042849894,73.89,9,9,8.14E6,3,1,6,,27661,imidazole glycerol phosphate synthase Prochlorococcus sp MIT 0604
592,143892,WP_038651842,73.66,15,15,2.8E6,4,1,4,,34572,DNA-directed RNA polymerase sigma-70 factor Prochlorococcus sp MIT 0801
557,144499,ETNP_70,73.57,10,10,5.4E5,4,1,5,Carbamidomethylation; Oxidation (M),58573,Dihydroxy-acid dehydratase
484,144601,WP_042849877,73.55,10,10,1.27E7,3,1,4,Carbamidomethylation; Methylation(KR),42899,cystathionine gamma-synthase Prochlorococcus sp MIT 0604
251,144693,ETNP14_68,73.42,11,11,4.17E7,3,1,9,Oxidation (M),31365,DNA-directed RNA polymerase subunit beta'
571,145284,WP_042850587,73.33,11,11,6.5E7,3,3,5,,26592,pyridoxine 5-phosphate synthase Prochlorococcus sp MIT 0604
536,144560,WP_042850366,72.94,6,6,1.07E7,3,3,4,,59270,glucose-6-phosphate isomerase Prochlorococcus sp MIT 0604
530,144140,WP_006170507,72.92,6,6,2.2E7,3,1,4,,71846,3-hydroxypropionyl-CoA synthetase Synechococcus sp WH 5701
456,144638,WP_042850218,72.87,19,19,6.54E6,3,3,6,Carbamidomethylation; Deamidation (NQ),26737,ABC transporter Prochlorococcus sp MIT 0604
502,144657,WP_042850664,72.62,13,13,3.49E7,5,5,5,Methylation(KR),39590,hemolysin D Prochlorococcus sp MIT 0604
482,144437,WP_042849917,72.58,16,16,3.38E7,3,3,4,,26473,3-ketoacyl-ACP reductase Prochlorococcus sp MIT 0604
627,144425,WP_042849631,72.48,22,22,1.43E7,3,3,4,Carbamidomethylation,20062,photosystem I assembly protein Ycf3 Prochlorococcus sp MIT 0604
501,144640,NP_30,72.46,28,28,1.4E8,4,4,6,Deamidation (NQ),13616,30S ribosomal protein S16
613,145310,WP_042849987,72.36,6,6,1.05E7,2,2,4,Carbamidomethylation,44289,30S ribosomal protein S1 Prochlorococcus sp MIT 0604
613,145481,ETNP_70,72.36,21,21,1.05E7,2,2,4,Carbamidomethylation,11877,30S ribosomal protein S1
495,143808,ETNP_70,72.35,26,26,1.89E7,4,4,6,Carbamidomethylation; Oxidation (M),22390,Imidazoleglycerol-phosphate dehydratase
537,144579,WP_042850346,72.26,9,9,1.04E7,4,4,4,,58090,threonine dehydratase Prochlorococcus sp MIT 0604
457,145371,WP_042850877,71.68,11,11,2.3E7,3,3,4,,38196,hypothetical protein Prochlorococcus sp MIT 0604
522,145230,WP_042850389,71.37,6,6,2.16E7,2,2,5,Carbamidomethylation,59429,methionyl-tRNA synthetase Prochlorococcus sp MIT 0604
639,144920,WP_011819266,71.16,14,14,1.56E6,2,1,2,,23386,ATP-dependent Clp protease proteolytic subunit Prochlorococcus
610,144995,ETNP_60,71.02,12,12,2.15E7,2,1,2,,24437,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
733,144469,ETNP_60,70.90,11,11,1.49E7,3,3,3,Carbamidomethylation,39140,Bifunctional homocysteine S-methyltransferase/5 10-methylenetetrahydrofolate reductase
749,145572,WP_042850551,70.80,6,6,1.96E7,3,3,3,,48422,glucose 6-phosphate dehydrogenase Prochlorococcus sp MIT 0604
679,144252,WP_011129152,70.58,9,9,1.88E6,3,1,3,,44989,NADPH-quinone oxidoreductase subunit H Synechococcus sp WH 8102
416,145022,WP_042851320,70.57,20,20,6.19E7,2,2,7,Deamidation (NQ),18431,hypothetical protein Prochlorococcus sp MIT 0604
744,145369,ETNP_120,70.46,29,29,3.57E6,3,1,3,Carbamidomethylation,16923,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
744,145370,ETNP_120,70.46,26,26,3.57E6,3,1,3,Carbamidomethylation,18598,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
573,145339,WP_042850680,70.17,18,18,4.13E7,2,2,5,,20477,photosystem I assembly protein Prochlorococcus sp MIT 0604
325,143962,ETNP_70,69.88,21,21,1.25E6,6,1,9,Carbamidomethylation,27279,Chaperone protein ClpB
603,144339,ETNP_70,69.69,16,16,1.18E7,3,3,4,,28635,Cobalt-precorrin-4 C(11)-methyltransferase
588,144990,NP_30,69.57,26,26,1.66E7,2,2,4,,13912,hypothetical protein
588,144991,WP_042850819,69.57,19,19,1.66E7,2,2,4,,18925,hypothetical protein Prochlorococcus sp MIT 0604
350,146307,WP_042850327,69.34,28,28,1.64E8,3,3,8,Oxidation (M); Methylation(KR); Cation:Fe[II],13286,photosystem II reaction center Psb28 protein Prochlorococcus sp MIT 0604
732,144432,ETNP_60,69.28,18,18,2.38E6,3,1,3,Carbamidomethylation,23017,Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein
474,143829,ETNP_70,69.14,18,18,5.71E5,4,1,6,Carbamidomethylation,25647,Ktr system potassium uptake protein A
533,144419,ETNP_100,68.68,25,25,1.09E7,3,1,5,,16058,GMP synthase [glutamine-hydrolyzing]
533,144420,ETNP_100,68.68,8,8,1.09E7,3,1,5,,48968,GMP synthase [glutamine-hydrolyzing]
533,144422,ETNP_140,68.68,7,7,1.09E7,3,1,5,,54300,GMP synthase [glutamine-hydrolyzing]
623,144150,ETNP_60,68.63,21,21,2.04E6,3,1,3,,22154,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2 6-diaminopimelate ligase
618,146599,WP_042849661,68.62,5,5,3.61E7,1,1,3,,40605,NADPH-quinone oxidoreductase subunit 1 Prochlorococcus sp MIT 0604
618,146600,WP_011129127,68.62,5,5,3.61E7,1,1,3,,40322,NADPH-quinone oxidoreductase subunit 1 Synechococcus
515,144311,NP_30,68.56,14,14,1.52E7,3,2,5,Deamidation (NQ),41957,GDP-mannose-dependent alpha-mannosyltransferase
515,144312,WP_042851210,68.56,14,14,1.52E7,3,2,5,Deamidation (NQ),42002,glycosyl transferase Prochlorococcus sp MIT 0604
514,144048,WP_042850025,68.50,13,13,1.24E6,4,1,4,,34626,DNA-directed RNA polymerase sigma-70 factor Prochlorococcus sp MIT 0604
601,144269,ETNP_60,68.49,12,12,1.34E6,3,1,3,Methylation(KR),50513,putative FAD-linked oxidoreductase
602,144300,WP_042849798,68.27,4,4,2.89E6,3,3,3,Methylation(KR),91978,ATPase AAA Prochlorococcus sp MIT 0604
901,146278,ETNP14_68,68.15,9,9,3.38E5,2,1,2,,35797,Phosphoribosylformylglycinamidine cyclo-ligase
636,144840,ETNP_90,68.09,6,6,1.65E5,3,1,3,,53364,FeS cluster assembly protein SufB
636,144841,WP_011130973,68.09,6,6,1.65E5,3,1,3,,52997,cysteine desulfurase activator complex subunit SufB Prochlorococcus marinus
636,144842,ETNP_100,68.09,6,6,1.65E5,3,1,3,,53364,FeS cluster assembly protein SufB
500,144401,ETNP_60,67.97,91,91,8.56E5,3,1,6,Deamidation (NQ); Methylation(KR),7500,Glyceraldehyde-3-phosphate dehydrogenase 2
500,144402,ETNP_70,67.97,41,41,8.56E5,3,1,6,Deamidation (NQ); Methylation(KR),15978,Glyceraldehyde-3-phosphate dehydrogenase 2
429,144226,WP_042849713,67.75,9,9,6.11E6,3,1,6,Carbamidomethylation,37360,delta-aminolevulinic acid dehydratase Prochlorococcus sp MIT 0604
521,144613,ETNP_70,67.62,24,24,1.97E7,3,3,4,Carbamidomethylation,22152,Deoxycytidine triphosphate deaminase
595,144695,WP_006172522,67.15,8,8,3.39E5,3,1,3,,52072,isocitrate dehydrogenase Synechococcus sp WH 5701
385,145567,WP_038651284,67.07,13,13,1.34E8,3,2,7,Deamidation (NQ); Methylation(KR),29797,septum site-determining protein MinD Prochlorococcus sp MIT 0801
631,144651,ETNP_70,66.95,30,30,8.26E6,3,3,4,Carbamidomethylation,21322,hypothetical protein
