Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 278_265m_trap_SKQ17_P2,Area 278_265m_trap_SKQ17_P2,#Peptides,#Unique,#Spec 278_265m_trap_SKQ17_P2,PTM,Avg. Mass,Description
90,417705,ETNP14_68maa_PROKKA_18012,33.94,5,5,4.36E5,2,2,2,Deamidation (NQ); Methylation(R),49864,Biopolymer transport protein ExbB
95,416799,SAR11cell_DLNKFFIG_02923,33.67,4,4,4.39E5,2,2,2,Oxidation (M),52206,Glutamine synthetase
454,416641,ETNP_180m_PROKKA_238175,33.53,2,2,1.1E6,1,1,1,,49582,Acylamidase
454,416642,ETNP_160m_PROKKA_55326,33.53,2,2,1.1E6,1,1,1,,49582,Acylamidase
454,416643,ETNP14_68maa_PROKKA_89378,33.53,2,2,1.1E6,1,1,1,,49558,Acylamidase
164,418217,ETNP_300m_PROKKA_196927,33.41,5,5,7.86E5,1,1,1,,25319,Enolase
164,418218,ETNP_300m_PROKKA_196925,33.41,4,4,7.86E5,1,1,1,,36271,Enolase
164,418219,ETNP_120m_free_PROKKA_74578,33.41,3,3,7.86E5,1,1,1,,46092,Enolase
123,374080,WP_012184333.1,33.27,1,1,1.35E7,2,1,2,Deamidation (NQ),144165,DNA-directed RNA polymerase subunit beta' [Salinispora arenicola]
125,416879,ETNP14_68maa_PROKKA_121171,32.97,5,5,4.66E6,2,2,2,,36468,Glyceraldehyde-3-phosphate dehydrogenase A
125,370595,WP_013306620.1,32.97,5,5,4.66E6,2,2,2,,35831,type I glyceraldehyde-3-phosphate dehydrogenase [Maribacter sp. HTCC2170]
455,59738,WP_007278118,31.86,2,2,2.74E6,1,1,1,,43419,hypothetical protein Lentisphaera araneosa
456,416688,ETNP_120m_PROKKA_21852,31.57,1,1,3.94E6,1,1,1,Carbamidomethylation,76315,Glycine--tRNA ligase beta subunit
280,416652,ETNP_100m_PROKKA_67938,31.56,2,2,1.33E5,1,1,1,Deamidation (NQ),60195,Formate--tetrahydrofolate ligase
48,417711,ETNP14_68mB_PROKKA_162482,31.55,10,10,1.03E6,1,1,1,,11505,Triosephosphate isomerase
88,416854,ETNP14_68maa_PROKKA_56085,31.55,2,2,2.34E6,1,1,1,,62539,Cysteine desulfurase
235,373102,ABQ31841.1,30.62,2,2,3.29E6,1,1,1,Deamidation (NQ),56240,D-3-phosphoglycerate dehydrogenase [Acidiphilium cryptum JF-5]
332,416657,ETNP_180m_PROKKA_62694,30.44,2,2,0E0,1,1,1,,39338,Alanine dehydrogenase
332,416658,ETNP_160m_PROKKA_23054,30.44,2,2,0E0,1,1,1,,39338,Alanine dehydrogenase
332,416659,ETNP_140m_PROKKA_120247,30.44,2,2,0E0,1,1,1,,39338,Alanine dehydrogenase
332,416693,ETNP_120m_PROKKA_207105,30.44,4,4,0E0,1,1,1,,24703,Alanine dehydrogenase
332,416695,ETNP14_68mB_PROKKA_08653,30.44,2,2,0E0,1,1,1,,38921,Alanine dehydrogenase
332,373138,ActinobacteriaREDSEAS14_EEFFFEGA_01600,30.44,2,2,0E0,1,1,1,,38602,Alanine dehydrogenase
332,416717,ETNP_90m_PROKKA_01079,30.44,6,6,0E0,1,1,1,,16218,Alanine dehydrogenase
332,416718,ETNP_160m_PROKKA_14018,30.44,3,3,0E0,1,1,1,,31353,Alanine dehydrogenase
332,373153,ActinobacteriaREDSEAS09_EJKBNLBD_01758,30.44,3,3,0E0,1,1,1,,31495,Alanine dehydrogenase
332,416719,ETNP_100m_PROKKA_70253,30.44,3,3,0E0,1,1,1,,31486,Alanine dehydrogenase
332,373154,WP_006232307.1,30.44,2,2,0E0,1,1,1,,38919,alanine dehydrogenase [Photobacterium profundum]
332,416720,ETNP14_68mB_PROKKA_12703,30.44,2,2,0E0,1,1,1,,38752,Alanine dehydrogenase
332,416721,ETNP_90m_PROKKA_210939,30.44,2,2,0E0,1,1,1,,38479,Alanine dehydrogenase
332,373155,WP_011217903.1,30.44,2,2,0E0,1,1,1,,39776,alanine dehydrogenase [Photobacterium profundum]
332,416722,ETNP14_120maa_PROKKA_35485,30.44,2,2,0E0,1,1,1,,38661,Alanine dehydrogenase
332,416723,ETNP14_120maa_PROKKA_24141,30.44,2,2,0E0,1,1,1,,38682,Alanine dehydrogenase
332,416724,ETNP_180m_PROKKA_160077,30.44,2,2,0E0,1,1,1,,38661,Alanine dehydrogenase
332,416725,NP_300m_PROKKA_00599,30.44,2,2,0E0,1,1,1,,38635,Alanine dehydrogenase
161,60614,WP_041385083,29.99,1,1,3.1E6,1,1,1,,77901,HD family phosphohydrolase Prochlorococcus marinus
623,416736,ETNP_120m_particle_PROKKA_124170,29.61,1,1,3.56E5,1,1,1,,59460,Glutamine-dependent NAD(+) synthetase
622,416734,ETNP_160m_PROKKA_128995,29.60,3,3,1.48E6,1,1,1,,29015,Phosphoribosylaminoimidazole-succinocarboxamide synthase
622,416735,ETNP_70m_PROKKA_66859,29.60,2,2,1.48E6,1,1,1,,43383,NPL4 family protein
624,373157,CAN93767.1,29.44,1,1,3.13E5,1,1,1,Methylation(R),62607,hypothetical protein sce3607 [Sorangium cellulosum So ce56]
138,373294,WP_011218445.1,28.91,2,2,2.67E5,1,1,1,,43599,glycine C-acetyltransferase [Photobacterium profundum]
116,104829,WP_011340567,28.85,2,2,7.74E4,1,1,1,,71544,FeIII uptake ligand-gated TonB-dependent outer membrane channel Pelobacter carbinolicus
121,416821,XP_002182583,28.79,1,1,3.17E5,1,1,1,Deamidation (NQ),74904,predicted protein partial  Phaeodactylum tricornutum CCAP 1055
457,374933,virus_CCADEAMM_26449,28.62,2,2,3.56E5,1,1,1,,57624,hypothetical protein
107,416884,ETNP14_120maa_PROKKA_166626,28.59,3,3,4.69E5,1,1,1,,38745,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
335,416764,ETNP_300m_PROKKA_174983,28.00,5,5,1.19E6,1,1,1,,18898,hypothetical protein
335,416785,ETNP_180m_PROKKA_199583,28.00,7,7,1.19E6,1,1,1,,14182,hypothetical protein
335,416786,ETNP_160m_PROKKA_155961,28.00,5,5,1.19E6,1,1,1,,18378,hypothetical protein
169,367316,virus_CCADEAMM_21832,27.90,0,0,7.79E5,1,1,1,Oxidation (M); Hydroxylation,472274,hypothetical protein
458,416796,ETNP_120m_free_PROKKA_304337,27.69,2,2,3.57E6,1,1,1,Methylation(R),70618,Levanase precursor
384,417151,ETNP_120m_PROKKA_105851,27.38,1,1,3.01E6,1,1,1,Deamidation (NQ),120298,PIF1-like helicase
236,373194,ACY16045.1,27.12,1,1,1.47E6,1,1,1,,57474,serine/threonine protein kinase [Haliangium ochraceum DSM 14365]
625,374606,cyanophage_EEBLHMBA_00593,27.10,2,2,3.02E6,1,1,1,,45408,hypothetical protein
211,373172,WP_041394478.1,27.09,2,2,3.38E6,1,1,1,,61305,bifunctional UDP-sugar hydrolase/5'-nucleotidase [Photobacterium profundum]
459,417045,ETNP14_120maa_PROKKA_118975,26.93,4,4,3.4E5,1,1,1,,26831,hypothetical protein
459,417046,ETNP_120m_PROKKA_42600,26.93,4,4,3.4E5,1,1,1,,26859,hypothetical protein
459,374733,WP_011219921.1,26.93,2,2,3.4E5,1,1,1,,52961,aspartate ammonia-lyase [Photobacterium profundum]
586,417999,gi|1377604731,26.87,5,5,3.28E6,1,1,1,,18415,Peptidyl-prolyl cis-trans isomerase [Hondaea fermentalgiana]
400,358576,CAN91477.1,26.56,2,2,4.69E7,1,1,1,,56854,hypothetical protein sce1319 [Sorangium cellulosum So ce56]
94,416797,ETNP_100m_particle_PROKKA_117946,26.40,2,2,1.79E5,1,1,1,Methylation(R),54255,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
372,417106,ETNP14_120maa_PROKKA_27944,26.17,2,2,2.89E5,1,1,1,Deamidation (NQ),55794,Carbamoyl-phosphate synthase large chain
339,416842,ETNP_160m_PROKKA_36208,26.07,3,3,2.53E5,1,1,1,Methylation(R),44303,Tetratricopeptide repeat protein
627,418068,ETNP14_120mab_PROKKA_146312,26.02,5,5,2.98E6,1,1,1,,17595,Glycine betaine/L-proline transport ATP-binding protein ProV
629,418088,EAQ04987.1,25.72,4,4,3.08E5,1,1,1,,27368,hypothetical protein OB2597_06875 [Pseudooceanicola batsensis HTCC2597]
588,418101,ETNP_100m_particle_PROKKA_09695,25.65,5,5,8.46E5,1,1,1,,16662,N5-carboxyaminoimidazole ribonucleotide mutase
588,418102,ETNP_100m_PROKKA_55428,25.65,5,5,8.46E5,1,1,1,,16658,N5-carboxyaminoimidazole ribonucleotide mutase
630,418104,ETNP14_68mB_PROKKA_109939,25.62,5,5,1.45E6,1,1,1,,15987,Methionine synthase
399,417708,ETNP14_120maa_PROKKA_08112,25.45,4,4,1.6E6,1,1,1,Deamidation (NQ),35399,Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
399,417709,ETNP_120m_PROKKA_326292,25.45,4,4,1.6E6,1,1,1,Deamidation (NQ),35399,Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
193,373489,virus_CCADEAMM_08422,25.26,1,1,1.01E6,1,1,1,,173466,hypothetical protein
631,418135,ETNP_90m_PROKKA_158747,25.25,10,10,9.23E5,1,1,1,,8570,hypothetical protein
631,418136,ETNP_120m_PROKKA_02615,25.25,10,10,9.23E5,1,1,1,,8570,hypothetical protein
248,59905,XP_003083127,25.21,2,2,6.97E6,1,1,1,,45607,actin-related protein 2 ISS  Ostreococcus tauri
248,417726,ETNP_70m_PROKKA_65864,25.21,2,2,6.97E6,1,1,1,,45542,Bacterial actin-related protein
632,418142,gi|1576968358,25.13,1,1,1.22E6,1,1,1,Deamidation (NQ),149390,hypothetical protein I1G_00003057 [Pochonia chlamydosporia 123]
148,418151,ETNP_90m_PROKKA_44397,25.08,2,2,2.21E5,1,1,1,,49664,hypothetical protein
283,59922,WP_015351214,25.06,1,1,2.07E5,1,1,1,,69158,hypothetical protein Myxococcus stipitatus
590,418152,ETNP14_120mab_PROKKA_19871,25.05,5,5,2.29E6,1,1,1,,20522,L-2-hydroxyglutarate oxidase LhgO
343,416915,ETNP_160m_PROKKA_47460,24.99,10,10,6.97E5,1,1,1,Carbamidomethylation,15418,hypothetical protein
343,416916,ETNP_120m_particle_PROKKA_254198,24.99,9,9,6.97E5,1,1,1,Carbamidomethylation,16951,hypothetical protein
40,418182,ETNP_120m_free_PROKKA_10666,24.80,4,4,4.16E6,1,1,1,,29977,Caffeine dehydrogenase subunit beta
340,416858,ETNP14_68maa_PROKKA_63936,24.27,2,2,7.34E5,1,1,1,,70719,putative copper-exporting P-type ATPase V
340,417728,ETNP_90m_PROKKA_133872,24.27,4,4,7.34E5,1,1,1,,30822,putative cadmium-transporting ATPase
340,417729,ETNP14_68maa_PROKKA_42388,24.27,2,2,7.34E5,1,1,1,,61494,Silver exporting P-type ATPase
468,417740,ETNP_90m_PROKKA_135862,24.10,5,5,1.61E5,1,1,1,,19193,hypothetical protein
468,417741,ETNP14_68maa_PROKKA_46386,24.10,5,5,1.61E5,1,1,1,,19193,hypothetical protein
468,418281,ETNP_60m_PROKKA_26419,24.10,5,5,1.61E5,1,1,1,,19393,hypothetical protein
468,418282,ETNP_70m_PROKKA_57432,24.10,5,5,1.61E5,1,1,1,,19456,hypothetical protein
342,416911,ETNP_60m_PROKKA_22728,24.05,2,2,2.09E6,1,1,1,,57269,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
342,418287,ETNP_120m_free_PROKKA_247413,24.05,6,6,2.09E6,1,1,1,,13785,hypothetical protein
462,417720,ETNP_70m_PROKKA_00668,24.04,3,3,1.65E6,1,1,1,,27533,hypothetical protein
462,418289,ETNP_70m_PROKKA_131962,24.04,3,3,1.65E6,1,1,1,,28116,hypothetical protein
401,417716,ETNP14_120mab_PROKKA_146511,23.95,5,5,2.57E6,1,1,1,,14497,Outer membrane protein TolC precursor
401,417719,ETNP14_120maa_PROKKA_131640,23.95,2,2,2.57E6,1,1,1,,37240,Outer membrane protein TolC precursor
401,417721,ETNP14_120maa_PROKKA_49533,23.95,1,1,2.57E6,1,1,1,,52463,Outer membrane protein TolC precursor
69,366647,virus_CCADEAMM_35615,23.87,0,0,1.75E6,1,1,1,,314077,hypothetical protein
337,416826,ETNP14_120maa_PROKKA_134348,23.87,3,3,2.99E5,1,1,1,,46458,Phosphoenolpyruvate carboxykinase [ATP]
337,417722,ETNP_180m_PROKKA_126947,23.87,7,7,2.99E5,1,1,1,,20258,Phosphoenolpyruvate carboxykinase [ATP]
337,417723,ETNP_120m_PROKKA_307108,23.87,3,3,2.99E5,1,1,1,,46518,Phosphoenolpyruvate carboxykinase [ATP]
126,416978,ETNP_160m_PROKKA_31754,23.85,2,2,1.89E6,1,1,1,,41259,DNA polymerase III subunit delta
126,418424,NP_300m_PROKKA_12884,23.85,5,5,1.89E6,1,1,1,,14696,NADPH-dependent 7-cyano-7-deazaguanine reductase
120,416818,WP_014474018,23.77,1,1,0E0,1,1,1,,113910,hypothetical protein Arcobacter sp L
187,374205,WP_011128645,23.70,3,3,0E0,1,1,1,,34283,porphobilinogen deaminase Synechococcus sp WH 8102
338,373237,WP_041394571.1,23.55,2,2,9.77E4,1,1,1,,60072,phosphoenolpyruvate carboxykinase (ATP) [Photobacterium profundum]
441,418367,ETNP_300m_PROKKA_165998,23.47,4,4,0E0,1,1,1,,22862,hypothetical protein
634,418368,ETNP_70m_PROKKA_43521,23.44,6,6,1.49E6,1,1,1,,13136,hypothetical protein
636,62504,WP_011397713,23.38,2,2,6.96E5,1,1,1,,48153,glutathione reductase Hahella chejuensis
350,416972,WP_012561203,23.36,1,1,5.74E5,1,1,1,Deamidation (NQ),73757,ATPase Oligotropha carboxidovorans
246,416869,WP_052544412,23.32,2,2,0E0,1,1,1,,61658,hypothetical protein Candidatus Saccharibacteria bacterium GW2011_GWC2_44_17
635,418380,ETNP_120m_PROKKA_07389,23.27,8,8,0E0,1,1,1,Deamidation (NQ); Methylation(R),16240,hypothetical protein
442,418385,ETNP_120m_free_PROKKA_259473,23.25,12,12,0E0,1,1,1,Oxidation (M),8602,hypothetical protein
442,418389,ETNP_180m_PROKKA_29492,23.25,5,5,0E0,1,1,1,Oxidation (M),18767,Asparagine synthetase [glutamine-hydrolyzing] 1
442,418392,ETNP14_120mab_PROKKA_60281,23.25,4,4,0E0,1,1,1,Oxidation (M),21611,hypothetical protein
442,418401,ETNP_120m_particle_PROKKA_241735,23.25,2,2,0E0,1,1,1,Oxidation (M),39525,hypothetical protein
402,417734,ETNP14_68maa_PROKKA_39227,23.11,7,7,1.44E6,1,1,1,,13115,50S ribosomal protein L7/L12
402,60808,WP_013047253,23.11,7,7,1.44E6,1,1,1,,12738,50S ribosomal protein L7 L12 Candidatus Puniceispirillum marinum
402,60012,WP_011310910,23.11,7,7,1.44E6,1,1,1,,12722,50S ribosomal protein L7L12 Thiobacillus denitrificans
345,373238,EAP85926.1,23.09,3,3,8.63E5,1,1,1,,30433,hypothetical protein CA2559_07836 [Croceibacter atlanticus HTCC2559]
345,416956,ETNP_120m_free_PROKKA_24084,23.09,1,1,8.63E5,1,1,1,,83887,protoporphyrinogen oxidase
345,417748,ETNP14_68maa_PROKKA_87004,23.09,3,3,8.63E5,1,1,1,,29952,Chromosome partition protein Smc
345,417749,ETNP_70m_PROKKA_83100,23.09,3,3,8.63E5,1,1,1,,29952,Chromosome partition protein Smc
288,59828,KHE90725,22.85,1,1,2.87E6,1,1,1,,120220,carbamoyl-phosphate synthase large subunit Candidatus Scalindua brodae
288,417756,NP_300m_PROKKA_23839,22.85,1,1,2.87E6,1,1,1,,73853,Carbamoyl-phosphate synthase large chain
288,418442,ETNP_70m_PROKKA_80281,22.85,7,7,2.87E6,1,1,1,,14376,hypothetical protein
288,418443,ETNP_120m_PROKKA_45720,22.85,7,7,2.87E6,1,1,1,,15780,Carbamoyl-phosphate synthase large chain
288,418444,ETNP14_68maa_PROKKA_174428,22.85,3,3,2.87E6,1,1,1,,36712,hypothetical protein
469,374270,virus_CCADEAMM_61214,22.70,8,8,5.75E5,1,1,1,,12105,hypothetical protein
404,373089,virus_CCADEAMM_49594,22.51,7,7,0E0,1,1,1,,12710,hypothetical protein
349,416970,ETNP14_68maa_PROKKA_53432,22.44,1,1,1.68E6,1,1,1,,84087,Pesticin receptor precursor
639,418521,ETNP_90m_PROKKA_100268,22.25,6,6,0E0,1,1,1,Deamidation (NQ),22210,hypothetical protein
341,382820,ABF63704.1,22.19,1,1,2.29E6,1,1,1,Methylation(R),110264,sarcosine oxidase alpha subunit family [Ruegeria sp. TM1040]
641,375451,WP_011219628.1,22.02,8,8,1.33E6,1,1,1,,13532,50S ribosomal protein L19 [Photobacterium profundum]
643,418583,ETNP_70m_PROKKA_45935,21.92,11,11,8.88E6,1,1,1,Deamidation (NQ),9824,hypothetical protein
644,375557,ABQ68423.1,21.87,4,4,1.57E5,1,1,1,,30943,Methenyltetrahydrofolate cyclohydrolase [Sphingomonas wittichii RW1]
473,59999,EJK46506,21.81,3,3,3.56E5,1,1,1,,70206,hypothetical protein THAOC_34824  Thalassiosira oceanica
481,417771,ETNP_110m_PROKKA_38090,21.41,5,5,0E0,1,1,1,,16629,Bifunctional protein HldE
648,418703,ETNP_90m_PROKKA_71952,21.27,4,4,1.1E6,1,1,1,,26337,Modification methylase AplI
471,417752,ETNP_100m_particle_PROKKA_12127,21.19,8,8,6.5E5,1,1,1,Methylation(R),12061,hypothetical protein
595,418771,virus_CCADEAMM_38793,21.07,1,1,2.61E5,1,1,1,Oxidation (M),84479,hypothetical protein
594,375374,Flavovirus_FBAKDGPJ_05450,21.06,3,3,4.34E5,1,1,1,Deamidation (NQ),49280,hypothetical protein
487,417785,ETNP14_68maa_PROKKA_58442,20.99,2,2,8.81E5,1,1,1,Oxidation (M); Deamidation (NQ),49694,hypothetical protein
355,374186,WP_011219932.1,20.97,1,1,3.21E5,1,1,1,,71594,acetyl-coenzyme A synthetase [Photobacterium profundum]
355,418778,ETNP_90m_PROKKA_127678,20.97,1,1,3.21E5,1,1,1,,63561,Bacteriophage head to tail connecting protein
486,374156,Verrucomicrobia_HGEPPPGB_02075,20.96,3,3,2.21E6,1,1,1,,37027,hypothetical protein
475,417762,virus_CCADEAMM_31245,20.75,1,1,6.45E4,1,1,1,,101906,hypothetical protein
484,417776,ETNP_100m_particle_PROKKA_154051,20.72,4,4,1.02E6,1,1,1,Carbamidomethylation,34872,Carboxylesterase NlhH
489,417789,ACA18647.1,20.56,1,1,7.12E5,1,1,1,,66458,TPR repeat-containing protein [Methylobacterium sp. 4-46]
478,61343,WP_014705362,20.52,6,6,4.68E5,1,1,1,,16487,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit Methylophaga nitratireducenticrescens
478,375360,WP_011219933.1,20.52,7,7,4.68E5,1,1,1,,16058,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit [Photobacterium profundum]
655,418870,ETNP_120m_particle_PROKKA_211748,20.45,1,1,2.83E6,1,1,1,,87057,hypothetical protein
412,417783,NP_30m_PROKKA_11106,20.44,4,4,2.42E5,1,1,1,Methylation(R),28468,Thiazole synthase
654,418854,ETNP_120m_particle_PROKKA_133635,20.43,3,3,5.95E5,1,1,1,,27041,Dihydroorotase
488,417786,ETNP14_120maa_PROKKA_88063,20.41,8,8,4.09E5,1,1,1,,15019,Ferric uptake regulation protein
488,417787,ETNP14_68maa_PROKKA_73376,20.41,8,8,4.09E5,1,1,1,,15044,Ferric uptake regulation protein
305,65203,WP_000102354,20.36,3,3,2.34E6,1,1,1,Oxidation (M); Deamidation (NQ),35175,cysteine synthase A Acinetobacter baumannii
286,416890,ETNP_120m_PROKKA_32277,20.35,4,4,9.12E5,1,1,1,,30778,Release factor glutamine methyltransferase
168,303895,YP_009188174.1,20.27,0,0,7.44E4,1,1,1,,800166,putative structural protein [Cyanophage P-TIM40]
490,374214,WP_011217539.1,20.21,2,2,7.22E4,1,1,1,Carbamidomethylation,40096,S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase [Photobacterium profundum]
490,375388,WP_012519523,20.21,2,2,7.22E4,1,1,1,Carbamidomethylation,40883,S-hydroxymethylglutathione dehydrogenase Alteromonas mediterranea
490,375387,CAI86461.1,20.21,2,2,7.22E4,1,1,1,Carbamidomethylation,39702,alcohol dehydrogenase class III [Pseudoalteromonas haloplanktis TAC125]
413,417788,ETNP_120m_PROKKA_318881,20.15,3,3,8.41E5,1,1,1,Deamidation (NQ); Hydroxylation,36768,Cell division protein FtsA
596,374157,ACI97900.1,20.13,1,1,3.76E5,1,1,1,,118066,tonB-dependent outer membrane receptor  putative [Rhodospirillum centenum SW]
658,418902,NP_100m_PROKKA_09314,20.03,9,9,5.56E6,1,1,1,,12352,Integration host factor subunit alpha
170,414733,virus_CCADEAMM_14805,20.00,0,0,5.57E5,1,1,1,,337240,hypothetical protein
