Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 231_JA2_100m_0.3um_SKQ17_P2,Coverage (%) 233_JA4_265m_0.3_SKQ17_P2,Coverage (%) 243_JA14_965m_0.3um_SKQ17_P2,Coverage (%) 378_100m_trap_SKQ17_P2,Coverage (%) 278_265m_trap_SKQ17_P2,Coverage (%) 273_965m_trap_SKQ17_P2,Area 231_JA2_100m_0.3um_SKQ17_P2,Area 233_JA4_265m_0.3_SKQ17_P2,Area 243_JA14_965m_0.3um_SKQ17_P2,Area 378_100m_trap_SKQ17_P2,Area 278_265m_trap_SKQ17_P2,Area 273_965m_trap_SKQ17_P2,#Peptides,#Unique,#Spec 231_JA2_100m_0.3um_SKQ17_P2,#Spec 233_JA4_265m_0.3_SKQ17_P2,#Spec 243_JA14_965m_0.3um_SKQ17_P2,#Spec 378_100m_trap_SKQ17_P2,#Spec 278_265m_trap_SKQ17_P2,#Spec 273_965m_trap_SKQ17_P2,PTM,Avg. Mass,Description
159,2259,ETNP14_120,84.64,27,16,13,17,0,0,0,,1.7E5,,,,,6,1,4,1,4,0,0,0,,9203,hypothetical protein
245,1175,ETNP_160,84.51,12,6,12,0,0,0,0,,5.16E5,,,,,5,1,2,5,0,0,0,0,,39732,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
245,1173,ETNP_180,84.51,12,6,12,0,0,0,0,,5.16E5,,,,,5,1,2,5,0,0,0,0,,39732,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
245,1174,ETNP_300,84.51,12,6,12,0,0,0,0,,5.16E5,,,,,5,1,2,5,0,0,0,0,,39732,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
145,754,ETNP_300,83.58,19,12,12,5,0,0,0,3.35E4,2.32E5,,,,,3,2,3,4,1,0,0,0,Deamidation (NQ); Dehydration,25132,hypothetical protein
145,756,ETNP_180,83.58,19,12,12,5,0,0,0,3.35E4,2.32E5,,,,,3,2,3,4,1,0,0,0,Deamidation (NQ); Dehydration,25132,hypothetical protein
145,755,ETNP_140,83.58,19,12,12,5,0,0,0,3.35E4,2.32E5,,,,,3,2,3,4,1,0,0,0,Deamidation (NQ); Dehydration,25132,hypothetical protein
145,753,ETNP_100,83.58,21,14,14,6,0,0,0,3.35E4,2.32E5,,,,,3,2,3,4,1,0,0,0,Deamidation (NQ); Dehydration,22020,hypothetical protein
238,1043,ETNP_100,83.52,27,27,0,0,0,0,0,3.8E6,,,,,,3,3,5,0,0,0,0,0,Methylation(KR),12390,Nitrogen regulatory protein P-II
238,1044,ETNP_90,83.52,27,27,0,0,0,0,0,3.8E6,,,,,,3,3,5,0,0,0,0,0,Methylation(KR),12390,Nitrogen regulatory protein P-II
238,1046,NP_85,83.52,27,27,0,0,0,0,0,3.8E6,,,,,,3,3,5,0,0,0,0,0,Methylation(KR),12376,Nitrogen regulatory protein P-II
238,1050,ETNP_90,83.52,27,27,0,0,0,0,0,3.8E6,,,,,,3,3,5,0,0,0,0,0,Methylation(KR),12376,Nitrogen regulatory protein P-II
238,1051,ETNP14_68,83.52,27,27,0,0,0,0,0,3.8E6,,,,,,3,3,5,0,0,0,0,0,Methylation(KR),12376,Nitrogen regulatory protein P-II
238,1045,ETNP_120,83.52,27,27,0,0,0,0,0,3.8E6,,,,,,3,3,5,0,0,0,0,0,Methylation(KR),12390,Nitrogen regulatory protein P-II
238,1043,ETNP_100,83.52,27,27,0,0,0,0,0,3.8E6,,,,,,3,3,5,0,0,0,0,0,Methylation(KR),12390,Nitrogen regulatory protein P-II
238,1048,ETNP_120,83.52,27,27,0,0,0,0,0,3.8E6,,,,,,3,3,5,0,0,0,0,0,Methylation(KR),12376,Nitrogen regulatory protein P-II
238,1049,ETNP_100,83.52,27,27,0,0,0,0,0,3.8E6,,,,,,3,3,5,0,0,0,0,0,Methylation(KR),12376,Nitrogen regulatory protein P-II
238,1271,WP_011130849,83.52,27,27,0,0,0,0,0,3.8E6,,,,,,3,3,5,0,0,0,0,0,Methylation(KR),12362,nitrogen regulatory protein P-II Prochlorococcus marinus
238,1272,WP_036911385,83.52,27,27,0,0,0,0,0,3.8E6,,,,,,3,3,5,0,0,0,0,0,Methylation(KR),12390,nitrogen regulatory protein P-II Prochlorococcus
184,458,NP_30,83.17,28,28,0,0,0,0,0,8.07E5,,,,,,3,1,6,0,0,0,0,0,Carbamidomethylation,8828,Photosystem I iron-sulfur center
184,459,WP_007099573,83.17,28,28,0,0,0,0,0,8.07E5,,,,,,3,1,6,0,0,0,0,0,Carbamidomethylation,8828,photosystem I iron-sulfur center Cyanobacteria
184,460,WP_006172463,83.17,28,28,0,0,0,0,0,8.07E5,,,,,,3,1,6,0,0,0,0,0,Carbamidomethylation,8844,photosystem I iron-sulfur center Synechococcus sp WH 5701
298,226,ETNP_120,83.05,20,20,0,0,0,0,0,4.72E6,,,,,,4,4,6,0,0,0,0,0,,28624,hypothetical protein
303,395,NP_85,82.73,6,6,0,0,0,0,0,5.33E6,,,,,,3,3,6,0,0,0,0,0,Carbamidomethylation,83226,Photosystem I P700 chlorophyll a apoprotein A2
303,394,WP_036912722,82.73,6,6,0,0,0,0,0,5.33E6,,,,,,3,3,6,0,0,0,0,0,Carbamidomethylation,83193,photosystem I P700 chlorophyll a apoprotein A2 Prochlorococcus
303,393,ETNP_100,82.73,6,6,0,0,0,0,0,5.33E6,,,,,,3,3,6,0,0,0,0,0,Carbamidomethylation,81826,Photosystem I P700 chlorophyll a apoprotein A2
178,320,WP_038543623,82.73,16,16,0,0,0,0,0,,,,,,,4,0,5,0,0,0,0,0,,12811,AbrB family transcriptional regulator Synechococcus sp KORDI-100
190,19457,ETNP14_120,82.70,2,0,2,0,0,0,0,,,,,,,3,0,0,4,0,0,0,0,,142899,Respiratory nitrate reductase 1 alpha chain
132,19501,NP_85,82.55,20,6,20,0,0,0,0,,,,,,,4,0,1,5,0,0,0,0,Carbamidomethylation,16566,Alpha-keto acid-binding periplasmic protein TakP precursor
305,1647,ETNP_120,82.49,39,10,39,0,0,0,0,,,,,,,3,0,2,4,0,0,0,0,Carbamidomethylation,13806,hypothetical protein
157,881,ETNP14_120,82.45,33,31,0,33,0,0,0,,,,,,,5,0,4,0,4,0,0,0,,4575,hypothetical protein
179,1084,ETNP14_120,82.42,4,4,2,0,0,0,0,,,,,,,3,0,3,2,0,0,0,0,,55907,60 kDa chaperonin 5
133,19432,ETNP_120,82.26,9,2,9,0,0,0,0,,,,,,,3,0,1,3,0,0,0,0,Carbamidomethylation,40322,Alpha-keto acid-binding periplasmic protein TakP precursor
289,19507,NP_300,81.94,27,0,27,0,0,0,0,,1.22E6,,,,,3,2,0,3,0,0,0,0,,13544,Phasin protein
289,19508,ETNP_120,81.94,26,0,26,0,0,0,0,,1.22E6,,,,,3,2,0,3,0,0,0,0,,14077,Phasin protein
402,1778,ETNP_90,81.64,16,16,0,0,0,0,0,2.94E6,,,,,,2,2,4,0,0,0,0,0,Oxidation (M),12305,Plastocyanin precursor
193,1410,NP_85,81.59,13,4,12,0,0,0,0,9.12E4,1.38E6,,,,,5,5,1,4,0,0,0,0,,40252,Bacterial extracellular solute-binding protein
193,1412,NP_300,81.59,13,4,12,0,0,0,0,9.12E4,1.38E6,,,,,5,5,1,4,0,0,0,0,,40252,Bacterial extracellular solute-binding protein
193,1411,ETNP14_68,81.59,13,4,12,0,0,0,0,9.12E4,1.38E6,,,,,5,5,1,4,0,0,0,0,,40252,Bacterial extracellular solute-binding protein
219,229,ETNP_120,81.56,25,25,0,0,0,0,0,4.34E6,,,,,,3,3,5,0,0,0,0,0,,13144,50S ribosomal protein L7/L12
219,230,ETNP_100,81.56,25,25,0,0,0,0,0,4.34E6,,,,,,3,3,5,0,0,0,0,0,,13144,50S ribosomal protein L7/L12
219,230,ETNP_100,81.56,25,25,0,0,0,0,0,4.34E6,,,,,,3,3,5,0,0,0,0,0,,13144,50S ribosomal protein L7/L12
219,228,ETNP_90,81.56,25,25,0,0,0,0,0,4.34E6,,,,,,3,3,5,0,0,0,0,0,,13144,50S ribosomal protein L7/L12
219,231,ETNP_110,81.56,25,25,0,0,0,0,0,4.34E6,,,,,,3,3,5,0,0,0,0,0,,13144,50S ribosomal protein L7/L12
403,37737,ETNP14_120,81.54,52,0,0,52,0,0,0,,,2.86E6,,,,4,3,0,0,4,0,0,0,,3672,hypothetical protein
403,37736,ETNP14_120,81.54,52,0,0,52,0,0,0,,,2.86E6,,,,4,3,0,0,4,0,0,0,,3658,hypothetical protein
403,37719,ETNP14_120,81.54,10,0,0,10,0,0,0,,,2.86E6,,,,4,3,0,0,4,0,0,0,,17825,Ammonium transporter NrgA
192,1031,WP_018048551,81.47,1,0,1,0,0,0,0,,,,,,,1,0,0,1,0,0,0,0,,181320,hypothetical protein Nitrospina sp AB-629-B18
160,19448,NP_100,81.28,18,0,18,0,0,0,0,,6.87E5,,,,,6,3,0,6,0,0,0,0,Oxidation (M),39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
160,19449,ETNP_110,81.28,18,0,18,0,0,0,0,,6.87E5,,,,,6,3,0,6,0,0,0,0,Oxidation (M),39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
160,19444,NP_85,81.28,18,0,18,0,0,0,0,,6.87E5,,,,,6,3,0,6,0,0,0,0,Oxidation (M),39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
160,19445,NP_125,81.28,18,0,18,0,0,0,0,,6.87E5,,,,,6,3,0,6,0,0,0,0,Oxidation (M),39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
160,19446,ETNP_120,81.28,18,0,18,0,0,0,0,,6.87E5,,,,,6,3,0,6,0,0,0,0,Oxidation (M),39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
160,19447,ETNP14_120,81.28,18,0,18,0,0,0,0,,6.87E5,,,,,6,3,0,6,0,0,0,0,Oxidation (M),39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
160,19450,ETNP_100,81.28,18,0,18,0,0,0,0,,6.87E5,,,,,6,3,0,6,0,0,0,0,Oxidation (M),39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
328,19525,ETNP_160,81.10,45,0,45,0,0,0,0,,1.73E5,,,,,6,1,0,6,0,0,0,0,,12987,Phasin protein
287,19451,ETNP_160,80.54,7,0,7,0,0,0,0,,4.26E4,,,,,3,1,0,3,0,0,0,0,,57117,60 kDa chaperonin
205,680,WP_015895894,80.46,7,1,5,0,0,0,0,,,,,,,3,0,1,2,0,0,0,0,,58788,molecular chaperone GroEL Acidobacterium capsulatum
161,19656,ETNP_120,80.31,9,7,5,0,0,0,0,,,,,,,4,0,3,3,0,0,0,0,,47048,60 kDa chaperonin
392,1221,ETNP_120,80.27,10,10,0,0,0,0,0,7.91E6,,,,,,2,2,4,0,0,0,0,0,,24509,hypothetical protein
217,2211,ETNP14_68,80.26,29,12,29,0,0,0,0,,,,,,,2,0,2,3,0,0,0,0,,10670,10 kDa chaperonin 1
217,2204,NP_300,80.26,32,14,32,0,0,0,0,,,,,,,2,0,2,3,0,0,0,0,,9237,10 kDa chaperonin 5
217,19697,ETNP14_120,80.26,29,12,29,0,0,0,0,,,,,,,2,0,2,3,0,0,0,0,,10556,10 kDa chaperonin 5
217,19700,ETNP14_120,80.26,29,12,29,0,0,0,0,,,,,,,2,0,2,3,0,0,0,0,,10485,10 kDa chaperonin 5
217,19702,ETNP_120,80.26,29,12,29,0,0,0,0,,,,,,,2,0,2,3,0,0,0,0,,10543,10 kDa chaperonin 5
217,19698,ETNP14_120,80.26,29,12,29,0,0,0,0,,,,,,,2,0,2,3,0,0,0,0,,10613,10 kDa chaperonin 1
217,1927,ETNP14_68,80.26,29,12,29,0,0,0,0,,,,,,,2,0,2,3,0,0,0,0,,10613,10 kDa chaperonin 1
217,19698,ETNP14_120,80.26,29,12,29,0,0,0,0,,,,,,,2,0,2,3,0,0,0,0,,10613,10 kDa chaperonin 1
217,19699,ETNP14_120,80.26,29,12,29,0,0,0,0,,,,,,,2,0,2,3,0,0,0,0,,10499,10 kDa chaperonin 5
217,2207,NP_125,80.26,29,12,29,0,0,0,0,,,,,,,2,0,2,3,0,0,0,0,,10499,10 kDa chaperonin 5
217,19701,ETNP14_120,80.26,29,12,29,0,0,0,0,,,,,,,2,0,2,3,0,0,0,0,,10527,10 kDa chaperonin 5
217,19704,WP_022735528,80.26,29,12,29,0,0,0,0,,,,,,,2,0,2,3,0,0,0,0,,10688,molecular chaperone GroES Candidatus Pelagibacter ubique
217,19705,ETNP14_120,80.26,29,12,29,0,0,0,0,,,,,,,2,0,2,3,0,0,0,0,,10658,10 kDa chaperonin 5
217,2208,NP_100,80.26,29,12,29,0,0,0,0,,,,,,,2,0,2,3,0,0,0,0,,10615,10 kDa chaperonin 5
217,2209,NP_300,80.26,29,12,29,0,0,0,0,,,,,,,2,0,2,3,0,0,0,0,,10616,10 kDa chaperonin 5
207,19504,NP_125,80.19,5,0,5,0,0,0,0,,,,,,,3,0,0,4,0,0,0,0,,58409,Nitrate reductase alpha subunit
207,19505,NP_100,80.19,5,0,5,0,0,0,0,,,,,,,3,0,0,4,0,0,0,0,,66391,Nitrate reductase alpha subunit
390,20247,ETNP14_120,79.91,7,3,7,0,0,0,0,,,,,,,3,0,1,4,0,0,0,0,,40752,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
390,20250,ETNP_300,79.91,7,3,7,0,0,0,0,,,,,,,3,0,1,4,0,0,0,0,,40632,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
390,20251,NP_300,79.91,7,3,7,0,0,0,0,,,,,,,3,0,1,4,0,0,0,0,,40632,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
390,20252,ETNP_180,79.91,7,3,7,0,0,0,0,,,,,,,3,0,1,4,0,0,0,0,,40632,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
390,20159,ETNP14_68,79.91,7,4,7,0,0,0,0,,,,,,,3,0,1,4,0,0,0,0,,36766,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
390,20160,ETNP_120,79.91,7,4,7,0,0,0,0,,,,,,,3,0,1,4,0,0,0,0,,36766,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
390,20161,ETNP_90,79.91,7,3,7,0,0,0,0,,,,,,,3,0,1,4,0,0,0,0,,40436,Alpha-keto acid-binding periplasmic protein TakP precursor
390,20248,ETNP14_68,79.91,7,3,7,0,0,0,0,,,,,,,3,0,1,4,0,0,0,0,,40639,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
390,20162,WP_019307727,79.91,7,3,7,0,0,0,0,,,,,,,3,0,1,4,0,0,0,0,,40624,hypothetical protein SAR324 cluster bacterium SCGC AAA240-J09
390,20246,ETNP14_68,79.91,7,3,7,0,0,0,0,,,,,,,3,0,1,4,0,0,0,0,,39987,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
390,20249,ETNP14_120,79.91,7,3,7,0,0,0,0,,,,,,,3,0,1,4,0,0,0,0,,40645,Alpha-keto acid-binding periplasmic protein TakP precursor
296,375,ETNP_160,79.59,58,58,0,0,0,0,0,5.72E6,,,,,,4,4,4,0,0,0,0,0,,7684,Thioredoxin
296,376,ETNP_90,79.59,46,46,0,0,0,0,0,5.72E6,,,,,,4,4,4,0,0,0,0,0,,9926,Thioredoxin-1
296,377,ETNP_120,79.59,45,45,0,0,0,0,0,5.72E6,,,,,,4,4,4,0,0,0,0,0,,10054,Thioredoxin-1
296,379,ETNP_100,79.59,38,38,0,0,0,0,0,5.72E6,,,,,,4,4,4,0,0,0,0,0,,11595,Thioredoxin-1
296,380,NP_100,79.59,38,38,0,0,0,0,0,5.72E6,,,,,,4,4,4,0,0,0,0,0,,11595,Thioredoxin-1
296,381,ETNP_140,79.59,38,38,0,0,0,0,0,5.72E6,,,,,,4,4,4,0,0,0,0,0,,11565,Thioredoxin-1
296,382,ETNP_90,79.59,38,38,0,0,0,0,0,5.72E6,,,,,,4,4,4,0,0,0,0,0,,11595,Thioredoxin-1
296,383,ETNP14_68,79.59,38,38,0,0,0,0,0,5.72E6,,,,,,4,4,4,0,0,0,0,0,,11565,Thioredoxin-1
296,384,ETNP_100,79.59,38,38,0,0,0,0,0,5.72E6,,,,,,4,4,4,0,0,0,0,0,,11565,Thioredoxin-1
296,387,ETNP_110,79.59,38,38,0,0,0,0,0,5.72E6,,,,,,4,4,4,0,0,0,0,0,,11565,Thioredoxin-1
296,389,ETNP_140,79.59,38,38,0,0,0,0,0,5.72E6,,,,,,4,4,4,0,0,0,0,0,,11595,Thioredoxin-1
296,390,ETNP_120,79.59,38,38,0,0,0,0,0,5.72E6,,,,,,4,4,4,0,0,0,0,0,,11595,Thioredoxin-1
296,391,NP_85,79.59,38,38,0,0,0,0,0,5.72E6,,,,,,4,4,4,0,0,0,0,0,,11565,Thioredoxin-1
296,378,ETNP_110,79.59,38,38,0,0,0,0,0,5.72E6,,,,,,4,4,4,0,0,0,0,0,,11595,Thioredoxin-1
296,385,ETNP_90,79.59,38,38,0,0,0,0,0,5.72E6,,,,,,4,4,4,0,0,0,0,0,,11592,Thioredoxin-1
296,386,WP_011130499,79.59,38,38,0,0,0,0,0,5.72E6,,,,,,4,4,4,0,0,0,0,0,,11592,thioredoxin Prochlorococcus
296,388,ETNP_160,79.59,38,38,0,0,0,0,0,5.72E6,,,,,,4,4,4,0,0,0,0,0,,11565,Thioredoxin-1
296,392,ETNP_100,79.59,38,38,0,0,0,0,0,5.72E6,,,,,,4,4,4,0,0,0,0,0,,11609,Thioredoxin-1
164,19518,ETNP14_120,79.38,12,0,9,0,0,3,0,,,,,,,4,0,0,3,0,0,1,0,Carbamidomethylation,43580,Elongation factor Tu
203,1722,ETNP_180,79.30,17,17,17,0,0,0,0,1.58E6,4.44E6,,,,,3,3,3,4,0,0,0,0,,9916,DNA-binding protein HU 1
203,1723,ETNP_120,79.30,17,17,17,0,0,0,0,1.58E6,4.44E6,,,,,3,3,3,4,0,0,0,0,,9916,DNA-binding protein HU 1
203,1728,ETNP_110,79.30,17,17,17,0,0,0,0,1.58E6,4.44E6,,,,,3,3,3,4,0,0,0,0,,9916,DNA-binding protein HU 1
203,1729,ETNP_100,79.30,17,17,17,0,0,0,0,1.58E6,4.44E6,,,,,3,3,3,4,0,0,0,0,,9916,DNA-binding protein HU 1
203,1723,ETNP_120,79.30,17,17,17,0,0,0,0,1.58E6,4.44E6,,,,,3,3,3,4,0,0,0,0,,9916,DNA-binding protein HU 1
203,1725,ETNP_300,79.30,17,17,17,0,0,0,0,1.58E6,4.44E6,,,,,3,3,3,4,0,0,0,0,,9916,DNA-binding protein HU 1
203,1726,ETNP_140,79.30,17,17,17,0,0,0,0,1.58E6,4.44E6,,,,,3,3,3,4,0,0,0,0,,9916,DNA-binding protein HU 1
203,1727,ETNP_160,79.30,17,17,17,0,0,0,0,1.58E6,4.44E6,,,,,3,3,3,4,0,0,0,0,,9916,DNA-binding protein HU 1
165,410,ETNP_140,79.18,7,7,2,0,0,0,0,,,,,,,4,0,4,2,0,0,0,0,,57639,60 kDa chaperonin 5
165,409,ETNP_180,79.18,7,7,2,0,0,0,0,,,,,,,4,0,4,2,0,0,0,0,,57639,60 kDa chaperonin 5
165,19659,ETNP_160,79.18,7,7,2,0,0,0,0,,,,,,,4,0,4,2,0,0,0,0,,57639,60 kDa chaperonin 5
237,19465,ETNP_160,79.16,8,0,8,0,0,0,0,,1.05E5,,,,,4,1,0,5,0,0,0,0,,56690,Respiratory nitrate reductase 1 alpha chain
237,19466,ETNP_120,79.16,6,0,6,0,0,0,0,,1.05E5,,,,,4,1,0,5,0,0,0,0,,73210,Nitrate reductase alpha subunit
237,19455,NP_85,79.16,6,0,6,0,0,0,0,,1.05E5,,,,,4,1,0,5,0,0,0,0,,76672,Nitrate reductase alpha subunit
246,417,NP_85,79.16,24,24,0,0,0,0,0,6.54E6,,,,,,3,2,6,0,0,0,0,0,,10557,Ferredoxin-1
246,418,ETNP_120,79.16,24,24,0,0,0,0,0,6.54E6,,,,,,3,2,6,0,0,0,0,0,,10557,Ferredoxin-1
246,420,ETNP_110,79.16,24,24,0,0,0,0,0,6.54E6,,,,,,3,2,6,0,0,0,0,0,,10557,Ferredoxin-1
246,416,ETNP_140,79.16,24,24,0,0,0,0,0,6.54E6,,,,,,3,2,6,0,0,0,0,0,,10557,Ferredoxin-1
246,419,ETNP_100,79.16,24,24,0,0,0,0,0,6.54E6,,,,,,3,2,6,0,0,0,0,0,,10557,Ferredoxin-1
394,330,ETNP_110,78.96,32,32,0,0,0,0,0,,,,,,,4,0,5,0,0,0,0,0,Carbamidomethylation,18507,Photosystem I reaction center subunit III precursor
394,331,ETNP_140,78.96,32,32,0,0,0,0,0,,,,,,,4,0,5,0,0,0,0,0,Carbamidomethylation,18507,Photosystem I reaction center subunit III precursor
394,332,NP_85,78.96,32,32,0,0,0,0,0,,,,,,,4,0,5,0,0,0,0,0,Carbamidomethylation,18507,Photosystem I reaction center subunit III precursor
265,19662,ETNP_120,78.78,10,2,8,0,0,3,0,,1.17E5,,,,,4,1,1,4,0,0,1,0,,56943,60 kDa chaperonin
299,309,ETNP_90,78.71,12,12,0,0,0,0,0,9.48E4,,,,,,4,1,6,0,0,0,0,0,Carbamidomethylation; Oxidation (M),47219,Aliphatic amidase expression-regulating protein
299,310,ETNP_100,78.71,12,12,0,0,0,0,0,9.48E4,,,,,,4,1,6,0,0,0,0,0,Carbamidomethylation; Oxidation (M),47252,Aliphatic amidase expression-regulating protein
299,308,ETNP_120,78.71,12,12,0,0,0,0,0,9.48E4,,,,,,4,1,6,0,0,0,0,0,Carbamidomethylation; Oxidation (M),47218,Aliphatic amidase expression-regulating protein
266,19475,NP_85,78.70,16,0,16,0,0,0,0,,1.5E5,,,,,5,1,0,7,0,0,0,0,,44294,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
332,272,ETNP_90,78.67,23,23,0,0,0,0,0,5.82E5,,,,,,3,3,3,0,0,0,0,0,,20410,hypothetical protein
332,273,ETNP_120,78.67,21,21,0,0,0,0,0,5.82E5,,,,,,3,3,3,0,0,0,0,0,,22196,hypothetical protein
326,19489,ETNP14_120,78.48,13,0,13,0,0,0,0,,,,,,,4,0,0,5,0,0,0,0,,45184,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
326,19490,NP_300,78.48,13,0,13,0,0,0,0,,,,,,,4,0,0,5,0,0,0,0,,45565,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
242,19469,NP_85,78.44,3,0,3,0,0,0,0,,,,,,,3,0,0,4,0,0,0,0,,89992,Nitrate reductase alpha subunit
202,241,ETNP_120,78.39,29,29,0,0,0,0,0,1.14E6,,,,,,4,3,4,0,0,0,0,0,Oxidation (M),17863,C-phycoerythrin class 1 subunit alpha
202,243,ETNP_140,78.39,29,29,0,0,0,0,0,1.14E6,,,,,,4,3,4,0,0,0,0,0,Oxidation (M),17863,C-phycoerythrin class 1 subunit alpha
202,242,ETNP_100,78.39,29,29,0,0,0,0,0,1.14E6,,,,,,4,3,4,0,0,0,0,0,Oxidation (M),17863,C-phycoerythrin class 1 subunit alpha
202,241,ETNP_120,78.39,29,29,0,0,0,0,0,1.14E6,,,,,,4,3,4,0,0,0,0,0,Oxidation (M),17863,C-phycoerythrin class 1 subunit alpha
365,2593,ETNP_120,78.29,17,0,17,0,0,0,0,,1.34E6,,,,,3,3,0,3,0,0,0,0,,17587,hypothetical protein
197,305,ETNP_100,78.24,31,22,6,15,0,0,0,,,,,,,5,0,3,1,2,0,0,0,Carbamidomethylation,17714,hypothetical protein
211,255,ETNP14_68,77.95,10,10,0,0,0,0,0,1.17E6,,,,,,2,2,2,0,0,0,0,0,,15535,hypothetical protein
211,256,NP_85,77.95,9,9,0,0,0,0,0,1.17E6,,,,,,2,2,2,0,0,0,0,0,,17070,hypothetical protein
211,257,ETNP14_120,77.95,9,9,0,0,0,0,0,1.17E6,,,,,,2,2,2,0,0,0,0,0,,17527,hypothetical protein
211,258,ETNP_120,77.95,9,9,0,0,0,0,0,1.17E6,,,,,,2,2,2,0,0,0,0,0,,17527,hypothetical protein
125,19488,ETNP_110,77.83,27,6,27,0,0,0,0,,,,,,,5,0,1,6,0,0,0,0,Carbamidomethylation,16730,Alpha-keto acid-binding periplasmic protein TakP precursor
384,19543,ETNP_120,77.56,10,0,10,0,0,0,0,,3.51E6,,,,,3,2,0,4,0,0,0,0,Carbamidomethylation,49423,hypothetical protein
452,1234,ETNP_120,76.97,28,28,0,0,0,0,0,4.73E6,,,,,,2,2,4,0,0,0,0,0,Deamidation (NQ),12564,hypothetical protein
294,20725,WP_012520087,76.88,7,3,3,0,0,4,0,,,,,9.04E4,,2,1,1,2,0,0,1,0,,57413,molecular chaperone GroEL Alteromonas mediterranea
257,860,WP_013046767,76.79,8,3,4,0,0,0,0,,,,,,,4,0,2,3,0,0,0,0,,58177,molecular chaperone GroEL Candidatus Puniceispirillum marinum
319,19476,NP_300,76.47,14,0,14,0,0,0,0,,2.75E6,,,,,3,3,0,3,0,0,0,0,,23421,Rhodanese-like domain protein
319,19478,ETNP_300,76.47,14,0,14,0,0,0,0,,2.75E6,,,,,3,3,0,3,0,0,0,0,,23421,Rhodanese-like domain protein
319,19479,ETNP_180,76.47,14,0,14,0,0,0,0,,2.75E6,,,,,3,3,0,3,0,0,0,0,,23421,Rhodanese-like domain protein
319,19477,ETNP_120,76.47,14,0,14,0,0,0,0,,2.75E6,,,,,3,3,0,3,0,0,0,0,,23421,Rhodanese-like domain protein
319,19477,ETNP_120,76.47,14,0,14,0,0,0,0,,2.75E6,,,,,3,3,0,3,0,0,0,0,,23421,Rhodanese-like domain protein
319,19481,ETNP_160,76.47,14,0,14,0,0,0,0,,2.75E6,,,,,3,3,0,3,0,0,0,0,,23421,Rhodanese-like domain protein
231,1165,NP_300,76.32,4,2,4,0,0,0,0,,,,,,,3,0,2,3,0,0,0,0,,58079,60 kDa chaperonin
252,20076,ETNP_120,76.28,8,2,3,0,0,3,0,,,,,,,3,0,1,2,0,0,1,0,,57121,60 kDa chaperonin
263,247,ETNP_90,76.27,15,15,0,0,0,0,0,2.23E6,,,,,,4,4,4,0,0,0,0,0,,36689,Glyceraldehyde-3-phosphate dehydrogenase 2
263,248,ETNP14_68,76.27,15,15,0,0,0,0,0,2.23E6,,,,,,4,4,4,0,0,0,0,0,,36689,Glyceraldehyde-3-phosphate dehydrogenase 2
263,250,ETNP_100,76.27,15,15,0,0,0,0,0,2.23E6,,,,,,4,4,4,0,0,0,0,0,,36256,Glyceraldehyde-3-phosphate dehydrogenase 2
263,253,ETNP_120,76.27,15,15,0,0,0,0,0,2.23E6,,,,,,4,4,4,0,0,0,0,0,,36589,Glyceraldehyde-3-phosphate dehydrogenase 2
263,251,WP_036913110,76.27,15,15,0,0,0,0,0,2.23E6,,,,,,4,4,4,0,0,0,0,0,,36764,glyceraldehyde-3-phosphate dehydrogenase Prochlorococcus
263,252,WP_041384819,76.27,15,15,0,0,0,0,0,2.23E6,,,,,,4,4,4,0,0,0,0,0,,36707,glyceraldehyde-3-phosphate dehydrogenase Prochlorococcus marinus
300,552,ETNP_140,76.23,9,9,0,0,0,0,0,3.33E6,,,,,,3,3,6,0,0,0,0,0,,50603,Ribulose bisphosphate carboxylase
300,554,ETNP_100,76.23,9,9,0,0,0,0,0,3.33E6,,,,,,3,3,6,0,0,0,0,0,,50603,Ribulose bisphosphate carboxylase
300,554,ETNP_100,76.23,9,9,0,0,0,0,0,3.33E6,,,,,,3,3,6,0,0,0,0,0,,50603,Ribulose bisphosphate carboxylase
