Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) RAL95_trypsin_MED_2,Area RAL95_trypsin_MED_2,#Peptides,#Unique,#Spec RAL95_trypsin_MED_2,PTM,Avg. Mass,Description
246,143731,ETNP_120,87.79,12,12,3.71E6,6,1,11,Deamidation (NQ),72255,DNA gyrase subunit B
246,143732,WP_011126973,87.79,12,12,3.71E6,6,1,11,Deamidation (NQ),72054,DNA gyrase subunit B Synechococcus sp WH 8102
414,145242,WP_011819171,87.76,23,23,3.85E7,4,4,6,Deamidation (NQ),17772,NADPH-quinone oxidoreductase subunit N Prochlorococcus
414,145241,NP_30,87.76,29,29,3.85E7,4,4,6,Deamidation (NQ),13930,NAD(P)H-quinone oxidoreductase subunit N
386,143366,ETNP_120,87.67,20,20,2.97E6,5,1,8,Oxidation (M),34351,Rod shape-determining protein MreB
386,143367,ETNP_100,87.67,18,18,2.97E6,5,1,8,Oxidation (M),37138,Rod shape-determining protein MreB
386,143368,ETNP_90,87.67,18,18,2.97E6,5,1,8,Oxidation (M),37053,Rod shape-determining protein MreB
386,143369,WP_011129521,87.67,18,18,2.97E6,5,1,8,Oxidation (M),37182,rod shape-determining protein MreB Prochlorococcus
386,143370,ETNP14_68,87.67,18,18,2.97E6,5,1,8,Oxidation (M),37085,Rod shape-determining protein MreB
386,143367,ETNP_100,87.67,18,18,2.97E6,5,1,8,Oxidation (M),37138,Rod shape-determining protein MreB
386,143365,WP_038654550,87.67,18,18,2.97E6,5,1,8,Oxidation (M),37286,rod shape-determining protein MreB Prochlorococcus sp MIT 0801
386,143372,ETNP_90,87.67,18,18,2.97E6,5,1,8,Oxidation (M),37135,Rod shape-determining protein MreB
386,143373,ETNP_90,87.67,18,18,2.97E6,5,1,8,Oxidation (M),37110,Rod shape-determining protein MreB
386,143374,ETNP_120,87.67,18,18,2.97E6,5,1,8,Oxidation (M),37110,Rod shape-determining protein MreB
249,143221,NP_30,87.62,63,63,9.62E6,5,1,12,Carbamidomethylation,12703,recombinase A
486,143402,ETNP_70,87.53,11,11,5.81E6,5,5,5,Carbamidomethylation,62126,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2 6-diaminopimelate ligase
359,143590,WP_042849580,87.45,39,39,2.76E7,4,4,6,,14510,hypothetical protein Prochlorococcus sp MIT 0604
295,143442,WP_042849933,87.44,15,15,1.08E7,4,3,7,,30917,methionine aminopeptidase Prochlorococcus sp MIT 0604
378,160031,WP_042850188,87.37,21,21,1.95E7,5,5,7,Carbamidomethylation; Deamidation (NQ),30080,phosphate ABC transporter ATP-binding protein Prochlorococcus sp MIT 0604
458,143652,WP_042850428,87.32,30,30,2.68E7,4,4,6,Carbamidomethylation; Deamidation (NQ),26749,triosephosphate isomerase Prochlorococcus sp MIT 0604
375,143755,WP_042851200,86.76,9,9,3.14E7,5,5,6,,53754,trigger factor Prochlorococcus sp MIT 0604
268,144629,WP_042850348,86.63,46,46,3.74E7,7,7,8,Carbamidomethylation,9031,photosystem I reaction center subunit PsaK Prochlorococcus sp MIT 0604
384,143409,ETNP_70,86.54,24,24,9.86E7,5,3,8,,22694,30S ribosomal protein S3
384,143410,NP_30,86.54,20,20,9.86E7,5,3,8,,27451,30S ribosomal protein S3
384,143411,WP_011819165,86.54,20,20,9.86E7,5,3,8,,27451,30S ribosomal protein S3 Prochlorococcus
407,144780,WP_042850000,86.37,7,7,6.26E7,4,4,5,Carbamidomethylation; Deamidation (NQ),82132,carboxysome shell protein Prochlorococcus sp MIT 0604
402,143552,WP_042849647,86.16,20,20,2.82E7,5,5,7,Carbamidomethylation,34810,transcriptional regulator Prochlorococcus sp MIT 0604
142,144937,WP_013561434,86.12,9,9,1.34E7,4,1,17,Deamidation (NQ); Methylation(KR); Cation:Fe[II],67633,molecular chaperone DnaK Anaerolinea thermophila
354,144004,WP_042851269,86.09,23,23,7.84E6,5,2,8,,35069,cysteine synthase Prochlorococcus sp MIT 0604
329,144939,ETNP_60,86.02,48,48,8.76E7,5,5,9,Deamidation (NQ),8317,30S ribosomal protein S18
329,144940,WP_002806014,86.02,48,48,8.76E7,5,5,9,Deamidation (NQ),8317,30S ribosomal protein S18 Prochlorococcus
440,144015,ETNP14_68,86.02,12,12,8.52E6,5,1,6,Oxidation (M); Deamidation (NQ); Methylation(KR),53240,15-cis-phytoene desaturase
496,144628,WP_042851083,85.90,28,28,0E0,3,1,6,Carbamidomethylation; Deamidation (NQ),18274,50S ribosomal protein L16 Prochlorococcus sp MIT 0604
517,144146,ETNP_60,85.60,32,32,4.3E5,4,1,5,Carbamidomethylation,22867,hypothetical protein
557,143416,NP_30,85.45,17,17,1.15E6,5,1,5,,38299,Cob(I)yrinic acid a c-diamide adenosyltransferase
424,143720,WP_042849489,85.36,9,9,2.18E7,4,3,5,,51962,argininosuccinate lyase Prochlorococcus sp MIT 0604
533,143495,WP_042849559,85.25,10,10,8.98E6,4,4,4,,53272,Fe-S cluster assembly protein SufB Prochlorococcus sp MIT 0604
409,143888,ETNP_70,85.02,42,42,1.77E8,4,4,6,,11308,50S ribosomal protein L23
463,143423,WP_032515588,84.93,15,15,4.5E6,5,5,5,Carbamidomethylation,51126,ribosome-associated GTPase EngA Prochlorococcus
272,143713,WP_042849818,84.85,15,15,6.65E7,6,6,10,Methylation(KR),47210,peptidase S41 Prochlorococcus sp MIT 0604
462,144153,ETNP_70,84.84,21,21,4.39E6,3,2,6,,16272,UvrABC system protein A
561,144253,NP_30,84.79,65,65,4.82E6,5,3,5,Carbamidomethylation,11610,hypothetical protein
124,144504,ETNP_70,84.60,22,22,8.5E2,4,1,22,Carbamidomethylation; Oxidation (M); Methylation(KR),29640,Cysteine synthase A
349,144067,WP_006173249,84.51,10,10,4.18E7,4,1,9,Oxidation (M),42000,phosphoglycerate kinase Synechococcus sp WH 5701
468,144682,WP_042849979,84.45,21,21,1.52E7,3,3,6,Carbamidomethylation; Oxidation (M),25226,uridylate kinase Prochlorococcus sp MIT 0604
294,143900,WP_042850839,84.33,7,7,2.6E7,6,4,9,Carbamidomethylation,80693,molecular chaperone DnaJ Prochlorococcus sp MIT 0604
108,144213,WP_011817694,83.94,33,33,5.01E7,5,2,23,Deamidation (NQ),13244,50S ribosomal protein L7L12 Prochlorococcus
355,143389,WP_042851139,83.90,9,9,6.22E7,7,7,9,Carbamidomethylation,69717,glutamine amidotransferase Prochlorococcus sp MIT 0604
436,144353,WP_042849703,83.82,15,15,8.94E7,3,3,7,,25640,50S ribosomal protein L1 Prochlorococcus sp MIT 0604
379,144057,ETNP_120,83.76,12,12,8.19E6,4,1,8,Oxidation (M); Deamidation (NQ); Cation:Fe[II],42237,Phosphoglycerate kinase
191,144130,ETNP14_68,83.67,20,20,9.64E7,5,2,15,Carbamidomethylation,21095,50S ribosomal protein L2
335,143227,WP_042849884,83.65,12,12,1.14E7,8,8,9,,67580,elongation factor 4 Prochlorococcus sp MIT 0604
560,143892,WP_038651842,83.14,16,16,3.24E6,5,1,5,,34572,DNA-directed RNA polymerase sigma-70 factor Prochlorococcus sp MIT 0801
614,144892,WP_042850721,82.79,31,31,1.94E7,4,4,4,Methylation(KR),15430,ribonuclease P Prochlorococcus sp MIT 0604
128,144813,WP_042850904,82.15,18,18,1.32E8,2,2,17,Oxidation (M); Deamidation (NQ),19682,hypothetical protein Prochlorococcus sp MIT 0604
128,144814,NP_30,82.15,17,17,1.32E8,2,2,17,Oxidation (M); Deamidation (NQ),20131,Pentapeptide repeats (8 copies)
491,143735,ETNP_70,82.13,20,20,1.06E7,5,2,6,Carbamidomethylation,24205,Delta-aminolevulinic acid dehydratase
556,143666,ETNP_70,82.04,17,17,1.29E7,5,4,5,Carbamidomethylation,46411,Light-independent protochlorophyllide reductase subunit N
500,144785,ETNP_60,81.89,21,21,1.94E7,3,1,6,Deamidation (NQ),21123,Signal recognition particle protein
165,144270,NP_30,81.51,25,25,3E8,4,4,16,,17106,Nucleoside diphosphate kinase
261,143759,WP_005010098,81.49,7,7,8.03E6,5,1,12,,98885,ATP-dependent chaperone ClpB Nitrospina gracilis
501,144950,WP_011817989,81.42,25,25,1.01E7,3,3,6,Carbamidomethylation; Deamidation (NQ),18780,hypothetical protein Prochlorococcus
501,144951,ETNP_70,81.42,25,25,1.01E7,3,3,6,Carbamidomethylation; Deamidation (NQ),18795,hypothetical protein
323,144025,NP_30,81.26,24,24,8.19E7,3,3,8,,19936,30S ribosomal protein S6
528,144661,WP_011817562,81.24,16,16,1.42E7,3,2,5,,29187,Fe-S cluster assembly ATPase SufC Prochlorococcus
434,144322,WP_038654353,81.21,15,15,2.03E7,3,1,7,,27496,30S ribosomal protein S3 Prochlorococcus sp MIT 0801
425,144691,WP_042851033,81.17,12,12,3.65E7,4,4,7,Oxidation (M); Deamidation (NQ),47038,histidinol dehydrogenase Prochlorococcus sp MIT 0604
575,144692,ETNP_70,81.09,20,20,3E7,3,3,5,Methylation(KR),22228,Translation initiation factor IF-3
495,143656,WP_042851279,80.61,11,11,1.35E7,3,3,5,Carbamidomethylation; Methylation(KR),48675,HD family phosphohydrolase Prochlorococcus sp MIT 0604
488,144229,WP_042850142,80.57,15,15,1.78E7,4,4,5,Methylation(KR),33548,molecular chaperone Hsp33 Prochlorococcus sp MIT 0604
311,143962,ETNP_70,80.30,21,21,2.45E6,5,2,9,Carbamidomethylation; Methylation(KR),27279,Chaperone protein ClpB
520,144437,WP_042849917,80.11,19,19,4E7,4,4,4,,26473,3-ketoacyl-ACP reductase Prochlorococcus sp MIT 0604
565,143951,WP_011376270,79.88,13,13,3.61E7,3,3,5,,39010,VIC family potassium channel protein Prochlorococcus
478,145230,WP_042850389,79.87,8,8,2.15E7,3,3,6,Carbamidomethylation,59429,methionyl-tRNA synthetase Prochlorococcus sp MIT 0604
688,145023,WP_042850725,79.67,9,9,7.55E6,3,3,3,,38972,zinc metalloprotease Prochlorococcus sp MIT 0604
398,143705,WP_042850578,79.51,35,35,6.36E7,4,4,7,Deamidation (NQ),20727,photosystem II protein PsbP Prochlorococcus sp MIT 0604
262,143502,WP_042851078,79.46,41,41,2.66E8,6,6,11,,16111,50S ribosomal protein L13 Prochlorococcus sp MIT 0604
371,144230,WP_011819158,79.39,18,18,7.16E7,4,4,6,,19445,50S ribosomal protein L6 Prochlorococcus
371,144231,NP_30,79.39,18,18,7.16E7,4,4,6,,19445,50S ribosomal protein L6
566,145284,WP_042850587,79.23,11,11,6.37E7,4,4,4,,26592,pyridoxine 5-phosphate synthase Prochlorococcus sp MIT 0604
405,143452,NP_30,78.94,22,22,7.02E7,5,5,7,Carbamidomethylation,27058,putative glutathione S-transferase
570,144313,NP_30,78.78,34,34,1.07E7,3,3,5,Carbamidomethylation,16069,3-dehydroquinate dehydratase
429,144822,ETNP_70,78.72,29,29,1.6E7,4,1,7,Oxidation (M),19046,Vitamin B12 transport ATP-binding protein BacA
429,144823,ETNP14_68,78.72,16,16,1.6E7,4,1,7,Oxidation (M),34420,Vitamin B12 transport ATP-binding protein BacA
512,143780,WP_042849480,78.59,6,6,1.02E7,3,3,4,,85480,phosphoribosylformylglycinamidine synthase Prochlorococcus sp MIT 0604
543,144990,NP_30,78.38,33,33,2.27E7,3,3,5,,13912,hypothetical protein
543,144991,WP_042850819,78.38,24,24,2.27E7,3,3,5,,18925,hypothetical protein Prochlorococcus sp MIT 0604
447,144226,WP_042849713,78.33,9,9,6.23E6,4,1,6,Carbamidomethylation,37360,delta-aminolevulinic acid dehydratase Prochlorococcus sp MIT 0604
498,144689,NP_30,78.28,19,19,1.15E7,3,1,6,,25899,O-acetylserine sulfhydrylase
532,143579,WP_042849901,78.27,8,8,1.05E7,5,5,5,,97382,DNA topoisomerase I Prochlorococcus sp MIT 0604
647,144376,WP_042849763,78.24,6,6,4.13E7,3,3,4,,57121,phosphoribosylaminoimidazolecarboxamide formyltransferase Prochlorococcus sp MIT 0604
564,143667,WP_042851386,78.19,22,22,3E7,3,2,5,Carbamidomethylation,16798,50S ribosomal protein L15 Prochlorococcus sp MIT 0604
406,143775,NP_30,77.96,16,16,9.23E7,4,3,7,Deamidation (NQ),34678,Apocytochrome f precursor
567,144719,WP_042850038,77.57,8,8,4.43E7,3,3,4,Carbamidomethylation,47867,gamma-glutamyl phosphate reductase Prochlorococcus sp MIT 0604
396,144973,WP_011131032,77.56,9,9,8.43E4,3,1,6,,56164,photosystem II PsbB protein CP47 Prochlorococcus marinus
396,144974,WP_036911159,77.56,9,9,8.43E4,3,1,6,,56257,photosystem II CP47 chlorophyll apoprotein Prochlorococcus
569,144325,ETNP_70,77.40,14,14,1.58E7,4,4,5,,27196,Heme oxygenase 1
508,143454,WP_042849706,77.33,8,8,6.21E6,5,3,5,Methylation(KR),104397,ATPase AAA Prochlorococcus sp MIT 0604
596,144065,WP_042850865,77.21,14,14,1.18E7,3,3,3,,40199,hypothetical protein Prochlorococcus sp MIT 0604
389,143450,NP_30,77.17,22,22,1.12E7,4,1,7,Deamidation (NQ),25945,Ktr system potassium uptake protein A
704,145222,NP_30,77.07,10,10,5.19E6,3,3,3,,48926,Lycopene beta cyclase
704,144985,WP_042850082,77.07,10,10,5.19E6,3,3,3,,48957,lycopene cyclase Prochlorococcus sp MIT 0604
521,144560,WP_042850366,76.98,11,11,1.43E7,4,4,5,Deamidation (NQ),59270,glucose-6-phosphate isomerase Prochlorococcus sp MIT 0604
267,144693,ETNP14_68,76.94,23,23,4.54E7,4,1,7,Carbamidomethylation; Oxidation (M),31365,DNA-directed RNA polymerase subunit beta'
469,149314,ETNP_100,76.78,9,9,1.27E7,2,1,4,Carbamidomethylation; Methylation(KR),42957,Elongation factor Tu
469,149315,ETNP14_68,76.78,9,9,1.27E7,2,1,4,Carbamidomethylation; Methylation(KR),42950,Elongation factor Tu
562,144425,WP_042849631,76.66,27,27,2.04E7,4,4,4,Carbamidomethylation,20062,photosystem I assembly protein Ycf3 Prochlorococcus sp MIT 0604
492,144493,NP_30,76.60,16,16,5.01E7,4,4,5,Carbamidomethylation,29194,1 4-Dihydroxy-2-naphthoyl-CoA synthase
492,144494,WP_042850055,76.60,15,15,5.01E7,4,4,5,Carbamidomethylation,31598,dihydroxynaphthoic acid synthetase Prochlorococcus sp MIT 0604
649,144469,ETNP_60,76.36,11,11,8.6E6,3,1,4,Carbamidomethylation,39140,Bifunctional homocysteine S-methyltransferase/5 10-methylenetetrahydrofolate reductase
348,143783,WP_011127938,76.32,9,9,8.34E7,4,1,9,,52468,glutamine synthetase Synechococcus sp WH 8102
740,144171,WP_042849761,76.29,12,12,4.35E6,3,3,3,Carbamidomethylation; Methylation(KR),44856,4-hydroxy-3-methylbut-2-enyl diphosphate reductase Prochlorococcus sp MIT 0604
428,143949,WP_025913788,76.20,42,42,3.92E7,4,2,7,,11786,circadian clock protein KaiB Prochlorococcus
534,160030,WP_038543862,76.15,7,7,3.69E5,4,1,5,,94818,DNA gyrase subunit A Synechococcus sp KORDI-100
514,146264,WP_042849786,76.05,14,14,1.15E7,2,2,5,Methylation(KR),31644,mammalian cell entry protein Prochlorococcus sp MIT 0604
239,146849,ETNP14_120,75.91,6,6,0E0,3,1,11,Deamidation (NQ),68543,Chaperone protein DnaK
510,144048,WP_042850025,75.85,14,14,1.35E6,5,1,5,,34626,DNA-directed RNA polymerase sigma-70 factor Prochlorococcus sp MIT 0604
568,144212,WP_042849934,75.79,17,17,1.4E7,4,4,5,,27418,short-chain dehydrogenase Prochlorococcus sp MIT 0604
574,144566,WP_042850700,75.24,12,12,4.84E7,3,3,4,Carbamidomethylation,33679,glycyl-tRNA synthetase subunit alpha Prochlorococcus sp MIT 0604
464,143750,ETNP_60,75.16,21,21,8.59E6,5,2,6,Deamidation (NQ),35384,Phosphoenolpyruvate carboxylase
449,143944,WP_038652472,75.14,16,16,1.35E6,4,1,6,,36041,pyruvate dehydrogenase Prochlorococcus sp MIT 0801
571,144638,WP_042850218,74.99,19,19,7.39E6,3,3,5,Carbamidomethylation,26737,ABC transporter Prochlorococcus sp MIT 0604
608,145506,WP_042850505,74.88,5,5,5.45E7,3,3,4,Carbamidomethylation,57099,metal ABC transporter substrate-binding protein Prochlorococcus sp MIT 0604
547,144948,WP_042851193,74.40,4,4,7.41E5,3,3,3,,77275,excinuclease ABC subunit B Prochlorococcus sp MIT 0604
558,143222,WP_042849529,74.31,11,11,5.19E6,5,5,5,,66160,DeoR family transcriptional regulator Prochlorococcus sp MIT 0604
537,144942,WP_042849660,74.30,23,23,4.3E7,4,3,5,Carbamidomethylation,24218,NADPH-quinone oxidoreductase subunit I Prochlorococcus sp MIT 0604
537,144943,NP_30,74.30,23,23,4.3E7,4,3,5,Carbamidomethylation,24175,NAD(P)H-quinone oxidoreductase subunit I
395,144287,WP_025930851,73.81,15,15,3E7,2,2,4,,19693,ATP synthase subunit delta Prochlorococcus
538,145992,WP_042850894,73.68,6,6,5.73E6,5,5,5,Deamidation (NQ),77115,histidine kinase Prochlorococcus sp MIT 0604
601,145994,WP_042849609,73.57,22,22,4.93E7,3,2,4,Oxidation (M),10230,hypothetical protein Prochlorococcus sp MIT 0604
497,144317,ETNP_70,73.35,46,46,5.66E7,4,4,6,,8548,hypothetical protein
497,144320,NP_30,73.35,31,31,5.66E7,4,4,6,,12253,hypothetical protein
497,144321,WP_042850586,73.35,31,31,5.66E7,4,4,6,,12255,hypothetical protein Prochlorococcus sp MIT 0604
616,143820,WP_011131503,72.95,5,5,4.87E6,4,1,4,Carbamidomethylation; Deamidation (NQ),54501,aspartylglutamyl-tRNAAsnGln amidotransferase subunit B Prochlorococcus marinus
324,144426,WP_042849931,72.88,21,21,1.95E8,3,3,8,Oxidation (M),17963,50S ribosomal protein L19 Prochlorococcus sp MIT 0604
324,144427,ETNP14_68,72.88,20,20,1.95E8,3,3,8,Oxidation (M),18286,50S ribosomal protein L19
446,144256,ETNP14_68,72.83,52,52,1.85E8,3,3,7,Oxidation (M),6816,hypothetical protein
446,144257,ETNP_60,72.83,52,52,1.85E8,3,3,7,Oxidation (M),6816,hypothetical protein
446,144258,WP_006043540,72.83,52,52,1.85E8,3,3,7,Oxidation (M),6816,hypothetical protein Cyanobacteria
446,144259,ETNP14_120,72.83,50,50,1.85E8,3,3,7,Oxidation (M),7072,hypothetical protein
446,144260,WP_002807701,72.83,50,50,1.85E8,3,3,7,Oxidation (M),7072,hypothetical protein Prochlorococcus
648,144035,ETNP_70,72.81,19,19,1.29E7,4,4,4,Carbamidomethylation,22531,hypothetical protein
648,144036,NP_30,72.81,19,19,1.29E7,4,4,4,Carbamidomethylation,22775,hypothetical protein
648,144034,WP_042849646,72.81,19,19,1.29E7,4,4,4,Carbamidomethylation,22670,hypothetical protein Prochlorococcus sp MIT 0604
480,145221,WP_042850251,72.77,15,15,6.76E6,3,1,5,,39306,gamma-glutamyl kinase Prochlorococcus sp MIT 0604
593,144695,WP_006172522,72.69,8,8,6.77E5,3,1,3,,52072,isocitrate dehydrogenase Synechococcus sp WH 5701
432,144062,ETNP_60,72.67,27,27,2.98E7,4,2,7,Methylation(KR),13844,50S ribosomal protein L5
563,143749,ETNP_120,72.65,4,4,8.94E6,4,1,4,,100483,Isoleucine--tRNA ligase
700,145029,WP_042850032,72.50,8,8,2.02E7,3,3,3,Methylation(KR),88210,1 4-alpha-glucan-branching protein Prochlorococcus sp MIT 0604
739,145538,WP_042849998,72.14,18,18,2.27E6,3,3,3,,27506,microcompartment protein Prochlorococcus sp MIT 0604
739,145539,ETNP_70,72.14,18,18,2.27E6,3,3,3,,27539,BMC domain protein
739,145540,ETNP_60,72.14,18,18,2.27E6,3,3,3,,27539,BMC domain protein
482,146663,XP_003059407,72.10,8,8,4.2E5,3,1,5,Oxidation (M),42895,predicted protein  Micromonas pusilla CCMP1545
105,146724,ETNP_120,72.06,23,23,1.31E5,3,1,21,Carbamidomethylation; Oxidation (M); Methylation(KR),16025,60 kDa chaperonin 1
793,146391,WP_042851044,72.05,11,11,5.07E6,2,2,3,,19003,hypothetical protein Prochlorococcus sp MIT 0604
536,143719,WP_042849628,72.01,28,28,8.47E6,5,4,5,Carbamidomethylation; Deamidation (NQ),23879,thymidylate kinase Prochlorococcus sp MIT 0604
481,144836,WP_038544894,71.98,12,12,2.07E6,3,1,5,,47991,glutamyl-tRNA reductase Synechococcus sp KORDI-100
401,147379,ETNP_180,71.92,6,6,1.91E8,2,2,6,,34381,Elongation factor Tu
401,147380,ETNP_100,71.92,5,5,1.91E8,2,2,6,,43126,Elongation factor Tu
370,144072,ETNP_60,71.64,62,62,5.83E7,4,4,7,Carbamidomethylation; Oxidation (M),8816,Fe/S biogenesis protein NfuA
448,143835,WP_042851171,71.60,12,12,2.47E7,3,2,6,Carbamidomethylation; Methylation(KR),36437,GntR family transcriptional regulator Prochlorococcus sp MIT 0604
645,143438,WP_042850663,71.55,14,14,1.14E7,4,4,4,,39898,GTP-binding protein Prochlorococcus sp MIT 0604
539,144558,WP_042851081,71.51,8,8,2.83E7,4,4,4,,46954,preprotein translocase subunit SecY Prochlorococcus sp MIT 0604
400,145022,WP_042851320,71.43,20,20,5.41E7,2,2,7,Deamidation (NQ),18431,hypothetical protein Prochlorococcus sp MIT 0604
609,144651,ETNP_70,71.21,30,30,9.06E6,3,3,4,Carbamidomethylation,21322,hypothetical protein
585,146599,WP_042849661,71.17,8,8,4.73E7,2,2,4,,40605,NADPH-quinone oxidoreductase subunit 1 Prochlorococcus sp MIT 0604
585,146600,WP_011129127,71.17,8,8,4.73E7,2,2,4,,40322,NADPH-quinone oxidoreductase subunit 1 Synechococcus
658,145481,ETNP_70,71.08,21,21,1.02E7,2,2,4,Carbamidomethylation,11877,30S ribosomal protein S1
658,145310,WP_042849987,71.08,6,6,1.02E7,2,2,4,Carbamidomethylation,44289,30S ribosomal protein S1 Prochlorococcus sp MIT 0604
526,144311,NP_30,71.00,14,14,1.5E7,3,2,5,Deamidation (NQ),41957,GDP-mannose-dependent alpha-mannosyltransferase
526,144312,WP_042851210,71.00,14,14,1.5E7,3,2,5,Deamidation (NQ),42002,glycosyl transferase Prochlorococcus sp MIT 0604
380,160063,ETNP14_68,71.00,56,56,6E7,4,4,7,Carbamidomethylation; Oxidation (M),10158,Translation initiation factor IF-1
744,144898,WP_042850682,70.95,8,8,2.06E6,3,3,3,Carbamidomethylation,57774,cobalamin biosynthesis protein CobQ Prochlorococcus sp MIT 0604
499,144798,ETNP_70,70.81,14,14,1.34E7,4,1,5,,31389,Isocitrate dehydrogenase [NADP]
522,145357,NP_30,70.02,11,11,3.23E5,4,1,4,,46902,15-cis-phytoene desaturase
754,146998,NP_30,70.01,23,23,1.2E7,2,2,3,,15530,Macrolide export ATP-binding/permease protein MacB
754,146780,WP_042849898,70.01,14,14,1.2E7,2,2,3,,25016,macrolide ABC transporter ATP-binding protein Prochlorococcus sp MIT 0604
460,144613,ETNP_70,69.83,28,28,5.56E7,4,4,5,Carbamidomethylation,22152,Deoxycytidine triphosphate deaminase
579,145526,NP_30,69.72,18,18,1.23E7,3,2,5,,15347,hypothetical protein
475,144657,WP_042850664,69.55,11,11,3.42E7,4,4,5,Methylation(KR),39590,hemolysin D Prochlorococcus sp MIT 0604
291,145224,ETNP_90,69.37,29,29,3.16E8,3,1,11,Oxidation (M),8922,FK506-binding protein
291,145225,ETNP_120,69.37,26,26,3.16E8,3,1,11,Oxidation (M),9731,FK506-binding protein
291,145037,ETNP_100,69.37,26,26,3.16E8,3,1,11,Oxidation (M),9737,FK506-binding protein
291,145038,ETNP_120,69.37,18,18,3.16E8,3,1,11,Oxidation (M),14124,FK506-binding protein
291,145226,ETNP_120,69.37,16,16,3.16E8,3,1,11,Oxidation (M),16052,FK506-binding protein
291,145227,WP_038545729,69.37,12,12,3.16E8,3,1,11,Oxidation (M),20700,peptidylprolyl isomerase Synechococcus sp KORDI-100
291,145039,ETNP_90,69.37,12,12,3.16E8,3,1,11,Oxidation (M),21339,FK506-binding protein
291,145040,ETNP_100,69.37,12,12,3.16E8,3,1,11,Oxidation (M),21339,FK506-binding protein
291,145041,ETNP_140,69.37,12,12,3.16E8,3,1,11,Oxidation (M),21339,FK506-binding protein
291,145042,NP_85,69.37,12,12,3.16E8,3,1,11,Oxidation (M),21443,FK506-binding protein
291,145043,ETNP_120,69.37,11,11,3.16E8,3,1,11,Oxidation (M),22302,FK506-binding protein
291,145228,WP_006171886,69.37,11,11,3.16E8,3,1,11,Oxidation (M),22119,peptidyl-prolyl cis-trans isomerase Synechococcus sp WH 5701
351,146307,WP_042850327,69.35,27,27,1.98E8,3,3,9,,13286,photosystem II reaction center Psb28 protein Prochlorococcus sp MIT 0604
546,146425,ETNP_70,69.33,38,38,1.15E8,4,4,5,Methylation(KR),8498,50S ribosomal protein L29
628,145572,WP_042850551,69.28,6,6,2.13E7,3,3,4,,48422,glucose 6-phosphate dehydrogenase Prochlorococcus sp MIT 0604
292,148543,WP_006173355,69.21,12,12,1.87E8,3,2,9,,22908,50S ribosomal protein L4 Synechococcus sp WH 5701
479,143582,WP_011817813,69.14,9,9,1.36E7,3,3,5,Carbamidomethylation,55924,alkaline invertase Prochlorococcus
646,160039,WP_038654489,68.77,5,5,8.31E5,4,1,4,,94725,maltodextrin phosphorylase Prochlorococcus sp MIT 0801
399,143426,ETNP_140,68.76,10,10,9.45E6,4,1,5,Carbamidomethylation,47932,Adenylosuccinate synthetase
399,143427,ETNP_120,68.76,10,10,9.45E6,4,1,5,Carbamidomethylation,47932,Adenylosuccinate synthetase
399,143428,ETNP_90,68.76,10,10,9.45E6,4,1,5,Carbamidomethylation,48587,Adenylosuccinate synthetase
399,143430,ETNP_90,68.76,6,6,9.45E6,4,1,5,Carbamidomethylation,85685,Adenylosuccinate synthetase
316,145567,WP_038651284,68.73,13,13,1.52E8,3,2,9,Deamidation (NQ); Methylation(KR),29797,septum site-determining protein MinD Prochlorococcus sp MIT 0801
443,143968,WP_042849573,68.60,22,22,1.03E6,4,1,6,,26004,potassium transporter TrkA Prochlorococcus sp MIT 0604
572,144844,ETNP_70,68.56,29,29,3.26E7,3,1,5,,12011,Circadian clock protein KaiB
626,145570,WP_042850823,68.43,10,10,1.12E7,2,2,4,,29527,5-nucleotidase Prochlorococcus sp MIT 0604
610,144339,ETNP_70,68.29,16,16,1.07E7,3,3,4,,28635,Cobalt-precorrin-4 C(11)-methyltransferase
642,147030,ETNP_120,68.29,46,46,8.81E6,2,2,4,,3915,Aspartate-semialdehyde dehydrogenase
607,144796,WP_042851297,68.27,13,13,1.28E7,4,4,4,,37625,protochlorophyllide oxidoreductase Prochlorococcus sp MIT 0604
135,144871,WP_014473290,68.08,8,8,1.13E6,4,1,18,Methylation(KR); Cation:Fe[II],57734,molecular chaperone GroEL Arcobacter sp L
656,147149,WP_042849907,68.06,13,13,1.75E7,2,2,3,Carbamidomethylation,24277,riboflavin synthase subunit alpha Prochlorococcus sp MIT 0604
275,148631,ETNP_60,67.78,25,25,7.45E8,2,2,10,,6922,Photosystem II reaction center protein J
275,148632,NP_30,67.78,25,25,7.45E8,2,2,10,,6946,Photosystem II reaction center protein J
275,148633,WP_011375864,67.78,25,25,7.45E8,2,2,10,,6946,photosystem II reaction center protein J Prochlorococcus
623,144920,WP_011819266,67.61,10,10,1.68E6,1,1,1,,23386,ATP-dependent Clp protease proteolytic subunit Prochlorococcus
525,144877,WP_042850852,67.57,7,7,5.12E7,4,1,5,Carbamidomethylation,51454,dihydrolipoamide dehydrogenase Prochlorococcus sp MIT 0604
823,144419,ETNP_100,67.18,18,18,2.24E7,2,2,2,,16058,GMP synthase [glutamine-hydrolyzing]
823,144420,ETNP_100,67.18,6,6,2.24E7,2,2,2,,48968,GMP synthase [glutamine-hydrolyzing]
