Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 378,Area 378,#Peptides,#Unique,#Spec 378,PTM,Avg. Mass,Description
169,327657,ETNP_100,21.18,3,3,4.61E5,1,1,1,,33217,hypothetical protein
169,327658,ETNP_300,21.18,3,3,4.61E5,1,1,1,,33217,hypothetical protein
169,327659,ETNP_160,21.18,3,3,4.61E5,1,1,1,,33217,hypothetical protein
169,327660,ETNP14_120,21.18,2,2,4.61E5,1,1,1,,56002,DNA mismatch repair protein MutL
169,327661,WP_012844121,21.18,1,1,4.61E5,1,1,1,,68961,chemotaxis protein Rhodothermus marinus
169,327662,WP_012845345,21.18,1,1,4.61E5,1,1,1,,70227,chemotaxis protein Rhodothermus marinus
169,327663,ETNP14_68,21.18,1,1,4.61E5,1,1,1,,72241,DNA mismatch repair protein MutL
169,327664,ETNP_100,21.18,1,1,4.61E5,1,1,1,,72553,DNA mismatch repair protein MutL
72,327634,ETNP_90,21.13,4,4,4.14E7,1,1,1,,22449,hypothetical protein
76,327649,WP_015898375,21.04,1,1,1.19E4,1,1,1,,111760,nodulation protein Acidobacterium capsulatum
76,327665,ETNP_120,21.04,2,2,1.19E4,1,1,1,,53394,Flavin-dependent L-tryptophan oxidase RebO precursor
173,327673,ETNP_120,20.83,1,1,6.38E5,1,1,1,,60137,Arginine biosynthesis bifunctional protein ArgJ
50,246754,ETNP_120,20.82,5,5,4.14E7,1,1,1,,17857,hypothetical protein
73,327635,ETNP_180,20.82,2,2,3.54E7,1,1,1,,39230,D-threonine aldolase
73,327636,ETNP_140,20.82,2,2,3.54E7,1,1,1,,39230,D-threonine aldolase
73,327637,ETNP_300,20.82,2,2,3.54E7,1,1,1,,39288,D-threonine aldolase
73,327638,ETNP_160,20.82,2,2,3.54E7,1,1,1,,39258,D-threonine aldolase
73,327668,ETNP_120,20.82,7,7,3.54E7,1,1,1,,12846,D-threonine aldolase
73,327670,ETNP_140,20.82,3,3,3.54E7,1,1,1,,24713,D-threonine aldolase
73,327671,ETNP_300,20.82,2,2,3.54E7,1,1,1,,38963,D-threonine aldolase
73,327672,ETNP_180,20.82,2,2,3.54E7,1,1,1,,38951,D-threonine aldolase
174,165656,WP_013306261.1,20.81,1,1,6.37E5,1,1,1,,120369,hypothetical protein [Maribacter sp. HTCC2170]
176,165725,BAJ29579.1,20.66,1,1,5.39E4,1,1,1,,62966,putative prolyl-tRNA synthetase [Kitasatospora setae KM-6054]
179,116872,NP_100,20.64,2,2,3.66E4,1,1,1,,42043,Hydroxymethylglutaryl-coenzyme A reductase
175,327674,ETNP_70,20.62,12,12,9.24E4,1,1,1,,9587,hypothetical protein
175,327675,ETNP_70,20.62,10,10,9.24E4,1,1,1,,11470,hypothetical protein
177,327676,NP_300,20.59,3,3,1.42E5,1,1,1,Oxidation (M),32739,Heat-inducible transcription repressor HrcA
178,165696,ETNP_120,20.58,10,10,3.03E5,1,1,1,,8573,hypothetical protein
178,165696,ETNP_120,20.58,10,10,3.03E5,1,1,1,,8573,hypothetical protein
178,165696,ETNP_120,20.58,10,10,3.03E5,1,1,1,,8573,hypothetical protein
178,165700,ETNP_140,20.58,8,8,3.03E5,1,1,1,,11150,Formyl-coenzyme A transferase
178,165701,ETNP_140,20.58,8,8,3.03E5,1,1,1,,10936,Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsF
178,165644,ACB22189.1,20.58,7,7,3.03E5,1,1,1,,13023,protein of unknown function DUF710 [Methylobacterium radiotolerans JCM 2831]
178,165703,ETNP_120,20.58,5,5,3.03E5,1,1,1,,16319,Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsF
178,165704,ETNP_160,20.58,4,4,3.03E5,1,1,1,,21523,Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsF
178,165710,ETNP_160,20.58,2,2,3.03E5,1,1,1,,41695,Formyl-coenzyme A transferase
178,165711,ETNP_180,20.58,2,2,3.03E5,1,1,1,,41695,Formyl-coenzyme A transferase
178,165712,ETNP_120,20.58,2,2,3.03E5,1,1,1,,41695,Formyl-coenzyme A transferase
178,165713,ETNP_300,20.58,2,2,3.03E5,1,1,1,,43536,Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsF
178,165714,ETNP_120,20.58,2,2,3.03E5,1,1,1,,43536,Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsF
178,165715,ETNP_180,20.58,2,2,3.03E5,1,1,1,,43536,Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsF
178,165722,ETNP_120,20.58,1,1,3.03E5,1,1,1,,90112,Colicin I receptor precursor
80,327677,ETNP_300,20.48,15,15,1.43E5,1,1,1,,6170,Transposase
80,327678,ETNP_120,20.48,15,15,1.43E5,1,1,1,,6170,Transposase
80,327679,ETNP_120,20.48,15,15,1.43E5,1,1,1,,6170,Transposase
80,327680,NP_300,20.48,6,6,1.43E5,1,1,1,,15561,Ferric uptake regulation protein
80,327681,WP_038542907,20.48,2,2,1.43E5,1,1,1,,44814,4-hydroxy-3-methylbut-2-enyl diphosphate reductase Synechococcus sp KORDI-100
80,327682,WP_011127128,20.48,2,2,1.43E5,1,1,1,,44609,4-hydroxy-3-methylbut-2-enyl diphosphate reductase Synechococcus sp WH 8102
181,327683,ETNP14_68,20.47,1,1,4.39E4,1,1,1,,70247,hypothetical protein
180,165570,ABI75732.1,20.46,2,2,1.61E5,1,1,1,,62230,putative DNA repair protein RecN [Hyphomonas neptunium ATCC 15444]
182,327685,ETNP_120,20.31,2,2,5.33E4,1,1,1,,49272,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
182,327686,ETNP_120,20.31,2,2,5.33E4,1,1,1,,49272,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
182,327687,ETNP_120,20.31,2,2,5.33E4,1,1,1,,49272,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
182,327688,ETNP_140,20.31,2,2,5.33E4,1,1,1,,49272,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
182,327689,ETNP_160,20.31,2,2,5.33E4,1,1,1,,49272,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
182,327690,ETNP_100,20.31,2,2,5.33E4,1,1,1,,49272,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
182,327691,ETNP_180,20.31,2,2,5.33E4,1,1,1,,49272,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
183,327692,ETNP14_120,20.26,1,1,9.1E5,1,1,1,,76974,undecaprenyl pyrophosphate phosphatase
185,327694,WP_015440362,20.06,1,1,6.39E4,1,1,1,,135771,DNA-directed RNA polymerase subunit beta Ilumatobacter coccineus
184,327693,ETNP_120,20.04,3,3,0E0,1,1,1,,66345,KAP family P-loop domain protein
