DepthSKQ0012,FluorescenseSKQ0012,OxygenSKQ0012,p2depth2012,p2depth2017,p2orgcflux2012,p2orgcflux2017,p2Nflux2012,p2Nflux2017,p2CN2012,p2CN2017,p2o2,p2no3,p2no2,p2flux,susparticleclass,sinkparticleclass,cyanosusniaf,cyanosinkniaf,cyanosusmod,cyanosinkmod
384.0301169,7.10E-02,0.126,,,,,,,,,,,,,,,,,,
385.0277393,7.31E-02,0.073,,,,,,,,,,,,,,,,,,
386.0263523,7.38E-02,0.114,,,,,,,,,,,,,,,,,,
387.0249653,7.13E-02,0.117,,,,,,,,,,,,,,,,,,
388.0235784,7.31E-02,0.067,,,,,,,,,,,,,,,,,,
389.0212007,7.05E-02,0.155,,,,,,,,,,,,,,,,,,
390.0198138,7.14E-02,0.15,,,,,,,,,,,,,,,,,,
391.0184268,7.20E-02,0.118,,,,,,,,,,,,,,,,,,
392.0170398,7.41E-02,0.088,,,,,,,,,,,,,,,,,,
393.0156529,7.36E-02,0.096,,,,,,,,,,,,,,,,,,
394.0142659,7.19E-02,0.067,,,,,,,,,,,,,,,,,,
395.0128789,7.23E-02,0.152,,,,,,,,,,,,,,,,,,
396.0105013,7.10E-02,0.112,,,,,,,,,,,,,,,,,,
397.0091143,7.36E-02,0.072,,,,,,,,,,,,,,,,,,
398.0077274,7.26E-02,0.082,,,,,,,,,,,,,,,,,,
399.0063404,7.22E-02,0.087,,,,,,,,,,,,,,,,,,
400.0049534,7.15E-02,0.066,,,,,,,,,,,,,,,,,,
401.0035665,7.39E-02,0.066,,,,,,,,,,,,,,,,,,
402.0021795,7.18E-02,0.082,,,,,,,,,,,,,,,,,,
402.9998019,7.31E-02,0.112,,,,,,,,,,,,,,,,,,
403.9984149,7.27E-02,0.08,,,,,,,,,,,,,,,,,,
404.9970279,7.13E-02,0.095,,,,,,,,,,,,,,,,,,
405.995641,7.11E-02,0.078,,,,,,,,,,,,,,,,,,
406.994254,7.23E-02,0.062,,,,,,,,,,,,,,,,,,
407.992867,7.26E-02,0.133,,,,,,,,,,,,,,,,,,
408.9914801,7.16E-02,0.047,,,,,,,,,,,,,,,,,,
409.9900931,7.26E-02,0.038,,,,,,,,,,,,,,,,,,
410.9887062,7.13E-02,0.123,,,,,,,,,,,,,,,,,,
411.9873192,7.04E-02,0.088,,,,,,,,,,,,,,,,,,
412.9859322,7.24E-02,0.089,,,,,,,,,,,,,,,,,,
413.9845453,6.98E-02,0.101,,,,,,,,,,,,,,,,,,
414.9831583,7.12E-02,0.079,,,,,,,,,,,,,,,,,,
415.9817713,7.25E-02,0.071,,,,,,,,,,,,,,,,,,
416.9793937,7.25E-02,0.07,,,,,,,,,,,,,,,,,,
417.9789974,7.24E-02,0.111,,,,,,,,,,,,,,,,,,
418.9766198,7.15E-02,0.067,,,,,,,,,,,,,,,,,,
419.9752328,7.09E-02,0.084,,,,,,,,,,,,,,,,,,
420.9738458,7.26E-02,0.112,,,,,,,,,,,,,,,,,,
421.9724589,7.06E-02,0.121,,,,,,,,,,,,,,,,,,
422.9710719,7.37E-02,0.097,,,,,,,,,,,,,,,,,,
423.969685,7.31E-02,0.117,,,,,,,,,,,,,,,,,,
424.968298,7.17E-02,0.116,,,,,,,,,,,,,,,,,,
425.966911,7.18E-02,0.043,,,,,,,,,,,,,,,,,,
426.9655241,7.35E-02,0.1,,,,,,,,,,,,,,,,,,
427.9641371,7.14E-02,0.129,,,,,,,,,,,,,,,,,,
428.9627501,7.31E-02,0.035,,,,,,,,,,,,,,,,,,
429.9613632,7.04E-02,0.032,,,,,,,,,,,,,,,,,,
430.9599762,7.10E-02,0.088,,,,,,,,,,,,,,,,,,
431.9585893,7.15E-02,0.103,,,,,,,,,,,,,,,,,,
432.9572023,7.05E-02,0.041,,,,,,,,,,,,,,,,,,
433.956806,7.20E-02,0.025,,,,,,,,,,,,,,,,,,
434.9554191,7.32E-02,0.068,,,,,,,,,,,,,,,,,,
435.9540321,7.14E-02,0.086,,,,,,,,,,,,,,,,,,
436.9526451,7.11E-02,0.093,,,,,,,,,,,,,,,,,,
437.9512582,7.00E-02,0.041,,,,,,,,,,,,,,,,,,
438.9498712,7.20E-02,0.09,,,,,,,,,,,,,,,,,,
439.9484842,7.34E-02,0.014,,,,,,,,,,,,,,,,,,
440.9470973,7.09E-02,0.033,,,,,,,,,,,,,,,,,,
441.9457103,7.23E-02,0.046,,,,,,,,,,,,,,,,,,
442.9443234,7.13E-02,0.064,,,,,,,,,,,,,,,,,,
443.9429364,7.30E-02,0.115,,,,,,,,,,,,,,,,,,
444.9415494,7.25E-02,0.111,,,,,,,,,,,,,,,,,,
445.9401625,7.23E-02,0.083,,,,,,,,,,,,,,,,,,
446.9387755,7.17E-02,0.016,,,,,,,,,,,,,,,,,,
447.9373885,7.16E-02,0.057,,,,,,,,,,,,,,,,,,
448.9369923,7.11E-02,0.036,,,,,,,,,,,,,,,,,,
449.9356053,7.08E-02,0.059,,,,,,,,,,,,,,,,,,
450.9342183,7.09E-02,0.044,,,,,,,,,,,,,,,,,,
451.9328314,7.33E-02,0.059,,,,,,,,,,,,,,,,,,
452.9314444,7.24E-02,0.134,,,,,,,,,,,,,,,,,,
453.9300575,7.26E-02,0.032,,,,,,,,,,,,,,,,,,
454.9286705,7.24E-02,0.022,,,,,,,,,,,,,,,,,,
455.9272835,7.22E-02,-0.009,,,,,,,,,,,,,,,,,,
456.9268873,7.16E-02,0.068,,,,,,,,,,,,,,,,,,
457.9255003,7.15E-02,0.057,,,,,,,,,,,,,,,,,,
458.9241133,7.30E-02,0.039,,,,,,,,,,,,,,,,,,
459.9227264,7.25E-02,0.035,,,,,,,,,,,,,,,,,,
460.9213394,7.09E-02,0.004,,,,,,,,,,,,,,,,,,
461.9209431,7.23E-02,0.056,,,,,,,,,,,,,,,,,,
462.9195562,7.08E-02,0.122,,,,,,,,,,,,,,,,,,
463.9181692,7.41E-02,0.045,,,,,,,,,,,,,,,,,,
464.9167822,7.21E-02,0.088,,,,,,,,,,,,,,,,,,
465.9153953,7.26E-02,-0.01,,,,,,,,,,,,,,,,,,
466.914999,7.27E-02,0.014,,,,,,,,,,,,,,,,,,
467.913612,7.24E-02,0.043,,,,,,,,,,,,,,,,,,
468.9122251,7.37E-02,0.056,,,,,,,,,,,,,,,,,,
469.9108381,7.27E-02,0.072,,,,,,,,,,,,,,,,,,
470.9094512,7.27E-02,0.032,,,,,,,,,,,,,,,,,,
471.9090549,7.30E-02,0.065,,,,,,,,,,,,,,,,,,
472.9076679,7.38E-02,-0.004,,,,,,,,,,,,,,,,,,
473.906281,7.13E-02,0.032,,,,,,,,,,,,,,,,,,
474.904894,7.26E-02,0.05,,,,,,,,,,,,,,,,,,
475.903507,7.27E-02,0.097,,,,,,,,,,,,,,,,,,
476.9031108,7.39E-02,0.009,,,,,,,,,,,,,,,,,,
477.9017238,7.22E-02,0.026,,,,,,,,,,,,,,,,,,
478.9003368,7.35E-02,0.025,,,,,,,,,,,,,,,,,,
479.8999406,7.37E-02,0.021,,,,,,,,,,,,,,,,,,
480.8985536,7.21E-02,0.057,,,,,,,,,,,,,,,,,,
481.8971666,7.38E-02,0.09,,,,,,,,,,,,,,,,,,
482.8957797,7.39E-02,0.002,,,,,,,,,,,,,,,,,,
483.8953834,7.36E-02,0.093,,,,,,,,,,,,,,,,,,
484.8939964,7.29E-02,-0.049,,,,,,,,,,,,,,,,,,
485.8926095,7.28E-02,0.019,,,,,,,,,,,,,,,,,,
486.8912225,7.21E-02,0.095,,,,,,,,,,,,,,,,,,
487.8908262,7.30E-02,0.075,,,,,,,,,,,,,,,,,,
488.8894393,7.33E-02,0.009,,,,,,,,,,,,,,,,,,
489.8880523,7.41E-02,0.148,,,,,,,,,,,,,,,,,,
490.887656,7.44E-02,0.029,,,,,,,,,,,,,,,,,,
491.8862691,7.41E-02,0.014,,,,,,,,,,,,,,,,,,
492.8848821,7.23E-02,0.094,,,,,,,,,,,,,,,,,,
493.8844858,7.38E-02,-0.005,,,,,,,,,,,,,,,,,,
494.8830989,7.33E-02,0.1,,,,,,,,,,,,,,,,,,
495.8817119,7.26E-02,-0.007,,,,,,,,,,,,,,,,,,
496.8813156,7.28E-02,0.097,,,,,,,,,,,,,,,,,,
497.8799287,7.30E-02,0.08,,,,,,,,,,,,,,,,,,
498.8785417,7.41E-02,0.018,,,,,,,,,,,,,,,,,,
499.8781454,7.28E-02,0.116,,,,,,,,,,,,,,,,,,
500.8767585,7.45E-02,0.026,,,,,,,,,,,,,,,,,,
501.8763622,7.45E-02,0.143,,,,,,,,,,,,,,,,,,
502.8749752,7.32E-02,-0.041,,,,,,,,,,,,,,,,,,
503.8735883,7.34E-02,0.012,,,,,,,,,,,,,,,,,,
504.873192,7.42E-02,0.076,,,,,,,,,,,,,,,,,,
505.871805,7.35E-02,0.002,,,,,,,,,,,,,,,,,,
506.8704181,7.27E-02,0.067,,,,,,,,,,,,,,,,,,
507.8700218,7.23E-02,-0.017,,,,,,,,,,,,,,,,,,
508.8686348,7.34E-02,0.03,,,,,,,,,,,,,,,,,,
509.8682386,7.30E-02,0.012,,,,,,,,,,,,,,,,,,
510.8668516,7.45E-02,0.084,,,,,,,,,,,,,,,,,,
511.8654646,7.29E-02,0.027,,,,,,,,,,,,,,,,,,
512.8650684,7.39E-02,0.004,,,,,,,,,,,,,,,,,,
513.8636814,7.37E-02,0.033,,,,,,,,,,,,,,,,,,
514.8632851,7.23E-02,-0.003,,,,,,,,,,,,,,,,,,
515.8618982,7.30E-02,0.079,,,,,,,,,,,,,,,,,,
516.8615019,7.17E-02,0.035,,,,,,,,,,,,,,,,,,
517.8601149,7.53E-02,0.059,,,,,,,,,,,,,,,,,,
518.8597186,7.21E-02,0.019,,,,,,,,,,,,,,,,,,
519.8583317,7.33E-02,0.09,,,,,,,,,,,,,,,,,,
520.8579354,7.23E-02,-0.03,,,,,,,,,,,,,,,,,,
521.8565484,7.42E-02,0.04,,,,,,,,,,,,,,,,,,
522.8561522,7.32E-02,0.1,,,,,,,,,,,,,,,,,,
523.8547652,7.34E-02,0.077,,,,,,,,,,,,,,,,,,
524.8533782,7.19E-02,0.007,,,,,,,,,,,,,,,,,,
525.852982,7.14E-02,0.039,,,,,,,,,,,,,,,,,,
526.851595,7.39E-02,0.046,,,,,,,,,,,,,,,,,,
527.8511987,7.40E-02,0.028,,,,,,,,,,,,,,,,,,
528.8498118,7.50E-02,0.027,,,,,,,,,,,,,,,,,,
529.8494155,7.26E-02,0.002,,,,,,,,,,,,,,,,,,
530.8480285,7.34E-02,0.053,,,,,,,,,,,,,,,,,,
531.8476323,7.12E-02,0.076,,,,,,,,,,,,,,,,,,
532.8462453,7.30E-02,0.012,,,,,,,,,,,,,,,,,,
533.845849,7.39E-02,-0.007,,,,,,,,,,,,,,,,,,
534.8444621,7.24E-02,0.06,,,,,,,,,,,,,,,,,,
535.8440658,7.25E-02,0.023,,,,,,,,,,,,,,,,,,
536.8436695,7.23E-02,0.038,,,,,,,,,,,,,,,,,,
537.8422825,7.25E-02,-0.002,,,,,,,,,,,,,,,,,,
538.8418863,7.38E-02,0.03,,,,,,,,,,,,,,,,,,
539.8404993,7.24E-02,-0.009,,,,,,,,,,,,,,,,,,
540.840103,7.25E-02,0.09,,,,,,,,,,,,,,,,,,
541.8387161,7.13E-02,0.045,,,,,,,,,,,,,,,,,,
542.8383198,7.41E-02,0.049,,,,,,,,,,,,,,,,,,
543.8379235,7.23E-02,0.001,,,,,,,,,,,,,,,,,,
544.8365366,7.21E-02,0.053,,,,,,,,,,,,,,,,,,
545.8361403,7.23E-02,0.033,,,,,,,,,,,,,,,,,,
546.8347533,7.26E-02,0.09,,,,,,,,,,,,,,,,,,
547.834357,7.08E-02,0.085,,,,,,,,,,,,,,,,,,
548.8339608,7.17E-02,-0.018,,,,,,,,,,,,,,,,,,
549.8325738,7.42E-02,-0.026,,,,,,,,,,,,,,,,,,
550.8321775,7.28E-02,0.001,,,,,,,,,,,,,,,,,,
551.8307906,7.20E-02,0.104,,,,,,,,,,,,,,,,,,
552.8303943,7.43E-02,-0.02,,,,,,,,,,,,,,,,,,
553.829998,7.41E-02,-0.019,,,,,,,,,,,,,,,,,,
554.8286111,7.37E-02,0.071,,,,,,,,,,,,,,,,,,
555.8282148,7.25E-02,0.068,,,,,,,,,,,,,,,,,,
556.8268278,7.31E-02,-0.031,,,,,,,,,,,,,,,,,,
557.8264315,7.19E-02,-0.003,,,,,,,,,,,,,,,,,,
558.8260353,7.23E-02,0.005,,,,,,,,,,,,,,,,,,
559.8246483,7.03E-02,0.091,,,,,,,,,,,,,,,,,,
560.824252,7.15E-02,0.085,,,,,,,,,,,,,,,,,,
561.8238558,7.13E-02,0.004,,,,,,,,,,,,,,,,,,
562.8224688,7.12E-02,0.043,,,,,,,,,,,,,,,,,,
563.8220725,7.39E-02,0.033,,,,,,,,,,,,,,,,,,
564.8216762,7.11E-02,0.003,,,,,,,,,,,,,,,,,,
565.8202893,7.18E-02,0.076,,,,,,,,,,,,,,,,,,
566.819893,7.17E-02,-0.02,,,,,,,,,,,,,,,,,,
567.8194967,7.12E-02,0.008,,,,,,,,,,,,,,,,,,
568.8181098,7.24E-02,0.03,,,,,,,,,,,,,,,,,,
569.8177135,7.31E-02,0.014,,,,,,,,,,,,,,,,,,
570.8173172,7.33E-02,0.011,,,,,,,,,,,,,,,,,,
571.8169209,7.28E-02,-0.015,,,,,,,,,,,,,,,,,,
572.815534,7.17E-02,0.015,,,,,,,,,,,,,,,,,,
573.8151377,7.26E-02,0.056,,,,,,,,,,,,,,,,,,
574.8147414,7.15E-02,0.051,,,,,,,,,,,,,,,,,,
575.8133545,7.27E-02,-0.022,,,,,,,,,,,,,,,,,,
576.8129582,7.31E-02,-0.027,,,,,,,,,,,,,,,,,,
577.8125619,7.31E-02,0.052,,,,,,,,,,,,,,,,,,
578.8121656,7.44E-02,0.001,,,,,,,,,,,,,,,,,,
579.8117694,7.54E-02,0.012,,,,,,,,,,,,,,,,,,
580.8103824,7.59E-02,-0.005,,,,,,,,,,,,,,,,,,
581.8099861,7.60E-02,0.078,,,,,,,,,,,,,,,,,,
582.8095899,7.50E-02,0.082,,,,,,,,,,,,,,,,,,
583.8091936,7.59E-02,-0.063,,,,,,,,,,,,,,,,,,
584.8078066,7.71E-02,0.013,,,,,,,,,,,,,,,,,,
585.8074103,7.57E-02,0.109,,,,,,,,,,,,,,,,,,
586.8070141,7.62E-02,-0.064,,,,,,,,,,,,,,,,,,
587.8066178,7.27E-02,0.042,,,,,,,,,,,,,,,,,,
588.8052308,7.56E-02,0.07,,,,,,,,,,,,,,,,,,
589.8048346,7.75E-02,0.024,,,,,,,,,,,,,,,,,,
590.8044383,7.59E-02,-0.035,,,,,,,,,,,,,,,,,,
591.804042,7.79E-02,-0.028,,,,,,,,,,,,,,,,,,
592.8036457,7.53E-02,0.012,,,,,,,,,,,,,,,,,,
593.8022588,7.50E-02,0.042,,,,,,,,,,,,,,,,,,
594.8018625,7.47E-02,0.007,,,,,,,,,,,,,,,,,,
595.8014662,7.43E-02,-0.001,,,,,,,,,,,,,,,,,,
596.8010699,7.47E-02,-0.016,,,,,,,,,,,,,,,,,,
597.8006737,7.56E-02,0.063,,,,,,,,,,,,,,,,,,
598.8002774,7.67E-02,-0.007,,,,,,,,,,,,,,,,,,
599.7988904,7.63E-02,0.008,,,,,,,,,,,,,,,,,,
600.7984942,7.62E-02,0.019,,,,,,,,,,,,,,,,,,
601.7980979,7.48E-02,0.016,,,,,,,,,,,,,,,,,,
602.7977016,7.38E-02,0.059,,,,,,,,,,,,,,,,,,
603.7973053,7.36E-02,0.003,,,,,,,,,,,,,,,,,,
604.7969091,7.64E-02,0.01,,,,,,,,,,,,,,,,,,
605.7965128,7.52E-02,-0.01,,,,,,,,,,,,,,,,,,
606.7961165,7.47E-02,0.029,,,,,,,,,,,,,,,,,,
607.7957202,7.53E-02,-0.015,,,,,,,,,,,,,,,,,,
608.7943333,7.56E-02,-0.006,,,,,,,,,,,,,,,,,,
609.793937,7.68E-02,-0.007,,,,,,,,,,,,,,,,,,
610.7935407,7.63E-02,0.047,,,,,,,,,,,,,,,,,,
611.7931444,7.54E-02,0.03,,,,,,,,,,,,,,,,,,
612.7927482,7.73E-02,-0.013,,,,,,,,,,,,,,,,,,
613.7923519,7.53E-02,0.007,,,,,,,,,,,,,,,,,,
614.7919556,7.73E-02,-0.016,,,,,,,,,,,,,,,,,,
615.7915593,7.47E-02,0.027,,,,,,,,,,,,,,,,,,
616.7911631,7.68E-02,0.004,,,,,,,,,,,,,,,,,,
617.7907668,7.83E-02,0.008,,,,,,,,,,,,,,,,,,
618.7903705,7.73E-02,0.039,,,,,,,,,,,,,,,,,,
619.7889836,7.71E-02,-0.021,,,,,,,,,,,,,,,,,,
620.7885873,7.80E-02,0.039,,,,,,,,,,,,,,,,,,
621.788191,7.77E-02,-0.003,,,,,,,,,,,,,,,,,,
622.7877947,7.66E-02,0.054,,,,,,,,,,,,,,,,,,
623.7873985,7.67E-02,-0.042,,,,,,,,,,,,,,,,,,
624.7870022,7.94E-02,-0.005,,,,,,,,,,,,,,,,,,
625.7866059,7.96E-02,0.015,,,,,,,,,,,,,,,,,,
626.7862096,8.03E-02,-0.041,,,,,,,,,,,,,,,,,,
627.7858134,8.09E-02,-0.028,,,,,,,,,,,,,,,,,,
628.7854171,7.82E-02,0.014,,,,,,,,,,,,,,,,,,
629.7850208,7.92E-02,0.011,,,,,,,,,,,,,,,,,,
630.7846245,8.05E-02,0.003,,,,,,,,,,,,,,,,,,
631.7842283,7.90E-02,0.06,,,,,,,,,,,,,,,,,,
632.783832,7.99E-02,0.01,,,,,,,,,,,,,,,,,,
633.7834357,7.90E-02,0.021,,,,,,,,,,,,,,,,,,
634.7830394,7.95E-02,-0.029,,,,,,,,,,,,,,,,,,
635.7826432,8.05E-02,0.026,,,,,,,,,,,,,,,,,,
636.7822469,8.09E-02,-0.009,,,,,,,,,,,,,,,,,,
637.7818506,7.97E-02,0.007,,,,,,,,,,,,,,,,,,
638.7814543,8.01E-02,-0.026,,,,,,,,,,,,,,,,,,
639.7810581,8.24E-02,-0.012,,,,,,,,,,,,,,,,,,
640.7816525,8.01E-02,0.048,,,,,,,,,,,,,,,,,,
641.7812562,8.09E-02,-0.023,,,,,,,,,,,,,,,,,,
642.7808599,8.23E-02,-0.03,,,,,,,,,,,,,,,,,,
643.7804636,8.16E-02,0.042,,,,,,,,,,,,,,,,,,
644.7800674,8.27E-02,0.005,,,,,,,,,,,,,,,,,,
645.7796711,8.17E-02,-0.009,,,,,,,,,,,,,,,,,,
646.7792748,8.06E-02,0.009,,,,,,,,,,,,,,,,,,
647.7788785,7.90E-02,-0.025,,,,,,,,,,,,,,,,,,
648.7784823,8.02E-02,-0.022,,,,,,,,,,,,,,,,,,
649.778086,8.11E-02,0.003,,,,,,,,,,,,,,,,,,
650.7776897,8.13E-02,-0.003,,,,,,,,,,,,,,,,,,
651.7772934,7.99E-02,-0.003,,,,,,,,,,,,,,,,,,
652.7768972,8.16E-02,-0.001,,,,,,,,,,,,,,,,,,
653.7765009,8.21E-02,0.013,,,,,,,,,,,,,,,,,,
654.7770953,7.99E-02,-0.043,,,,,,,,,,,,,,,,,,
655.776699,8.06E-02,0.007,,,,,,,,,,,,,,,,,,
656.7763028,8.29E-02,0.001,,,,,,,,,,,,,,,,,,
657.7759065,8.28E-02,-0.002,,,,,,,,,,,,,,,,,,
658.7755102,8.27E-02,0.028,,,,,,,,,,,,,,,,,,
659.7751139,8.11E-02,-0.002,,,,,,,,,,,,,,,,,,
660.7747177,8.02E-02,-0.045,,,,,,,,,,,,,,,,,,
661.7753121,8.09E-02,-0.011,,,,,,,,,,,,,,,,,,
662.7749158,7.97E-02,0.016,,,,,,,,,,,,,,,,,,
663.7745195,8.26E-02,0,,,,,,,,,,,,,,,,,,
664.7741232,8.03E-02,-0.017,,,,,,,,,,,,,,,,,,
665.773727,8.06E-02,-0.006,,,,,,,,,,,,,,,,,,
666.7733307,8.11E-02,-0.03,,,,,,,,,,,,,,,,,,
667.7739251,7.99E-02,0.02,,,,,,,,,,,,,,,,,,
668.7735288,8.09E-02,-0.03,,,,,,,,,,,,,,,,,,
669.7731326,8.26E-02,0.032,,,,,,,,,,,,,,,,,,
670.7727363,7.91E-02,-0.025,,,,,,,,,,,,,,,,,,
671.77234,7.97E-02,0.011,,,,,,,,,,,,,,,,,,
672.7729344,8.17E-02,-0.025,,,,,,,,,,,,,,,,,,
673.7725381,8.04E-02,-0.011,,,,,,,,,,,,,,,,,,
674.7721419,8.00E-02,-0.013,,,,,,,,,,,,,,,,,,
675.7717456,8.23E-02,-0.01,,,,,,,,,,,,,,,,,,
676.7713493,8.01E-02,0.001,,,,,,,,,,,,,,,,,,
677.7719437,8.06E-02,-0.014,,,,,,,,,,,,,,,,,,
678.7715475,8.06E-02,0.005,,,,,,,,,,,,,,,,,,
679.7711512,7.93E-02,-0.031,,,,,,,,,,,,,,,,,,
680.7707549,8.04E-02,-0.016,,,,,,,,,,,,,,,,,,
681.7703586,8.18E-02,-0.015,,,,,,,,,,,,,,,,,,
682.770953,8.19E-02,-0.015,,,,,,,,,,,,,,,,,,
683.7705568,8.00E-02,-0.015,,,,,,,,,,,,,,,,,,
684.7701605,7.92E-02,-0.015,,,,,,,,,,,,,,,,,,
685.7707549,8.01E-02,-0.015,,,,,,,,,,,,,,,,,,
686.7703586,8.08E-02,-0.003,,,,,,,,,,,,,,,,,,
687.7699624,7.87E-02,0.015,,,,,,,,,,,,,,,,,,
688.7695661,8.17E-02,-0.012,,,,,,,,,,,,,,,,,,
689.7701605,8.30E-02,-0.01,,,,,,,,,,,,,,,,,,
690.7697642,7.93E-02,-0.026,,,,,,,,,,,,,,,,,,
691.7693679,8.06E-02,-0.015,,,,,,,,,,,,,,,,,,
692.7689717,8.03E-02,-0.015,,,,,,,,,,,,,,,,,,
693.7695661,8.35E-02,0.001,,,,,,,,,,,,,,,,,,
694.7691698,8.18E-02,0.016,,,,,,,,,,,,,,,,,,
695.7687735,8.39E-02,-0.033,,,,,,,,,,,,,,,,,,
696.7693679,8.14E-02,0.016,,,,,,,,,,,,,,,,,,
697.7689717,8.10E-02,0.01,,,,,,,,,,,,,,,,,,
698.7685754,8.31E-02,-0.012,,,,,,,,,,,,,,,,,,
699.7691698,8.27E-02,-0.037,,,,,,,,,,,,,,,,,,
700.7687735,8.23E-02,-0.015,,,,,,,,,,,,,,,,,,
701.7693679,8.24E-02,-0.015,,,,,,,,,,,,,,,,,,
702.7689717,8.38E-02,-0.015,,,,,,,,,,,,,,,,,,
703.7685754,8.17E-02,0,,,,,,,,,,,,,,,,,,
704.7691698,8.12E-02,0.038,,,,,,,,,,,,,,,,,,
705.7687735,8.25E-02,-0.021,,,,,,,,,,,,,,,,,,
706.7683773,8.52E-02,-0.04,,,,,,,,,,,,,,,,,,
707.7689717,8.44E-02,-0.015,,,,,,,,,,,,,,,,,,
708.7685754,8.46E-02,-0.015,,,,,,,,,,,,,,,,,,
709.7681791,8.33E-02,-0.015,,,,,,,,,,,,,,,,,,
710.7687735,8.36E-02,-0.002,,,,,,,,,,,,,,,,,,
711.7683773,8.35E-02,-0.02,,,,,,,,,,,,,,,,,,
712.7689717,8.41E-02,-0.004,,,,,,,,,,,,,,,,,,
713.7685754,8.44E-02,-0.008,,,,,,,,,,,,,,,,,,
714.7681791,8.41E-02,-0.026,,,,,,,,,,,,,,,,,,
715.7687735,8.46E-02,-0.015,,,,,,,,,,,,,,,,,,
716.7683773,8.27E-02,-0.015,,,,,,,,,,,,,,,,,,
717.7689717,8.34E-02,-0.015,,,,,,,,,,,,,,,,,,
718.7685754,8.37E-02,-0.015,,,,,,,,,,,,,,,,,,
719.7691698,8.27E-02,0.013,,,,,,,,,,,,,,,,,,
720.7687735,8.19E-02,-0.001,,,,,,,,,,,,,,,,,,
721.7683773,8.49E-02,-0.023,,,,,,,,,,,,,,,,,,
722.7689717,8.23E-02,-0.034,,,,,,,,,,,,,,,,,,
723.7685754,8.38E-02,-0.015,,,,,,,,,,,,,,,,,,
724.7691698,8.48E-02,-0.015,,,,,,,,,,,,,,,,,,
725.7687735,8.47E-02,-0.015,,,,,,,,,,,,,,,,,,
726.7693679,8.40E-02,-0.004,,,,,,,,,,,,,,,,,,
727.7689717,8.41E-02,-0.015,,,,,,,,,,,,,,,,,,
728.7695661,8.27E-02,-0.017,,,,,,,,,,,,,,,,,,
729.7691698,8.17E-02,-0.022,,,,,,,,,,,,,,,,,,
730.7697642,8.48E-02,-0.015,,,,,,,,,,,,,,,,,,
731.7693679,8.40E-02,-0.015,,,,,,,,,,,,,,,,,,
732.7699624,8.51E-02,-0.015,,,,,,,,,,,,,,,,,,
733.7695661,8.29E-02,-0.023,,,,,,,,,,,,,,,,,,
734.7701605,8.46E-02,-0.032,,,,,,,,,,,,,,,,,,
735.7697642,8.45E-02,-0.003,,,,,,,,,,,,,,,,,,
736.7693679,8.31E-02,-0.007,,,,,,,,,,,,,,,,,,
737.7699624,8.53E-02,0.008,,,,,,,,,,,,,,,,,,
738.7705568,8.64E-02,-0.011,,,,,,,,,,,,,,,,,,
739.7701605,8.31E-02,-0.019,,,,,,,,,,,,,,,,,,
740.7707549,8.68E-02,0.025,,,,,,,,,,,,,,,,,,
741.7703586,8.35E-02,0.014,,,,,,,,,,,,,,,,,,
742.770953,8.32E-02,-0.014,,,,,,,,,,,,,,,,,,
743.7705568,8.36E-02,0,,,,,,,,,,,,,,,,,,
744.7711512,8.53E-02,4.53E-11,,,,,,,,,,,,,,,,,,
745.7707549,8.31E-02,5.28E-11,,,,,,,,,,,,,,,,,,
746.7713493,8.41E-02,0.013,,,,,,,,,,,,,,,,,,
747.7719437,8.47E-02,0.004,,,,,,,,,,,,,,,,,,
748.7715475,8.53E-02,-0.01,,,,,,,,,,,,,,,,,,
749.7721419,8.41E-02,0,,,,,,,,,,,,,,,,,,
750.7717456,8.54E-02,4.81E-11,,,,,,,,,,,,,,,,,,
751.77234,8.29E-02,3.57E-11,,,,,,,,,,,,,,,,,,
752.7729344,8.52E-02,3.74E-11,,,,,,,,,,,,,,,,,,
753.7725381,8.48E-02,-0.008,,,,,,,,,,,,,,,,,,
754.7731326,7.97E-02,-0.017,,,,,,,,,,,,,,,,,,
755.7727363,8.31E-02,0.018,,,,,,,,,,,,,,,,,,
756.7733307,8.22E-02,0,,,,,,,,,,,,,,,,,,
757.7729344,8.40E-02,-0.006,,,,,,,,,,,,,,,,,,
758.7735288,8.49E-02,-0.02,,,,,,,,,,,,,,,,,,
759.7741232,8.44E-02,0.015,,,,,,,,,,,,,,,,,,
760.773727,8.41E-02,-0.012,,,,,,,,,,,,,,,,,,
761.7743214,8.39E-02,-0.008,,,,,,,,,,,,,,,,,,
762.7749158,8.40E-02,0.02,,,,,,,,,,,,,,,,,,
763.7745195,8.22E-02,-0.019,,,,,,,,,,,,,,,,,,
764.7751139,8.36E-02,0.013,,,,,,,,,,,,,,,,,,
765.7747177,8.27E-02,0.013,,,,,,,,,,,,,,,,,,
766.7753121,8.49E-02,0.021,,,,,,,,,,,,,,,,,,
767.7759065,8.16E-02,0.022,,,,,,,,,,,,,,,,,,
768.7765009,8.32E-02,-0.027,,,,,,,,,,,,,,,,,,
769.7761046,8.18E-02,0.011,,,,,,,,,,,,,,,,,,
770.776699,8.58E-02,0.036,,,,,,,,,,,,,,,,,,
771.7772934,8.51E-02,0.001,,,,,,,,,,,,,,,,,,
772.7768972,8.53E-02,-0.004,,,,,,,,,,,,,,,,,,
773.7774916,8.26E-02,0.053,,,,,,,,,,,,,,,,,,
774.778086,8.39E-02,-0.014,,,,,,,,,,,,,,,,,,
