Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 12: 278 4-19_265m_top+P-A_90min,Area Sample 12: 278 4-19_265m_top+P-A_90min,#Peptides,#Unique,#Spec Sample 12: 278 4-19_265m_top+P-A_90min,PTM,Avg. Mass,Description
127,194057,ETNP_70,33.84,2,2,1.2E7,2,2,2,,45542,Bacterial actin-related protein
32,193908,WP_015346769,33.73,11,11,4.65E5,2,1,5,Oxidation (M),18424,biotinlipoic acid-binding domain-containing protein Myxococcus stipitatus
101,17872,WP_013260480,33.66,7,7,3.91E6,3,3,3,,36930,DNA-directed RNA polymerase subunit alpha gamma proteobacterium HdN1
462,145229,ETNP14_120,33.66,2,2,2.32E5,1,1,1,,50783,Adenosylhomocysteinase
829,193777,ABI76900.1,33.35,1,1,7.4E5,1,1,1,,110678,TonB-dependent receptor [Hyphomonas neptunium ATCC 15444]
112,143869,ActinobacteriaREDSEAS14_EEFFFEGA_00037,33.15,5,5,2.59E5,2,1,2,,50760,ATP synthase subunit beta
112,143880,ActinobacteriaREDSEAS09_EJKBNLBD_01244,33.15,5,5,2.59E5,2,1,2,,50964,ATP synthase subunit beta
180,194999,ETNP14_120,32.94,6,6,3.08E6,2,2,2,,38745,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
461,24062,ACY16045.1,32.80,1,1,1.47E6,1,1,1,,57474,serine/threonine protein kinase [Haliangium ochraceum DSM 14365]
830,193780,WP_011466979.1,32.66,2,2,5.45E5,1,1,1,,56139,2 3-bisphosphoglycerate-independent phosphoglycerate mutase [Saccharophagus degradans]
289,193663,NP_863745,32.50,0,0,3.56E5,1,1,1,,261825,lipoprotein receptor-related protein Rhodopirellula baltica SH 1
289,193784,ETNP_120,32.50,1,1,3.56E5,1,1,1,,59460,Glutamine-dependent NAD(+) synthetase
142,144275,Flavovirus_FBAKDGPJ_03410,32.48,1,1,1.48E6,2,1,2,Oxidation (M),309280,hypothetical protein
831,193781,ETNP14_120,32.31,4,4,3.4E5,1,1,1,,26831,hypothetical protein
831,193782,ETNP_120,32.31,4,4,3.4E5,1,1,1,,26859,hypothetical protein
831,193783,WP_011219921.1,32.31,2,2,3.4E5,1,1,1,,52961,aspartate ammonia-lyase [Photobacterium profundum]
466,193734,cyanophage_EEBLHMBA_00593,31.82,2,2,3.02E6,1,1,1,,45408,hypothetical protein
365,193689,ETNP14_120,31.75,4,4,7.38E5,1,1,1,Oxidation (M),23639,AAA-like domain protein
365,193735,ETNP14_120,31.75,3,3,7.38E5,1,1,1,Oxidation (M),26126,AAA-like domain protein
365,193736,ETNP14_68,31.75,2,2,7.38E5,1,1,1,Oxidation (M),56367,AAA-like domain protein
365,193791,ETNP14_68,31.75,8,8,7.38E5,1,1,1,Oxidation (M),10817,hypothetical protein
365,193792,ETNP14_120,31.75,8,8,7.38E5,1,1,1,Oxidation (M),10652,hypothetical protein
365,193793,ETNP14_68,31.75,7,7,7.38E5,1,1,1,Oxidation (M),12842,hypothetical protein
365,193794,ETNP_100,31.75,5,5,7.38E5,1,1,1,Oxidation (M),17221,AAA-like domain protein
365,193795,ETNP14_120,31.75,5,5,7.38E5,1,1,1,Oxidation (M),17582,AAA-like domain protein
365,193796,ETNP_60,31.75,4,4,7.38E5,1,1,1,Oxidation (M),24090,AAA-like domain protein
365,193797,ETNP14_120,31.75,4,4,7.38E5,1,1,1,Oxidation (M),24058,AAA-like domain protein
614,193731,ETNP_180,31.55,7,7,1.19E6,1,1,1,,14182,hypothetical protein
614,193732,ETNP_160,31.55,5,5,1.19E6,1,1,1,,18378,hypothetical protein
614,193733,ETNP_300,31.55,5,5,1.19E6,1,1,1,,18898,hypothetical protein
463,11039,WP_011217904.1,31.37,1,1,7.44E5,1,1,1,Oxidation (M),117454,DNA translocase FtsK [Photobacterium profundum]
204,26720,NP_30,31.12,2,2,4.14E6,2,1,2,,39807,Glutamate-pyruvate aminotransferase AlaA
84,144200,BAJ31579.1,31.10,2,2,3.25E6,2,2,3,,63666,putative acyl-CoA oxidase [Kitasatospora setae KM-6054]
228,145309,ETNP_160,30.99,7,7,1.09E7,2,1,2,,13044,Molybdopterin-guanine dinucleotide biosynthesis adapter protein
228,145312,ETNP_180,30.99,6,6,1.09E7,2,1,2,,14011,Molybdopterin-guanine dinucleotide biosynthesis adapter protein
228,145314,ETNP_300,30.99,4,4,1.09E7,2,1,2,,19696,Molybdopterin-guanine dinucleotide biosynthesis adapter protein
221,195001,ETNP14_68,30.95,10,10,1.49E6,2,2,2,,20342,hypothetical protein
615,193746,virus_CCADEAMM_26449,30.79,2,2,3.56E5,1,1,1,,57624,hypothetical protein
322,144582,WP_041394478.1,30.78,2,2,3.38E6,1,1,1,,61305,bifunctional UDP-sugar hydrolase/5'-nucleotidase [Photobacterium profundum]
173,194093,ABF63496.1,30.42,3,3,7.44E5,2,2,2,,60356,beta-lactamase-like protein [Ruegeria sp. TM1040]
832,193802,ETNP_70,30.23,14,14,2.79E6,1,1,1,,9282,SNARE domain protein
83,170903,ETNP_120,30.23,15,15,3.54E6,2,2,3,,13671,50S ribosomal protein L7/L12
199,194097,WP_015348741,29.75,1,1,6.51E5,2,2,2,,145239,hypothetical protein Myxococcus stipitatus
132,193852,EJK62284,29.74,2,2,1.11E6,2,2,2,Oxidation (M),126839,hypothetical protein THAOC_17110  Thalassiosira oceanica
206,144036,ETNP_160,29.37,13,13,1.23E6,2,2,2,,8970,50S ribosomal protein L28
206,144035,ETNP14_120,29.37,13,13,1.23E6,2,2,2,,8909,50S ribosomal protein L28
117,8888,WP_005008876,29.30,1,1,1.22E7,2,2,2,,214905,hypothetical protein Nitrospina gracilis
323,140,CAN91477.1,29.10,2,2,4.69E7,1,1,1,,56854,hypothetical protein sce1319 [Sorangium cellulosum So ce56]
182,195075,WP_006233765.1,28.97,5,5,5.53E5,2,1,2,,17522,MULTISPECIES: 50S ribosomal protein L10 [Photobacterium]
131,193838,virus_CCADEAMM_07487,28.92,2,2,9.07E5,2,2,2,,103163,hypothetical protein
75,195008,ETNP14_68,28.92,11,11,6.76E6,2,2,3,,18508,PUA domain protein
467,193755,Verrucomicrobia_HGEPPPGB_02075,28.59,3,3,2.21E6,1,1,1,,37027,hypothetical protein
174,194121,ETNP_140,28.44,3,3,2.73E6,2,2,2,,56291,Terminase-like family protein
174,195011,NP_300,28.44,4,4,2.73E6,2,2,2,,47094,Terminase-like family protein
197,194086,ETNP14_68,28.44,5,5,1.42E6,2,2,2,,33984,DNA-directed RNA polymerase subunit A''
834,144115,ETNP_160,28.42,2,2,2.83E6,1,1,1,,47755,Cytosine permease
616,193886,ETNP_160,28.41,10,10,6.97E5,1,1,1,Carbamidomethylation,15418,hypothetical protein
616,193887,ETNP_120,28.41,9,9,6.97E5,1,1,1,Carbamidomethylation,16951,hypothetical protein
617,193893,ETNP_70,28.31,2,2,1.48E6,1,1,1,,43383,NPL4 family protein
468,193769,WP_015350326,28.15,1,1,3.45E6,1,1,1,,139475,polyketide synthase Myxococcus stipitatus
116,193823,EJK76014,28.03,1,1,1.89E7,2,2,2,,222726,hypothetical protein THAOC_02244 partial  Thalassiosira oceanica
626,194063,ETNP14_120,27.72,1,1,1.86E6,1,1,1,,55942,ATP-dependent RNA helicase DbpA
470,193779,ETNP_300,27.71,1,1,3.69E5,1,1,1,,63608,30S ribosomal protein S2
35,193754,ETNP_160,27.67,2,2,8.45E5,1,1,5,,57428,L-aspartate oxidase
835,194506,WP_011397713,27.46,2,2,6.96E5,1,1,1,,48153,glutathione reductase Hahella chejuensis
160,194498,ETNP_120,27.44,12,12,0E0,1,1,2,Oxidation (M),8602,hypothetical protein
160,194501,ETNP14_120,27.44,4,4,0E0,1,1,2,Oxidation (M),21611,hypothetical protein
160,194505,ETNP_120,27.44,2,2,0E0,1,1,2,Oxidation (M),39525,hypothetical protein
303,193906,ETNP_300,27.41,4,4,0E0,1,1,1,,22862,hypothetical protein
303,193910,ETNP_140,27.41,2,2,0E0,1,1,1,,52397,L-2 4-diaminobutyrate decarboxylase
181,195029,virus_CCADEAMM_21687,27.37,1,1,1.81E6,2,2,2,Oxidation (M),148618,hypothetical protein
154,193747,ETNP_90,27.35,2,2,2.15E6,1,1,2,,70931,Foldase protein PrsA precursor
836,194519,ETNP14_120,27.17,5,5,2.29E6,1,1,1,,20522,L-2-hydroxyglutarate oxidase LhgO
471,193789,EJK46506,26.89,3,3,3.56E5,1,1,1,,70206,hypothetical protein THAOC_34824  Thalassiosira oceanica
618,143897,WP_011219628.1,26.81,8,8,1.33E6,1,1,1,,13532,50S ribosomal protein L19 [Photobacterium profundum]
270,193745,virus_CCADEAMM_37671,26.74,0,0,6.45E5,1,1,1,,170321,hypothetical protein
370,193790,ETNP_120,26.65,11,11,4.52E6,1,1,1,,8934,hypothetical protein
291,134011,XP_003061884,26.60,0,0,1.02E6,1,1,1,,319849,predicted protein  Micromonas pusilla CCMP1545
619,19997,ETNP_90,26.48,5,5,1.61E5,1,1,1,,19193,hypothetical protein
619,19998,ETNP14_68,26.48,5,5,1.61E5,1,1,1,,19193,hypothetical protein
619,144478,ETNP_60,26.48,5,5,1.61E5,1,1,1,,19393,hypothetical protein
619,19999,ETNP_70,26.48,5,5,1.61E5,1,1,1,,19456,hypothetical protein
176,194257,ETNP_300,26.41,2,2,1.3E6,2,2,2,,77545,Polyribonucleotide nucleotidyltransferase
837,194572,ETNP_120,26.36,3,3,1.45E6,1,1,1,,25825,Methionine synthase
478,193956,EDP94755.1,26.29,2,2,1.45E6,1,1,1,,50706,two component  sigma54 specific  transcriptional regulator  Fis family protein [Kordia algicida OT-1]
842,194677,ETNP_120,26.28,1,1,1.22E7,1,1,1,,78461,Primosomal protein N'
625,194059,ETNP_120,26.22,7,7,8.13E5,1,1,1,,13384,putative glycosyl transferase
620,193950,ETNP_90,26.14,1,1,3.21E5,1,1,1,,63561,Bacteriophage head to tail connecting protein
477,193953,ETNP14_120,26.08,2,2,1.44E6,1,1,1,,68244,hypothetical protein
477,194588,ETNP_120,26.08,7,7,1.44E6,1,1,1,,15990,hypothetical protein
207,195279,ETNP14_120,26.08,2,2,1.25E7,2,1,2,,41549,Multifunctional CCA protein
541,194589,ETNP14_68,26.08,3,3,0E0,1,1,1,,30898,Histidinol dehydrogenase
290,95703,XP_003062749,26.05,1,1,2.25E6,1,1,1,Carbamidomethylation,114221,p-type ATPase superfamily  Micromonas pusilla CCMP1545
290,143988,XP_003055417,26.05,1,1,2.25E6,1,1,1,Carbamidomethylation,107983,p-type ATPase superfamily  Micromonas pusilla CCMP1545
290,144505,XP_003074523,26.05,2,2,2.25E6,1,1,1,Carbamidomethylation,60546,type IIA calcium ATPase ISS partial  Ostreococcus tauri
839,194594,ETNP_120,26.00,4,4,9.12E5,1,1,1,,30778,Release factor glutamine methyltransferase
621,193965,ETNP_300,25.98,2,2,4.54E4,1,1,1,,50766,Phosphomannomutase/phosphoglucomutase
840,194603,ETNP_90,25.91,7,7,1.27E6,1,1,1,,11995,PhoH-like protein
622,193974,ETNP14_68,25.86,2,2,5.2E4,1,1,1,,54236,Penicillin-binding protein A
476,30303,XP_003059807,25.80,2,2,1.39E5,1,1,1,,47234,predicted protein  Micromonas pusilla CCMP1545
202,194613,EJK77590,25.73,5,5,6.44E6,1,1,2,,21155,hypothetical protein THAOC_00568  Thalassiosira oceanica
634,194614,virus_CCADEAMM_08422,25.73,1,1,1.01E6,1,1,1,,173466,hypothetical protein
841,194615,SAR202_JMBHMLPD,25.72,2,2,2.81E6,1,1,1,,61101,Acetyl-coenzyme A synthetase
367,193744,WP_015351214,25.69,1,1,2.07E5,1,1,1,,69158,hypothetical protein Myxococcus stipitatus
843,194688,ETNP_180,25.56,6,6,2.76E5,1,1,1,,13615,IS2 repressor TnpA
248,193740,EJK46389,25.54,0,0,7.2E5,1,1,1,,327232,hypothetical protein THAOC_34943 partial  Thalassiosira oceanica
50,193768,XP_002179592,25.46,1,1,8.96E6,1,1,4,,169926,predicted protein  Phaeodactylum tricornutum CCAP 1055
479,193966,WP_011310910,25.36,7,7,1.44E6,1,1,1,,12722,50S ribosomal protein L7L12 Thiobacillus denitrificans
479,193992,ETNP14_68,25.36,7,7,1.44E6,1,1,1,,13115,50S ribosomal protein L7/L12
479,194219,WP_013047253,25.36,7,7,1.44E6,1,1,1,,12738,50S ribosomal protein L7 L12 Candidatus Puniceispirillum marinum
627,194068,ETNP_90,25.20,4,4,7.34E5,1,1,1,,30822,putative cadmium-transporting ATPase
627,194069,ETNP14_68,25.20,2,2,7.34E5,1,1,1,,61494,Silver exporting P-type ATPase
627,19876,ETNP14_68,25.20,2,2,7.34E5,1,1,1,,70719,putative copper-exporting P-type ATPase V
624,194024,WP_052571473,25.16,4,4,8.78E6,1,1,1,,28513,hypothetical protein Geothrix fermentans
292,144490,WP_048500124,25.06,1,1,2.6E6,1,1,1,,109732,peptidase M16 Chryseobacterium koreense
324,193752,XP_003062151,25.05,1,1,4.13E5,1,1,1,,137862,transcription elongation-nucleosome displacement protein Spt5  Micromonas pusilla CCMP1545
629,194095,ETNP14_120,25.02,8,8,4.09E5,1,1,1,,15019,Ferric uptake regulation protein
629,194096,ETNP14_68,25.02,8,8,4.09E5,1,1,1,,15044,Ferric uptake regulation protein
633,194320,BAJ27998.1,24.95,5,5,9.63E4,1,1,1,,38252,putative peptidase C40 family protein [Kitasatospora setae KM-6054]
123,194020,ETNP14_68,24.67,2,2,1.13E6,2,2,2,Oxidation (M),63879,Cyclic di-GMP phosphodiesterase response regulator RpfG
845,194981,ETNP_120,24.60,6,6,2.09E6,1,1,1,,13785,hypothetical protein
845,194982,ETNP_60,24.60,2,2,2.09E6,1,1,1,,57269,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
846,194989,WP_011219933.1,24.47,7,7,4.68E5,1,1,1,,16058,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit [Photobacterium profundum]
847,194990,ABQ31445.1,24.46,5,5,4.3E6,1,1,1,,17640,LSU ribosomal protein L13P [Acidiphilium cryptum JF-5]
848,194995,ETNP14_120,24.28,3,3,4.39E5,1,1,1,,36541,Cysteine desulfurase
46,193811,virus_CCADEAMM_52476,24.27,2,2,2.29E6,1,1,4,,55539,hypothetical protein
851,195045,ETNP_100,24.14,1,1,1.33E6,1,1,1,,47205,Replicative DNA helicase
850,93892,XP_003063073,24.10,1,1,4.54E6,1,1,1,,85939,predicted protein  Micromonas pusilla CCMP1545
162,194880,ABQ71168.1,24.02,2,2,5.58E5,1,1,2,,52133,L-glutamine synthetase [Sphingomonas wittichii RW1]
639,194935,ACL73541.1,24.00,4,4,2.8E6,1,1,1,,21290,Superoxide dismutase [Thioalkalivibrio sulfidiphilus HL-EbGr7]
475,193842,AMC10748.1,23.88,2,2,0E0,1,1,1,,52238,hypothetical protein Lupro_05615 [Lutibacter profundi]
556,194947,ETNP_300,23.82,4,4,7.71E5,1,1,1,,23312,hypothetical protein
852,175123,WP_010510578,23.80,3,3,5.95E5,1,1,1,,31032,phosphonate ABC transporter ATP-binding protein SAR324 cluster bacterium SCGC AAA001-C10
293,193807,ETNP_120,23.75,1,1,,1,0,1,,154638,DNA-directed RNA polymerase subunit beta'
719,195166,BAJ32155.1,23.69,3,3,0E0,1,1,1,,38937,putative glucokinase [Kitasatospora setae KM-6054]
858,196420,ACY14871.1,23.24,2,2,6.65E5,1,1,1,,41461,NHL repeat containing protein [Haliangium ochraceum DSM 14365]
483,194109,BAE51271.1,23.17,2,2,2.81E4,1,1,1,Oxidation (M),75506,RecG-like helicase [Magnetospirillum magneticum AMB-1]
225,195103,ETNP_120,23.12,3,3,1.4E6,2,2,2,,67936,DNA primase
226,195105,ETNP14_68,23.06,7,7,6.57E5,2,2,2,,33803,3-oxoacyl-[acyl-carrier-protein] reductase FabG
649,195018,WP_011372416.1,23.03,2,2,2.85E6,1,1,1,,51220,hypothetical protein [Sulfurimonas denitrificans]
413,144324,EJK44692,23.01,0,0,3.29E6,1,1,1,,314738,hypothetical protein THAOC_36750 partial  Thalassiosira oceanica
227,195110,ETNP_180,22.97,10,10,1.58E6,2,1,2,Oxidation (M),19095,Glutaconyl-CoA decarboxylase subunit gamma
227,195111,ETNP_140,22.97,10,10,1.58E6,2,1,2,Oxidation (M),19095,Glutaconyl-CoA decarboxylase subunit gamma
227,195112,ETNP_120,22.97,10,10,1.58E6,2,1,2,Oxidation (M),19095,Glutaconyl-CoA decarboxylase subunit gamma
655,195032,ETNP14_120,22.91,2,2,1.24E6,1,1,1,,45717,DNA repair protein RecN
655,195034,NP_125,22.91,2,2,1.24E6,1,1,1,,62097,DNA repair protein RecN
603,196579,NP_100,22.81,2,2,5.57E5,1,1,1,,29378,Tetratricopeptide repeat protein
643,195006,WP_012519523,22.75,2,2,7.22E4,1,1,1,Carbamidomethylation,40883,S-hydroxymethylglutathione dehydrogenase Alteromonas mediterranea
374,193923,CBE68096,22.68,4,4,1.36E5,1,1,1,,44592,Sulfate adenylyltransferase Sulfate adenylate transferase SAT ATP-sulfurylase Candidatus Methylomirabilis oxyfera
642,195005,ETNP14_68,22.63,2,2,1.18E7,1,1,1,,44657,Diaminopropionate ammonia-lyase
653,195025,ETNP14_68,22.56,2,2,1.13E7,1,1,1,,42979,Soluble pyridine nucleotide transhydrogenase
653,195026,ETNP_90,22.56,2,2,1.13E7,1,1,1,,42688,Soluble pyridine nucleotide transhydrogenase
653,147342,ETNP_160,22.56,2,2,1.13E7,1,1,1,,49687,Soluble pyridine nucleotide transhydrogenase
653,147343,NP_85,22.56,1,1,1.13E7,1,1,1,,52003,Soluble pyridine nucleotide transhydrogenase
653,147344,ETNP_180,22.56,1,1,1.13E7,1,1,1,,51994,Soluble pyridine nucleotide transhydrogenase
653,147345,ETNP_110,22.56,1,1,1.13E7,1,1,1,,51990,Soluble pyridine nucleotide transhydrogenase
653,147346,NP_100,22.56,1,1,1.13E7,1,1,1,,51921,Soluble pyridine nucleotide transhydrogenase
653,147347,NP_300,22.56,1,1,1.13E7,1,1,1,,51993,Soluble pyridine nucleotide transhydrogenase
653,147348,ETNP_100,22.56,1,1,1.13E7,1,1,1,,51990,Soluble pyridine nucleotide transhydrogenase
860,196468,ETNP_100,22.15,5,5,1.55E6,1,1,1,Oxidation (M),31959,Nicotinate phosphoribosyltransferase pncB2
861,196473,ETNP_120,22.09,14,14,6.96E5,1,1,1,,6797,N-acetylmuramic acid 6-phosphate etherase
861,196475,ETNP_180,22.09,3,3,6.96E5,1,1,1,,31285,N-acetylmuramic acid 6-phosphate etherase
481,194089,ETNP_180,22.02,1,1,5.54E5,1,1,1,,72931,Acetophenone carboxylase gamma subunit
864,196488,KHE92069,21.98,2,2,3.19E5,1,1,1,,38633,hypothetical protein SCABRO_02119 Candidatus Scalindua brodae
863,196483,ETNP_120,21.86,8,8,1.77E6,1,1,1,,11980,hypothetical protein
329,193911,virus_CCADEAMM_24950,21.85,0,0,0E0,1,1,1,,282578,hypothetical protein
651,195020,NP_300,21.84,3,3,7.22E5,1,1,1,,25767,putative aldolase LsrF
651,196490,NP_85,21.84,9,9,7.22E5,1,1,1,,9516,putative aldolase LsrF
507,194281,ETNP_100,21.83,2,2,1.89E6,1,1,1,,42894,lipopolysaccharide core biosynthesis protein
507,196596,ETNP14_68,21.83,3,3,1.89E6,1,1,1,,22728,3-isopropylmalate dehydratase small subunit
377,127572,WP_013307636.1,21.81,1,1,0E0,1,1,1,,94777,DNA gyrase subunit A [Maribacter sp. HTCC2170]
284,194373,ETNP_120,21.67,1,1,2.44E6,1,1,1,,53277,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
793,196504,ABI76374.1,21.64,2,2,7.34E4,1,1,1,,43118,arginine biosynthesis bifunctional protein ArgJ [Hyphomonas neptunium ATCC 15444]
54,144157,ETNP_160,21.62,2,2,1.19E7,1,1,3,,39657,Nitronate monooxygenase
54,144158,ETNP_120,21.62,2,2,1.19E7,1,1,3,,39631,Nitronate monooxygenase
54,144159,ETNP_120,21.62,2,2,1.19E7,1,1,3,,39657,Nitronate monooxygenase
54,145304,ETNP_90,21.62,11,11,1.19E7,1,1,3,,7692,hypothetical protein
866,196507,ETNP_120,21.56,5,5,7.6E5,1,1,1,,17987,Dihydrolipoyl dehydrogenase
482,194098,ETNP14_68,21.52,1,1,,1,0,1,,62087,30S ribosomal protein S1
437,195013,WP_013752035.1,21.48,1,1,8.74E4,1,1,1,,76705,hypothetical protein [Dokdonia sp. 4H-3-7-5]
560,195024,WP_012844200,21.48,1,1,1.36E6,1,1,1,Carbamidomethylation,152095,histidine kinase Rhodothermus marinus
867,196516,ETNP_120,21.45,3,3,5.95E5,1,1,1,,27041,Dihydroorotase
778,134709,ETNP_60,21.45,2,2,2.62E5,1,1,1,,31925,replication factor C small subunit
272,193836,XP_003081379,21.44,1,1,5.72E5,1,1,1,,165016,helicase and polymerase containing protein TEBICHI ISS  Ostreococcus tauri
868,196520,ADH90570.1,21.41,3,3,7.12E5,1,1,1,,29288,conserved hypothetical protein [Starkeya novella DSM 506]
868,196541,WP_012563325,21.41,1,1,7.12E5,1,1,1,,113369,multidrug efflux RND transporter permease subunit Oligotropha carboxidovorans
647,24649,ETNP_120,21.36,2,2,2.85E6,1,1,1,,49956,DNA-directed RNA polymerase subunit beta'
659,195038,ETNP14_68,21.18,4,4,0E0,1,1,1,,37474,hypothetical protein
122,193914,ETNP14_68,21.15,1,1,0E0,1,1,2,,168810,Serine protease AprX
723,195173,ETNP14_120,21.00,1,1,1.16E6,1,1,1,,53636,hypothetical protein
723,196630,ETNP14_68,21.00,3,3,1.16E6,1,1,1,,22333,hypothetical protein
660,195039,EAP86756.1,20.99,3,3,4.06E5,1,1,1,,34680,putative tyrosine recombinase [Croceibacter atlanticus HTCC2559]
353,195055,ETNP_100,20.95,1,1,6.9E5,1,1,1,,55513,Photosystem I assembly protein Ycf3
871,196545,NP_30,20.90,7,7,3.89E5,1,1,1,,14266,hypothetical protein
871,196546,NP_30,20.90,5,5,3.89E5,1,1,1,,20924,hypothetical protein
872,196554,XP_003059604,20.86,7,7,2.6E5,1,1,1,,12031,predicted protein  Micromonas pusilla CCMP1545
663,195044,WP_018049609,20.72,1,1,2.81E6,1,1,1,,134186,hypothetical protein Nitrospina sp AB-629-B18
874,196565,ETNP14_120,20.69,4,4,2.29E5,1,1,1,,28016,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
391,194011,ETNP_120,20.62,2,2,6.16E5,1,1,1,,61985,Elongation factor G
391,195027,ETNP_120,20.62,2,2,6.16E5,1,1,1,,77987,Elongation factor G
391,196568,ETNP_70,20.62,6,6,6.16E5,1,1,1,,21472,Elongation factor G
391,196569,ETNP_120,20.62,4,4,6.16E5,1,1,1,,32866,Elongation factor G
391,196570,ETNP_100,20.62,2,2,6.16E5,1,1,1,,61002,Elongation factor G
877,196573,ABA57522.1,20.59,2,2,1.18E6,1,1,1,,38338,3-isopropylmalate dehydrogenase [Nitrosococcus oceani ATCC 19707]
652,195021,ETNP_90,20.56,4,4,6.75E4,1,1,1,,24248,hypothetical protein
380,193940,ACI97900.1,20.55,1,1,3.76E5,1,1,1,,118066,tonB-dependent outer membrane receptor  putative [Rhodospirillum centenum SW]
661,195042,WP_011281868,20.51,2,2,0E0,1,1,1,,47085,molybdopterin biosynthesis protein MoeA Candidatus Pelagibacter ubique
301,24163,WP_015403956,20.45,3,3,9.23E5,1,1,1,,50534,ATP synthase F1 subcomplex subunit beta Desulfocapsa sulfexigens
233,18278,BAJ32818.1,20.38,0,0,1.45E6,1,1,1,Oxidation (M),680135,putative modular polyketide synthase [Kitasatospora setae KM-6054]
880,196582,ETNP_160,20.38,10,10,1.1E7,1,1,1,,13197,hypothetical protein
880,196583,ETNP_100,20.38,10,10,1.1E7,1,1,1,,13197,hypothetical protein
881,196586,ETNP_90,20.34,3,3,3.01E6,1,1,1,,27804,Pyrroline-5-carboxylate reductase
886,196607,ETNP_90,20.33,2,2,1.54E6,1,1,1,,31576,hypothetical protein
311,193990,NP_864133,20.29,1,1,1.21E6,1,1,1,,92263,signal peptide Rhodopirellula baltica SH 1
347,194239,ETNP_90,20.17,2,2,3.07E6,1,1,1,,52644,hypothetical protein
679,195077,virus_CCADEAMM_03444,20.15,1,1,8.91E4,1,1,1,,57974,hypothetical protein
295,144342,EJK45331,20.10,0,0,6.54E5,1,1,1,,244543,hypothetical protein THAOC_36056  Thalassiosira oceanica
205,195047,ACB26545.1,20.07,2,2,0E0,1,1,2,,65118,extracellular solute-binding protein family 5 [Methylobacterium radiotolerans JCM 2831]
412,25258,virus_CCADEAMM_57856,20.04,2,2,8.23E5,1,1,1,,38811,hypothetical protein
412,25259,virus_CCADEAMM_57828,20.04,2,2,8.23E5,1,1,1,,38811,hypothetical protein
