Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 12: 278 4-19_265m_top+P-A_90min,Area Sample 12: 278 4-19_265m_top+P-A_90min,#Peptides,#Unique,#Spec Sample 12: 278 4-19_265m_top+P-A_90min,PTM,Avg. Mass,Description
698,426326,EJK48554,23.88,1,1,3.25E5,1,1,1,,114201,hypothetical protein THAOC_32637  Thalassiosira oceanica
101,423963,ETNP_120,23.83,1,1,9.88E6,2,2,2,,179310,hypothetical protein
101,423965,ETNP_160,23.83,1,1,9.88E6,2,2,2,,195112,hypothetical protein
699,426336,ETNP_110,23.67,12,12,3.83E5,1,1,1,,11872,hypothetical protein
699,426337,ETNP_180,23.67,12,12,3.83E5,1,1,1,,11872,hypothetical protein
699,426338,ETNP_120,23.67,12,12,3.83E5,1,1,1,,11872,hypothetical protein
486,424970,NP_300,23.64,6,6,8.98E5,1,1,1,,35222,High-affinity branched-chain amino acid transport system permease protein LivH
503,193789,EJK46506,23.57,3,3,3.56E5,1,1,1,,70206,hypothetical protein THAOC_34824  Thalassiosira oceanica
700,426347,ETNP_140,23.54,8,8,2.34E5,1,1,1,Oxidation (M),12113,Sialic acid TRAP transporter permease protein SiaT
701,426353,ETNP_120,23.46,8,8,7.49E5,1,1,1,,20652,hypothetical protein
405,424651,WP_041455052,23.41,2,2,5.33E5,1,1,1,Carbamidomethylation,70554,GTP-binding protein Anaerolinea thermophila
702,194594,ETNP_120,23.30,4,4,9.12E5,1,1,1,,30778,Release factor glutamine methyltransferase
56,423816,Flavovirus_FBAKDGPJ_04601,23.28,1,1,1.5E6,2,2,2,,163860,hypothetical protein
704,426363,ETNP_120,23.27,2,2,4.6E5,1,1,1,,71281,2 2-dialkylglycine decarboxylase
118,127268,WP_000004234,23.14,2,2,6.23E5,2,2,2,,88072,quinate dehydrogenase Acinetobacter baumannii
118,424297,ADI90579.1,23.14,2,2,6.23E5,2,2,2,,88072,glucose dehydrogenase [Acinetobacter oleivorans DR1]
72,172805,ETNP14_68,23.05,1,1,1.68E6,2,2,2,,186947,hypothetical protein
157,426376,ETNP_120,22.92,9,9,1.06E6,1,1,2,,10813,hypothetical protein
707,426383,ETNP_120,22.87,2,2,1.94E6,1,1,1,,44115,Acetylornithine/succinyldiaminopimelate aminotransferase
706,426382,MGII,22.85,1,1,6.76E5,1,1,1,,93550,DNA-directed DNA polymerase
708,426384,ETNP14_68,22.82,10,10,2.17E6,1,1,1,Carbamidomethylation,12325,SMP-30/Gluconolaconase/LRE-like region
650,426387,WP_044182445,22.78,3,3,1.67E6,1,1,1,,41874,hypothetical protein Pirellula staleyi
487,424972,ETNP_180,22.77,5,5,5.22E5,1,1,1,,19046,hypothetical protein
116,424079,ETNP_300,22.77,5,5,7.41E6,2,2,2,,35713,Glycerol-3-phosphate dehydrogenase [NAD(P)+]
617,425728,KJS04871,22.72,1,1,5.84E6,1,1,1,,69284,hypothetical protein VR77_10030 Flavobacteriales bacterium BRH_c54
651,426395,ETNP_120,22.63,4,4,0E0,1,1,1,,23781,Phospho-N-acetylmuramoyl-pentapeptide-transferase
651,426396,ETNP_120,22.63,3,3,0E0,1,1,1,,35506,putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
651,426397,ETNP_180,22.63,3,3,0E0,1,1,1,,35520,putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
710,426404,EJK51531,22.55,4,4,1.9E4,1,1,1,,23301,hypothetical protein THAOC_29291  Thalassiosira oceanica
255,424113,AGH07642.1,22.51,1,1,9.94E5,1,1,1,,108257,hypothetical protein CYVG_00199 [Cyanophage S-SSM6a]
389,194069,ETNP14_68,22.42,2,2,7.34E5,1,1,1,,61494,Silver exporting P-type ATPase
389,19876,ETNP14_68,22.42,2,2,7.34E5,1,1,1,,70719,putative copper-exporting P-type ATPase V
389,194068,ETNP_90,22.42,4,4,7.34E5,1,1,1,,30822,putative cadmium-transporting ATPase
489,424978,ADH90477.1,22.35,3,3,5.22E5,1,1,1,,34907,conserved hypothetical protein [Starkeya novella DSM 506]
712,426423,WP_008255111,22.20,4,4,4.04E4,1,1,1,,34048,sugar kinase Flavobacteria bacterium BAL38
603,195002,ETNP14_68,22.10,4,4,4.07E5,1,1,1,,26095,Glutamine synthetase
511,425018,AHB42045,21.97,5,5,1.62E7,1,1,1,,19932,Holliday junction DNA helicase subunit A Candidatus Saccharibacteria bacterium RAAC3_TM7_1
620,425746,ABA58732.1,21.96,0,0,8.32E5,1,1,1,,159183,fimbrial assembly protein [Nitrosococcus oceani ATCC 19707]
428,143954,ETNP_300,21.88,5,5,7.86E5,1,1,1,,25319,Enolase
428,143890,ETNP_120,21.88,3,3,7.86E5,1,1,1,,46092,Enolase
428,143956,XP_003074214,21.88,1,1,7.86E5,1,1,1,,134454,enolase ISS  Ostreococcus tauri
428,143953,ETNP14_68,21.88,8,8,7.86E5,1,1,1,,17312,Enolase
428,143889,ETNP_300,21.88,4,4,7.86E5,1,1,1,,36271,Enolase
428,143955,ETNP_70,21.88,3,3,7.86E5,1,1,1,,47270,Enolase
714,426443,ETNP_120,21.73,8,8,6.41E4,1,1,1,,14541,hypothetical protein
271,423848,WP_006170801,21.69,1,1,2.98E5,1,1,1,Oxidation (M),119551,carbamoyl phosphate synthase large subunit Synechococcus sp WH 5701
517,425026,ETNP_120,21.64,8,8,4.34E5,1,1,1,,15674,N5-carboxyaminoimidazole ribonucleotide mutase
145,426447,ETNP_300,21.63,6,6,3.01E6,1,1,2,,18047,hypothetical protein
145,426448,ETNP_120,21.63,4,4,3.01E6,1,1,2,,27763,hypothetical protein
267,426458,WP_009605239,21.59,3,3,1.18E6,1,1,1,,24754,hypothetical protein SAR116 cluster alpha proteobacterium HIMB100
716,97099,ETNP_180,21.58,4,4,1.08E6,1,1,1,,30018,putative enoyl-CoA hydratase echA8
93,424394,ETNP14_120,21.49,3,3,5.67E5,1,1,2,Oxidation (M),46211,Enolase
400,424621,ETNP14_68,21.40,2,2,6.45E5,1,1,1,,54691,Trigger factor
721,426472,WP_015405684,21.26,2,2,3.65E6,1,1,1,,39551,UDP-N-acetylglucosamine--N-acetylmuramyl-pentapeptide pyrophosphoryl-undecaprenol N-acetylglucosamine transferase Desulfocapsa sulfexigens
495,424994,ABI76622.1,21.24,1,1,1.1E6,1,1,1,,73224,DNA topoisomerase IV  B subunit [Hyphomonas neptunium ATCC 15444]
330,245064,ETNP_90,21.19,14,14,2.35E6,1,1,1,,10070,hypothetical protein
242,423885,WP_038128950.1,21.17,1,1,2.42E5,1,1,1,,114565,hypothetical protein [Verrucomicrobia bacterium SCGC AAA168-F10]
242,285586,ETNP_110,21.17,1,1,2.42E5,1,1,1,,54523,L-aspartate oxidase
242,285587,ETNP_90,21.17,1,1,2.42E5,1,1,1,,59175,L-aspartate oxidase
242,285588,NP_85,21.17,1,1,2.42E5,1,1,1,,59175,L-aspartate oxidase
242,285589,ETNP_100,21.17,1,1,2.42E5,1,1,1,,59175,L-aspartate oxidase
242,285590,ETNP_100,21.17,1,1,2.42E5,1,1,1,,59247,L-aspartate oxidase
242,285591,ETNP_120,21.17,1,1,2.42E5,1,1,1,,59175,L-aspartate oxidase
242,426533,ETNP14_120,21.17,1,1,2.42E5,1,1,1,,59021,L-aspartate oxidase
515,193755,Verrucomicrobia_HGEPPPGB_02075,21.12,3,3,2.21E6,1,1,1,,37027,hypothetical protein
39,426466,ETNP14_68,21.11,4,4,3.63E6,1,1,3,,26358,Ribonuclease HII
266,430,ETNP_300,21.10,1,1,1.36E5,1,1,1,,98143,Chaperone protein ClpB 1
266,431,ETNP_120,21.10,1,1,1.36E5,1,1,1,,100627,Chaperone protein ClpB 1
266,432,ETNP_180,21.10,1,1,1.36E5,1,1,1,,100627,Chaperone protein ClpB 1
266,433,ETNP_160,21.10,1,1,1.36E5,1,1,1,,100627,Chaperone protein ClpB 1
266,434,ETNP_140,21.10,1,1,1.36E5,1,1,1,,100627,Chaperone protein ClpB 1
49,195456,BAJ26041.1,21.10,2,2,2.92E5,1,1,3,,55263,putative lytR family regulatory protein [Kitasatospora setae KM-6054]
727,426487,ETNP_90,21.05,2,2,9.37E5,1,1,1,,47878,Imidazolonepropionase
720,426471,WP_009605177,21.05,3,3,1.75E5,1,1,1,,46521,flagellar biosynthesistype III secretory pathway protein SAR116 cluster alpha proteobacterium HIMB100
722,426476,NP_85,21.01,3,3,1.03E6,1,1,1,,29896,Glycine--tRNA ligase
608,425547,ETNP_160,20.98,6,6,1.32E5,1,1,1,,23640,Isocitrate dehydrogenase [NADP]
608,425548,NP_300,20.98,3,3,1.32E5,1,1,1,,44522,Homoisocitrate dehydrogenase
608,426473,ETNP_180,20.98,17,17,1.32E5,1,1,1,,8683,Homoisocitrate dehydrogenase
608,426474,ETNP_300,20.98,6,6,1.32E5,1,1,1,,25314,Isocitrate dehydrogenase [NADP]
725,426481,ETNP14_120,20.97,6,6,1.06E5,1,1,1,,14646,hypothetical protein
723,426477,ETNP_120,20.93,3,3,1.58E6,1,1,1,,32563,Exopolyphosphatase
100,423962,CAG22139.1,20.90,1,1,3.73E6,1,1,2,,108911,hypothetical protein PBPRB0266 [Photobacterium profundum SS9]
598,425387,XP_002185938,20.90,2,2,4.07E4,1,1,1,,50114,predicted protein  Phaeodactylum tricornutum CCAP 1055
73,425041,WP_038544659,20.89,1,1,4.67E6,1,1,2,,88350,phenylalanine--tRNA ligase subunit beta Synechococcus sp KORDI-100
219,423868,XP_003061284,20.86,0,0,1.21E5,1,1,1,,287546,JmjN JmjC protein  Micromonas pusilla CCMP1545
726,426486,WP_052571626,20.85,2,2,5.48E5,1,1,1,,42401,hypothetical protein Geothrix fermentans
298,424069,virus_CCADEAMM_30161,20.81,1,1,0E0,1,1,1,,102412,hypothetical protein
494,424990,ACL64357.1,20.68,3,3,3.54E5,1,1,1,Carbamidomethylation,47647,MATE efflux family protein [Anaeromyxobacter dehalogenans 2CP-1]
82,100897,WP_011339759,20.54,2,2,0E0,1,1,2,,68441,molecular chaperone DnaK Pelobacter carbinolicus
730,197305,NP_30,20.40,6,6,2.77E5,1,1,1,,16742,Peroxide operon regulator
187,423808,EJK59943,20.34,0,0,4.09E5,1,1,1,,295992,hypothetical protein THAOC_19785  Thalassiosira oceanica
498,424998,ETNP_120,20.30,1,1,1.86E5,1,1,1,,71797,hypothetical protein
498,426503,ETNP_100,20.30,20,20,1.86E5,1,1,1,,4321,hypothetical protein
344,424055,ETNP14_68,20.25,3,3,2.85E5,1,1,1,,30566,Succinyl-CoA ligase [ADP-forming] subunit alpha
344,424987,ETNP14_120,20.25,3,3,2.85E5,1,1,1,,30536,Succinyl-CoA ligase [ADP-forming] subunit alpha
164,423805,CAN93350.1,20.18,0,0,3.58E6,1,1,1,,542546,polyketide synthase [Sorangium cellulosum So ce56]
160,340295,WP_006002064,20.12,0,0,5.59E5,1,1,1,Oxidation (M),1249616,hemolysin-type calcium-binding region Desulfuromonas acetoxidans
321,424648,ETNP14_120,20.10,1,1,6.6E4,1,1,1,,79121,hypothetical protein
321,424649,ETNP_140,20.10,1,1,6.6E4,1,1,1,,79135,hypothetical protein
321,425873,NP_300,20.10,1,1,6.6E4,1,1,1,,79187,hypothetical protein
734,426515,ETNP14_68,20.09,3,3,4.41E5,1,1,1,,39892,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
504,267149,WP_015347171,20.09,2,2,1.75E5,1,1,1,,47250,hypothetical protein Myxococcus stipitatus
158,426531,ETNP14_68,20.05,2,2,1.39E8,1,1,2,,43573,enterobactin exporter EntS
