Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 273_965m_trap_SKQ17_P2,Area 273_965m_trap_SKQ17_P2,#Peptides,#Unique,#Spec 273_965m_trap_SKQ17_P2,PTM,Avg. Mass,Description
360,84084,WP_012518983,20.71,2,2,4.21E6,1,1,1,Deamidation (NQ); Hydroxylation,48706,trigger factor Alteromonas mediterranea
125,82734,XP_003060620,20.68,1,1,1.45E6,1,1,1,,149554,predicted protein  Micromonas pusilla CCMP1545
489,425889,ETNP_70m_PROKKA_127763,20.66,8,8,0E0,1,1,1,Carbamidomethylation; Deamidation (NQ),15931,putative ribose-5-phosphate isomerase B
490,425890,ETNP_90m_PROKKA_195161,20.64,2,2,1.04E6,1,1,1,,56814,Glucose-6-phosphate 1-dehydrogenase
490,381255,CAK23987.1,20.64,2,2,1.04E6,1,1,1,,57037,Glucose-6-phosphate 1-dehydrogenase [Synechococcus sp. WH 7803]
492,425896,ETNP_120m_particle_PROKKA_87398,20.54,2,2,1.69E6,1,1,1,Deamidation (NQ),35990,hypothetical protein
109,425894,ETNP14_120mab_PROKKA_45204,20.47,3,3,2.28E7,1,1,1,,31404,Citrate lyase subunit beta
491,425895,ETNP_70m_PROKKA_130389,20.43,5,5,0E0,1,1,1,Deamidation (NQ),32241,ATP P2X receptor
350,373034,CAI86879.1,20.39,19,19,6.48E4,1,1,1,,8758,acyl carrier protein [Pseudoalteromonas haloplanktis TAC125]
350,416767,ETNP_90m_PROKKA_134487,20.39,19,19,6.48E4,1,1,1,,8803,Acyl carrier protein
350,416768,ETNP14_120maa_PROKKA_183777,20.39,19,19,6.48E4,1,1,1,,8803,Acyl carrier protein
350,59548,WP_012518211,20.39,19,19,6.48E4,1,1,1,,8803,acyl carrier protein Alteromonadaceae
350,416913,ETNP_120m_free_PROKKA_162701,20.39,19,19,6.48E4,1,1,1,,8807,Acyl carrier protein
297,424712,ETNP_120m_particle_PROKKA_70590,20.15,2,2,5.59E5,1,1,1,Deamidation (NQ),38803,Cysteine desulfurase
299,424727,ETNP_70m_PROKKA_138138,20.13,1,1,8.16E5,1,1,1,,121036,hypothetical protein
195,83674,WP_013260946,20.12,2,2,0E0,1,1,1,,54786,transcription termination factor NusA gamma proteobacterium HdN1
495,425908,ETNP14_68mB_PROKKA_57624,20.09,5,5,1.85E5,1,1,1,Deamidation (NQ),19872,hypothetical protein
361,424714,ETNP_120m_PROKKA_203138,20.07,1,1,9.89E5,1,1,1,,74501,hypothetical protein
216,424103,ETNP14_68maa_PROKKA_83823,20.06,2,2,1.32E6,1,1,1,Deamidation (NQ); Hydroxylation,47908,protoporphyrinogen oxidase
