Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 373,Area 373,#Peptides,#Unique,#Spec 373,PTM,Avg. Mass,Description
82,2330,ETNP_120,23.98,8,8,3.76E5,1,1,2,,11648,hypothetical protein
230,113466,ETNP14_68,23.86,12,12,1.64E5,1,1,1,,8600,hypothetical protein
154,113452,ETNP_70,23.83,2,2,0E0,1,1,1,,69343,hypothetical protein
321,3570,ETNP_120,23.78,10,10,1.55E5,1,1,1,,9523,hypothetical protein
231,113476,ETNP_120,23.57,3,3,1.55E4,1,1,1,,31568,Tetratricopeptide repeat protein
323,42706,ETNP_300,23.29,2,2,8.54E5,1,1,1,,40593,putative acetyl-CoA acyltransferase
324,113519,ETNP_160,23.08,1,1,2.65E4,1,1,1,,59691,Alanine--tRNA ligase
88,2522,ETNP_300,22.65,1,1,0E0,1,1,2,,67879,NADH oxidase
331,113547,ETNP_160,22.63,1,1,3.96E4,1,1,1,,52225,Cysteine--tRNA ligase
153,113451,ETNP_100,22.60,3,3,0E0,1,1,1,,36500,hypothetical protein
327,113540,ETNP_70,22.59,6,6,4.58E5,1,1,1,,12608,p25-alpha
176,113539,ETNP_90,22.58,7,7,1.63E4,1,1,1,,18312,hypothetical protein
329,113544,ETNP_100,22.51,10,10,9.95E3,1,1,1,,9735,hypothetical protein
330,113546,ETNP_90,22.43,2,2,4.45E3,1,1,1,,50758,hypothetical protein
232,3003,ABI76227.1,22.25,1,1,8.34E5,1,1,1,,85061,ATP-dependent Clp protease  ATP-binding subunit ClpA [Hyphomonas neptunium ATCC 15444]
156,113458,ETNP_300,22.16,2,2,7.69E4,1,1,1,,40792,putative metallophosphoesterase
333,113552,virus_CCADEAMM_29414,22.14,2,2,6.17E4,1,1,1,,67542,hypothetical protein
332,6028,ETNP_120,22.12,5,5,2.93E4,1,1,1,,17804,hypothetical protein
334,113553,ETNP14_68,22.12,5,5,1.77E5,1,1,1,,19043,hypothetical protein
334,113554,ETNP_100,22.12,5,5,1.77E5,1,1,1,,19043,hypothetical protein
233,113502,ETNP_70,22.04,1,1,2.15E5,1,1,1,,77996,Phosphatidylinositol-glycan biosynthesis class S protein
235,113505,ETNP_100,21.86,1,1,0E0,1,1,1,,101358,hypothetical protein
241,2131,ETNP_300,21.71,8,8,6.14E4,1,1,1,,17193,Glyceraldehyde-3-phosphate dehydrogenase A
241,2130,ETNP_160,21.71,8,8,6.14E4,1,1,1,,17193,Glyceraldehyde-3-phosphate dehydrogenase A
241,2132,ETNP_100,21.71,8,8,6.14E4,1,1,1,,18574,Glyceraldehyde-3-phosphate dehydrogenase A
241,2133,ETNP_180,21.71,6,6,6.14E4,1,1,1,,21904,Glyceraldehyde-3-phosphate dehydrogenase A
241,2134,NP_100,21.71,5,5,6.14E4,1,1,1,,26123,Glyceraldehyde-3-phosphate dehydrogenase A
241,2135,ETNP_120,21.71,4,4,6.14E4,1,1,1,,34604,Glyceraldehyde-3-phosphate dehydrogenase A
241,1327,WP_007278549,21.71,4,4,6.14E4,1,1,1,,35265,glyceraldehyde-3-phosphate dehydrogenase Lentisphaera araneosa
241,2193,WP_006170879,21.71,4,4,6.14E4,1,1,1,,35148,glyceraldehyde-3-phosphate dehydrogenase Synechococcus sp WH 5701
241,1313,ACL73965.1,21.71,4,4,6.14E4,1,1,1,,35721,Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [Thioalkalivibrio sulfidiphilus HL-EbGr7]
241,1361,ETNP14_120,21.71,4,4,6.14E4,1,1,1,,36219,Glyceraldehyde-3-phosphate dehydrogenase A
241,1362,NP_300,21.71,4,4,6.14E4,1,1,1,,36219,Glyceraldehyde-3-phosphate dehydrogenase A
241,1363,NP_85,21.71,4,4,6.14E4,1,1,1,,36205,Glyceraldehyde-3-phosphate dehydrogenase A
241,1359,ETNP_140,21.71,4,4,6.14E4,1,1,1,,36205,Glyceraldehyde-3-phosphate dehydrogenase A
241,1364,NP_125,21.71,4,4,6.14E4,1,1,1,,36218,Glyceraldehyde-3-phosphate dehydrogenase A
241,1360,ETNP_120,21.71,4,4,6.14E4,1,1,1,,36205,Glyceraldehyde-3-phosphate dehydrogenase A
335,113566,ETNP_120,21.65,5,5,1.68E5,1,1,1,,17489,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
336,113571,WP_049757357,21.61,2,2,2.95E4,1,1,1,,54373,transporter Desulfovibrio desulfuricans
157,113463,ETNP_70,21.58,4,4,1E5,1,1,1,,24184,Chromosome partition protein Smc
157,113567,ETNP_120,21.58,11,11,1E5,1,1,1,,8731,hypothetical protein
157,113569,ETNP_70,21.58,5,5,1E5,1,1,1,,18357,hypothetical protein
338,113574,WP_010205582.1,21.41,6,6,4.52E4,1,1,1,,12990,50S ribosomal protein L7/L12 [Salinibacterium sp. PAMC 21357]
338,113575,WP_009773984.1,21.41,6,6,4.52E4,1,1,1,,13051,50S ribosomal protein L7/L12 [marine actinobacterium PHSC20C1]
338,113576,ETNP_120,21.41,5,5,4.52E4,1,1,1,,19528,hypothetical protein
337,113572,ETNP_140,21.35,8,8,1.35E5,1,1,1,,16825,hypothetical protein
339,113579,ETNP14_120,21.23,12,12,1.62E5,1,1,1,,8323,hypothetical protein
346,113601,ETNP_300,21.17,1,1,9.84E4,1,1,1,,113953,hypothetical protein
245,113585,WP_006000280,21.15,2,2,4.83E4,1,1,1,,56323,flagellar hook-length control protein Desulfuromonas acetoxidans
341,8389,ETNP_120,21.14,8,8,1.51E5,1,1,1,,14699,hypothetical protein
342,113588,ETNP_100,21.05,4,4,1.18E5,1,1,1,,24331,hypothetical protein
343,56674,EJK52351,20.91,7,7,9.19E5,1,1,1,,11869,hypothetical protein THAOC_28383  Thalassiosira oceanica
343,56676,EJK50467,20.91,5,5,9.19E5,1,1,1,,17984,hypothetical protein THAOC_30541  Thalassiosira oceanica
343,56675,ADB27528,20.91,5,5,9.19E5,1,1,1,,17984,cytochrome c550 chloroplast  Thalassiosira oceanica CCMP1005
343,56678,EJK54087,20.91,4,4,9.19E5,1,1,1,,22367,hypothetical protein THAOC_26357  Thalassiosira oceanica
343,56679,ADH88701.1,20.91,3,3,9.19E5,1,1,1,,28296,UreE urease accessory domain protein [Starkeya novella DSM 506]
236,113514,ETNP_180,20.89,4,4,2.68E5,1,1,1,,22459,hypothetical protein
60,77598,ETNP14_68,20.88,3,3,0E0,1,1,2,,31838,Replication-associated recombination protein A
237,113523,ETNP14_68,20.87,1,1,4.19E5,1,1,1,,58401,UvrABC system protein A
237,113526,ETNP_90,20.87,1,1,4.19E5,1,1,1,,63632,UvrABC system protein A
247,113594,ETNP_90,20.81,3,3,2.95E5,1,1,1,,28422,Exodeoxyribonuclease
122,113462,ACB27654.1,20.79,1,1,6.35E5,1,1,1,,92969,MCP methyltransferase  CheR-type [Methylobacterium radiotolerans JCM 2831]
61,42903,virus_CCADEAMM_14664,20.76,1,1,2.45E5,1,1,2,,74578,hypothetical protein
61,42904,virus_CCADEAMM_14486,20.76,1,1,2.45E5,1,1,2,,74578,hypothetical protein
113,113455,WP_040927094,20.72,1,1,2.57E5,1,1,1,,127554,hypothetical protein SAR116 cluster alpha proteobacterium HIMB100
152,113449,Flavovirus_FBAKDGPJ_04682,20.70,0,0,1.8E5,1,1,1,,274903,hypothetical protein
126,113480,Flavovirus_FBAKDGPJ_05707,20.62,0,0,1.25E6,1,1,1,,298975,hypothetical protein
123,113464,ETNP14_68,20.58,1,1,3.41E5,1,1,1,,95122,NADH dehydrogenase subunit E
347,113630,ETNP_90,20.57,7,7,3.41E5,1,1,1,,12940,hypothetical protein
348,113641,ACY12716.1,20.55,3,3,2.59E5,1,1,1,,35776,Sec-independent protein translocase  TatC subunit [Haliangium ochraceum DSM 14365]
349,113643,ETNP14_68,20.54,3,3,3.65E4,1,1,1,,29561,hypothetical protein
350,113644,ETNP_160,20.42,6,6,6.9E4,1,1,1,Carbamidomethylation,18386,Glycerate 2-kinase
240,113563,ETNP_140,20.40,4,4,0E0,1,1,1,,21941,Macrolide export ATP-binding/permease protein MacB
355,113664,NP_30,20.34,2,2,2.74E4,1,1,1,,42736,Chaperone protein DnaJ
352,113649,ETNP_120,20.28,3,3,1.4E5,1,1,1,,37626,Aminodeoxyfutalosine deaminase
352,113650,ETNP_160,20.28,2,2,1.4E5,1,1,1,,51662,Aminodeoxyfutalosine deaminase
243,113565,ETNP_90,20.22,6,6,1.22E5,1,1,1,,15289,50S ribosomal protein L9
243,113653,ETNP14_120,20.22,8,8,1.22E5,1,1,1,,11021,50S ribosomal protein L9
243,113654,ETNP14_120,20.22,8,8,1.22E5,1,1,1,,11777,50S ribosomal protein L9
243,113656,ETNP14_120,20.22,6,6,1.22E5,1,1,1,,15349,50S ribosomal protein L9
356,113666,ETNP_90,20.03,5,5,2.83E5,1,1,1,,16965,hypothetical protein
356,113667,ETNP14_68,20.03,4,4,2.83E5,1,1,1,,21568,hypothetical protein
356,113668,ETNP_300,20.03,2,2,2.83E5,1,1,1,,52949,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
356,113669,ETNP_180,20.03,2,2,2.83E5,1,1,1,,52949,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
