Event,Station,Bottle,Sal00,Sal11,Sigma-t00,Sigma-t11,Sbeox0Mg/L,Sbox0Mm/Kg,Sbeox0PS,Longitude,Latitude,DepSM,T090C,T190C,FlSP,CStarAt0,CStarTr0,Par,pH,NO2 Conc.
18,17,10,34.555,34.5528,27.0458,27.0458,0.0361,1.097,0.375,-109.99996,14.00016,600.522,7.2198,7.2199,0.0733,12.3103,4.6071,0.0501,7.528,
18,17,11,34.5828,34.5804,26.9057,26.9057,0.0325,0.989,0.346,-109.99998,14.00016,500.137,8.3213,8.326,0.0733,12.3127,4.6043,0.0501,,
18,17,12,34.6108,34.6086,26.8224,26.8224,0.0309,0.94,0.334,-109.99996,14.00016,450.822,8.9932,8.9931,0.0725,12.3141,4.6027,0.0501,7.55,
18,17,13,34.6359,34.634,26.754,26.754,0.0295,0.898,0.323,-109.99996,14.00016,400.982,9.5317,9.531,0.0727,12.315,4.6017,0.0501,,
18,17,14,34.6635,34.6613,26.6842,26.6842,0.0282,0.858,0.312,-109.99996,14.00016,351.226,10.0703,10.0705,0.0724,12.3163,4.6001,0.0501,,
18,17,15,34.6755,34.6735,26.6115,26.6115,0.0282,0.859,0.316,-109.99998,14.00018,301.305,10.5388,10.5389,0.0694,12.3168,4.5996,0.0501,7.578,
18,17,16,34.716,34.7138,26.5296,26.5296,0.0266,0.811,0.302,-109.99994,14.00016,251.967,11.1683,11.1675,0.0677,12.3202,4.5957,0.0501,,
18,17,17,34.7476,34.7458,26.4282,26.4282,0.026,0.79,0.299,-109.99994,14.00016,201.949,11.841,11.8401,0.0709,12.3245,4.5908,0.0501,7.592,
18,17,18,34.7598,34.7584,26.2762,26.2762,0.0239,0.726,0.279,-109.99996,14.00018,152.272,12.6716,12.669,0.132,12.3279,4.5869,0.0501,,
18,17,19,34.7479,34.7468,25.9903,25.9903,0.0235,0.715,0.283,-109.99994,14.00018,122.575,14.027,14.0247,0.638,12.3455,4.5667,0.0501,7.613,
18,17,20,34.6423,34.6407,25.4667,25.4667,0.1338,4.078,1.675,-109.99996,14.00018,102.487,16.0412,16.0407,0.223,12.3211,4.5947,0.0501,,
18,17,21,34.5763,34.5767,24.9094,24.9094,0.7374,22.483,9.614,-109.99994,14.00016,92.132,18.1709,18.1902,0.499,12.3386,4.5746,0.0501,,
18,17,22,34.4876,34.4862,24.3162,24.3162,1.8204,55.538,24.643,-109.99994,14.00018,82.205,20.2228,20.3165,0.915,12.3685,4.5406,0.0501,7.672,
18,17,23,34.1655,34.1635,22.9203,22.9203,4.5852,140.078,66.618,-109.99994,14.00016,72.089,24.3171,24.328,1.1,12.3845,4.5224,0.0501,,
18,17,24,33.9134,33.9121,21.597,21.597,6.3603,194.56,98.071,-109.99996,14.00016,2.115,27.9413,27.9418,0.139,12.349,4.5628,0.0501,,
19,18,1,34.5355,34.5356,26.9249,26.9249,0.043,1.308,0.454,-120.00068,16.62255,498.977,7.9447,7.9448,0.0668,12.3116,4.6056,0.0507,8.066,-0.2592756184
19,18,2,34.5355,34.5356,26.925,26.925,0.0435,1.325,0.46,-120.00068,16.62256,498.748,7.9434,7.9444,0.0675,12.3117,4.6055,0.0507,8.31,
19,18,3,34.5354,34.5356,26.9264,26.9264,0.0441,1.342,0.466,-120.00068,16.62256,499.684,7.934,7.9346,0.067,12.3117,4.6055,0.0508,,
19,18,4,34.5358,34.5357,26.9265,26.9265,0.043,1.308,0.454,-120.00068,16.62256,499.951,7.9354,7.9359,0.0659,12.312,4.6052,0.0508,,
19,18,5,34.5784,34.5779,26.7794,26.7794,0.027,0.823,0.293,-120.00068,16.62255,399.561,9.0975,9.0967,0.0694,12.3127,4.6043,0.0507,,-0.2416077739
19,18,6,34.5783,34.5776,26.7794,26.7794,0.0281,0.854,0.304,-120.0007,16.62254,399.666,9.0974,9.0944,0.0697,12.3125,4.6045,0.0507,,
19,18,7,34.5782,34.5777,26.7794,26.7794,0.0264,0.805,0.287,-120.00068,16.62254,400.522,9.0967,9.0966,0.0697,12.313,4.604,0.0508,,
19,18,8,34.5781,34.5774,26.7793,26.7793,0.0269,0.82,0.292,-120.00068,16.62254,400.239,9.0971,9.0935,0.07,12.3127,4.6043,0.0509,,
19,18,9,34.6802,34.6786,26.5881,26.5881,0.0233,0.71,0.262,-120.00068,16.62256,299.929,10.6921,10.6886,0.0722,12.3196,4.5964,0.0507,,0.6241166078
19,18,10,34.6798,34.6786,26.5882,26.5882,0.0263,0.8,0.295,-120.00066,16.62256,300.098,10.6902,10.6887,0.0722,12.3196,4.5964,0.0507,,
19,18,11,34.6796,34.6779,26.5895,26.5895,0.0245,0.745,0.275,-120.00066,16.62256,300.555,10.682,10.6813,0.0715,12.3194,4.5966,0.0507,,
19,18,12,34.6795,34.6783,26.5885,26.5885,0.0248,0.755,0.278,-120.00066,16.62256,300.643,10.6872,10.6872,0.0712,12.3196,4.5964,0.0507,,
19,18,13,34.7491,34.748,26.3772,26.3772,0.0226,0.687,0.261,-120.00068,16.62254,200.783,12.1153,12.1154,0.0736,12.3208,4.595,0.0507,,0.6771201413
19,18,14,34.7492,34.7479,26.3773,26.3773,0.0222,0.675,0.257,-120.00068,16.62254,201.185,12.1153,12.115,0.0742,12.3207,4.595,0.0507,,
19,18,15,34.7492,34.7479,26.3774,26.3774,0.0225,0.684,0.26,-120.00068,16.62254,201.247,12.1151,12.1145,0.0746,12.3207,4.5951,0.0507,,
19,18,16,34.7492,34.7481,26.3772,26.3772,0.0243,0.741,0.282,-120.00068,16.62254,201.076,12.1157,12.1162,0.0739,12.3221,4.5935,0.0507,,
19,18,17,33.9942,33.9933,24.496,24.496,5.5771,170.119,72.283,-120.00069,16.62254,100.797,18.0413,18.0724,0.65,12.3411,4.5718,0.0507,,0.02340989399
19,18,18,33.9898,33.9886,24.5145,24.5145,5.5602,169.6,71.94,-120.0007,16.62254,101.029,17.9519,17.965,0.611,12.3398,4.5732,0.0507,,
19,18,19,33.9922,33.9887,24.5233,24.5233,5.5704,169.909,72.034,-120.0007,16.62254,101.709,17.9233,17.8984,0.667,12.3397,4.5733,0.0507,,
19,18,20,33.9867,33.9881,24.5191,24.5191,5.5694,169.88,72.019,-120.0007,16.62253,101.584,17.9231,17.884,0.73,12.3399,4.5731,0.0507,,
19,18,21,34.0173,34.0159,22.8665,22.8665,6.792,207.51,98.24,-120.00066,16.62256,2.087,24.1058,24.1063,0.106,12.3454,4.5668,0.422,,-0.1356007067
19,18,22,34.0173,34.016,22.8661,22.8661,6.7729,206.926,97.966,-120.00066,16.62256,2.192,24.1072,24.1084,0.115,12.3403,4.5726,0.447,,
19,18,23,34.0173,34.0162,22.8656,22.8656,6.7767,207.04,98.023,-120.00066,16.62256,2.154,24.1088,24.1091,0.115,12.3487,4.5631,0.446,,
19,18,24,34.0173,34.0158,22.8653,22.8653,6.7926,207.525,98.254,-120.00066,16.62256,2.022,24.1097,24.1103,0.109,12.3384,4.5749,0.304,,
20,18,1,34.534,34.5334,27.3706,27.3706,0.5997,18.241,5.844,-120.00022,16.62252,999.476,4.5028,4.5041,0.0696,12.3078,4.6099,0.0624,,
20,18,2,34.5108,34.5093,27.1962,27.1962,0.1565,4.761,1.573,-120.00024,16.62252,749.698,5.8266,5.8266,0.0718,12.3105,4.6068,0.0605,,
20,18,3,34.5343,34.5327,26.9407,26.9407,0.0422,1.285,0.445,-120.00022,16.62252,498.283,7.8306,7.8297,0.0733,12.312,4.6051,0.0508,,0.1294169611
20,18,4,34.5758,34.574,26.786,26.786,0.0297,0.903,0.321,-120.0002,16.62254,399.381,9.0434,9.0444,0.0729,12.3135,4.6034,0.0507,,0.1117491166
20,18,5,34.6201,34.6185,26.6834,26.6834,0.0277,0.843,0.305,-120.00022,16.62252,350.2,9.8749,9.8746,0.0732,12.3156,4.6009,0.0507,,-0.2769434629
20,18,6,34.6793,34.6778,26.5888,26.5888,0.0257,0.784,0.289,-120.0002,16.62254,300.1,10.6843,10.6841,0.0732,12.3207,4.5951,0.0507,,
20,18,7,34.7176,34.7163,26.4889,26.4889,0.0246,0.748,0.28,-120.0002,16.62252,251.025,11.397,11.3978,0.0732,12.3222,4.5934,0.0507,,
20,18,8,34.7178,34.7164,26.4883,26.4883,0.0257,0.783,0.293,-120.0002,16.62254,251.055,11.4013,11.401,0.073,12.3224,4.5932,0.0507,,0.8714664311
20,18,9,34.7439,34.7425,26.4184,26.4184,0.0264,0.805,0.304,-120.0002,16.62251,225.245,11.8807,11.8815,0.0733,12.3224,4.5932,0.0507,,1.277826855
20,18,10,34.7438,34.7425,26.4185,26.4185,0.0239,0.727,0.275,-120.0002,16.62252,225.365,11.88,11.8795,0.0731,12.3225,4.5931,0.0507,,
20,18,11,34.7468,34.7452,26.3372,26.3372,0.0232,0.706,0.269,-120.00022,16.62254,199.981,12.3137,12.3116,0.0736,12.32,4.5959,0.0507,,
20,18,12,34.7469,34.7452,26.3413,26.3413,0.023,0.701,0.267,-120.00022,16.62254,200.345,12.2931,12.3,0.0736,12.3203,4.5956,0.0507,,0.6771201413
20,18,13,34.7471,34.7457,26.2548,26.2548,0.0248,0.756,0.291,-120.00021,16.62252,175.311,12.7331,12.7314,0.0988,12.3198,4.5962,0.0507,,
20,18,14,34.7474,34.7461,26.2569,26.2569,0.0229,0.696,0.268,-120.00022,16.62252,175.951,12.7242,12.7222,0.0972,12.32,4.5959,0.0507,,0.6594522968
20,18,15,34.6951,34.6939,26.0135,26.0135,0.0439,1.337,0.525,-120.00022,16.62254,150.921,13.724,13.7148,0.168,12.3168,4.5996,0.0507,,
20,18,16,34.6957,34.6952,26.0066,26.0066,0.0422,1.285,0.505,-120.00022,16.62254,150.018,13.7595,13.7583,0.195,12.3184,4.5978,0.0507,,0.02340989399
20,18,17,34.6354,34.634,25.8334,25.8334,0.1364,4.156,1.652,-120.00024,16.62252,139.946,14.3607,14.3747,0.158,12.3166,4.5999,0.0569,,
20,18,18,34.64,34.6392,25.8482,25.8482,0.1355,4.127,1.639,-120.00024,16.62252,141.187,14.3079,14.3023,0.155,12.3162,4.6002,0.0559,,0.2530918728
20,18,19,34.5141,34.5161,25.4743,25.4743,0.6628,20.199,8.217,-120.0002,16.62254,121.041,15.574,15.5557,0.275,12.3231,4.5924,0.126,,-0.01192579505
20,18,20,34.4993,34.4974,25.4439,25.4439,0.7586,23.119,9.419,-120.0002,16.62253,120.321,15.6589,15.6595,0.324,12.3227,4.5928,0.132,,
20,18,21,34.4331,34.4307,25.2822,25.2822,1.1866,36.166,14.868,-120.00022,16.62252,110.868,16.146,16.1491,0.38,12.3287,4.5859,0.23,,0.1647526502
20,18,22,34.4331,34.4323,25.2824,25.2824,1.1866,36.168,14.868,-120.00022,16.62252,110.54,16.145,16.1452,0.346,12.3237,4.5917,0.236,,
20,18,23,33.9996,33.998,24.4587,24.4587,5.724,174.605,74.424,-120.00024,16.6225,91.31,18.208,18.2103,0.719,12.3465,4.5656,1.05,,0.4474381625
20,18,24,34.0263,34.0252,22.8747,22.8747,6.7604,206.541,97.779,-120.0002,16.62254,2.845,24.1011,24.1014,0.108,12.3371,4.5763,141,,-0.2592756184
21,19,1,34.5152,34.5151,27.2142,27.2142,0.164,4.989,1.644,-121.9995,16.25516,749.617,5.7089,5.7077,0.0642,12.3111,4.6062,0.0591,,0.05329457364
21,19,2,34.5235,34.5222,26.9333,26.9333,0.0549,1.671,0.578,-121.99954,16.25512,499.201,7.823,7.8277,0.0691,12.3127,4.6043,0.053,,0.08853065539
21,19,3,34.5639,34.5624,26.7882,26.7882,0.0389,1.184,0.42,-121.99948,16.25516,399.683,8.9717,8.9734,0.0699,12.3117,4.6055,0.0512,,0.1237667371
21,19,4,34.5961,34.5949,26.6977,26.6977,0.0295,0.897,0.323,-121.9995,16.25512,349.54,9.6773,9.6792,0.0705,12.3115,4.6057,0.0508,,0.1061486963
21,19,5,34.6497,34.6482,26.6042,26.6042,0.0278,0.846,0.311,-121.9995,16.25514,300.107,10.466,10.4661,0.0706,12.3179,4.5983,0.0507,,0.07091261452
21,19,6,34.65,34.6485,26.6036,26.6036,0.0245,0.745,0.274,-121.9995,16.25518,300.471,10.47,10.4697,0.0705,12.3176,4.5987,0.0507,,
21,19,7,34.6502,34.6485,26.6032,26.6032,0.0276,0.839,0.308,-121.9995,16.25516,299.663,10.4731,10.4693,0.0712,12.3177,4.5985,0.0507,,
21,19,8,34.695,34.6938,26.5029,26.5029,0.0224,0.682,0.254,-121.99948,16.25514,250.294,11.2242,11.2249,0.0715,12.3212,4.5945,0.0507,,0.1061486963
21,19,9,34.6949,34.6936,26.5031,26.5031,0.0237,0.721,0.269,-121.9995,16.25516,250.64,11.2232,11.2242,0.0708,12.3212,4.5946,0.0507,,
21,19,10,34.7144,34.7131,26.4363,26.4363,0.023,0.699,0.263,-121.9995,16.25514,225.578,11.6639,11.6631,0.07,12.3191,4.597,0.0507,,0.564217759
21,19,11,34.7143,34.7132,26.4351,26.4351,0.0231,0.704,0.265,-121.99948,16.25514,224.351,11.6698,11.6713,0.0694,12.3193,4.5968,0.0507,,
21,19,12,34.7173,34.7161,26.3616,26.3616,0.0232,0.706,0.268,-121.9995,16.25514,200.567,12.0679,12.0677,0.0715,12.3175,4.5988,0.0507,,0.2294749824
21,19,13,34.7172,34.7159,26.3623,26.3623,0.0212,0.645,0.245,-121.9995,16.25514,201.067,12.0637,12.064,0.073,12.318,4.5982,0.0507,,
21,19,14,34.7063,34.7054,26.2733,26.2733,0.0289,0.881,0.337,-121.99946,16.25516,185.396,12.4792,12.4745,0.0776,12.3142,4.6027,0.0509,,0.08853065539
21,19,15,34.706,34.7049,26.2727,26.2727,0.0316,0.962,0.368,-121.99948,16.25516,185.922,12.4812,12.481,0.0792,12.3141,4.6028,0.0508,,
21,19,16,34.6702,34.6716,26.0997,26.0997,0.1,3.045,1.183,-121.9995,16.25514,171.439,13.2113,13.2101,0.14,12.3177,4.5985,0.0629,,0.08853065539
21,19,17,34.6598,34.6574,26.0902,26.0902,0.1055,3.213,1.249,-121.9995,16.25512,170.494,13.2182,13.2198,0.123,12.317,4.5994,0.0683,,
21,19,18,34.5858,34.5857,25.9609,25.9609,0.3309,10.079,3.942,-121.9995,16.25516,160.613,13.5706,13.5575,0.117,12.3152,4.6014,0.0806,,0.1061486963
21,19,19,34.6044,34.5955,26.0054,26.0054,0.3131,9.536,3.719,-121.9995,16.25516,160.632,13.4229,13.4678,0.12,12.3152,4.6014,0.0817,,
21,19,20,34.5688,34.5686,25.9203,25.9203,0.4104,12.501,4.902,-121.99954,16.25516,150.924,13.7019,13.6988,0.122,12.3158,4.6007,0.103,,0.3175651868
21,19,21,34.5649,34.5635,25.915,25.915,0.3924,11.952,4.688,-121.99952,16.25514,150.595,13.7136,13.7159,0.12,12.3151,4.6016,0.104,,
21,19,22,34.2794,34.275,25.2167,25.2167,2.1303,64.936,26.549,-121.99948,16.25514,125.18,15.9166,15.9269,0.297,12.3237,4.5917,0.324,,0.2294749824
21,19,23,33.9964,33.995,24.1696,24.1696,6.3807,194.693,84.753,-121.99948,16.25516,100.484,19.3498,19.3504,1.14,12.3667,4.5425,1.71,,0.282329105
21,19,24,33.7992,33.798,22.3892,22.3892,6.6535,203.371,97.85,-121.99946,16.25511,2.235,25.1486,25.1491,0.0952,12.345,4.5673,83.8,,0.1942389006
22,20,1,34.5155,34.5154,27.2192,27.2192,0.1607,4.888,1.61,-123.99956,15.94166,748.834,5.6693,5.6711,0.0659,12.3119,4.6053,0.0606,,
22,20,2,34.5187,34.5174,26.9605,26.9605,0.0597,1.816,0.625,-123.99958,15.94166,500.039,7.6096,7.6097,0.0674,12.3134,4.6035,0.0553,,0.876507159
22,20,3,34.5657,34.5644,26.8048,26.8048,0.0388,1.182,0.419,-123.99956,15.94168,400.463,8.8758,8.8746,0.0703,12.3135,4.6034,0.0507,,0.3866804823
22,20,4,34.5976,34.5962,26.7198,26.7198,0.0296,0.901,0.324,-123.99956,15.94166,350.323,9.5508,9.5516,0.07,12.3149,4.6019,0.0507,,0.4620384326
22,20,5,34.5975,34.5962,26.72,26.72,0.0262,0.796,0.286,-123.99956,15.94168,350.934,9.5501,9.5506,0.0694,12.3151,4.6016,0.0507,,
22,20,6,34.6547,34.6539,26.611,26.611,0.0268,0.816,0.299,-123.9996,15.94166,300.955,10.4489,10.4532,0.07,12.3199,4.596,0.0507,,
22,20,7,34.6551,34.6539,26.6103,26.6103,0.0251,0.764,0.28,-123.9996,15.94166,300.713,10.4547,10.4613,0.0705,12.3198,4.5962,0.0507,,1.215617935
22,20,8,34.7065,34.7053,26.4938,26.4938,0.0239,0.728,0.272,-123.99954,15.94166,251.609,11.323,11.3135,0.0696,12.3204,4.5954,0.0507,,1.008383572
22,20,9,34.7069,34.7057,26.4928,26.4928,0.0243,0.74,0.277,-123.99954,15.94164,250.085,11.3302,11.3356,0.0701,12.3206,4.5952,0.0507,,
22,20,10,34.7247,34.7236,26.4341,26.4341,0.0232,0.706,0.266,-123.99958,15.94164,226.326,11.7183,11.7184,0.0702,12.3188,4.5973,0.0507,,0.876507159
22,20,11,34.725,34.7237,26.4337,26.4337,0.0261,0.795,0.3,-123.99958,15.94164,225.783,11.7215,11.7214,0.0695,12.3188,4.5973,0.0507,,
22,20,12,34.7341,34.733,26.3916,26.3916,0.0229,0.698,0.265,-123.99956,15.94164,210.896,11.9804,11.9817,0.0679,12.3177,4.5986,0.0507,,0.6504333082
22,20,13,34.734,34.7329,26.3914,26.3914,0.0229,0.698,0.264,-123.99956,15.94164,211.22,11.9807,11.9823,0.0683,12.317,4.5993,0.0507,,
22,20,14,34.7364,34.7355,26.3612,26.3612,0.023,0.699,0.266,-123.99958,15.94166,201.637,12.1477,12.1455,0.0665,12.3158,4.6007,0.0507,,0.6504333082
22,20,15,34.7363,34.7352,26.3608,26.3608,0.0234,0.712,0.271,-123.99956,15.94166,201.024,12.1491,12.1492,0.0658,12.3157,4.6008,0.0507,,
22,20,16,34.7318,34.7304,26.3103,26.3103,0.0242,0.737,0.282,-123.99956,15.94164,190.568,12.3914,12.393,0.0666,12.3149,4.6018,0.0507,,0.1982856066
22,20,17,34.7337,34.7334,26.3137,26.3137,0.023,0.701,0.268,-123.99956,15.94166,191.792,12.3816,12.3783,0.0684,12.314,4.6028,0.0507,,
22,20,18,34.711,34.7102,26.2612,26.2612,0.0489,1.49,0.571,-123.99954,15.94166,181.9,12.5594,12.5585,0.0665,12.3133,4.6036,0.0507,,0.2924830445
22,20,19,34.712,34.7105,26.2622,26.2622,0.0551,1.677,0.643,-123.99954,15.94166,181.131,12.5579,12.5565,0.0663,12.313,4.604,0.0507,,
22,20,20,34.5851,34.584,25.9855,25.9855,0.4596,13.999,5.462,-123.99954,15.94168,151.104,13.4462,13.4561,0.0873,12.3149,4.6019,0.0507,,0.2548040693
22,20,21,34.5845,34.5832,25.9839,25.9839,0.4595,13.997,5.462,-123.99954,15.94168,151.516,13.4515,13.4438,0.0881,12.3153,4.6014,0.0507,,
22,20,22,34.0349,34.0332,24.4769,24.4769,5.2015,158.666,67.694,-123.99956,15.94166,101.8,18.2458,18.2427,0.449,12.3335,4.5804,0.0507,,0.6692727958
22,20,23,33.9821,33.9803,24.06,24.06,6.7524,206.057,90.317,-123.99956,15.94166,91.379,19.7312,19.7169,0.705,12.3525,4.5587,0.0507,,0.1794461191
22,20,24,34.1382,34.1375,22.5303,22.5303,6.5806,201.115,97.585,-123.99956,15.94166,2.425,25.5243,25.524,0.144,12.3402,4.5727,0.185,,0.1982856066
23,21,1,34.5329,34.5322,27.3905,27.3905,0.7416,22.558,7.194,-126.00054,15.62664,1005.737,4.3079,4.3074,0.0655,12.3083,4.6094,0.0645,,-0.05456713133
23,21,2,34.5096,34.5083,27.2607,27.2607,0.274,8.336,2.721,-126.00052,15.62666,804.077,5.2887,5.2888,0.0688,12.31,4.6075,0.0605,,-0.1279347029
23,21,3,34.4971,34.4964,27.07,27.07,0.1862,5.664,1.91,-126.00052,15.62663,604.576,6.7095,6.7169,0.0697,12.3117,4.6055,0.0558,,0.3122707263
23,21,4,34.5232,34.5215,26.9511,26.9511,0.0616,1.875,0.647,-126.00054,15.62658,504.97,7.6998,7.7,0.0718,12.3142,4.6026,0.0551,,0.1105099046
23,21,5,34.57,34.5685,26.7998,26.7998,0.0404,1.228,0.436,-126.00058,15.62662,405.623,8.929,8.929,0.0727,12.315,4.6018,0.0523,,0.1288517975
23,21,6,34.57,34.5685,26.7997,26.7997,0.041,1.248,0.443,-126.00058,15.62662,405.187,8.9294,8.9293,0.0723,12.3148,4.6019,0.0511,,
23,21,7,34.604,34.6025,26.7137,26.7137,0.0283,0.862,0.311,-126.00056,15.6266,355.1,9.6192,9.6188,0.0725,12.3153,4.6013,0.0507,,0.09216801174
23,21,8,34.604,34.6025,26.7148,26.7148,0.0294,0.896,0.323,-126.00056,15.62659,355.607,9.6125,9.6135,0.0719,12.315,4.6018,0.0507,,
23,21,9,34.6484,34.6471,26.6208,26.6208,0.0254,0.774,0.283,-126.00058,15.62662,305.349,10.3651,10.3653,0.0723,12.3199,4.596,0.0507,,0.6607666911
23,21,10,34.6481,34.6468,26.6209,26.6209,0.0277,0.844,0.309,-126.00058,15.62662,305.616,10.3635,10.3644,0.0717,12.3201,4.5959,0.0507,,
23,21,11,34.7061,34.7046,26.5045,26.5045,0.026,0.792,0.296,-126.00058,15.6266,255.686,11.2634,11.2586,0.0715,12.3229,4.5926,0.0507,,0.7524761555
23,21,12,34.7061,34.7044,26.5051,26.5051,0.0254,0.772,0.288,-126.00058,15.6266,255.825,11.2606,11.2559,0.0709,12.3236,4.5918,0.0507,,
23,21,13,34.7338,34.7325,26.421,26.421,0.0258,0.784,0.296,-126.00046,15.62648,226.093,11.8253,11.8246,0.0713,12.3225,4.5931,0.0507,,0.6424247982
23,21,14,34.7337,34.7323,26.4208,26.4208,0.0246,0.75,0.283,-126.00046,15.62648,225.776,11.8262,11.8259,0.07,12.3224,4.5932,0.0507,,
23,21,15,34.7413,34.74,26.3514,26.3514,0.0245,0.746,0.284,-126.00046,15.62648,201.343,12.2182,12.2193,0.0703,12.3221,4.5935,0.0507,,0.8808694057
23,21,16,34.7412,34.74,26.3498,26.3498,0.0247,0.753,0.287,-126.00048,15.62648,200.529,12.226,12.2268,0.07,12.3219,4.5937,0.0507,,
23,21,17,34.7383,34.7371,26.2685,26.2685,0.0256,0.778,0.299,-126.00048,15.62648,180.969,12.63,12.6304,0.0854,12.3203,4.5955,0.052,,0.202219369
23,21,18,34.7057,34.7048,26.1299,26.1299,0.0403,1.227,0.477,-126.00046,15.6265,161.434,13.1965,13.1962,0.0765,12.3171,4.5993,0.072,,-0.05456713133
23,21,19,34.571,34.5706,25.8901,25.8901,0.4729,14.406,5.666,-126.00046,15.6265,140.991,13.8548,13.8521,0.105,12.3173,4.599,0.346,,-0.1646184886
23,21,20,34.3451,34.345,25.5311,25.5311,1.5635,47.645,19.038,-126.0005,15.62648,121.053,14.7231,14.7204,0.25,12.3217,4.5939,0.881,,-0.1646184886
23,21,21,34.2063,34.2049,24.7476,24.7476,3.5803,109.185,46.141,-126.00046,15.62648,101.579,17.6753,17.6779,0.556,12.3425,4.5701,3.91,,0.2205612619
23,21,22,34.1141,34.1126,23.8273,23.8273,6.6473,202.896,91.045,-126.0005,15.62648,84.494,20.9877,20.9803,0.674,12.37,4.5388,16.4,,-0.1279347029
23,21,23,34.1953,34.1951,22.4963,22.4963,6.5737,200.912,97.95,-126.00048,15.62648,61.619,25.7878,25.7895,0.213,12.3535,4.5575,64.1,,-0.1279347029
23,21,24,34.2151,34.2142,22.4362,22.4362,6.5808,201.139,98.445,-126.00048,15.62648,2.242,26.017,26.017,0.0815,12.3484,4.5635,441,,0.2205612619
24,22,1,34.6723,34.671,27.7525,27.7525,3.8112,115.886,34.657,-128.00002,15.3106,3001.704,1.6509,1.6506,0.0518,12.3035,4.615,0.0501,,
24,22,2,34.6622,34.6605,27.731,27.731,3.4698,105.506,31.66,-128.00002,15.31058,2503.276,1.7896,1.7895,0.057,12.3038,4.6147,0.0501,,
24,22,3,34.6389,34.6372,27.6868,27.6868,2.885,87.73,26.515,-128.00006,15.31058,2001.998,2.083,2.0833,0.0597,12.3046,4.6136,0.0501,,
24,22,4,34.5913,34.5897,27.5714,27.5714,1.8397,55.948,17.28,-128.00006,15.31056,1503.009,2.9704,2.9707,0.0649,12.3063,4.6117,0.0501,,
24,22,5,34.528,34.526,27.367,27.367,0.7439,22.629,7.248,-128.00008,15.31058,1003.182,4.4917,4.4911,0.0666,12.3084,4.6093,0.0501,,
24,22,6,34.5105,34.5088,27.2384,27.2384,0.4405,13.402,4.394,-128.00008,15.31058,803.314,5.4825,5.4834,0.0668,12.3094,4.6082,0.0501,,
24,22,7,34.488,34.4864,27.0431,27.0431,0.2506,7.626,2.58,-128.0001,15.31058,602.674,6.8553,6.8559,0.0693,12.3119,4.6052,0.0501,,
24,22,8,34.4996,34.4973,26.9287,26.9287,0.2362,7.187,2.481,-128.00008,15.31058,503.032,7.7259,7.7203,0.0696,12.3135,4.6034,0.0501,,
24,22,9,34.5226,34.521,26.8595,26.8595,0.2282,6.945,2.429,-128.00006,15.31056,453.164,8.3093,8.3079,0.0697,12.3144,4.6025,0.0501,,
24,22,10,34.5578,34.5563,26.783,26.783,0.1479,4.5,1.598,-128.00004,15.3106,403.285,8.9745,8.9759,0.07,12.3149,4.6019,0.0501,,
24,22,11,34.5739,34.5724,26.7386,26.7386,0.129,3.926,1.405,-128.00004,15.31058,378.303,9.3264,9.3246,0.0697,12.3156,4.6009,0.0501,,
24,22,12,34.5966,34.5952,26.6915,26.6915,0.0855,2.602,0.939,-128.00008,15.31056,353.204,9.7174,9.7177,0.0699,12.3156,4.601,0.0501,,
24,22,13,34.6073,34.6058,26.6503,26.6503,0.1024,3.118,1.133,-127.99998,15.3105,328.321,10.0093,10.0089,0.0691,12.3173,4.5991,0.0501,,
24,22,14,34.6272,34.6259,26.595,26.595,0.0898,2.732,1.001,-127.99998,15.31055,303.669,10.4177,10.4175,0.0678,12.3175,4.5987,0.0501,,
24,22,15,34.6678,34.6665,26.5238,26.5238,0.0388,1.181,0.438,-127.99996,15.31056,278.368,10.996,10.9957,0.0662,12.315,4.6017,0.0501,,
24,22,16,34.6849,34.6837,26.4609,26.4609,0.0366,1.113,0.417,-127.99998,15.31054,253.293,11.4107,11.4134,0.0625,12.3146,4.6022,0.0501,,
24,22,17,34.678,34.6768,26.3865,26.3865,0.0693,2.11,0.796,-128.00008,15.31058,228.698,11.7786,11.7803,0.0619,12.3142,4.6026,0.0501,,
24,22,18,34.6665,34.6654,26.2982,26.2982,0.0959,2.921,1.111,-128.0001,15.31056,203.847,12.1931,12.1878,0.0641,12.3135,4.6034,0.0501,,
24,22,19,34.4842,34.4831,26.0442,26.0442,0.8516,25.938,9.974,-128.00008,15.31058,176.823,12.7678,12.7611,0.0758,12.3147,4.6021,0.0501,,
24,22,20,34.0636,34.0627,25.452,25.452,4.1161,125.436,49.385,-128.00002,15.31062,150.431,14.0765,14.0714,0.217,12.3186,4.5975,0.0501,,
24,22,21,34.2982,34.3003,24.7347,24.7347,5.7131,174.228,74.154,-128.00002,15.31062,125.635,18.021,18.0364,0.503,12.3343,4.5795,0.0501,,
24,22,22,34.3234,34.3228,24.3597,24.3597,6.5279,199.149,87.254,-128.00006,15.3106,111.765,19.5833,19.584,0.647,12.3453,4.567,0.0501,,
24,22,23,34.2533,34.2521,24.0674,24.0674,6.7992,207.485,92.367,-128.00004,15.3106,100.958,20.4912,20.4872,0.529,12.3443,4.5681,0.0501,,
24,22,24,34.2182,34.2173,22.8073,22.8073,6.6953,204.566,98.137,-128.0001,15.31055,4.059,24.8131,24.8137,0.0993,12.3388,4.5744,0.0501,,
