Pressure [dbar],depSMignore,latitude,longitude,t090C,t190C,potemp090C,sal00,sal11,density00,sigma-t00,flSP,sbox0Mm/Kg,oxsolMm/Kg,CStarAt0,CStarTr0,par
340.0,337.709,16.58961,-106.92288,10.4086,10.4088,10.368,34.6775,34.6847,1028.1607,26.6295,0.070755,0.16399999999999998,272.84913,0.0734,98.1827,1e-12
341.0,338.70099999999996,16.58962,-106.92288,10.4038,10.404,10.3631,34.6769,34.6842,1028.1656,26.6299,0.070089,0.139,272.87807000000004,0.0731,98.189,1e-12
342.0,339.69300000000004,16.58962,-106.92288,10.3967,10.3971,10.3559,34.6765,34.6837,1028.171,26.6309,0.071052,0.152,272.9201,0.0734,98.1834,1e-12
343.0,340.686,16.58962,-106.92288,10.3957,10.3959,10.3547,34.6763,34.6835,1028.1756,26.6309,0.070246,0.152,272.92652999999996,0.073,98.1911,1e-12
344.0,341.67800000000005,16.58962,-106.92288,10.3919,10.3921,10.3509,34.6761,34.6832,1028.1805,26.6313,0.070434,0.152,272.9488,0.0731,98.1897,1e-12
345.0,342.671,16.58962,-106.92288,10.382,10.3821,10.3409,34.6752,34.6824,1028.1861,26.6324,0.06998099999999999,0.152,273.00813999999997,0.0733,98.184,1e-12
346.0,343.664,16.58962,-106.92288,10.375,10.3752,10.3338,34.6753,34.6825,1028.192,26.6337,0.069004,0.152,273.04902000000004,0.0734,98.1826,1e-12
347.0,344.656,16.58962,-106.92288,10.37,10.3702,10.3287,34.6747,34.6819,1028.1969,26.6341,0.06901900000000001,0.135,273.07932,0.0734,98.1826,1e-12
348.0,345.648,16.58961,-106.92288,10.3612,10.3612,10.3197,34.6743,34.6816,1028.2027,26.6353,0.06892999999999999,0.13699999999999998,273.13184,0.0732,98.1862,1e-12
349.0,346.64099999999996,16.5896,-106.92288,10.3523,10.3522,10.3107,34.6737,34.681,1028.2083,26.6364,0.068288,0.16,273.185,0.0727,98.2001,1e-12
350.0,347.63300000000004,16.5896,-106.92288,10.3375,10.3386,10.2959,34.673,34.6802,1028.2149,26.6384,0.06875,0.159,273.27258,0.0724,98.2067,1e-12
351.0,348.626,16.5896,-106.92288,10.3293,10.3303,10.2875,34.6728,34.6801,1028.2207,26.6397,0.07055399999999999,0.153,273.32122999999996,0.0729,98.1941,1e-12
352.0,349.61800000000005,16.5896,-106.92288,10.3266,10.3277,10.2847,34.6723,34.6798,1028.2253,26.6397,0.07106,0.139,273.33797000000004,0.0725,98.2034,1e-12
353.0,350.61,16.58961,-106.92288,10.3072,10.3075,10.2653,34.6709,34.678,1028.2322,26.6421,0.069209,0.166,273.45394,0.0733,98.1847,1e-12
354.0,351.603,16.58962,-106.92288,10.2921,10.2924,10.2501,34.6706,34.6778,1028.2392,26.6445,0.07007999999999999,0.161,273.5429,0.0734,98.1835,1e-12
355.0,352.595,16.58962,-106.92288,10.2837,10.2831,10.2416,34.6698,34.677,1028.2446,26.6453,0.071353,0.155,273.59371,0.0731,98.1897,1e-12
356.0,353.587,16.58962,-106.92288,10.2681,10.2681,10.2259,34.669,34.6762,1028.2512,26.6474,0.070773,0.158,273.68671,0.0732,98.1878,1e-12
357.0,354.58,16.58962,-106.92288,10.2412,10.2408,10.199,34.6668,34.6739,1028.2589,26.6503,0.068966,0.135,273.84864,0.0724,98.2064,1e-12
358.0,355.57199999999995,16.58962,-106.92288,10.1885,10.1884,10.1463,34.6655,34.6728,1028.2718,26.6584,0.070101,0.156,274.16077,0.0723,98.2087,1e-12
359.0,356.564,16.58962,-106.92288,10.167,10.1672,10.1247,34.6651,34.6722,1028.2799,26.6618,0.068432,0.171,274.28845,0.0726,98.2027,1e-12
360.0,357.55699999999996,16.58962,-106.92288,10.162,10.1619,10.1197,34.6644,34.6716,1028.2847,26.6621,0.069216,0.15,274.31874,0.0723,98.2085,1e-12
361.0,358.54900000000004,16.58962,-106.92288,10.1497,10.1497,10.1072,34.6632,34.6705,1028.2905,26.6633,0.06829500000000001,0.16699999999999998,274.39395,0.0727,98.1983,1e-12
362.0,359.542,16.58961,-106.92288,10.1436,10.1438,10.1011,34.663,34.67,1028.2959,26.6642,0.069444,0.182,274.42981000000003,0.0737,98.1752,1e-12
363.0,360.534,16.5896,-106.92288,10.1366,10.1367,10.094,34.6622,34.6695,1028.301,26.6648,0.07003,0.146,274.47267,0.0731,98.1899,1e-12
364.0,361.526,16.5896,-106.92288,10.1246,10.1247,10.0819,34.6614,34.6685,1028.307,26.6662,0.070037,0.14400000000000002,274.5451,0.0725,98.2045,1e-12
365.0,362.51800000000003,16.5896,-106.92288,10.0996,10.0996,10.0568,34.6601,34.667,1028.315,26.6695,0.070813,0.155,274.69545,0.0723,98.2077,1e-12
366.0,363.51099999999997,16.5896,-106.92288,10.0829,10.083,10.04,34.6596,34.6668,1028.322,26.6719,0.07196,0.155,274.79492,0.0718,98.22,1e-12
367.0,364.50300000000004,16.58961,-106.92288,10.0751,10.0752,10.0321,34.659,34.6662,1028.3274,26.6728,0.07007000000000001,0.155,274.84215,0.0722,98.2104,1e-12
368.0,365.495,16.58962,-106.92288,10.0711,10.0713,10.028,34.6585,34.6657,1028.3323,26.6731,0.070517,0.166,274.86668,0.0729,98.1955,1e-12
369.0,366.48800000000006,16.58962,-106.92288,10.0678,10.068,10.0246,34.6582,34.6654,1028.3371,26.6735,0.06990299999999999,0.158,274.88689,0.0723,98.2094,1e-12
370.0,367.48,16.58962,-106.92288,10.0648,10.065,10.0215,34.6579,34.6649,1028.3419,26.6737,0.071296,0.133,274.90524,0.0721,98.2123,1e-12
371.0,368.472,16.58962,-106.92288,10.0595,10.0594,10.016,34.6576,34.6647,1028.3471,26.6744,0.071243,0.152,274.93731,0.073,98.1913,1e-12
372.0,369.465,16.58962,-106.92288,10.0568,10.0571,10.0133,34.6573,34.6643,1028.3518,26.6746,0.070284,0.149,274.95365,0.0724,98.2064,1e-12
373.0,370.457,16.58962,-106.92288,10.0525,10.0528,10.0088,34.6568,34.664,1028.3567,26.675,0.069236,0.156,274.98026,0.0724,98.2075,1e-12
374.0,371.449,16.58962,-106.92288,10.0481,10.0483,10.0044,34.6567,34.6638,1028.3619,26.6757,0.070274,0.165,275.00639,0.0718,98.2209,1e-12
375.0,372.44199999999995,16.58962,-106.92288,10.0442,10.0443,10.0003,34.6562,34.6634,1028.3667,26.6759,0.070552,0.156,275.03047000000004,0.072,98.2158,1e-12
376.0,373.434,16.58962,-106.92288,10.0391,10.0395,9.9952,34.656,34.6632,1028.372,26.6767,0.070756,0.156,275.06065,0.0723,98.2086,1e-12
377.0,374.426,16.58961,-106.92288,10.0375,10.0377,9.9935,34.6558,34.663,1028.3765,26.6767,0.07296,0.131,275.0706,0.0719,98.2174,1e-12
378.0,375.418,16.5896,-106.92288,10.0346,10.0346,9.9904,34.6553,34.6626,1028.3812,26.6769,0.070743,0.145,275.08877,0.0731,98.1884,1e-12
379.0,376.411,16.5896,-106.92288,10.0311,10.0314,9.9868,34.655,34.6623,1028.3861,26.6772,0.06968099999999999,0.159,275.10996,0.0725,98.2039,1e-12
380.0,377.403,16.5896,-106.92288,10.0281,10.0282,9.9837,34.6547,34.6618,1028.3908,26.6775,0.070925,0.16,275.12875,0.0723,98.2097,1e-12
381.0,378.395,16.58961,-106.92288,10.0228,10.023,9.9783,34.6544,34.6616,1028.396,26.6782,0.070049,0.122,275.16036,0.0723,98.2087,1e-12
382.0,379.38699999999994,16.58962,-106.92288,10.0109,10.0113,9.9663,34.6532,34.6603,1028.4017,26.6793,0.071021,0.152,275.23327,0.0724,98.2065,1e-12
383.0,380.38,16.58962,-106.92288,9.9666,9.9665,9.922,34.652,34.6591,1028.4132,26.6859,0.06979400000000001,0.177,275.49865,0.0731,98.1899,1e-12
384.0,381.37199999999996,16.58962,-106.92288,9.9468,9.9471,9.9022,34.6516,34.6587,1028.4209,26.6889,0.071476,0.159,275.61654,0.0729,98.1938,1e-12
385.0,382.36400000000003,16.58962,-106.92288,9.9373,9.9376,9.8926,34.6511,34.6583,1028.4266,26.6902,0.07143,0.157,275.67394,0.0721,98.2128,1e-12
386.0,383.356,16.58962,-106.92288,9.9355,9.9356,9.8907,34.6507,34.6579,1028.4312,26.6902,0.071002,0.152,275.68539,0.0722,98.21,1e-12
387.0,384.349,16.58962,-106.92288,9.933,9.9332,9.8881,34.6505,34.6576,1028.4359,26.6904,0.071164,0.15,275.7008,0.072,98.2148,1e-12
388.0,385.341,16.58962,-106.92288,9.9171,9.9167,9.8721,34.6492,34.6561,1028.4422,26.6921,0.071338,0.152,275.79806,0.0722,98.2113,1e-12
389.0,386.333,16.58962,-106.92288,9.8845,9.8845,9.8394,34.6484,34.6555,1028.4519,26.697,0.069494,0.165,275.99384,0.0724,98.2066,1e-12
390.0,387.325,16.58962,-106.92288,9.8723,9.8725,9.8272,34.6478,34.6549,1028.458,26.6986,0.071012,0.147,276.06737000000004,0.0722,98.212,1e-12
391.0,388.31699999999995,16.58962,-106.92288,9.8658,9.8662,9.8205,34.6472,34.6545,1028.4633,26.6993,0.070725,0.152,276.10747000000003,0.0721,98.2127,1e-12
392.0,389.31,16.5896,-106.92288,9.8595,9.8598,9.8142,34.6466,34.6537,1028.4684,26.6999,0.070253,0.157,276.146,0.0721,98.2143,1e-12
393.0,390.30199999999996,16.5896,-106.92288,9.8528,9.8531,9.8074,34.6463,34.6534,1028.4738,26.7007,0.07169,0.153,276.1864,0.0721,98.2134,1e-12
394.0,391.29400000000004,16.5896,-106.92288,9.8497,9.8499,9.8041,34.6457,34.653,1028.4784,26.7008,0.070172,0.152,276.20632,0.0721,98.2137,1e-12
395.0,392.286,16.58961,-106.92288,9.8433,9.8434,9.7977,34.6454,34.6526,1028.4838,26.7016,0.069279,0.16,276.24509,0.0718,98.22,1e-12
396.0,393.279,16.58962,-106.92288,9.8387,9.8389,9.793,34.6451,34.6523,1028.4888,26.7022,0.069736,0.13699999999999998,276.27275,0.0722,98.2099,1e-12
397.0,394.27099999999996,16.58962,-106.92288,9.8262,9.8264,9.7804,34.6441,34.6514,1028.4948,26.7035,0.071993,0.14800000000000002,276.34961,0.0718,98.2204,1e-12
398.0,395.26300000000003,16.58962,-106.92288,9.8049,9.805,9.7591,34.6434,34.6505,1028.5025,26.7065,0.072385,0.14300000000000002,276.47787,0.0723,98.2096,1e-12
399.0,396.255,16.58962,-106.92288,9.7883,9.7884,9.7423,34.6429,34.6498,1028.5095,26.709,0.070487,0.16899999999999998,276.5786,0.0722,98.2108,1e-12
400.0,397.24699999999996,16.58962,-106.92288,9.7732,9.7729,9.7272,34.6416,34.6488,1028.5157,26.7105,0.070431,0.171,276.67109,0.0719,98.218,1e-12
401.0,398.23900000000003,16.58962,-106.92288,9.7525,9.7519,9.7064,34.6411,34.6482,1028.5234,26.7136,0.072363,0.127,276.79632000000004,0.0714,98.2309,1e-12
402.0,399.231,16.58962,-106.92288,9.7431,9.7435,9.6969,34.6404,34.6477,1028.529,26.7146,0.071666,0.147,276.85357,0.072,98.2166,1e-12
403.0,400.223,16.58962,-106.92288,9.7375,9.7389,9.6912,34.64,34.6471,1028.5341,26.7152,0.072493,0.171,276.88813999999996,0.0718,98.2217,1e-12
404.0,401.216,16.58962,-106.92288,9.7304,9.732,9.6841,34.6394,34.6466,1028.5394,26.7159,0.071506,0.16699999999999998,276.93153,0.0719,98.2181,1e-12
405.0,402.208,16.58961,-106.92288,9.7243,9.7259,9.6778,34.639,34.6461,1028.5447,26.7167,0.070479,0.159,276.96914,0.0713,98.2327,1e-12
406.0,403.2,16.5896,-106.92288,9.7117,9.7128,9.6651,34.6381,34.6453,1028.5507,26.7181,0.070623,0.14300000000000002,277.0465,0.0713,98.2327,1e-12
407.0,404.19199999999995,16.5896,-106.92288,9.6972,9.6973,9.6506,34.6374,34.6447,1028.5572,26.72,0.07267,0.168,277.13462999999996,0.0714,98.2308,1e-12
408.0,405.184,16.5896,-106.92288,9.6849,9.685,9.6382,34.6369,34.644,1028.5634,26.7216,0.072098,0.134,277.20955,0.0712,98.2347,1e-12
409.0,406.176,16.58961,-106.92288,9.67,9.6704,9.6232,34.636,34.6433,1028.5699,26.7235,0.07119600000000001,0.159,277.30097,0.0712,98.2337,1e-12
410.0,407.168,16.58962,-106.92288,9.6619,9.6624,9.615,34.6356,34.6428,1028.5755,26.7245,0.070704,0.175,277.3502,0.0712,98.2338,1e-12
411.0,408.161,16.58962,-106.92288,9.656,9.6562,9.609,34.635,34.6422,1028.5805,26.725,0.070724,0.12300000000000001,277.38715,0.0712,98.2338,1e-12
412.0,409.153,16.58962,-106.92288,9.6434,9.6432,9.5964,34.6343,34.6415,1028.5867,26.7265,0.06991699999999999,0.153,277.46405,0.0716,98.2264,1e-12
413.0,410.145,16.58962,-106.92288,9.6181,9.619,9.571,34.6326,34.6398,1028.5943,26.7295,0.07148,0.175,277.6194,0.0712,98.2339,1e-12
414.0,411.13699999999994,16.58962,-106.92288,9.5973,9.5971,9.5502,34.6325,34.6395,1028.6023,26.7328,0.070453,0.129,277.74502,0.0713,98.2336,1e-12
415.0,412.129,16.58962,-106.92288,9.5874,9.5875,9.5402,34.6317,34.6389,1028.6079,26.7338,0.069024,0.14800000000000002,277.8061,0.0715,98.2282,1e-12
416.0,413.121,16.58962,-106.92288,9.5816,9.5818,9.5343,34.6312,34.6384,1028.6131,26.7344,0.071363,0.175,277.84209,0.0713,98.2326,1e-12
417.0,414.11300000000006,16.58962,-106.92288,9.5783,9.5785,9.5309,34.6309,34.6381,1028.6178,26.7347,0.069785,0.171,277.86298,0.0714,98.2308,1e-12
418.0,415.105,16.58961,-106.92288,9.5771,9.5773,9.5296,34.6306,34.6378,1028.6223,26.7347,0.07131699999999999,0.161,277.87042,0.0712,98.2347,1e-12
419.0,416.097,16.5896,-106.92288,9.5768,9.577,9.5291,34.6303,34.6374,1028.6267,26.7345,0.070689,0.146,277.87325,0.0718,98.2195,1e-12
420.0,417.089,16.58961,-106.92288,9.5714,9.5717,9.5236,34.6297,34.6369,1028.6317,26.735,0.07082000000000001,0.14300000000000002,277.90686,0.0712,98.235,1e-12
421.0,418.08099999999996,16.58962,-106.92288,9.5672,9.5675,9.5194,34.6296,34.6368,1028.6368,26.7356,0.069844,0.151,277.93217000000004,0.0712,98.2348,1e-12
422.0,419.07300000000004,16.58962,-106.92288,9.5658,9.5662,9.5179,34.6294,34.6365,1028.6413,26.7356,0.071313,0.124,277.94091000000003,0.0713,98.232,1e-12
423.0,420.066,16.58962,-106.92288,9.5642,9.5644,9.5161,34.6292,34.6364,1028.6459,26.7357,0.071574,0.171,277.95112,0.0711,98.2369,1e-12
424.0,421.05800000000005,16.58962,-106.92288,9.5626,9.5628,9.5144,34.6289,34.6361,1028.6505,26.7358,0.071652,0.185,277.96148,0.072,98.2162,1e-12
425.0,422.05,16.58962,-106.92288,9.5571,9.5572,9.5088,34.6285,34.6356,1028.6557,26.7364,0.070637,0.11199999999999999,277.99534,0.0714,98.2312,1e-12
426.0,423.042,16.58962,-106.92288,9.5416,9.5417,9.4932,34.6279,34.6349,1028.6623,26.7384,0.071241,0.11699999999999999,278.09025,0.0715,98.2283,1e-12
427.0,424.034,16.58962,-106.92288,9.5281,9.5283,9.4797,34.6272,34.6343,1028.6687,26.7402,0.07132899999999999,0.17,278.17284,0.0715,98.2279,1e-12
428.0,425.026,16.58962,-106.92288,9.473,9.4726,9.4246,34.6237,34.6301,1028.6801,26.7465,0.070596,0.174,278.5133,0.0713,98.2319,1e-12
429.0,426.01800000000003,16.58962,-106.92288,9.3944,9.3941,9.3461,34.6229,34.6298,1028.6975,26.7589,0.070374,0.168,278.99192,0.0712,98.2347,1e-12
430.0,427.01,16.58962,-106.92288,9.3666,9.3666,9.3183,34.6223,34.6291,1028.7064,26.763,0.072223,0.171,279.16199,0.0711,98.2371,1e-12
431.0,428.00199999999995,16.58962,-106.92288,9.3445,9.3446,9.2962,34.6205,34.6274,1028.7132,26.7651,0.070367,0.165,279.29972999999995,0.0712,98.2348,1e-12
432.0,428.994,16.58961,-106.92289,9.3358,9.3359,9.2874,34.6198,34.6268,1028.7187,26.766,0.071276,0.149,279.35404,0.0711,98.2375,1e-12
433.0,429.986,16.5896,-106.9229,9.3246,9.3247,9.2761,34.6189,34.6258,1028.7244,26.7671,0.072883,0.13699999999999998,279.42446,0.0712,98.2357,1e-12
434.0,430.978,16.5896,-106.9229,9.3128,9.313,9.2643,34.6178,34.6249,1028.7301,26.7682,0.071995,0.142,279.49818999999997,0.0712,98.2348,1e-12
435.0,431.97,16.58962,-106.92289,9.3061,9.3063,9.2574,34.6167,34.6239,1028.7349,26.7685,0.071542,0.158,279.5414,0.0712,98.2348,1e-12
436.0,432.962,16.58962,-106.92288,9.3001,9.3001,9.2514,34.6159,34.6231,1028.7398,26.7689,0.072229,0.184,279.57929,0.0715,98.2276,1e-12
437.0,433.954,16.58962,-106.92288,9.2957,9.2961,9.2468,34.6157,34.6227,1028.7449,26.7694,0.071515,0.15,279.60684,0.0719,98.2186,1e-12
438.0,434.94599999999997,16.58962,-106.92288,9.2903,9.2905,9.2413,34.6151,34.6223,1028.7499,26.7698,0.070431,0.138,279.64116,0.0711,98.2372,1e-12
439.0,435.93800000000005,16.58962,-106.92288,9.2747,9.2748,9.2257,34.614,34.6211,1028.7562,26.7715,0.072159,0.12,279.73852999999997,0.0707,98.2479,1e-12
440.0,436.93,16.58962,-106.92288,9.2515,9.2514,9.2025,34.613,34.6201,1028.7638,26.7745,0.071857,0.145,279.88218,0.0707,98.2473,1e-12
441.0,437.92199999999997,16.58962,-106.92288,9.2365,9.2367,9.1874,34.6124,34.6194,1028.7705,26.7765,0.070756,0.18600000000000003,279.97514,0.0709,98.2419,1e-12
442.0,438.914,16.58962,-106.92288,9.2238,9.2241,9.1746,34.6116,34.6187,1028.7765,26.7779,0.071161,0.183,280.05424,0.0711,98.2386,1e-12
443.0,439.906,16.58962,-106.92288,9.207,9.2072,9.1577,34.6107,34.6177,1028.7833,26.7799,0.07033400000000001,0.126,280.15885,0.0711,98.2387,1e-12
444.0,440.897,16.58962,-106.92288,9.1891,9.1894,9.1398,34.6096,34.6166,1028.7899,26.782,0.07180299999999999,0.111,280.27044,0.0707,98.2472,1e-12
445.0,441.89,16.58962,-106.92288,9.1653,9.1657,9.116,34.6089,34.6158,1028.798,26.7853,0.07069600000000001,0.145,280.41754,0.0711,98.2373,1e-12
446.0,442.881,16.58962,-106.92288,9.1407,9.1408,9.0913,34.6079,34.6149,1028.8059,26.7885,0.069724,0.203,280.57093,0.0706,98.2495,1e-12
447.0,443.87300000000005,16.58962,-106.92289,9.1309,9.131,9.0814,34.6074,34.6144,1028.8116,26.7896,0.07062,0.17,280.63236,0.0708,98.2447,1e-12
448.0,444.865,16.58962,-106.9229,9.114,9.1142,9.0645,34.6056,34.6124,1028.8177,26.791,0.071394,0.124,280.73962,0.0708,98.2463,1e-12
449.0,445.85699999999997,16.58962,-106.9229,9.0573,9.0575,9.0079,34.6057,34.6126,1028.8318,26.8002,0.06971000000000001,0.125,281.08796,0.0711,98.2367,1e-12
450.0,446.849,16.58962,-106.9229,9.0255,9.0257,8.976,34.6047,34.6116,1028.841,26.8045,0.072156,0.171,281.28623,0.071,98.2409,1e-12
451.0,447.841,16.58962,-106.92288,9.0102,9.0103,8.9607,34.6037,34.6106,1028.8473,26.8062,0.07170399999999999,0.16699999999999998,281.38276,0.0709,98.2429,1e-12
452.0,448.833,16.58962,-106.92288,9.0002,9.0004,8.9506,34.6027,34.6097,1028.8527,26.807,0.070732,0.132,281.44649,0.0704,98.2565,1e-12
453.0,449.825,16.58962,-106.92288,8.9901,8.9903,8.9404,34.6021,34.6092,1028.8584,26.8081,0.07184,0.155,281.50997,0.0704,98.257,1e-12
454.0,450.81699999999995,16.58962,-106.92288,8.9831,8.9833,8.9334,34.6015,34.6086,1028.8637,26.8088,0.07081599999999999,0.18100000000000002,281.55395,0.071,98.2391,1e-12
455.0,451.809,16.58962,-106.92288,8.9751,8.9754,8.9253,34.6008,34.6079,1028.869,26.8096,0.07109700000000001,0.095,281.60487,0.0711,98.2372,1e-12
456.0,452.801,16.58962,-106.92288,8.9363,8.9367,8.8865,34.5994,34.6061,1028.8789,26.8146,0.070281,0.133,281.84796,0.0709,98.243,1e-12
457.0,453.793,16.58962,-106.92288,8.9047,8.9048,8.8549,34.5998,34.6068,1028.8891,26.8199,0.07104099999999999,0.191,282.04285,0.071,98.2388,1e-12
458.0,454.784,16.58962,-106.92288,8.8964,8.8966,8.8465,34.5994,34.6064,1028.8947,26.821,0.072747,0.195,282.09527,0.0711,98.2373,1e-12
459.0,455.776,16.58962,-106.92288,8.8911,8.8913,8.8411,34.5989,34.6061,1028.8997,26.8214,0.069725,0.159,282.12867,0.0712,98.236,1e-12
460.0,456.76800000000003,16.58962,-106.92288,8.874,8.8741,8.8239,34.5975,34.6045,1028.906,26.8231,0.071707,0.10099999999999999,282.23797,0.0703,98.2587,1e-12
461.0,457.76,16.58962,-106.92288,8.8233,8.8234,8.7733,34.5967,34.6035,1028.9183,26.8304,0.072043,0.153,282.55477,0.0704,98.2547,1e-12
462.0,458.75199999999995,16.58961,-106.92288,8.802,8.8022,8.7519,34.5969,34.6038,1028.9266,26.834,0.071354,0.18,282.68674,0.0708,98.2451,1e-12
463.0,459.744,16.5896,-106.92288,8.7979,8.798,8.7477,34.5962,34.6031,1028.9312,26.8341,0.07007000000000001,0.134,282.71367999999995,0.0712,98.235,1e-12
464.0,460.735,16.58961,-106.92289,8.7946,8.7949,8.7444,34.5957,34.6027,1028.9358,26.8342,0.071212,0.16,282.73517999999996,0.0701,98.2634,1e-12
465.0,461.727,16.58962,-106.9229,8.7923,8.7926,8.742,34.5952,34.6022,1028.9404,26.8342,0.074813,0.156,282.75054,0.0696,98.2743,1e-12
466.0,462.719,16.58962,-106.9229,8.7923,8.7925,8.7419,34.5951,34.602,1028.9448,26.8341,0.072253,0.16699999999999998,282.75057000000004,0.0701,98.2624,1e-12
467.0,463.711,16.58962,-106.9229,8.7933,8.7935,8.7427,34.5957,34.6028,1028.9496,26.8344,0.071392,0.11199999999999999,282.7435,0.0702,98.2619,1e-12
468.0,464.70300000000003,16.58962,-106.92289,8.7809,8.7811,8.7303,34.5966,34.6036,1028.9569,26.8371,0.070672,0.156,282.81822,0.0702,98.261,1e-12
469.0,465.695,16.58962,-106.92288,8.7538,8.7539,8.7032,34.5961,34.603,1028.9656,26.8409,0.071498,0.094,282.9881,0.0702,98.261,1e-12
470.0,466.68699999999995,16.58962,-106.92288,8.7296,8.7298,8.6789,34.5965,34.6034,1028.9744,26.845,0.071984,0.11199999999999999,283.13862,0.0701,98.2633,1e-12
471.0,467.67800000000005,16.58962,-106.92288,8.7213,8.7211,8.6706,34.5961,34.603,1028.98,26.846,0.073246,0.207,283.19095,0.07,98.2662,1e-12
472.0,468.67,16.58962,-106.92288,8.6988,8.6993,8.648,34.5967,34.6036,1028.9887,26.85,0.071059,0.212,283.33058,0.0709,98.2426,1e-12
473.0,469.662,16.58962,-106.92288,8.6942,8.6942,8.6434,34.5967,34.6039,1028.994,26.8508,0.072401,0.107,283.35889,0.0703,98.2571,1e-12
474.0,470.654,16.58962,-106.92288,8.694,8.6943,8.643,34.5966,34.6037,1028.9985,26.8508,0.074245,0.098,283.36059,0.0697,98.2717,1e-12
475.0,471.64599999999996,16.58962,-106.92288,8.6944,8.6948,8.6433,34.5963,34.6035,1029.0027,26.8505,0.073764,0.10400000000000001,283.35866,0.0702,98.2599,1e-12
476.0,472.63699999999994,16.58962,-106.92288,8.6941,8.6947,8.643,34.596,34.6032,1029.007,26.8502,0.071618,0.131,283.36093,0.0701,98.2642,1e-12
477.0,473.629,16.58962,-106.9229,8.6943,8.6946,8.643,34.596,34.603,1029.0114,26.8502,0.07309299999999999,0.145,283.3602,0.0701,98.2632,1e-12
478.0,474.621,16.58962,-106.9229,8.6918,8.6925,8.6404,34.5958,34.6029,1029.0162,26.8505,0.07172,0.105,283.37597999999997,0.0701,98.2629,1e-12
479.0,475.61300000000006,16.58962,-106.9229,8.6787,8.6794,8.6273,34.5957,34.6029,1029.0229,26.8525,0.071869,0.179,283.45776,0.07,98.2655,1e-12
480.0,476.605,16.58961,-106.92288,8.6778,8.6778,8.6262,34.5958,34.6029,1029.0275,26.8526,0.072939,0.091,283.46356000000003,0.0707,98.2473,1e-12
481.0,477.596,16.58961,-106.92288,8.6766,8.6769,8.6249,34.5955,34.6026,1029.032,26.8526,0.072866,0.126,283.47188,0.0703,98.2585,1e-12
482.0,478.588,16.58962,-106.92288,8.6762,8.6765,8.6244,34.5954,34.6025,1029.0365,26.8525,0.071591,0.111,283.47434,0.0703,98.2577,1e-12
483.0,479.58,16.58962,-106.92288,8.6745,8.6748,8.6226,34.5949,34.602,1029.041,26.8525,0.072285,0.128,283.48604,0.0706,98.2514,1e-12
484.0,480.57199999999995,16.58962,-106.92288,8.628,8.6269,8.5762,34.5939,34.6009,1029.0524,26.8589,0.073602,0.038,283.77907000000005,0.0702,98.2608,1e-12
485.0,481.56300000000005,16.58962,-106.92288,8.6028,8.6029,8.5509,34.5948,34.6019,1029.0618,26.8636,0.072056,0.105,283.93556,0.0701,98.2624,1e-12
486.0,482.555,16.58962,-106.92288,8.5938,8.5939,8.5418,34.5942,34.6012,1029.0673,26.8645,0.071507,0.23199999999999998,283.99348,0.0698,98.2698,1e-12
487.0,483.54699999999997,16.58962,-106.92288,8.5883,8.5884,8.5362,34.5938,34.6008,1029.0724,26.865,0.07067799999999999,0.183,284.0289,0.0699,98.2686,1e-12
488.0,484.539,16.58962,-106.92288,8.5824,8.5824,8.5303,34.593,34.6002,1029.0773,26.8654,0.073249,0.061,284.06702,0.07,98.2664,1e-12
489.0,485.53,16.58962,-106.92288,8.5668,8.567,8.5146,34.5923,34.5995,1029.0838,26.8672,0.072405,0.11599999999999999,284.1667,0.0703,98.2575,1e-12
490.0,486.522,16.58962,-106.92288,8.5547,8.555,8.5025,34.5926,34.5996,1029.0906,26.8693,0.072156,0.19,284.24189,0.0699,98.2682,1e-12
491.0,487.514,16.58962,-106.92288,8.5455,8.5457,8.4932,34.5921,34.5992,1029.0962,26.8704,0.073989,0.11699999999999999,284.30081,0.0697,98.2728,1e-12
492.0,488.506,16.58962,-106.92288,8.5302,8.5298,8.4778,34.5917,34.5988,1029.1029,26.8724,0.07279,0.11599999999999999,284.39788,0.0701,98.2622,1e-12
493.0,489.49699999999996,16.58962,-106.92288,8.5195,8.5194,8.4671,34.5918,34.5989,1029.1093,26.8742,0.073429,0.098,284.46507,0.0699,98.2681,1e-12
494.0,490.48900000000003,16.58962,-106.92288,8.517,8.5173,8.4644,34.5915,34.5986,1029.114,26.8744,0.073257,0.11,284.48132999999996,0.0696,98.2742,1e-12
495.0,491.481,16.58962,-106.92288,8.5174,8.5175,8.4647,34.5912,34.5983,1029.1182,26.8741,0.071134,0.214,284.47949,0.0701,98.263,1e-12
496.0,492.473,16.58962,-106.92288,8.5169,8.5171,8.4641,34.591,34.5982,1029.1227,26.874,0.07173,0.09699999999999999,284.48323999999997,0.0702,98.2621,1e-12
497.0,493.464,16.58962,-106.92288,8.5171,8.5172,8.4642,34.5909,34.598,1029.127,26.8738,0.073519,0.12300000000000001,284.4822,0.0696,98.2753,1e-12
498.0,494.45599999999996,16.58962,-106.92288,8.517,8.5173,8.464,34.5908,34.5979,1029.1314,26.8737,0.072366,0.151,284.48292000000004,0.0702,98.2613,1e-12
499.0,495.44800000000004,16.58962,-106.92288,8.5163,8.5164,8.4632,34.5906,34.5977,1029.1359,26.8737,0.07459600000000001,0.087,284.48756000000003,0.0702,98.261,1e-12
