,Pressure [dbar],timeS,longitude,latitude,depSMignore,t090C,t190C,c0uS/cm,c1S/m,flECO-AFL,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sbeox1V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mm/L,sbeox1Mm/L,sbeox0PS,sbeox1PS
489,495.53,936.938,-106.8584,16.8555,492.0,8.0267,8.0016,36054.0,3.6105730000000005,0.0715,0.0399,99.008,0.00011632,0.0,0.5031,0.5129,0.0582,0.1149,4.6058,0.0,0.0092,0.0,0.5024,0.5121,34.5669,34.6465,26.9373,27.0036,0.988,0.887,0.33399999999999996,0.3
490,496.539,939.309,-106.8584,16.8555,493.0,8.0138,7.9838,36043.0,3.609056,0.0639,0.0402,99.0003,0.00013917,0.0,0.5031,0.5128,0.0574,0.1168,4.6055,0.0,0.0094,0.0,0.5024,0.5121,34.567,34.6474,26.9393,27.0069,0.96,0.938,0.325,0.317
491,497.54699999999997,940.268,-106.8584,16.8555,494.0,8.0081,7.981,36038.0,3.608764,0.0639,0.0401,99.0034,0.00013921,0.0,0.5031,0.5127,0.0574,0.1147,4.6056,0.0,0.0094,0.0,0.5023,0.5125,34.5669,34.6465,26.9401,27.0067,0.9740000000000001,0.963,0.32899999999999996,0.326
492,498.555,941.01,-106.8584,16.8555,495.0,8.0044,7.9769,36035.0,3.608447,0.0639,0.0402,99.0018,0.00013542,0.0,0.5031,0.5124,0.0574,0.1149,4.6055,0.0,0.0094,0.0,0.5024,0.5119,34.5663,34.6467,26.9401,27.0075,1.008,0.8540000000000001,0.341,0.289
493,499.564,941.685,-106.8584,16.8555,496.0,7.998,7.9703,36029.0,3.607878,0.0639,0.0401,99.0033,0.00017777,0.0,0.5031,0.5126,0.0574,0.1151,4.6056,0.0,0.0096,0.0,0.5024,0.5122,34.5661,34.6466,26.941,27.0084,0.98,0.976,0.332,0.33
494,500.57199999999995,942.347,-106.8584,16.8555,497.0,7.9918,7.9642,36024.0,3.6073410000000004,0.0639,0.0401,99.0033,0.00017792,0.0,0.5031,0.5129,0.0574,0.1148,4.6056,0.0,0.0096,0.0,0.5024,0.5123,34.5661,34.6465,26.9419,27.0092,0.981,0.878,0.332,0.297
495,501.58099999999996,943.057,-106.8584,16.8555,498.0,7.9897,7.9624,36022.0,3.607158,0.0639,0.0402,99.0006,0.00013018,0.0,0.5031,0.5127,0.0574,0.1148,4.6055,0.0,0.0093,0.0,0.5024,0.5121,34.5662,34.6458,26.9423,27.009,0.981,0.8190000000000001,0.332,0.27699999999999997
496,502.589,943.96,-106.85838000000001,16.8555,499.0,7.9864,7.959,36020.0,3.606928,0.0639,0.0405,98.9927,0.00013266,0.0,0.5031,0.5128,0.0574,0.1149,4.6051,0.0,0.0093,0.0,0.5024,0.5121,34.5661,34.6463,26.9428,27.0098,0.981,0.9279999999999999,0.332,0.314
497,503.598,945.748,-106.85838000000001,16.8555,500.0,7.9783,7.9502,36012.0,3.606068,0.0639,0.0404,98.9959,0.00011722,0.0,0.5031,0.5127,0.0574,0.1152,4.6053,0.0,0.0092,0.0,0.5024,0.5121,34.5657,34.6452,26.9436,27.0103,0.9790000000000001,0.8909999999999999,0.331,0.301
498,504.606,948.607,-106.85838000000001,16.8555,501.0,7.9781,7.9515,36012.0,3.606278,0.0623,0.0397,99.0133,0.00014971,0.0,0.5031,0.5127,0.0572,0.1158,4.6061,0.0,0.0095,0.0,0.5024,0.5119,34.5655,34.6457,26.9436,27.0105,0.982,0.903,0.332,0.305
499,505.61400000000003,949.7810000000001,-106.85838000000001,16.8555,502.0,7.9641,7.9367,36000.0,3.6049830000000003,0.0639,0.0401,99.0032,0.00010988,0.0,0.503,0.5128,0.0574,0.1149,4.6056,0.0,0.0092,0.0,0.5024,0.5124,34.5656,34.6459,26.9457,27.0129,0.982,1.018,0.332,0.344
500,506.62300000000005,950.625,-106.85838000000001,16.8555,503.0,7.9577,7.9304,35994.0,3.6044,0.0639,0.0401,99.0033,0.00012392,0.0,0.5031,0.5127,0.0574,0.1151,4.6056,0.0,0.0093,0.0,0.5024,0.5122,34.5654,34.6455,26.9465,27.0135,0.982,0.8859999999999999,0.332,0.299
501,507.631,951.317,-106.85838000000001,16.8555,504.0,7.949,7.921,35986.0,3.603656,0.0639,0.0401,99.0033,0.00012206,0.0,0.5031,0.5125,0.0574,0.115,4.6056,0.0,0.0093,0.0,0.5024,0.5122,34.565,34.6463,26.9475,27.0156,0.983,0.9059999999999999,0.332,0.306
502,508.639,951.9830000000001,-106.85838000000001,16.8555,505.0,7.9186,7.8865,35958.0,3.600799,0.0639,0.0402,99.0018,0.00015465,0.0,0.5031,0.5124,0.0574,0.1148,4.6055,0.0,0.0095,0.0,0.5024,0.5122,34.5639,34.6492,26.9512,27.0229,0.9840000000000001,0.938,0.332,0.317
503,509.648,952.692,-106.85838000000001,16.8555,506.0,7.8913,7.8627,35933.0,3.598335,0.0639,0.0402,99.0018,9.3715e-05,0.0,0.5031,0.5127,0.0574,0.1169,4.6055,0.0,0.0091,0.0,0.5024,0.5123,34.5635,34.6459,26.9549,27.0238,0.9840000000000001,0.9740000000000001,0.332,0.32899999999999996
504,510.656,953.635,-106.85838000000001,16.8555,507.0,7.8731,7.8451,35916.0,3.5966419999999997,0.0639,0.0401,99.0032,0.00012851,0.0,0.5031,0.5129,0.0574,0.1158,4.6056,0.0,0.0093,0.0,0.5024,0.5122,34.5626,34.6446,26.9568,27.0254,0.985,0.878,0.332,0.29600000000000004
505,511.665,955.925,-106.85838000000001,16.8555,508.0,7.8604,7.8346,35904.0,3.5954599999999997,0.0641,0.0401,99.0037,0.0001149,0.0,0.5031,0.5128,0.0574,0.1157,4.6056,0.0,0.0092,0.0,0.5024,0.5121,34.5621,34.6419,26.9584,27.0248,0.982,0.917,0.331,0.309
506,512.673,958.1110000000001,-106.85838000000001,16.8555,509.0,7.8422,7.8149,35888.0,3.5938879999999997,0.0639,0.0401,99.0033,0.00010816,0.0,0.5031,0.5127,0.0574,0.1149,4.6056,0.0,0.0092,0.0,0.5024,0.5123,34.562,34.644,26.961,27.0294,1.0170000000000001,1.114,0.34299999999999997,0.375
507,513.682,959.045,-106.85838000000001,16.8555,510.0,7.8041,7.7733,35852.0,3.590482,0.0639,0.0403,98.9991,0.00014994,0.0,0.5031,0.5128,0.0574,0.1148,4.6054,0.0,0.0095,0.0,0.5024,0.5128,34.5607,34.6481,26.9656,27.0387,0.96,0.883,0.32299999999999995,0.297
508,514.69,959.806,-106.85838000000001,16.8555,511.0,7.7614,7.7331,35811.0,3.586293,0.0639,0.0401,99.0034,0.00011904,0.0,0.503,0.5125,0.0574,0.1159,4.6056,0.0,0.0093,0.0,0.5024,0.512,34.5585,34.6424,26.97,27.0401,0.9790000000000001,0.785,0.33,0.264
509,515.6990000000001,960.5369999999999,-106.85838000000001,16.8555,512.0,7.7464,7.7192,35798.0,3.584924,0.0639,0.0391,99.0266,0.00014966,0.0,0.5031,0.5127,0.0574,0.1169,4.6067,0.0,0.0095,0.0,0.5024,0.5124,34.5586,34.6408,26.9723,27.0409,0.9890000000000001,0.977,0.33299999999999996,0.32799999999999996
510,516.707,961.2689999999999,-106.85838000000001,16.8555,513.0,7.7401,7.7124,35793.0,3.584222,0.0639,0.0399,99.0085,0.00012052,0.0,0.5031,0.5129,0.0574,0.115,4.6058,0.0,0.0093,0.0,0.5024,0.5121,34.5589,34.6396,26.9735,27.041,0.9890000000000001,0.868,0.33299999999999996,0.292
511,517.716,962.091,-106.85838000000001,16.8555,514.0,7.7348,7.7058,35788.0,3.5836059999999996,0.0639,0.0393,99.0221,0.00013833,0.0,0.5032,0.5132,0.0574,0.1148,4.6065,0.0,0.0094,0.0,0.5024,0.5124,34.5587,34.639,26.9741,27.0414,0.9890000000000001,0.997,0.33299999999999996,0.335
512,518.724,963.888,-106.85838000000001,16.8555,515.0,7.7344,7.7056,35788.0,3.5835559999999997,0.0639,0.0392,99.0236,0.00011591,0.0,0.5031,0.5129,0.0574,0.1149,4.6065,0.0,0.0092,0.0,0.5024,0.5121,34.5586,34.6382,26.9741,27.0408,0.9890000000000001,0.915,0.33299999999999996,0.308
513,519.7330000000001,966.975,-106.85838000000001,16.8555,516.0,7.7266,7.7014,35782.0,3.583456,0.0639,0.0401,99.0044,0.0001367,0.0,0.5031,0.5126,0.0574,0.1148,4.6057,0.0,0.0094,0.0,0.5024,0.5122,34.5588,34.6408,26.9754,27.0435,0.99,0.966,0.33299999999999996,0.325
514,520.741,967.9169999999999,-106.85838000000001,16.8555,517.0,7.691,7.6625,35748.0,3.579903,0.0639,0.0395,99.0166,0.00012932,0.0,0.5031,0.5126,0.0574,0.1151,4.6062,0.0,0.0093,0.0,0.5024,0.5124,34.5577,34.6405,26.9797,27.049,0.991,0.915,0.33299999999999996,0.307
515,521.75,968.709,-106.85838000000001,16.855520000000002,518.0,7.6818,7.6541,35741.0,3.5789699999999995,0.0639,0.0398,99.0095,0.00013158,0.0,0.5031,0.5132,0.0574,0.1148,4.6059,0.0,0.0093,0.0,0.5024,0.5121,34.5579,34.6384,26.9812,27.0485,0.991,0.9259999999999999,0.33299999999999996,0.311
516,522.758,969.457,-106.85838999999999,16.855520000000002,519.0,7.6674,7.6332,35727.0,3.5773309999999996,0.0639,0.0401,99.0033,7.5045e-05,0.0,0.5031,0.5127,0.0574,0.1162,4.6056,0.0,0.009,0.0,0.5024,0.5124,34.5574,34.6409,26.9829,27.0535,0.992,0.897,0.33299999999999996,0.301
517,523.7669999999999,970.257,-106.8584,16.855520000000002,520.0,7.6406,7.6129,35702.0,3.5752,0.0639,0.0401,99.0033,0.00011123,0.0,0.5031,0.5128,0.0574,0.1165,4.6056,0.0,0.0092,0.0,0.5024,0.5119,34.5566,34.6376,26.9862,27.0539,0.992,0.904,0.33299999999999996,0.303
518,524.775,971.153,-106.8584,16.855520000000002,521.0,7.6324,7.6053,35695.0,3.574554,0.0639,0.0401,99.0033,9.7465e-05,0.0,0.5031,0.5129,0.0574,0.1151,4.6056,0.0,0.0091,0.0,0.5024,0.5125,34.5566,34.6377,26.9874,27.0551,0.993,0.97,0.33299999999999996,0.325
519,525.784,972.275,-106.8584,16.855520000000002,522.0,7.6169,7.5892,35681.0,3.5731599999999997,0.0717,0.04,99.0064,0.00010731,0.0,0.5031,0.5128,0.0582,0.1163,4.6057,0.0,0.0092,0.0,0.5024,0.5121,34.5562,34.6381,26.9893,27.0577,0.993,0.9,0.33299999999999996,0.302
520,526.7919999999999,973.855,-106.85838999999999,16.855520000000002,523.0,7.589,7.5614,35655.0,3.570556,0.0727,0.0392,99.0239,9.965e-05,0.0,0.5031,0.5128,0.0583,0.1163,4.6065,0.0,0.0091,0.0,0.5024,0.5122,34.5556,34.6371,26.9929,27.0609,0.9940000000000001,0.9520000000000001,0.33299999999999996,0.319
521,527.8009999999999,975.725,-106.85838000000001,16.855520000000002,524.0,7.5661,7.5386,35634.0,3.5684129999999996,0.0638,0.0391,99.0265,0.00012316,0.0,0.5031,0.5127,0.0574,0.1161,4.6067,0.0,0.0093,0.0,0.5024,0.5123,34.5551,34.636,26.9958,27.0634,0.995,0.961,0.33299999999999996,0.322
522,528.809,977.308,-106.85838000000001,16.8555,525.0,7.5479,7.5197,35618.0,3.566808,0.0639,0.039,99.0296,9.7464e-05,0.0,0.5031,0.5127,0.0574,0.1148,4.6068,0.0,0.0091,0.0,0.5024,0.512,34.5545,34.637,26.9979,27.0669,0.9690000000000001,0.831,0.324,0.278
523,529.818,978.3439999999999,-106.85838999999999,16.8555,526.0,7.5145,7.4869,35587.0,3.5637209999999997,0.0616,0.039,99.0295,0.00010659,0.0,0.5031,0.513,0.0572,0.115,4.6068,0.0,0.0092,0.0,0.5024,0.5121,34.5539,34.6357,27.0023,27.0705,1.025,0.956,0.34299999999999997,0.32
524,530.826,979.1460000000001,-106.8584,16.8555,527.0,7.5114,7.4845,35584.0,3.5633790000000003,0.0625,0.039,99.0295,0.00012427,0.0,0.5031,0.5127,0.0573,0.115,4.6068,0.0,0.0093,0.0,0.5024,0.5122,34.5537,34.6339,27.0025,27.0695,0.997,0.86,0.33299999999999996,0.28800000000000003
525,531.835,979.885,-106.8584,16.855520000000002,528.0,7.5106,7.4834,35584.0,3.563354,0.064,0.039,99.0295,0.00011395,0.0,0.5031,0.513,0.0574,0.1148,4.6068,0.0,0.0092,0.0,0.5024,0.512,34.5534,34.6342,27.0024,27.0699,0.997,0.8959999999999999,0.33399999999999996,0.3
526,532.8430000000001,980.6519999999999,-106.8584,16.855520000000002,529.0,7.4978,7.4707,35572.0,3.562321,0.0639,0.039,99.0295,7.8047e-05,0.0,0.5031,0.5127,0.0574,0.1148,4.6068,0.0,0.009,0.0,0.5024,0.5123,34.553,34.6352,27.004,27.0725,0.997,0.993,0.33399999999999996,0.332
527,533.852,981.643,-106.8584,16.855520000000002,530.0,7.482,7.4547,35558.0,3.5608269999999997,0.0639,0.039,99.0295,9.6872e-05,0.0,0.5031,0.5127,0.0574,0.115,4.6068,0.0,0.0091,0.0,0.5024,0.5121,34.5528,34.6344,27.0061,27.0742,0.99,0.903,0.331,0.302
528,534.861,983.7260000000001,-106.8584,16.855520000000002,531.0,7.4631,7.4362,35541.0,3.5590309999999996,0.0639,0.039,99.0295,0.00010792,0.0,0.5031,0.5127,0.0574,0.1149,4.6068,0.0,0.0092,0.0,0.5024,0.5121,34.553,34.6329,27.0089,27.0756,1.0,0.912,0.33399999999999996,0.305
529,535.869,985.4019999999999,-106.8584,16.855520000000002,532.0,7.4605,7.4335,35539.0,3.558821,0.0639,0.039,99.0295,0.00014537,0.0,0.5031,0.5127,0.0574,0.1148,4.6068,0.0,0.0094,0.0,0.5024,0.5121,34.5531,34.6328,27.0094,27.0759,0.9990000000000001,0.971,0.33399999999999996,0.324
530,536.878,986.31,-106.8584,16.855520000000002,533.0,7.4593,7.4327,35539.0,3.558768,0.0639,0.0394,99.02,0.00013174,0.0,0.503,0.5126,0.0574,0.1149,4.6064,0.0,0.0093,0.0,0.5024,0.5121,34.5532,34.6326,27.0097,27.0759,0.9990000000000001,0.9009999999999999,0.33399999999999996,0.301
531,537.886,987.0889999999999,-106.8584,16.855520000000002,534.0,7.4595,7.4327,35539.0,3.558824,0.0639,0.039,99.0298,0.00015902,0.0,0.5031,0.513,0.0574,0.1148,4.6068,0.0,0.0095,0.0,0.5024,0.5121,34.5526,34.6327,27.0092,27.076,0.9990000000000001,0.988,0.33399999999999996,0.33
532,538.895,987.834,-106.8584,16.855520000000002,535.0,7.4503,7.4227,35531.0,3.558062,0.0639,0.0393,99.0212,0.00010699,0.0,0.5031,0.5126,0.0574,0.1148,4.6064,0.0,0.0092,0.0,0.5024,0.5123,34.5525,34.6339,27.0104,27.0784,0.9990000000000001,0.935,0.33399999999999996,0.312
533,539.903,988.655,-106.8584,16.855520000000002,536.0,7.445,7.4177,35526.0,3.5575059999999996,0.0639,0.0398,99.0109,0.00011606,0.0,0.5031,0.5126,0.0574,0.1149,4.6059,0.0,0.0092,0.0,0.5024,0.512,34.5525,34.6324,27.0112,27.0779,1.0,0.8640000000000001,0.33399999999999996,0.289
534,540.9119999999999,990.069,-106.8584,16.855520000000002,537.0,7.4438,7.4166,35526.0,3.557433,0.0641,0.0392,99.024,0.00010448,0.0,0.5031,0.5128,0.0574,0.1148,4.6065,0.0,0.0092,0.0,0.5024,0.512,34.553,34.6322,27.0117,27.0779,1.0,0.863,0.33399999999999996,0.28800000000000003
535,541.9209999999999,992.268,-106.8584,16.855529999999998,538.0,7.4431,7.4161,35526.0,3.557432,0.0639,0.0392,99.0258,0.00011698,0.0,0.5031,0.5128,0.0574,0.1148,4.6066,0.0,0.0092,0.0,0.5024,0.512,34.553,34.6322,27.0119,27.078,1.0,0.9490000000000001,0.33399999999999996,0.317
536,542.929,993.545,-106.8584,16.855529999999998,539.0,7.443,7.4161,35526.0,3.557487,0.0629,0.039,99.0296,6.691399999999999e-05,0.0,0.5031,0.5126,0.0573,0.1149,4.6068,0.0,0.0089,0.0,0.5024,0.5121,34.5526,34.6322,27.0116,27.0781,1.0,0.8759999999999999,0.33399999999999996,0.293
537,543.938,994.5139999999999,-106.8584,16.855520000000002,540.0,7.4424,7.4156,35526.0,3.557485,0.0616,0.039,99.0295,0.00011248,0.0,0.5031,0.5126,0.0572,0.1148,4.6068,0.0,0.0092,0.0,0.5024,0.5122,34.5525,34.6323,27.0116,27.0782,1.0,1.018,0.33399999999999996,0.34
538,544.947,995.4169999999999,-106.8584,16.855520000000002,541.0,7.4415,7.4148,35525.0,3.5574660000000002,0.0639,0.0391,99.0282,7.7364e-05,0.0,0.5031,0.5125,0.0574,0.1148,4.6067,0.0,0.009,0.0,0.5024,0.5122,34.5526,34.6324,27.0119,27.0785,0.978,1.014,0.327,0.33899999999999997
539,545.955,996.342,-106.8584,16.855520000000002,542.0,7.4321,7.4043,35517.0,3.5566370000000003,0.0639,0.039,99.0295,9.3e-05,0.0,0.5031,0.5128,0.0574,0.1148,4.6068,0.0,0.0091,0.0,0.5024,0.5124,34.5526,34.6334,27.0132,27.0807,0.995,0.943,0.332,0.315
540,546.964,997.454,-106.85841,16.855520000000002,543.0,7.4165,7.389,35503.0,3.555242,0.0639,0.0389,99.0311,0.00011917,0.0,0.5031,0.5126,0.0574,0.1167,4.6069,0.0,0.0093,0.0,0.5024,0.5121,34.5524,34.633,27.0153,27.0826,1.037,0.87,0.34600000000000003,0.29100000000000004
541,547.972,999.592,-106.85842,16.855520000000002,544.0,7.3923,7.3638,35481.0,3.553004,0.0639,0.0387,99.0369,0.00010247,0.0,0.5031,0.5129,0.0574,0.1156,4.6072,0.0,0.0092,0.0,0.5024,0.5121,34.5517,34.6333,27.0182,27.0864,0.99,0.9420000000000001,0.33,0.314
542,548.981,1001.416,-106.85842,16.855520000000002,545.0,7.3451,7.3175,35437.0,3.548638,0.0639,0.039,99.0293,0.0001097,0.0,0.5031,0.5127,0.0574,0.1162,4.6068,0.0,0.0092,0.0,0.5025,0.5122,34.5506,34.6315,27.024,27.0916,1.082,0.884,0.361,0.295
543,549.99,1002.268,-106.85842,16.855529999999998,546.0,7.335,7.3077,35428.0,3.547705,0.0639,0.039,99.0295,0.00011295,0.0,0.5031,0.5127,0.0574,0.1171,4.6068,0.0,0.0092,0.0,0.5025,0.5121,34.5501,34.6306,27.025,27.0923,1.022,1.004,0.34,0.33399999999999996
544,550.998,1002.9760000000001,-106.85842,16.855539999999998,547.0,7.3299,7.3028,35424.0,3.547249,0.0639,0.0387,99.036,8.9065e-05,0.0,0.5031,0.5127,0.0574,0.1171,4.6071,0.0,0.0091,0.0,0.5025,0.5126,34.5501,34.63,27.0258,27.0925,1.003,1.048,0.33399999999999996,0.349
545,552.007,1003.645,-106.85842,16.855539999999998,548.0,7.3278,7.301,35422.0,3.5470940000000004,0.0639,0.0379,99.0558,0.00010166,0.0,0.503,0.5127,0.0574,0.1172,4.6081,0.0,0.0091,0.0,0.5025,0.5121,34.5499,34.6297,27.0259,27.0925,0.997,0.878,0.332,0.292
546,553.016,1004.355,-106.85842,16.855539999999998,549.0,7.3261,7.2992,35421.0,3.5469839999999997,0.0639,0.0385,99.041,0.00014849,0.0,0.5031,0.5129,0.0574,0.1171,4.6074,0.0,0.0094,0.0,0.5024,0.5121,34.5499,34.6298,27.0262,27.0929,0.993,0.82,0.331,0.273
547,554.024,1005.2310000000001,-106.85842,16.855539999999998,550.0,7.3203,7.2939,35416.0,3.5465459999999998,0.0639,0.0384,99.043,0.00011626,0.0,0.5031,0.5127,0.0574,0.1166,4.6075,0.0,0.0092,0.0,0.5024,0.512,34.5494,34.6299,27.0266,27.0937,1.037,0.887,0.345,0.29600000000000004
548,555.033,1008.623,-106.85842,16.855539999999998,551.0,7.3244,7.2955,35420.0,3.5466349999999998,0.0639,0.039,99.03,9.115299999999999e-05,0.0,0.5031,0.5128,0.0574,0.1146,4.6068,0.0,0.0091,0.0,0.5025,0.512,34.5499,34.6288,27.0264,27.0926,1.023,0.903,0.341,0.301
549,556.0419999999999,1010.8539999999999,-106.85842,16.855539999999998,552.0,7.3186,7.2917,35415.0,3.546473,0.0639,0.039,99.0295,0.00010693,0.0,0.5031,0.5127,0.0574,0.1149,4.6068,0.0,0.0092,0.0,0.5025,0.512,34.55,34.6302,27.0273,27.0943,1.022,1.012,0.341,0.337
550,557.05,1011.607,-106.85842,16.855539999999998,553.0,7.3132,7.2863,35411.0,3.545951,0.0639,0.039,99.0295,0.00011441,0.0,0.5031,0.5126,0.0574,0.1149,4.6068,0.0,0.0092,0.0,0.5025,0.5123,34.5499,34.6295,27.0281,27.0945,1.023,0.987,0.341,0.32899999999999996
551,558.059,1012.2130000000001,-106.85842,16.855539999999998,554.0,7.3113,7.2842,35409.0,3.5458279999999998,0.0639,0.039,99.0295,3.0603000000000005e-05,0.0,0.5031,0.5124,0.0574,0.1172,4.6068,0.0,0.0087,0.0,0.5025,0.5122,34.5498,34.6298,27.0282,27.0951,1.023,0.92,0.341,0.306
552,559.068,1012.7610000000001,-106.85842,16.855539999999998,555.0,7.3029,7.2751,35402.0,3.5451349999999997,0.0639,0.039,99.0295,0.00011106,0.0,0.5031,0.5128,0.0574,0.1169,4.6068,0.0,0.0092,0.0,0.5025,0.5121,34.5497,34.6308,27.0293,27.0971,1.023,0.8959999999999999,0.341,0.298
553,560.076,1013.297,-106.85842,16.855539999999998,556.0,7.2954,7.2679,35396.0,3.544467,0.0639,0.039,99.0295,6.2145e-05,0.0,0.5031,0.5123,0.0574,0.1172,4.6068,0.0,0.0089,0.0,0.5025,0.512,34.5498,34.6302,27.0305,27.0977,0.988,1.0090000000000001,0.32899999999999996,0.336
554,561.085,1013.8489999999999,-106.85842,16.855539999999998,557.0,7.2806,7.2522,35382.0,3.5431779999999997,0.0639,0.039,99.0295,8.6915e-05,0.0,0.5031,0.5125,0.0574,0.1171,4.6068,0.0,0.0091,0.0,0.5025,0.5124,34.549,34.6314,27.0319,27.1008,0.966,1.054,0.321,0.35100000000000003
555,562.094,1014.5110000000001,-106.85842,16.855539999999998,558.0,7.2521,7.2232,35356.0,3.5406120000000003,0.0639,0.039,99.0295,6.523399999999999e-05,0.0,0.5031,0.5127,0.0574,0.1171,4.6068,0.0,0.0089,0.0,0.5024,0.5123,34.5485,34.6318,27.0355,27.1052,1.0170000000000001,0.9129999999999999,0.33799999999999997,0.303
556,563.102,1017.693,-106.85842,16.85555,559.0,7.2562,7.2271,35360.0,3.540599,0.073,0.039,99.0283,9.4091e-05,0.0,0.5031,0.5127,0.0583,0.1157,4.6067,0.0,0.0091,0.0,0.5025,0.5122,34.5478,34.6273,27.0344,27.1012,1.047,0.9590000000000001,0.348,0.319
557,564.111,1020.5989999999999,-106.85842,16.85556,560.0,7.2589,7.2243,35364.0,3.541087,0.0664,0.0389,99.033,5.4463000000000004e-05,0.0,0.5031,0.5124,0.0576,0.115,4.607,0.0,0.0088,0.0,0.5025,0.5125,34.5495,34.635,27.0354,27.1076,0.995,0.9490000000000001,0.331,0.316
558,565.12,1021.17,-106.85842,16.85556,561.0,7.2032,7.173,35310.0,3.5361029999999998,0.064,0.0382,99.0487,6.736e-05,0.0,0.5031,0.5126,0.0574,0.115,4.6078,0.0,0.0089,0.0,0.5025,0.5121,34.5453,34.6314,27.04,27.112,1.006,0.848,0.33399999999999996,0.282
559,566.129,1021.693,-106.85842,16.85556,562.0,7.1892,7.1613,35299.0,3.5348980000000005,0.0639,0.0384,99.0448,0.00011917,0.0,0.5031,0.5127,0.0574,0.1171,4.6076,0.0,0.0093,0.0,0.5024,0.5122,34.5467,34.6294,27.043,27.1121,1.0170000000000001,0.7390000000000001,0.33799999999999997,0.245
560,567.137,1022.201,-106.85842,16.85556,563.0,7.1653,7.1357,35276.0,3.532739,0.0639,0.0379,99.0557,6.329899999999999e-05,0.0,0.5031,0.5123,0.0574,0.1172,4.6081,0.0,0.0089,0.0,0.5025,0.512,34.5457,34.6309,27.0456,27.1168,1.0659999999999998,0.799,0.354,0.265
561,568.146,1022.7139999999999,-106.85842,16.85556,564.0,7.1441,7.1161,35257.0,3.5307410000000004,0.0639,0.0382,99.0494,8.408299999999999e-05,0.0,0.5031,0.5127,0.0574,0.1151,4.6078,0.0,0.009,0.0,0.5025,0.5118,34.5451,34.6282,27.048,27.1174,0.956,0.975,0.317,0.324
562,569.155,1023.25,-106.85842,16.85556,565.0,7.1352,7.1079,35249.0,3.529901,0.0639,0.0382,99.0483,0.00011497,0.0,0.5031,0.513,0.0574,0.115,4.6077,0.0,0.0092,0.0,0.5023,0.5121,34.5455,34.6267,27.0496,27.1174,0.9670000000000001,1.048,0.321,0.348
563,570.164,1024.002,-106.85842,16.85556,566.0,7.1269,7.0997,35242.0,3.5291690000000004,0.0639,0.0385,99.0425,8.973700000000001e-05,0.0,0.5031,0.513,0.0574,0.1149,4.6074,0.0,0.0091,0.0,0.5025,0.5122,34.5456,34.6265,27.0508,27.1183,1.05,0.889,0.348,0.295
564,571.172,1029.254,-106.85842,16.85556,567.0,7.1416,7.1132,35257.0,3.5307699999999995,0.0639,0.0391,99.0283,8.2899e-05,0.0,0.5031,0.5127,0.0574,0.1148,4.6067,0.0,0.009,0.0,0.5025,0.5122,34.5457,34.6299,27.0489,27.1192,1.023,0.987,0.33899999999999997,0.327
565,572.181,1030.1580000000001,-106.85842,16.85556,568.0,7.1231,7.0889,35240.0,3.528597,0.0639,0.0387,99.0361,0.00012748,0.0,0.5031,0.5123,0.0574,0.1167,4.6071,0.0,0.0093,0.0,0.5025,0.5122,34.5456,34.63,27.0514,27.1226,1.03,0.96,0.342,0.318
566,573.19,1030.8,-106.85842,16.85556,569.0,7.087,7.059,35207.0,3.525629,0.0639,0.0383,99.0472,0.0001082,0.0,0.5031,0.5128,0.0574,0.1171,4.6077,0.0,0.0092,0.0,0.5025,0.5122,34.5449,34.6269,27.0559,27.1244,1.031,0.96,0.342,0.318
567,574.1990000000001,1031.406,-106.85842,16.85556,570.0,7.0824,7.0554,35203.0,3.5252160000000003,0.0639,0.0379,99.0556,8.182e-05,0.0,0.5031,0.513,0.0574,0.1172,4.6081,0.0,0.009,0.0,0.5025,0.5122,34.545,34.6255,27.0566,27.1238,1.031,0.917,0.342,0.304
568,575.207,1032.016,-106.85842,16.85556,571.0,7.0783,7.0512,35199.0,3.524842,0.0639,0.0379,99.0558,7.269e-05,0.0,0.5031,0.5126,0.0574,0.1171,4.6081,0.0,0.009,0.0,0.5025,0.5119,34.5443,34.6252,27.0566,27.1241,1.031,0.882,0.342,0.292
569,576.216,1032.674,-106.85842,16.85556,572.0,7.0689,7.0412,35191.0,3.524024,0.0639,0.0379,99.0558,6.788100000000001e-05,0.0,0.5031,0.5127,0.0574,0.1172,4.6081,0.0,0.0089,0.0,0.5025,0.5123,34.544,34.6257,27.0577,27.1259,1.032,1.026,0.342,0.34
570,577.225,1035.683,-106.85842,16.85556,573.0,7.0776,7.0489,35200.0,3.524599,0.0639,0.0382,99.049,7.3508e-05,0.0,0.5031,0.5127,0.0574,0.1159,4.6078,0.0,0.009,0.0,0.5025,0.5121,34.5445,34.6239,27.0569,27.1234,1.021,0.912,0.33799999999999997,0.302
571,578.234,1039.751,-106.85842,16.85556,574.0,7.0701,7.0435,35194.0,3.524258,0.0639,0.0393,99.0229,8.0126e-05,0.0,0.5031,0.5126,0.0574,0.1152,4.6065,0.0,0.009,0.0,0.5025,0.5121,34.5453,34.6251,27.0585,27.1251,1.0859999999999999,0.9520000000000001,0.36,0.315
