Pressure [dbar],depSMignore,latitude,longitude,t090C,t190C,potemp090C,sal00,sal11,density00,sigma-t00,flSP,sbox0Mm/Kg,oxsolMm/Kg,CStarAt0,CStarTr0,v2,v3,ph,par
428.0,424.939,20.30536,-106.21943999999999,9.0173,9.0174,8.9704,34.6009,34.6085,1028.7402,26.8028,0.0706,0.16699999999999998,281.34455,0.063,98.4367,3.7064,1.0002,-2.5860000000000003,1e-12
429.0,425.93,20.30536,-106.21943999999999,9.0136,9.0138,8.9666,34.6005,34.6081,1028.7451,26.8031,0.07270700000000001,0.191,281.36778,0.0633,98.4286,3.7065,0.9994,-2.59,1e-12
430.0,426.92199999999997,20.30536,-106.21943999999999,9.0092,9.0093,8.9621,34.6,34.6077,1028.7499,26.8034,0.07381,0.193,281.39625,0.0638,98.4174,3.7064,0.9988,-2.588,1e-12
431.0,427.914,20.30536,-106.21943999999999,9.0023,9.0024,8.9551,34.5997,34.6072,1028.7553,26.8043,0.07274,0.18600000000000003,281.43939,0.0631,98.4339,3.7064,0.9983,-2.591,1e-12
432.0,428.906,20.30536,-106.21943999999999,8.9958,8.9958,8.9485,34.5993,34.6068,1028.7607,26.805,0.071189,0.18600000000000003,281.48042000000004,0.0634,98.427,3.7063,0.9978,-2.59,1e-12
433.0,429.897,20.30536,-106.21946000000001,8.9909,8.991,8.9435,34.5991,34.6066,1028.7659,26.8057,0.072882,0.18600000000000003,281.51072999999997,0.0631,98.435,3.7064,0.9979,-2.5869999999999997,1e-12
434.0,430.889,20.30536,-106.21946000000001,8.9867,8.9869,8.9392,34.5987,34.6063,1028.7707,26.806,0.073372,0.18600000000000003,281.53761000000003,0.0632,98.4325,3.706,0.9973,-2.588,1e-12
435.0,431.881,20.30536,-106.21945,8.9782,8.9783,8.9307,34.5983,34.6059,1028.7764,26.8071,0.07273400000000001,0.172,281.5908,0.0634,98.4261,3.7062,0.9971,-2.588,1e-12
436.0,432.87300000000005,20.30536,-106.21943999999999,8.9699,8.9703,8.9222,34.598,34.6056,1028.7821,26.8082,0.073408,0.157,281.64329,0.0627,98.445,3.7064,0.9961,-2.588,1e-12
437.0,433.865,20.30536,-106.21943999999999,8.9604,8.9607,8.9127,34.5976,34.6052,1028.7878,26.8093,0.073262,0.139,281.70236,0.0628,98.4418,3.7064,0.9954,-2.591,1e-12
438.0,434.856,20.30536,-106.21943999999999,8.9506,8.9508,8.9028,34.597,34.6047,1028.7935,26.8104,0.072922,0.21899999999999997,281.76445,0.0629,98.4403,3.7064,0.9942,-2.59,1e-12
439.0,435.848,20.30536,-106.21943999999999,8.9449,8.9453,8.897,34.5967,34.6045,1028.7988,26.8111,0.073424,0.193,281.80031,0.0655,98.3763,3.7067,0.9936,-2.592,1e-12
440.0,436.84,20.30536,-106.21943999999999,8.9331,8.9341,8.8851,34.5967,34.6042,1028.8052,26.813,0.072411,0.177,281.87347,0.0627,98.445,3.7069,0.9931,-2.592,1e-12
441.0,437.832,20.30536,-106.21943999999999,8.9172,8.9173,8.8692,34.5982,34.6059,1028.8136,26.8167,0.074114,0.16399999999999998,281.96839,0.0627,98.4439,3.7066,0.9922,-2.593,1e-12
442.0,438.82300000000004,20.30536,-106.21943999999999,8.9025,8.9025,8.8543,34.5973,34.6048,1028.8199,26.8184,0.074075,0.17,282.06183,0.0628,98.4425,3.7068,0.9913,-2.593,1e-12
443.0,439.815,20.30536,-106.21943999999999,8.8818,8.882,8.8336,34.5969,34.6045,1028.8276,26.8213,0.072352,0.19699999999999998,282.19088,0.063,98.4361,3.707,0.9899,-2.593,1e-12
444.0,440.80699999999996,20.30536,-106.21943999999999,8.8665,8.8672,8.8182,34.596,34.6032,1028.8339,26.823,0.074167,0.184,282.28778,0.0628,98.4415,3.707,0.9889,-2.593,1e-12
445.0,441.79900000000004,20.30536,-106.21943999999999,8.8475,8.8481,8.7992,34.5957,34.603,1028.8414,26.8258,0.073172,0.192,282.40605,0.0631,98.4345,3.707,0.9876,-2.595,1e-12
446.0,442.79,20.30536,-106.21943999999999,8.8389,8.8393,8.7905,34.5948,34.6024,1028.8466,26.8265,0.072771,0.184,282.4616,0.0627,98.4439,3.7069,0.9866,-2.592,1e-12
447.0,443.782,20.30536,-106.21943999999999,8.8318,8.832,8.7833,34.594,34.6016,1028.8517,26.827,0.072036,0.132,282.5072,0.0627,98.4439,3.7069,0.9857,-2.594,1e-12
448.0,444.774,20.30536,-106.21943999999999,8.8236,8.8238,8.7751,34.5935,34.601,1028.8572,26.8279,0.07203899999999999,0.198,282.55922000000004,0.0629,98.439,3.707,0.985,-2.596,1e-12
449.0,445.76599999999996,20.30536,-106.21943999999999,8.8134,8.8136,8.7648,34.593,34.6005,1028.863,26.8291,0.073396,0.183,282.62335,0.0636,98.4235,3.707,0.9841,-2.597,1e-12
450.0,446.75699999999995,20.30536,-106.21943999999999,8.8061,8.8061,8.7574,34.5924,34.6,1028.8683,26.8298,0.07292799999999999,0.188,282.67044,0.0633,98.4308,3.707,0.9835,-2.596,1e-12
451.0,447.749,20.30536,-106.21943999999999,8.7958,8.7963,8.7471,34.5917,34.5992,1028.8739,26.8309,0.072375,0.20199999999999999,282.73551000000003,0.0621,98.4601,3.707,0.9825,-2.594,1e-12
452.0,448.741,20.30536,-106.21943999999999,8.7761,8.7762,8.7272,34.5909,34.5983,1028.8812,26.8334,0.07253,0.174,282.86031,0.0619,98.4649,3.707,0.9818,-2.595,1e-12
453.0,449.73199999999997,20.30536,-106.21943999999999,8.7634,8.7632,8.7145,34.59,34.5974,1028.887,26.8346,0.074809,0.17800000000000002,282.94136000000003,0.0625,98.4482,3.707,0.9809,-2.596,1e-12
454.0,450.724,20.30536,-106.21943999999999,8.7284,8.7282,8.6795,34.5885,34.5958,1028.8962,26.839,0.073366,0.161,283.16281000000004,0.0631,98.4345,3.707,0.9794,-2.5989999999999998,1e-12
455.0,451.716,20.30536,-106.21943999999999,8.6971,8.698,8.6482,34.5886,34.5961,1028.906,26.844,0.074887,0.20199999999999999,283.35778,0.0635,98.4266,3.707,0.9772,-2.6,1e-12
456.0,452.708,20.30536,-106.21943999999999,8.6921,8.6924,8.6431,34.5883,34.5958,1028.9111,26.8445,0.075007,0.191,283.38989,0.0618,98.4683,3.707,0.9757,-2.6,1e-12
457.0,453.699,20.30536,-106.21943999999999,8.6855,8.6856,8.6364,34.5879,34.5954,1028.9164,26.8452,0.072533,0.2,283.43188,0.064,98.4113,3.7071,0.9751,-2.6010000000000004,1e-12
458.0,454.691,20.30536,-106.21943999999999,8.6591,8.6588,8.61,34.5861,34.5939,1028.9239,26.848,0.072335,0.188,283.60074,0.0641,98.4112,3.7071,0.974,-2.6,1e-12
459.0,455.68300000000005,20.30536,-106.21943999999999,8.6387,8.6384,8.5895,34.5859,34.5934,1028.9317,26.851,0.07226,0.18899999999999997,283.72884,0.0623,98.4552,3.7071,0.9725,-2.6039999999999996,1e-12
460.0,456.67400000000004,20.30536,-106.21943999999999,8.621,8.6216,8.5718,34.5853,34.5929,1028.9386,26.8533,0.07359700000000001,0.18899999999999997,283.84123999999997,0.0621,98.46,3.7072,0.971,-2.602,1e-12
461.0,457.666,20.30536,-106.21943999999999,8.6113,8.6115,8.562,34.5846,34.5921,1028.9442,26.8543,0.073409,0.177,283.90327,0.0618,98.4668,3.7072,0.9701,-2.602,1e-12
462.0,458.658,20.30536,-106.21943999999999,8.6064,8.607,8.5571,34.5842,34.5918,1028.9492,26.8547,0.07270900000000001,0.185,283.93458,0.0617,98.4699,3.7075,0.9691,-2.602,1e-12
463.0,459.649,20.30536,-106.21943999999999,8.6043,8.6044,8.5548,34.5837,34.5913,1028.9537,26.8547,0.074451,0.16,283.94916,0.0612,98.4807,3.7073,0.9687,-2.602,1e-12
464.0,460.64099999999996,20.30536,-106.21943999999999,8.5989,8.599,8.5493,34.5833,34.5909,1028.9587,26.8552,0.073629,0.147,283.98389,0.0617,98.4702,3.7073,0.9681,-2.602,1e-12
465.0,461.63300000000004,20.30536,-106.21943999999999,8.588,8.5878,8.5384,34.5821,34.5896,1028.9641,26.8559,0.072949,0.127,284.05424,0.0617,98.4689,3.7073,0.968,-2.602,1e-12
466.0,462.624,20.30536,-106.21943999999999,8.5567,8.5566,8.507,34.5816,34.5891,1028.9734,26.8604,0.074142,0.223,284.25246,0.0616,98.4731,3.7072,0.9665,-2.602,1e-12
467.0,463.616,20.30536,-106.21943999999999,8.5397,8.5388,8.49,34.5807,34.5881,1028.98,26.8623,0.073276,0.166,284.3614,0.0615,98.4753,3.7073,0.9653,-2.603,1e-12
468.0,464.60699999999997,20.30536,-106.21943999999999,8.5174,8.5174,8.4677,34.5801,34.5875,1028.9877,26.8653,0.07399,0.187,284.50245,0.0617,98.469,3.7073,0.9637,-2.603,1e-12
469.0,465.599,20.30536,-106.21943999999999,8.5024,8.5024,8.4526,34.5794,34.5869,1028.9941,26.8671,0.074489,0.17800000000000002,284.59875,0.0619,98.4645,3.7073,0.9624,-2.605,1e-12
470.0,466.591,20.30536,-106.21943999999999,8.4863,8.4862,8.4364,34.579,34.5865,1029.001,26.8692,0.07165,0.172,284.70112,0.0626,98.4468,3.7074,0.9614,-2.6060000000000003,1e-12
471.0,467.582,20.30536,-106.21943999999999,8.47,8.4693,8.4202,34.5786,34.5861,1029.0078,26.8714,0.072492,0.193,284.80438,0.0617,98.4691,3.7078,0.9599,-2.609,1e-12
472.0,468.574,20.30536,-106.21943999999999,8.4607,8.4608,8.4108,34.5784,34.5858,1029.0138,26.8728,0.07259199999999999,0.21600000000000003,284.86345,0.0618,98.4665,3.7081,0.9592,-2.6060000000000003,1e-12
473.0,469.566,20.30536,-106.21943999999999,8.4549,8.455,8.4049,34.5778,34.5854,1029.0188,26.8732,0.072924,0.10099999999999999,284.90119,0.0619,98.4629,3.7078,0.9583,-2.6060000000000003,1e-12
474.0,470.55699999999996,20.30536,-106.21943999999999,8.4196,8.4192,8.3696,34.576,34.5836,1029.0277,26.8772,0.073268,0.16899999999999998,285.12825,0.0608,98.491,3.7075,0.9573,-2.608,1e-12
475.0,471.54900000000004,20.30536,-106.21943999999999,8.4014,8.402,8.3514,34.576,34.5835,1029.0351,26.88,0.07269,0.188,285.24321000000003,0.0606,98.4963,3.7079,0.9554,-2.609,1e-12
476.0,472.541,20.30536,-106.21943999999999,8.3955,8.3956,8.3453,34.5753,34.583,1029.0401,26.8804,0.073696,0.152,285.2822,0.0609,98.4886,3.7081,0.9547,-2.61,1e-12
477.0,473.532,20.30536,-106.21943999999999,8.3851,8.3856,8.3349,34.5751,34.5826,1029.0461,26.8818,0.074071,0.2,285.34796,0.062,98.4629,3.7081,0.9538,-2.61,1e-12
478.0,474.524,20.30536,-106.21943999999999,8.376,8.3753,8.3257,34.5743,34.5819,1029.0515,26.8826,0.075168,0.23600000000000002,285.40727000000004,0.0613,98.4793,3.7082,0.9528,-2.61,1e-12
479.0,475.515,20.30536,-106.21943999999999,8.3599,8.3613,8.3096,34.5741,34.5815,1029.0585,26.8849,0.072253,0.179,285.50995,0.0607,98.4939,3.708,0.9517,-2.61,1e-12
480.0,476.50699999999995,20.30536,-106.21943999999999,8.3537,8.3533,8.3033,34.5736,34.5811,1029.0636,26.8855,0.073635,0.133,285.55007,0.0612,98.4808,3.7081,0.9513,-2.611,1e-12
481.0,477.49800000000005,20.30536,-106.21943999999999,8.3432,8.3437,8.2927,34.5731,34.5807,1029.0695,26.8867,0.073564,0.195,285.6178,0.061,98.4876,3.708,0.9505,-2.612,1e-12
482.0,478.49,20.30536,-106.21943999999999,8.3339,8.3331,8.2833,34.5727,34.5802,1029.0751,26.8877,0.072002,0.19699999999999998,285.67791,0.0611,98.4837,3.708,0.95,-2.611,1e-12
483.0,479.481,20.30536,-106.21943999999999,8.3167,8.3175,8.2661,34.5724,34.5799,1029.0822,26.8902,0.073526,0.179,285.78747000000004,0.061,98.4858,3.7081,0.949,-2.611,1e-12
484.0,480.473,20.30536,-106.21943999999999,8.3117,8.3121,8.261,34.5723,34.5796,1029.0875,26.8908,0.073399,0.20199999999999999,285.81973999999997,0.0613,98.4807,3.7081,0.948,-2.613,1e-12
485.0,481.465,20.30536,-106.21943999999999,8.311,8.3111,8.2602,34.5717,34.5792,1029.0917,26.8905,0.07208400000000001,0.162,285.82537,0.0608,98.4918,3.7082,0.9479,-2.613,1e-12
486.0,482.45599999999996,20.30536,-106.21943999999999,8.3059,8.3062,8.255,34.5713,34.5789,1029.0967,26.8909,0.075198,0.204,285.85817000000003,0.0615,98.4743,3.7081,0.9473,-2.612,1e-12
487.0,483.44800000000004,20.30536,-106.21943999999999,8.3039,8.3044,8.2529,34.5712,34.5787,1029.1014,26.8911,0.07310499999999999,0.095,285.871,0.0625,98.4501,3.7082,0.9473,-2.611,1e-12
488.0,484.439,20.30536,-106.21943999999999,8.3038,8.3043,8.2527,34.571,34.5785,1029.1058,26.891,0.07309299999999999,0.078,285.8722,0.0607,98.4941,3.7081,0.9468,-2.613,1e-12
489.0,485.431,20.30536,-106.21943999999999,8.2983,8.2984,8.2471,34.5706,34.5781,1029.111,26.8916,0.074418,0.159,285.90821,0.0608,98.4914,3.7082,0.9465,-2.613,1e-12
490.0,486.42199999999997,20.30536,-106.21943999999999,8.2705,8.2703,8.2193,34.5694,34.5769,1029.1191,26.8949,0.07327,0.285,286.08735,0.0606,98.4961,3.7081,0.9456,-2.615,1e-12
491.0,487.414,20.30536,-106.21943999999999,8.2251,8.2249,8.174,34.5691,34.5764,1029.1307,26.9015,0.073074,0.23600000000000002,286.37669,0.0608,98.4908,3.7082,0.9437,-2.616,1e-12
492.0,488.405,20.30536,-106.21943999999999,8.1894,8.1886,8.1383,34.5691,34.5766,1029.141,26.9069,0.072891,0.165,286.60469,0.0605,98.4988,3.7082,0.9413,-2.617,1e-12
493.0,489.397,20.30536,-106.21943999999999,8.1782,8.1774,8.127,34.5688,34.5764,1029.1471,26.9084,0.07505,0.153,286.67675,0.0608,98.4915,3.7083,0.9395,-2.615,1e-12
494.0,490.38800000000003,20.30536,-106.21943999999999,8.1704,8.1709,8.1191,34.5684,34.5759,1029.1525,26.9093,0.077445,0.217,286.72733999999997,0.062,98.4606,3.7082,0.9385,-2.6189999999999998,1e-12
495.0,491.38,20.30536,-106.21943999999999,8.1662,8.167,8.1149,34.568,34.5755,1029.1574,26.9096,0.074973,0.142,286.75491,0.0608,98.4928,3.7082,0.938,-2.617,1e-12
496.0,492.371,20.30536,-106.21943999999999,8.1617,8.1619,8.1103,34.5678,34.5753,1029.1625,26.9101,0.076029,0.12300000000000001,286.78401,0.0606,98.4951,3.7083,0.9372,-2.617,1e-12
497.0,493.36300000000006,20.30536,-106.21943999999999,8.1586,8.1588,8.107,34.5674,34.5749,1029.1672,26.9103,0.07531900000000001,0.201,286.80503999999996,0.0617,98.4707,3.7082,0.9369,-2.6189999999999998,1e-12
498.0,494.35400000000004,20.30536,-106.21943999999999,8.1471,8.1471,8.0955,34.5667,34.5743,1029.173,26.9114,0.076431,0.091,286.87991,0.0605,98.4999,3.7083,0.936,-2.617,1e-12
499.0,495.346,20.30536,-106.21943999999999,8.1376,8.1377,8.0859,34.5666,34.5743,1029.179,26.9128,0.07646599999999999,0.203,286.94066000000004,0.0602,98.506,3.7083,0.9354,-2.617,1e-12
500.0,496.337,20.30536,-106.21943999999999,8.1211,8.1211,8.0693,34.5655,34.573,1029.1853,26.9144,0.076556,0.228,287.04897,0.0603,98.5031,3.7083,0.9348,-2.62,1e-12
501.0,497.329,20.30536,-106.21943999999999,8.11,8.1102,8.0582,34.5653,34.5728,1029.1915,26.916,0.077566,0.136,287.12047,0.0598,98.5161,3.7082,0.9339,-2.6189999999999998,1e-12
502.0,498.32,20.30536,-106.21943999999999,8.1077,8.1079,8.0558,34.565,34.5725,1029.1961,26.916,0.07691,0.16899999999999998,287.13552000000004,0.0605,98.5,3.7082,0.9331,-2.6189999999999998,1e-12
503.0,499.31199999999995,20.30536,-106.21943999999999,8.1036,8.1037,8.0516,34.5647,34.5723,1029.2011,26.9165,0.075285,0.11199999999999999,287.16241,0.0606,98.4957,3.7083,0.9325,-2.6189999999999998,1e-12
504.0,500.30300000000005,20.30536,-106.21943999999999,8.1007,8.1009,8.0487,34.5647,34.5722,1029.206,26.9169,0.077114,0.171,287.18048,0.0606,98.495,3.7084,0.9322,-2.6210000000000004,1e-12
505.0,501.295,20.30536,-106.21943999999999,8.0972,8.0974,8.0451,34.5645,34.5722,1029.211,26.9173,0.075431,0.171,287.20361,0.0607,98.494,3.7083,0.9317,-2.6189999999999998,1e-12
506.0,502.286,20.30536,-106.21943999999999,8.0951,8.0952,8.0428,34.5646,34.5721,1029.2159,26.9176,0.07431,0.207,287.21731,0.0606,98.4961,3.7083,0.9315,-2.6189999999999998,1e-12
507.0,503.277,20.30536,-106.21943999999999,8.0895,8.0897,8.0371,34.5644,34.572,1029.2211,26.9183,0.074436,0.135,287.25363,0.0606,98.4961,3.7083,0.931,-2.6180000000000003,1e-12
508.0,504.269,20.30536,-106.21943999999999,8.0832,8.0834,8.0308,34.5642,34.5718,1029.2265,26.9191,0.074942,0.134,287.29418,0.0606,98.4961,3.7082,0.9308,-2.6189999999999998,1e-12
509.0,505.26,20.30536,-106.21943999999999,8.0698,8.0705,8.0173,34.5636,34.5712,1029.2328,26.9207,0.073989,0.141,287.38104,0.0608,98.4922,3.7086,0.9298,-2.6210000000000004,1e-12
510.0,506.25199999999995,20.30536,-106.21943999999999,8.0469,8.0472,7.9944,34.5635,34.5711,1029.2408,26.924,0.07696499999999999,0.203,287.52856,0.0606,98.4962,3.7089,0.9289,-2.622,1e-12
511.0,507.24300000000005,20.30536,-106.21943999999999,8.0331,8.0332,7.9805,34.5634,34.5709,1029.2475,26.926,0.07616,0.174,287.61731000000003,0.0607,98.4934,3.7089,0.9279,-2.623,1e-12
512.0,508.235,20.30536,-106.21943999999999,8.0303,8.0306,7.9777,34.5631,34.5706,1029.2522,26.9262,0.07725499999999999,0.106,287.63602000000003,0.0597,98.521,3.709,0.927,-2.623,1e-12
513.0,509.226,20.30536,-106.21943999999999,8.028,8.0282,7.9752,34.5628,34.5702,1029.2569,26.9263,0.077675,0.161,287.65148,0.0597,98.5202,3.7086,0.9263,-2.62,1e-12
514.0,510.218,20.30536,-106.21943999999999,8.0268,8.027,7.9739,34.5625,34.57,1029.2613,26.9262,0.077737,0.163,287.65981,0.0595,98.5243,3.7084,0.9261,-2.6210000000000004,1e-12
515.0,511.209,20.30536,-106.21943999999999,8.0176,8.0179,7.9647,34.5622,34.5697,1029.2671,26.9274,0.07571699999999999,0.109,287.71934,0.0607,98.4954,3.7085,0.9257,-2.6210000000000004,1e-12
516.0,512.201,20.30536,-106.21943999999999,8.0011,8.0011,7.9482,34.5625,34.5699,1029.2745,26.9301,0.075251,0.22699999999999998,287.8248,0.0601,98.5094,3.7089,0.9248,-2.623,1e-12
517.0,513.192,20.30536,-106.21943999999999,7.9928,7.9929,7.9398,34.5623,34.5698,1029.2802,26.9311,0.077568,0.12300000000000001,287.87846,0.0605,98.4988,3.7088,0.9241,-2.623,1e-12
518.0,514.183,20.30536,-106.21943999999999,7.9788,7.9786,7.9257,34.5613,34.5688,1029.2862,26.9325,0.07614800000000001,0.158,287.9711,0.0609,98.489,3.7088,0.9235,-2.622,1e-12
519.0,515.175,20.30536,-106.21943999999999,7.9559,7.9559,7.9028,34.5601,34.5675,1029.2934,26.9349,0.077642,0.16399999999999998,288.12086,0.0604,98.5023,3.7089,0.922,-2.625,1e-12
520.0,516.1659999999999,20.30536,-106.21943999999999,7.9431,7.9433,7.89,34.5596,34.5671,1029.2996,26.9364,0.076761,0.16,288.20422,0.0601,98.5094,3.7087,0.9207,-2.625,1e-12
521.0,517.1569999999999,20.30536,-106.21943999999999,7.9382,7.9384,7.885,34.5591,34.5666,1029.3045,26.9368,0.075923,0.147,288.23705,0.0602,98.5056,3.7089,0.92,-2.627,1e-12
522.0,518.149,20.30536,-106.21943999999999,7.9294,7.9295,7.8761,34.5587,34.5662,1029.3101,26.9378,0.077794,0.196,288.29475,0.0597,98.5202,3.7094,0.9194,-2.627,1e-12
523.0,519.14,20.30536,-106.21943999999999,7.9177,7.9178,7.8643,34.5582,34.5657,1029.3161,26.9391,0.078614,0.10300000000000001,288.37146,0.0598,98.5179,3.7092,0.9186,-2.628,1e-12
524.0,520.131,20.30536,-106.21943999999999,7.8948,7.8949,7.8414,34.5572,34.5647,1029.3235,26.9417,0.076568,0.17300000000000001,288.52092999999996,0.0605,98.4992,3.7092,0.9178,-2.625,1e-12
525.0,521.123,20.30536,-106.21943999999999,7.8733,7.8733,7.8199,34.5566,34.564,1029.331,26.9445,0.076252,0.248,288.66132000000005,0.0598,98.5166,3.7092,0.9163,-2.628,1e-12
526.0,522.114,20.30536,-106.21943999999999,7.8546,7.8548,7.8012,34.5557,34.5631,1029.3377,26.9465,0.076544,0.179,288.78434,0.0604,98.5013,3.7094,0.9148,-2.6289999999999996,1e-12
527.0,523.106,20.30536,-106.21943999999999,7.8396,7.8398,7.7861,34.555,34.5624,1029.3441,26.9481,0.075003,0.17800000000000002,288.88313,0.0603,98.5052,3.7094,0.9134,-2.627,1e-12
528.0,524.097,20.30536,-106.21943999999999,7.8374,7.8374,7.7838,34.5545,34.562,1029.3486,26.9481,0.075987,0.205,288.89816,0.06,98.5123,3.7094,0.9129,-2.6289999999999996,1e-12
529.0,525.0880000000001,20.30536,-106.21943999999999,7.8357,7.8357,7.782,34.554,34.5615,1029.353,26.948,0.077323,0.107,288.91022999999996,0.0596,98.5231,3.7094,0.9125,-2.6289999999999996,1e-12
530.0,526.08,20.30536,-106.21943999999999,7.8188,7.8186,7.7651,34.5533,34.5608,1029.3596,26.9499,0.07662999999999999,0.059000000000000004,289.02123,0.0597,98.5192,3.7093,0.9115,-2.6289999999999996,1e-12
531.0,527.071,20.30536,-106.21943999999999,7.7982,7.7986,7.7444,34.5527,34.5602,1029.367,26.9525,0.075745,0.215,289.1561,0.0596,98.5223,3.7094,0.9108,-2.627,1e-12
532.0,528.062,20.30536,-106.21943999999999,7.7548,7.7546,7.7012,34.5522,34.5596,1029.3779,26.9584,0.076583,0.192,289.4387,0.0596,98.5223,3.7094,0.9086,-2.6289999999999996,1e-12
533.0,529.054,20.30536,-106.21943999999999,7.742,7.7421,7.6883,34.5523,34.5598,1029.3845,26.9604,0.07784500000000001,0.187,289.52198,0.06,98.5123,3.7094,0.9073,-2.6319999999999997,1e-12
534.0,530.045,20.30536,-106.21943999999999,7.7383,7.7382,7.6844,34.5519,34.5593,1029.3894,26.9607,0.077432,0.124,289.547,0.0603,98.5034,3.7094,0.906,-2.633,1e-12
535.0,531.036,20.30536,-106.21946000000001,7.7364,7.7364,7.6825,34.5514,34.5589,1029.3938,26.9605,0.076793,0.11900000000000001,289.55997,0.0599,98.5157,3.7095,0.9054,-2.6319999999999997,1e-12
536.0,532.028,20.30536,-106.21945,7.7325,7.7333,7.6785,34.5511,34.5585,1029.3987,26.9609,0.075142,0.196,289.58612,0.0597,98.5198,3.7094,0.9053,-2.6310000000000002,1e-12
537.0,533.019,20.30536,-106.21943999999999,7.7229,7.7226,7.6688,34.551,34.5585,1029.4047,26.9622,0.07710399999999999,0.076,289.64907999999997,0.0597,98.5204,3.7094,0.905,-2.6310000000000002,1e-12
538.0,534.01,20.30536,-106.21943999999999,7.7155,7.7158,7.6613,34.5513,34.5588,1029.4106,26.9635,0.075478,0.163,289.69646,0.0595,98.5234,3.7094,0.904,-2.6289999999999996,1e-12
539.0,535.002,20.30536,-106.21943999999999,7.7126,7.7128,7.6584,34.5512,34.5587,1029.4155,26.9638,0.077356,0.147,289.71512,0.0597,98.5203,3.7094,0.9038,-2.6319999999999997,1e-12
540.0,535.993,20.30536,-106.21943999999999,7.7063,7.7064,7.6519,34.5511,34.5585,1029.4209,26.9646,0.076427,0.16,289.75707,0.0596,98.5214,3.7094,0.903,-2.6319999999999997,1e-12
541.0,536.984,20.30536,-106.21943999999999,7.6978,7.698,7.6435,34.5509,34.5584,1029.4266,26.9658,0.075962,0.113,289.81208,0.0591,98.5349,3.7094,0.9025,-2.634,1e-12
542.0,537.975,20.30536,-106.21943999999999,7.6897,7.6898,7.6352,34.5507,34.5582,1029.4323,26.9668,0.07711900000000001,0.12,289.86571000000004,0.0597,98.5208,3.7095,0.902,-2.634,1e-12
543.0,538.967,20.30536,-106.21943999999999,7.6562,7.6557,7.6017,34.5505,34.5579,1029.4419,26.9715,0.076127,0.114,290.08466,0.0594,98.528,3.7094,0.9009,-2.637,1e-12
544.0,539.9580000000001,20.30536,-106.21943999999999,7.6354,7.6353,7.581,34.5505,34.5578,1029.4497,26.9745,0.07816000000000001,0.16899999999999998,290.22011000000003,0.0601,98.5089,3.7097,0.8995,-2.636,1e-12
545.0,540.9490000000001,20.30536,-106.21943999999999,7.6077,7.6075,7.5533,34.5499,34.5574,1029.4581,26.978,0.077708,0.17800000000000002,290.40237,0.0597,98.5192,3.7095,0.8975,-2.639,1e-12
546.0,541.94,20.30536,-106.21943999999999,7.5962,7.5963,7.5417,34.5498,34.5571,1029.4643,26.9796,0.07857,0.153,290.47805,0.0595,98.5249,3.7098,0.8964,-2.636,1e-12
547.0,542.932,20.30536,-106.21943999999999,7.5928,7.5931,7.5383,34.5492,34.5567,1029.4689,26.9797,0.079899,0.193,290.50131,0.0596,98.5223,3.7095,0.8954,-2.637,1e-12
548.0,543.923,20.30536,-106.21943999999999,7.5899,7.5902,7.5353,34.5488,34.5561,1029.4736,26.9798,0.077731,0.13,290.52112,0.0592,98.5315,3.7094,0.8948,-2.635,1e-12
549.0,544.914,20.30536,-106.21943999999999,7.5894,7.5896,7.5346,34.5485,34.5559,1029.4779,26.9796,0.077335,0.151,290.52531,0.0606,98.4975,3.7095,0.8946,-2.637,1e-12
550.0,545.905,20.30536,-106.21943999999999,7.5887,7.5889,7.5338,34.5481,34.5556,1029.4823,26.9794,0.07743,0.08800000000000001,290.5308,0.0598,98.5163,3.7096,0.8946,-2.637,1e-12
551.0,546.8969999999999,20.30536,-106.21943999999999,7.5883,7.5887,7.5333,34.5479,34.5554,1029.4867,26.9793,0.077638,0.16399999999999998,290.53368,0.0605,98.499,3.7096,0.8945,-2.636,1e-12
552.0,547.888,20.30536,-106.21943999999999,7.5835,7.584,7.5285,34.5475,34.5549,1029.4917,26.9797,0.079873,0.1,290.56567,0.0596,98.5207,3.7096,0.8943,-2.636,1e-12
553.0,548.879,20.30536,-106.21943999999999,7.5721,7.5725,7.517,34.5476,34.5551,1029.4981,26.9814,0.077562,0.098,290.64014,0.0596,98.5223,3.7094,0.8933,-2.637,1e-12
554.0,549.87,20.30536,-106.21943999999999,7.5686,7.5688,7.5134,34.5475,34.555,1029.503,26.9818,0.07849600000000001,0.124,290.66352,0.0595,98.5235,3.7095,0.8931,-2.635,1e-12
555.0,550.862,20.30536,-106.21943999999999,7.5649,7.565,7.5096,34.5473,34.5549,1029.508,26.9823,0.078837,0.147,290.68806,0.0595,98.5235,3.7096,0.893,-2.638,1e-12
556.0,551.8530000000001,20.30536,-106.21943999999999,7.5443,7.5438,7.489,34.5472,34.5547,1029.5156,26.9851,0.078275,0.162,290.82335,0.0593,98.5305,3.7097,0.8919,-2.64,1e-12
557.0,552.844,20.30536,-106.21943999999999,7.5093,7.5086,7.454,34.5476,34.5551,1029.5259,26.9905,0.077541,0.12,291.05234,0.0594,98.5267,3.7096,0.8903,-2.641,1e-12
558.0,553.835,20.30536,-106.21943999999999,7.4869,7.4866,7.4316,34.5476,34.5552,1029.534,26.9937,0.08067,0.252,291.19929,0.0596,98.5222,3.71,0.889,-2.64,1e-12
