Pressure [dbar],timeS,longitude,latitude,depSMignore,t090C,t190C,c0S/m,c1S/m,flSP,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mg/L,sbox0Mm/Kg,sbeox0PS
296.0,471.49,-106.07342,20.2636,296,11.0659,11.0664,3.896331,3.896632,0.075876,12.3486,4.5632,0.050671,0,4.5632,0.0253,0.5079,0,4.6116,0,0.0049,0,0.5076,34.7275,34.73,26.5581,26.56,0.0376,1.144,0.425
297.0,472.401,-106.07342,20.2636,297,11.0612,11.0617,3.895896,3.896187,0.074799,12.3469,4.5651,0.050671,0,4.5651,0.0249,0.5079,0,4.6123,0,0.0049,0,0.5076,34.7271,34.7296,26.5587,26.5605,0.0376,1.144,0.425
298.0,473.342,-106.07342,20.2636,298,11.0384,11.0382,3.893598,3.893832,0.089366,12.3474,4.5646,0.050671,0,4.5646,0.0298,0.5079,0,4.6134,0,0.0049,0,0.5076,34.7254,34.7278,26.5614,26.5634,0.0376,1.145,0.425
299.0,474.371,-106.07342,20.2636,299,11.0222,11.0223,3.892013,3.892269,0.074081,12.3472,4.5648,0.050671,0,4.5648,0.0247,0.5079,0,4.5889,0,0.0049,0,0.5076,34.7244,34.7269,26.5637,26.5655,0.0376,1.146,0.426
300.0,475.324,-106.07342,20.2636,300,11.0124,11.0127,3.891068,3.891343,0.1007,12.3481,4.5637,0.050671,0,4.5637,0.0336,0.5079,0,4.5071,0,0.0049,0,0.5076,34.7238,34.7263,26.5649,26.5668,0.0376,1.146,0.426
301.0,476.129,-106.07342,20.2636,301,11.0031,11.0036,3.890203,3.890508,0.07405,12.3481,4.5638,0.050671,0,4.5638,0.0247,0.5079,0,4.5366,0,0.0049,0,0.5076,34.7236,34.7261,26.5665,26.5683,0.0377,1.147,0.426
302.0,476.813,-106.07342,20.2636,302,10.9954,10.9955,3.889528,3.889797,0.074765,12.3477,4.5643,0.050671,0,4.5643,0.0249,0.5079,0,4.6072,0,0.0049,0,0.5076,34.7236,34.7262,26.5679,26.5699,0.0374,1.137,0.422
303.0,477.461,-106.07342,20.2636,303,10.9894,10.9896,3.889013,3.889292,0.075706,12.3476,4.5643,0.050671,0,4.5643,0.0252,0.5078,0,4.5089,0,0.0049,0,0.5075,34.7237,34.7263,26.5691,26.571,0.0372,1.134,0.421
304.0,478.119,-106.07342,20.2636,304,10.9715,10.9716,3.887216,3.887447,0.076698,12.3471,4.5649,0.050671,0,4.5649,0.0255,0.5079,0,4.5078,0,0.0049,0,0.5076,34.7223,34.7245,26.5712,26.5729,0.038,1.155,0.429
305.0,478.906,-106.07342,20.2636,305,10.9386,10.9382,3.883871,3.884073,0.075475,12.3474,4.5645,0.050671,0,4.5645,0.0251,0.5079,0,4.509,0,0.0049,0,0.5076,34.7196,34.7219,26.575,26.5769,0.0379,1.153,0.427
306.0,480.259,-106.07342,20.2636,306,10.9108,10.9118,3.881135,3.881523,0.075905,12.3474,4.5645,0.050671,0,4.5645,0.0253,0.5079,0,4.5093,0,0.0049,0,0.5076,34.7181,34.721,26.5789,26.581,0.0378,1.15,0.426
307.0,482.071,-106.07342,20.2636,307,10.8909,10.8917,3.879169,3.879525,0.076258,12.3486,4.5632,0.050671,0,4.5632,0.0254,0.5079,0,4.5092,0,0.0049,0,0.5076,34.7168,34.7196,26.5815,26.5835,0.0378,1.15,0.426
308.0,483.437,-106.07342,20.2636,308,10.8694,10.8692,3.87704,3.877275,0.075824,12.3473,4.5646,0.050671,0,4.5646,0.0252,0.5079,0,4.5096,0,0.0049,0,0.5076,34.7154,34.718,26.5843,26.5863,0.0377,1.146,0.424
309.0,484.64,-106.07342,20.2636,309,10.8532,10.8532,3.875482,3.875727,0.075426,12.3505,4.561,0.050671,0,4.561,0.0251,0.5079,0,4.5418,0,0.0049,0,0.5076,34.7147,34.7171,26.5866,26.5885,0.0376,1.145,0.424
310.0,485.681,-106.07342,20.2636,310,10.8492,10.8497,3.875131,3.875428,0.075168,12.3488,4.5629,0.050671,0,4.5629,0.025,0.5079,0,4.5651,0,0.0049,0,0.5076,34.7146,34.7171,26.5873,26.5891,0.0378,1.151,0.426
311.0,486.562,-106.07342,20.2636,311,10.845,10.8451,3.87474,3.875006,0.076007,12.347,4.565,0.050671,0,4.565,0.0253,0.5078,0,4.5498,0,0.0049,0,0.5075,34.7142,34.7167,26.5878,26.5897,0.0376,1.145,0.424
312.0,487.342,-106.07344,20.2636,312,10.8399,10.8407,3.874264,3.874617,0.07628,12.3481,4.5638,0.050671,0,4.5638,0.0254,0.5079,0,4.5093,0,0.0049,0,0.5076,34.7138,34.7165,26.5883,26.5903,0.0382,1.163,0.43
313.0,488.08,-106.07344,20.26362,313,10.8295,10.83,3.873262,3.873543,0.075688,12.3471,4.5649,0.050671,0,4.5649,0.0252,0.5079,0,4.567,0,0.0049,0,0.5076,34.7132,34.7155,26.5898,26.5915,0.0379,1.153,0.426
314.0,488.808,-106.07344,20.26362,314,10.8254,10.825,3.872915,3.873129,0.076511,12.3476,4.5644,0.050671,0,4.5644,0.0255,0.5079,0,4.566,0,0.0049,0,0.5076,34.7131,34.7157,26.5905,26.5925,0.0379,1.153,0.427
315.0,489.564,-106.07344,20.26362,315,10.8226,10.8228,3.872688,3.87295,0.075088,12.3474,4.5645,0.050671,0,4.5645,0.025,0.5079,0,4.5959,0,0.0049,0,0.5076,34.7131,34.7154,26.5909,26.5927,0.0379,1.153,0.427
316.0,490.413,-106.07344,20.26362,316,10.8159,10.8161,3.872053,3.872306,0.075647,12.3484,4.5634,0.050671,0,4.5634,0.0252,0.5079,0,4.6157,0,0.0049,0,0.5076,34.7126,34.7149,26.5918,26.5936,0.0379,1.154,0.427
317.0,491.41,-106.07344,20.26362,317,10.8067,10.8069,3.871171,3.87143,0.074695,12.3483,4.5635,0.050671,0,4.5635,0.0249,0.5079,0,4.6178,0,0.0049,0,0.5076,34.7121,34.7145,26.593,26.5949,0.0378,1.15,0.425
318.0,492.528,-106.07344,20.26361,318,10.7981,10.7984,3.870351,3.870626,0.074751,12.3489,4.5628,0.050671,0,4.5628,0.0249,0.5079,0,4.6184,0,0.0049,0,0.5076,34.7115,34.714,26.5942,26.5961,0.0375,1.14,0.422
319.0,493.823,-106.07344,20.2636,319,10.7938,10.7946,3.86998,3.870301,0.075189,12.3468,4.5652,0.050812,0,4.5652,0.025,0.5079,0,2.5228,0,0.0061,0,0.5076,34.7114,34.7139,26.5949,26.5966,0.0381,1.16,0.429
320.0,495.281,-106.07344,20.2636,320,10.7871,10.7886,3.869326,3.869715,0.076038,12.3473,4.5646,0.050666,0,4.5646,0.0253,0.5079,0,4.6963,0,0.0049,0,0.5076,34.7108,34.7133,26.5956,26.5973,0.0379,1.155,0.427
321.0,496.523,-106.07344,20.2636,321,10.78,10.7802,3.868662,3.86893,0.075466,12.35,4.5616,0.050671,0,4.5616,0.0251,0.5079,0,4.6167,0,0.0049,0,0.5076,34.7104,34.7129,26.5966,26.5985,0.0378,1.149,0.425
322.0,497.528,-106.07344,20.2636,322,10.7745,10.7742,3.868175,3.868396,0.075592,12.3465,4.5656,0.050671,0,4.5656,0.0252,0.5078,0,4.6167,0,0.0049,0,0.5075,34.7103,34.7128,26.5975,26.5995,0.0377,1.149,0.424
323.0,498.444,-106.07344,20.2636,323,10.7587,10.7593,3.866647,3.866946,0.076065,12.3472,4.5648,0.050671,0,4.5648,0.0253,0.5079,0,4.6167,0,0.0049,0,0.5076,34.7095,34.7119,26.5997,26.6015,0.0379,1.155,0.426
324.0,499.348,-106.07344,20.2636,324,10.7418,10.7417,3.865012,3.865236,0.075096,12.3478,4.564,0.050671,0,4.564,0.025,0.5078,0,4.615,0,0.0049,0,0.5075,34.7087,34.711,26.6021,26.6039,0.0382,1.164,0.43
325.0,500.275,-106.07344,20.26362,325,10.719,10.7191,3.862826,3.863066,0.076265,12.3468,4.5652,0.050671,0,4.5652,0.0254,0.508,0,4.6095,0,0.0049,0,0.5077,34.708,34.7102,26.6056,26.6074,0.038,1.158,0.427
326.0,501.181,-106.07344,20.26362,326,10.7061,10.7063,3.861615,3.861885,0.076555,12.3471,4.5648,0.050671,0,4.5648,0.0255,0.5078,0,4.5675,0,0.0049,0,0.5075,34.7076,34.7101,26.6076,26.6095,0.0377,1.149,0.424
327.0,502.019,-106.07344,20.26362,327,10.6981,10.6982,3.860853,3.861126,0.076734,12.3479,4.564,0.050671,0,4.564,0.0255,0.5079,0,4.5768,0,0.0049,0,0.5076,34.707,34.7097,26.6086,26.6107,0.0383,1.164,0.429
328.0,502.778,-106.07344,20.26362,328,10.6941,10.6943,3.860504,3.860779,0.077335,12.3471,4.5648,0.050671,0,4.5648,0.0257,0.5079,0,4.5703,0,0.0049,0,0.5076,34.7069,34.7095,26.6093,26.6112,0.0381,1.159,0.427
329.0,503.52,-106.07344,20.26362,329,10.6879,10.6879,3.859926,3.860159,0.074484,12.3493,4.5623,0.050671,0,4.5623,0.0248,0.5079,0,4.5664,0,0.0049,0,0.5076,34.7065,34.7089,26.6101,26.6119,0.0381,1.159,0.427
330.0,504.361,-106.07344,20.26362,330,10.6618,10.6615,3.857296,3.857486,0.075944,12.3481,4.5638,0.050671,0,4.5638,0.0253,0.5079,0,4.562,0,0.0049,0,0.5076,34.7045,34.7067,26.6131,26.6149,0.0381,1.16,0.428
331.0,505.752,-106.07344,20.2636,331,10.6508,10.6513,3.856268,3.85657,0.085738,12.3478,4.5641,0.050671,0,4.5641,0.0286,0.5079,0,4.5609,0,0.0049,0,0.5076,34.7041,34.7067,26.6147,26.6167,0.0381,1.16,0.428
332.0,507.6,-106.07344,20.2636,332,10.6424,10.6428,3.855495,3.855781,0.076161,12.3469,4.5651,0.050671,0,4.5651,0.0253,0.5079,0,4.5185,0,0.0049,0,0.5076,34.7039,34.7063,26.6161,26.6179,0.0381,1.161,0.428
333.0,508.751,-106.07344,20.2636,333,10.6356,10.6356,3.854868,3.855098,0.083438,12.3471,4.5648,0.050671,0,4.5648,0.0278,0.5079,0,4.5309,0,0.0049,0,0.5076,34.7035,34.7059,26.6171,26.6189,0.0379,1.153,0.425
334.0,509.595,-106.07344,20.2636,334,10.6166,10.6164,3.853005,3.853249,0.080741,12.3478,4.5642,0.050671,0,4.5642,0.0269,0.5078,0,4.5679,0,0.0049,0,0.5075,34.7024,34.705,26.6195,26.6216,0.0379,1.153,0.425
335.0,510.384,-106.07344,20.2636,335,10.5935,10.5932,3.85073,3.850926,0.076977,12.3497,4.5619,0.050671,0,4.5619,0.0256,0.5079,0,4.5684,0,0.0049,0,0.5076,34.701,34.7033,26.6225,26.6244,0.0383,1.165,0.429
336.0,511.227,-106.07344,20.2636,336,10.5763,10.5764,3.84908,3.849327,0.076414,12.3493,4.5624,0.050671,0,4.5624,0.0254,0.5078,0,4.5706,0,0.0049,0,0.5075,34.7003,34.7027,26.625,26.6269,0.0379,1.153,0.424
337.0,512.178,-106.07344,20.2636,337,10.5683,10.5684,3.848285,3.848533,0.075709,12.3473,4.5646,0.050671,0,4.5646,0.0252,0.5079,0,4.5675,0,0.0049,0,0.5076,34.6995,34.7018,26.6258,26.6276,0.0385,1.172,0.431
338.0,513.203,-106.07344,20.2636,338,10.5472,10.5472,3.846246,3.846494,0.076479,12.3472,4.5647,0.050671,0,4.5647,0.0255,0.5079,0,4.5689,0,0.0049,0,0.5076,34.6985,34.7011,26.6288,26.6308,0.0382,1.164,0.428
339.0,514.23,-106.07342,20.2636,339,10.526,10.5254,3.844164,3.844357,0.076312,12.3478,4.564,0.050671,0,4.564,0.0254,0.5079,0,4.5678,0,0.0049,0,0.5076,34.6973,34.6998,26.6316,26.6336,0.0383,1.165,0.428
340.0,515.271,-106.07342,20.2636,340,10.5118,10.5123,3.842863,3.843138,0.076786,12.3486,4.5632,0.050671,0,4.5632,0.0256,0.5079,0,4.5307,0,0.0049,0,0.5076,34.6972,34.6995,26.634,26.6358,0.0383,1.165,0.428
341.0,516.281,-106.07342,20.2636,341,10.5019,10.5017,3.841884,3.842108,0.077078,12.3471,4.5649,0.050671,0,4.5649,0.0257,0.5079,0,4.5427,0,0.0049,0,0.5076,34.6962,34.6987,26.635,26.637,0.0382,1.163,0.427
342.0,517.228,-106.07342,20.2636,342,10.4892,10.4898,3.84069,3.840995,0.076304,12.3492,4.5626,0.050671,0,4.5626,0.0254,0.5078,0,4.5929,0,0.0049,0,0.5075,34.6959,34.6984,26.637,26.6388,0.0374,1.14,0.418
343.0,518.137,-106.07342,20.2636,343,10.475,10.4752,3.839291,3.839539,0.076191,12.3493,4.5624,0.050671,0,4.5624,0.0254,0.5078,0,4.6104,0,0.0049,0,0.5075,34.6949,34.6972,26.6387,26.6405,0.0379,1.153,0.423
344.0,519.067,-106.07342,20.2636,344,10.4648,10.4652,3.83835,3.838621,0.076773,12.3478,4.564,0.050671,0,4.564,0.0256,0.5079,0,4.6094,0,0.0049,0,0.5076,34.6945,34.6969,26.6403,26.6421,0.0384,1.168,0.428
345.0,520.053,-106.07342,20.2636,345,10.4625,10.463,3.838163,3.838443,0.076066,12.3495,4.5622,0.050671,0,4.5622,0.0253,0.5079,0,4.6105,0,0.0049,0,0.5076,34.6944,34.6968,26.6406,26.6424,0.0378,1.152,0.423
346.0,521.157,-106.07342,20.2636,346,10.4556,10.456,3.837523,3.837802,0.076899,12.3497,4.562,0.050671,0,4.562,0.0256,0.5078,0,4.6108,0,0.0049,0,0.5075,34.6941,34.6965,26.6416,26.6433,0.0382,1.161,0.426
347.0,522.386,-106.07342,20.2636,347,10.4549,10.4552,3.837507,3.837778,0.076681,12.3483,4.5635,0.050671,0,4.5635,0.0255,0.5078,0,4.6123,0,0.0049,0,0.5075,34.6942,34.6966,26.6418,26.6436,0.0379,1.154,0.423
348.0,523.64,-106.07342,20.2636,348,10.4455,10.4454,3.836589,3.836831,0.076542,12.3475,4.5644,0.050671,0,4.5644,0.0255,0.5078,0,4.6165,0,0.0049,0,0.5075,34.6934,34.6959,26.6428,26.6448,0.0383,1.165,0.427
349.0,524.813,-106.07342,20.2636,349,10.4309,10.4311,3.83521,3.835457,0.076515,12.3489,4.5629,0.050671,0,4.5629,0.0255,0.5079,0,4.6174,0,0.0049,0,0.5076,34.6929,34.6952,26.645,26.6468,0.0388,1.179,0.433
350.0,525.876,-106.07342,20.2636,350,10.4249,10.4248,3.834637,3.834873,0.076923,12.3485,4.5633,0.050671,0,4.5633,0.0256,0.5079,0,4.6178,0,0.0049,0,0.5076,34.6924,34.6948,26.6456,26.6476,0.0384,1.169,0.429
351.0,526.815,-106.07342,20.2636,351,10.4042,10.404,3.832595,3.832821,0.07641,12.348,4.5639,0.050671,0,4.5639,0.0254,0.5079,0,4.617,0,0.0049,0,0.5076,34.691,34.6935,26.6482,26.6502,0.0382,1.164,0.427
352.0,527.653,-106.07342,20.2636,352,10.39,10.3903,3.831258,3.831524,0.075848,12.3485,4.5633,0.050671,0,4.5633,0.0252,0.5078,0,4.6163,0,0.0049,0,0.5075,34.6905,34.693,26.6503,26.6522,0.0381,1.158,0.424
353.0,528.433,-106.07342,20.2636,353,10.3854,10.3858,3.830838,3.831118,0.077242,12.3481,4.5638,0.050671,0,4.5638,0.0257,0.5079,0,4.6165,0,0.0049,0,0.5076,34.6903,34.6927,26.651,26.6528,0.0376,1.143,0.419
354.0,529.222,-106.07342,20.2636,354,10.3805,10.3808,3.830396,3.830679,0.078423,12.3483,4.5636,0.050671,0,4.5636,0.0261,0.5077,0,4.6173,0,0.0049,0,0.5074,34.69,34.6925,26.6516,26.6535,0.0368,1.119,0.41
355.0,530.05,-106.07342,20.2636,355,10.3777,10.3779,3.830153,3.830421,0.076314,12.3522,4.5591,0.050671,0,4.5591,0.0254,0.5078,0,4.6176,0,0.0049,0,0.5075,34.6898,34.6922,26.6519,26.6538,0.0387,1.178,0.431
356.0,531.02,-106.07342,20.2636,356,10.3601,10.3599,3.828391,3.82862,0.091078,12.3488,4.563,0.050671,0,4.563,0.0303,0.5078,0,4.6182,0,0.0049,0,0.5075,34.6883,34.6908,26.6538,26.6558,0.0381,1.158,0.424
357.0,532.179,-106.07342,20.2636,357,10.332,10.3319,3.825616,3.825873,0.084909,12.3475,4.5644,0.050671,0,4.5644,0.0283,0.5078,0,4.6187,0,0.0049,0,0.5075,34.6865,34.6893,26.6574,26.6595,0.0382,1.163,0.425
358.0,533.519,-106.07342,20.2636,358,10.3161,10.3163,3.824117,3.824383,0.076393,12.3476,4.5643,0.050671,0,4.5643,0.0254,0.5078,0,4.6185,0,0.0049,0,0.5075,34.6861,34.6885,26.6598,26.6617,0.0382,1.162,0.425
359.0,534.87,-106.07342,20.2636,359,10.3034,10.3034,3.822868,3.823123,0.076806,12.347,4.5649,0.050671,0,4.5649,0.0256,0.5079,0,4.6147,0,0.0049,0,0.5076,34.685,34.6877,26.6612,26.6633,0.0381,1.16,0.424
360.0,536.008,-106.07342,20.2636,360,10.2869,10.287,3.821296,3.821551,0.076926,12.3477,4.5642,0.050671,0,4.5642,0.0256,0.5077,0,4.6137,0,0.0049,0,0.5074,34.6844,34.6869,26.6636,26.6655,0.0384,1.169,0.427
361.0,536.965,-106.07342,20.2636,361,10.2689,10.2687,3.819523,3.819734,0.076581,12.3485,4.5633,0.050671,0,4.5633,0.0255,0.5078,0,4.6131,0,0.0049,0,0.5075,34.6831,34.6854,26.6657,26.6675,0.0383,1.166,0.426
362.0,537.867,-106.07342,20.2636,362,10.2438,10.2436,3.817037,3.817246,0.077297,12.3481,4.5637,0.050671,0,4.5637,0.0257,0.5078,0,4.6125,0,0.0049,0,0.5075,34.6814,34.6838,26.6687,26.6706,0.0382,1.162,0.424
363.0,538.771,-106.07342,20.2636,363,10.2289,10.2285,3.815604,3.815799,0.076426,12.3478,4.5641,0.050671,0,4.5641,0.0254,0.5078,0,4.6125,0,0.0049,0,0.5075,34.6807,34.6831,26.6707,26.6727,0.0382,1.164,0.425
364.0,539.696,-106.07342,20.2636,364,10.2211,10.2211,3.814857,3.815104,0.077768,12.3477,4.5642,0.050671,0,4.5642,0.0259,0.5078,0,4.6126,0,0.0049,0,0.5075,34.6801,34.6825,26.6717,26.6736,0.0386,1.176,0.429
365.0,540.607,-106.07342,20.2636,365,10.2105,10.2107,3.813826,3.814081,0.076901,12.3479,4.564,0.050671,0,4.564,0.0256,0.5078,0,4.6134,0,0.0049,0,0.5075,34.6793,34.6817,26.6729,26.6747,0.0386,1.176,0.429
366.0,541.495,-106.07342,20.2636,366,10.1943,10.1945,3.81226,3.812515,0.076923,12.3475,4.5644,0.050671,0,4.5644,0.0256,0.5079,0,4.6122,0,0.0049,0,0.5076,34.6784,34.6808,26.675,26.6768,0.039,1.187,0.433
367.0,542.46,-106.07342,20.2636,367,10.1657,10.1649,3.809428,3.809591,0.077064,12.3491,4.5627,0.050671,0,4.5627,0.0256,0.5079,0,4.6123,0,0.0049,0,0.5076,34.6765,34.6789,26.6784,26.6804,0.0383,1.167,0.425
368.0,543.566,-106.07342,20.2636,368,10.1215,10.1206,3.805006,3.805188,0.076928,12.3478,4.564,0.050671,0,4.564,0.0256,0.5079,0,4.6163,0,0.0049,0,0.5076,34.6733,34.6761,26.6835,26.6858,0.039,1.188,0.433
369.0,544.777,-106.07342,20.2636,369,10.0676,10.0676,3.799712,3.799955,0.076424,12.3473,4.5646,0.050671,0,4.5646,0.0254,0.5079,0,4.6131,0,0.0049,0,0.5076,34.6705,34.673,26.6905,26.6925,0.0386,1.176,0.428
370.0,545.945,-106.07342,20.2636,370,10.0626,10.0629,3.799305,3.799571,0.076926,12.3472,4.5647,0.050671,0,4.5647,0.0256,0.5079,0,4.6091,0,0.0049,0,0.5076,34.6707,34.6731,26.6916,26.6934,0.0387,1.177,0.428
371.0,547.033,-106.07342,20.2636,371,10.0606,10.061,3.799164,3.799442,0.076781,12.3475,4.5644,0.050671,0,4.5644,0.0256,0.5079,0,4.5709,0,0.0049,0,0.5076,34.6708,34.6732,26.692,26.6938,0.0381,1.161,0.422
372.0,547.987,-106.07342,20.2636,372,10.0374,10.0374,3.79686,3.797097,0.078402,12.348,4.5639,0.050671,0,4.5639,0.0261,0.5078,0,4.5808,0,0.0049,0,0.5075,34.669,34.6714,26.6945,26.6964,0.0383,1.166,0.424
373.0,548.823,-106.07342,20.2636,373,10.019,10.0192,3.795084,3.795333,0.077461,12.347,4.565,0.050671,0,4.565,0.0258,0.5078,0,4.5769,0,0.0049,0,0.5075,34.668,34.6705,26.697,26.6988,0.0385,1.17,0.425
374.0,549.61,-106.07342,20.2636,374,10.0048,10.0049,3.793706,3.793939,0.077122,12.347,4.565,0.050671,0,4.565,0.0257,0.5078,0,4.5732,0,0.0049,0,0.5075,34.6671,34.6694,26.6987,26.7004,0.0388,1.18,0.429
375.0,550.464,-106.07342,20.2636,375,9.9882,9.9878,3.792032,3.792216,0.07758,12.3474,4.5646,0.050671,0,4.5646,0.0258,0.5078,0,4.6008,0,0.0049,0,0.5075,34.6655,34.6678,26.7003,26.7021,0.0386,1.174,0.426
376.0,551.553,-106.07342,20.26358,376,9.9655,9.9656,3.789758,3.789994,0.078987,12.3475,4.5644,0.050666,0,4.5644,0.0263,0.5078,0,4.6103,0,0.0049,0,0.5075,34.6636,34.6659,26.7026,26.7045,0.038,1.155,0.42
377.0,552.852,-106.07342,20.26358,377,9.9529,9.9531,3.788504,3.788763,0.077972,12.3461,4.5661,0.050671,0,4.5661,0.026,0.5077,0,4.608,0,0.0049,0,0.5074,34.6624,34.6648,26.7039,26.7057,0.0382,1.163,0.422
378.0,554.106,-106.07342,20.26358,378,9.9319,9.9318,3.786346,3.786596,0.076904,12.3455,4.5668,0.050671,0,4.5668,0.0256,0.5076,0,4.6185,0,0.0049,0,0.5073,34.6601,34.6627,26.7056,26.7076,0.0375,1.143,0.414
379.0,555.321,-106.07342,20.26358,379,9.9194,9.9191,3.785101,3.785314,0.077274,12.3474,4.5645,0.050671,0,4.5645,0.0257,0.5078,0,4.6195,0,0.0049,0,0.5075,34.6588,34.6613,26.7067,26.7087,0.04,1.216,0.441
380.0,556.499,-106.07342,20.26358,380,9.8757,9.8741,3.780633,3.780736,0.076777,12.3446,4.5678,0.050671,0,4.5678,0.0256,0.5079,0,4.6202,0,0.0049,0,0.5076,34.6546,34.6572,26.7109,26.7131,0.0391,1.189,0.431
381.0,557.507,-106.07342,20.26358,381,9.8634,9.8636,3.779512,3.77976,0.076764,12.3445,4.5679,0.050671,0,4.5679,0.0255,0.5079,0,4.6207,0,0.0049,0,0.5076,34.6544,34.6568,26.7128,26.7146,0.039,1.188,0.43
382.0,558.346,-106.07342,20.26358,382,9.8603,9.8602,3.779246,3.779478,0.077325,12.3438,4.5687,0.050671,0,4.5687,0.0257,0.5078,0,4.6146,0,0.0049,0,0.5075,34.6543,34.6567,26.7132,26.7151,0.0379,1.154,0.418
383.0,559.086,-106.07342,20.26358,383,9.8584,9.859,3.779113,3.779411,0.076437,12.3457,4.5665,0.050671,0,4.5665,0.0254,0.5077,0,4.6167,0,0.0049,0,0.5074,34.6543,34.6567,26.7136,26.7154,0.0375,1.14,0.413
384.0,559.774,-106.07342,20.26358,384,9.851,9.8502,3.778361,3.778509,0.07529,12.3446,4.5677,0.050671,0,4.5677,0.0251,0.5077,0,4.6165,0,0.0049,0,0.5074,34.6532,34.6555,26.714,26.7159,0.0388,1.182,0.428
385.0,560.49,-106.07342,20.26358,385,9.8356,9.8355,3.776762,3.776944,0.076661,12.3434,4.5691,0.050671,0,4.5691,0.0255,0.5079,0,4.6096,0,0.0049,0,0.5076,34.6512,34.6531,26.715,26.7166,0.0398,1.21,0.438
386.0,561.387,-106.07342,20.26358,386,9.7897,9.7897,3.772214,3.772431,0.076491,12.3427,4.5699,0.050665,0,4.5699,0.0255,0.5077,0,4.611,0,0.0049,0,0.5074,34.6482,34.6504,26.7204,26.7221,0.0378,1.149,0.416
387.0,562.964,-106.07342,20.26358,387,9.7609,9.7622,3.769454,3.76987,0.093503,12.3429,4.5696,0.050671,0,4.5696,0.0312,0.5078,0,4.6097,0,0.0049,0,0.5075,34.647,34.6501,26.7244,26.7265,0.0389,1.184,0.428
388.0,564.594,-106.07342,20.26358,388,9.7531,9.7533,3.768817,3.76908,0.076199,12.3437,4.5688,0.050671,0,4.5688,0.0254,0.5077,0,4.595,0,0.0049,0,0.5074,34.6476,34.65,26.7261,26.728,0.0377,1.146,0.414
389.0,565.595,-106.07342,20.26358,389,9.7471,9.7472,3.768298,3.768565,0.07725,12.3437,4.5687,0.050671,0,4.5687,0.0257,0.5076,0,4.6007,0,0.0049,0,0.5073,34.6476,34.6502,26.7271,26.7291,0.0387,1.179,0.426
390.0,566.418,-106.07342,20.26358,390,9.7337,9.7339,3.767046,3.767295,0.077726,12.3439,4.5685,0.050671,0,4.5685,0.0259,0.5078,0,4.6003,0,0.0049,0,0.5075,34.6471,34.6495,26.729,26.7308,0.0387,1.177,0.425
391.0,567.225,-106.07342,20.26358,391,9.7245,9.7246,3.766185,3.766431,0.077291,12.3438,4.5687,0.050671,0,4.5687,0.0257,0.5075,0,4.603,0,0.0049,0,0.5072,34.6466,34.6491,26.7302,26.7321,0.0371,1.131,0.408
392.0,568.141,-106.07342,20.26358,392,9.7157,9.716,3.76533,3.765574,0.10229,12.3432,4.5693,0.050671,0,4.5693,0.0341,0.5077,0,4.6006,0,0.0049,0,0.5074,34.6458,34.6481,26.731,26.7328,0.0386,1.176,0.424
393.0,569.116,-106.07342,20.26358,393,9.7091,9.7094,3.76474,3.765005,0.11913,12.3434,4.5691,0.050671,0,4.5691,0.0397,0.5075,0,4.5819,0,0.0049,0,0.5072,34.6457,34.6481,26.7321,26.7339,0.0366,1.113,0.402
394.0,570.025,-106.07342,20.26358,394,9.7043,9.7047,3.764323,3.764599,0.077711,12.3425,4.5701,0.050671,0,4.5701,0.0259,0.5076,0,4.6048,0,0.0049,0,0.5073,34.6456,34.648,26.7328,26.7347,0.0395,1.202,0.434
395.0,570.897,-106.07342,20.26358,395,9.693,9.693,3.763229,3.76346,0.077264,12.3436,4.5689,0.050671,0,4.5689,0.0257,0.5077,0,4.6101,0,0.0049,0,0.5074,34.6447,34.6471,26.734,26.7359,0.0393,1.195,0.431
396.0,571.804,-106.07342,20.26358,396,9.6815,9.6817,3.762147,3.762391,0.076163,12.3427,4.5699,0.050671,0,4.5699,0.0254,0.5078,0,4.6152,0,0.0049,0,0.5075,34.6442,34.6466,26.7355,26.7374,0.0393,1.198,0.432
397.0,572.898,-106.07342,20.26358,397,9.6583,9.6577,3.759864,3.760052,0.076531,12.3423,4.5704,0.050671,0,4.5704,0.0255,0.5078,0,4.6161,0,0.0049,0,0.5075,34.6426,34.6451,26.7382,26.7402,0.039,1.188,0.428
398.0,574.304,-106.07342,20.26358,398,9.6274,9.6278,3.756882,3.75717,0.080752,12.3424,4.5703,0.050671,0,4.5703,0.0269,0.5077,0,4.6111,0,0.0049,0,0.5074,34.6412,34.6438,26.7422,26.7442,0.0384,1.17,0.422
399.0,575.697,-106.07342,20.26358,399,9.6119,9.6123,3.755447,3.755736,0.07653,12.3431,4.5694,0.050671,0,4.5694,0.0255,0.5077,0,4.6076,0,0.0049,0,0.5074,34.6409,34.6435,26.7446,26.7465,0.0375,1.142,0.411
400.0,576.809,-106.07342,20.26358,400,9.597,9.5965,3.754042,3.754234,0.078142,12.3437,4.5687,0.050671,0,4.5687,0.026,0.5077,0,4.6094,0,0.0049,0,0.5074,34.6403,34.6428,26.7466,26.7486,0.0403,1.226,0.442
