,Pressure [dbar],timeS,longitude,latitude,depSMignore,t090C,t190C,c0S/m,c1S/m,flSP,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mg/L,sbox0Mm/Kg,sbeox0PS
359,372.615,545.945,-106.07342,20.2636,370.0,10.0626,10.0629,3.7993050000000004,3.799571,0.076926,12.3472,4.5647,0.050671,0.0,4.5647,0.0256,0.5079,0.0,4.6091,0.0,0.0049,0.0,0.5076,34.6707,34.6731,26.6916,26.6934,0.0387,1.177,0.428
360,373.62300000000005,547.033,-106.07342,20.2636,371.0,10.0606,10.061,3.7991639999999998,3.799442,0.07678099999999999,12.3475,4.5644,0.050671,0.0,4.5644,0.0256,0.5079,0.0,4.5709,0.0,0.0049,0.0,0.5076,34.6708,34.6732,26.692,26.6938,0.0381,1.161,0.42200000000000004
361,374.631,547.987,-106.07342,20.2636,372.0,10.0374,10.0374,3.7968599999999997,3.797097,0.078402,12.348,4.5639,0.050671,0.0,4.5639,0.0261,0.5078,0.0,4.5808,0.0,0.0049,0.0,0.5075,34.669,34.6714,26.6945,26.6964,0.0383,1.166,0.424
362,375.639,548.823,-106.07342,20.2636,373.0,10.019,10.0192,3.7950839999999997,3.7953330000000003,0.077461,12.347,4.565,0.050671,0.0,4.565,0.0258,0.5078,0.0,4.5769,0.0,0.0049,0.0,0.5075,34.668,34.6705,26.697,26.6988,0.0385,1.17,0.425
363,376.647,549.61,-106.07342,20.2636,374.0,10.0048,10.0049,3.793706,3.793939,0.077122,12.347,4.565,0.050671,0.0,4.565,0.0257,0.5078,0.0,4.5732,0.0,0.0049,0.0,0.5075,34.6671,34.6694,26.6987,26.7004,0.0388,1.18,0.429
364,377.655,550.464,-106.07342,20.2636,375.0,9.9882,9.9878,3.792032,3.7922160000000003,0.07758,12.3474,4.5646,0.050671,0.0,4.5646,0.0258,0.5078,0.0,4.6008,0.0,0.0049,0.0,0.5075,34.6655,34.6678,26.7003,26.7021,0.0386,1.1740000000000002,0.426
365,378.663,551.553,-106.07342,20.263579999999997,376.0,9.9655,9.9656,3.789758,3.789994,0.078987,12.3475,4.5644,0.050666,0.0,4.5644,0.0263,0.5078,0.0,4.6103,0.0,0.0049,0.0,0.5075,34.6636,34.6659,26.7026,26.7045,0.038,1.155,0.42
366,379.671,552.852,-106.07342,20.263579999999997,377.0,9.9529,9.9531,3.788504,3.788763,0.077972,12.3461,4.5661,0.050671,0.0,4.5661,0.026,0.5077,0.0,4.608,0.0,0.0049,0.0,0.5074,34.6624,34.6648,26.7039,26.7057,0.0382,1.163,0.42200000000000004
367,380.67900000000003,554.106,-106.07342,20.263579999999997,378.0,9.9319,9.9318,3.786346,3.786596,0.076904,12.3455,4.5668,0.050671,0.0,4.5668,0.0256,0.5076,0.0,4.6185,0.0,0.0049,0.0,0.5073,34.6601,34.6627,26.7056,26.7076,0.0375,1.143,0.414
368,381.68699999999995,555.321,-106.07342,20.263579999999997,379.0,9.9194,9.9191,3.785101,3.785314,0.077274,12.3474,4.5645,0.050671,0.0,4.5645,0.0257,0.5078,0.0,4.6195,0.0,0.0049,0.0,0.5075,34.6588,34.6613,26.7067,26.7087,0.04,1.216,0.441
369,382.695,556.499,-106.07342,20.263579999999997,380.0,9.8757,9.8741,3.7806330000000004,3.780736,0.076777,12.3446,4.5678,0.050671,0.0,4.5678,0.0256,0.5079,0.0,4.6202,0.0,0.0049,0.0,0.5076,34.6546,34.6572,26.7109,26.7131,0.0391,1.189,0.431
370,383.70300000000003,557.507,-106.07342,20.263579999999997,381.0,9.8634,9.8636,3.7795120000000004,3.77976,0.076764,12.3445,4.5679,0.050671,0.0,4.5679,0.0255,0.5079,0.0,4.6207,0.0,0.0049,0.0,0.5076,34.6544,34.6568,26.7128,26.7146,0.039,1.188,0.43
371,384.711,558.346,-106.07342,20.263579999999997,382.0,9.8603,9.8602,3.779246,3.7794779999999997,0.077325,12.3438,4.5687,0.050671,0.0,4.5687,0.0257,0.5078,0.0,4.6146,0.0,0.0049,0.0,0.5075,34.6543,34.6567,26.7132,26.7151,0.0379,1.1540000000000001,0.418
372,385.719,559.086,-106.07342,20.263579999999997,383.0,9.8584,9.859,3.7791129999999997,3.779411,0.076437,12.3457,4.5665,0.050671,0.0,4.5665,0.0254,0.5077,0.0,4.6167,0.0,0.0049,0.0,0.5074,34.6543,34.6567,26.7136,26.7154,0.0375,1.14,0.413
373,386.727,559.774,-106.07342,20.263579999999997,384.0,9.851,9.8502,3.778361,3.7785089999999997,0.07529,12.3446,4.5677,0.050671,0.0,4.5677,0.0251,0.5077,0.0,4.6165,0.0,0.0049,0.0,0.5074,34.6532,34.6555,26.714,26.7159,0.0388,1.182,0.428
374,387.735,560.49,-106.07342,20.263579999999997,385.0,9.8356,9.8355,3.776762,3.7769440000000003,0.076661,12.3434,4.5691,0.050671,0.0,4.5691,0.0255,0.5079,0.0,4.6096,0.0,0.0049,0.0,0.5076,34.6512,34.6531,26.715,26.7166,0.0398,1.21,0.43799999999999994
375,388.74300000000005,561.387,-106.07342,20.263579999999997,386.0,9.7897,9.7897,3.772214,3.7724309999999996,0.076491,12.3427,4.5699,0.050664999999999995,0.0,4.5699,0.0255,0.5077,0.0,4.611,0.0,0.0049,0.0,0.5074,34.6482,34.6504,26.7204,26.7221,0.0378,1.149,0.41600000000000004
376,389.75199999999995,562.964,-106.07342,20.263579999999997,387.0,9.7609,9.7622,3.769454,3.7698699999999996,0.093503,12.3429,4.5696,0.050671,0.0,4.5696,0.0312,0.5078,0.0,4.6097,0.0,0.0049,0.0,0.5075,34.647,34.6501,26.7244,26.7265,0.0389,1.1840000000000002,0.428
377,390.759,564.594,-106.07342,20.263579999999997,388.0,9.7531,9.7533,3.768817,3.76908,0.076199,12.3437,4.5688,0.050671,0.0,4.5688,0.0254,0.5077,0.0,4.595,0.0,0.0049,0.0,0.5074,34.6476,34.65,26.7261,26.728,0.0377,1.146,0.414
378,391.767,565.595,-106.07342,20.263579999999997,389.0,9.7471,9.7472,3.768298,3.768565,0.07725,12.3437,4.5687,0.050671,0.0,4.5687,0.0257,0.5076,0.0,4.6007,0.0,0.0049,0.0,0.5073,34.6476,34.6502,26.7271,26.7291,0.0387,1.179,0.426
379,392.775,566.418,-106.07342,20.263579999999997,390.0,9.7337,9.7339,3.767046,3.767295,0.077726,12.3439,4.5685,0.050671,0.0,4.5685,0.0259,0.5078,0.0,4.6003,0.0,0.0049,0.0,0.5075,34.6471,34.6495,26.729,26.7308,0.0387,1.177,0.425
380,393.784,567.225,-106.07342,20.263579999999997,391.0,9.7245,9.7246,3.7661849999999997,3.766431,0.077291,12.3438,4.5687,0.050671,0.0,4.5687,0.0257,0.5075,0.0,4.603,0.0,0.0049,0.0,0.5072,34.6466,34.6491,26.7302,26.7321,0.0371,1.131,0.408
381,394.792,568.141,-106.07342,20.263579999999997,392.0,9.7157,9.716,3.7653300000000005,3.765574,0.10228999999999999,12.3432,4.5693,0.050671,0.0,4.5693,0.0341,0.5077,0.0,4.6006,0.0,0.0049,0.0,0.5074,34.6458,34.6481,26.731,26.7328,0.0386,1.176,0.424
382,395.8,569.116,-106.07342,20.263579999999997,393.0,9.7091,9.7094,3.76474,3.7650050000000004,0.11913,12.3434,4.5691,0.050671,0.0,4.5691,0.0397,0.5075,0.0,4.5819,0.0,0.0049,0.0,0.5072,34.6457,34.6481,26.7321,26.7339,0.0366,1.113,0.402
383,396.80800000000005,570.025,-106.07342,20.263579999999997,394.0,9.7043,9.7047,3.7643230000000005,3.7645989999999996,0.077711,12.3425,4.5701,0.050671,0.0,4.5701,0.0259,0.5076,0.0,4.6048,0.0,0.0049,0.0,0.5073,34.6456,34.648,26.7328,26.7347,0.0395,1.202,0.434
384,397.816,570.8969999999999,-106.07342,20.263579999999997,395.0,9.693,9.693,3.763229,3.76346,0.077264,12.3436,4.5689,0.050671,0.0,4.5689,0.0257,0.5077,0.0,4.6101,0.0,0.0049,0.0,0.5074,34.6447,34.6471,26.734,26.7359,0.0393,1.195,0.431
385,398.824,571.804,-106.07342,20.263579999999997,396.0,9.6815,9.6817,3.762147,3.7623910000000005,0.076163,12.3427,4.5699,0.050671,0.0,4.5699,0.0254,0.5078,0.0,4.6152,0.0,0.0049,0.0,0.5075,34.6442,34.6466,26.7355,26.7374,0.0393,1.198,0.43200000000000005
386,399.832,572.898,-106.07342,20.263579999999997,397.0,9.6583,9.6577,3.759864,3.7600519999999995,0.07653099999999999,12.3423,4.5704,0.050671,0.0,4.5704,0.0255,0.5078,0.0,4.6161,0.0,0.0049,0.0,0.5075,34.6426,34.6451,26.7382,26.7402,0.039,1.188,0.428
387,400.84,574.304,-106.07342,20.263579999999997,398.0,9.6274,9.6278,3.756882,3.75717,0.080752,12.3424,4.5703,0.050671,0.0,4.5703,0.0269,0.5077,0.0,4.6111,0.0,0.0049,0.0,0.5074,34.6412,34.6438,26.7422,26.7442,0.0384,1.17,0.42200000000000004
388,401.848,575.697,-106.07342,20.263579999999997,399.0,9.6119,9.6123,3.755447,3.755736,0.07653,12.3431,4.5694,0.050671,0.0,4.5694,0.0255,0.5077,0.0,4.6076,0.0,0.0049,0.0,0.5074,34.6409,34.6435,26.7446,26.7465,0.0375,1.1420000000000001,0.41100000000000003
389,402.85699999999997,576.809,-106.07342,20.263579999999997,400.0,9.597,9.5965,3.7540419999999997,3.754234,0.07814199999999999,12.3437,4.5687,0.050671,0.0,4.5687,0.026,0.5077,0.0,4.6094,0.0,0.0049,0.0,0.5074,34.6403,34.6428,26.7466,26.7486,0.0403,1.226,0.442
390,403.865,577.768,-106.07342,20.263579999999997,401.0,9.5833,9.5834,3.7527730000000004,3.753018,0.07725900000000001,12.3438,4.5687,0.050671,0.0,4.5687,0.0257,0.5078,0.0,4.6115,0.0,0.0049,0.0,0.5075,34.64,34.6424,26.7486,26.7505,0.0399,1.214,0.43700000000000006
391,404.87300000000005,578.661,-106.07342,20.263579999999997,402.0,9.5556,9.5546,3.749997,3.750122,0.076731,12.3441,4.5683,0.050671,0.0,4.5683,0.0255,0.5078,0.0,4.6132,0.0,0.0049,0.0,0.5075,34.6376,34.6398,26.7514,26.7532,0.0393,1.195,0.43
392,405.881,579.539,-106.07342,20.263579999999997,403.0,9.5178,9.5174,3.7463610000000003,3.7465300000000004,0.076574,12.3427,4.5699,0.050671,0.0,4.5699,0.0255,0.5079,0.0,4.5924,0.0,0.0049,0.0,0.5076,34.636,34.6382,26.7564,26.7582,0.039,1.187,0.42700000000000005
393,406.889,580.436,-106.07342,20.263579999999997,404.0,9.4892,9.4887,3.7435730000000005,3.743761,0.07658999999999999,12.3423,4.5704,0.050671,0.0,4.5704,0.0255,0.5077,0.0,4.5907,0.0,0.0049,0.0,0.5074,34.6344,34.6368,26.7598,26.7617,0.038,1.157,0.415
394,407.897,581.31,-106.07342,20.263579999999997,405.0,9.4629,9.4628,3.7410160000000006,3.7412400000000003,0.076557,12.3445,4.5679,0.050671,0.0,4.5679,0.0255,0.5077,0.0,4.6081,0.0,0.0049,0.0,0.5074,34.6329,34.6352,26.763,26.7648,0.0387,1.177,0.42200000000000004
395,408.905,582.163,-106.07342,20.263579999999997,406.0,9.4419,9.4414,3.73892,3.739061,0.0764,12.3458,4.5664,0.050671,0.0,4.5664,0.0254,0.5078,0.0,4.5746,0.0,0.0049,0.0,0.5075,34.631,34.633,26.7649,26.7666,0.0404,1.228,0.441
396,409.914,583.047,-106.07342,20.263579999999997,407.0,9.4008,9.4006,3.735013,3.735214,0.077405,12.3422,4.5705,0.050671,0.0,4.5705,0.0258,0.5078,0.0,4.5858,0.0,0.0049,0.0,0.5075,34.6298,34.6321,26.7708,26.7726,0.0391,1.189,0.426
397,410.92199999999997,584.035,-106.07342,20.263579999999997,408.0,9.3898,9.3895,3.73397,3.734171,0.076526,12.3417,4.5711,0.050671,0.0,4.5711,0.0255,0.5078,0.0,4.605,0.0,0.0049,0.0,0.5075,34.6292,34.6316,26.7721,26.774,0.0384,1.168,0.418
398,411.93,585.1990000000001,-106.07342,20.263579999999997,409.0,9.371,9.3713,3.732164,3.732428,0.07692,12.3437,4.5688,0.050671,0.0,4.5688,0.0256,0.5077,0.0,4.6044,0.0,0.0049,0.0,0.5074,34.6282,34.6307,26.7744,26.7763,0.0381,1.159,0.415
399,412.93800000000005,586.359,-106.07342,20.263579999999997,410.0,9.3652,9.3652,3.7316589999999996,3.731894,0.076789,12.3427,4.5699,0.050671,0.0,4.5699,0.0256,0.5076,0.0,4.6091,0.0,0.0049,0.0,0.5073,34.6281,34.6305,26.7753,26.7772,0.0377,1.146,0.41100000000000003
400,413.94599999999997,587.4069999999999,-106.07342,20.263579999999997,411.0,9.3625,9.3631,3.7314629999999998,3.7317489999999998,0.076448,12.3424,4.5702,0.050671,0.0,4.5702,0.0254,0.5074,0.0,4.6155,0.0,0.0049,0.0,0.5071,34.6282,34.6306,26.7759,26.7777,0.038,1.158,0.415
401,414.954,588.391,-106.07342,20.263579999999997,412.0,9.3586,9.359,3.731125,3.7313970000000003,0.076313,12.3446,4.5678,0.050671,0.0,4.5678,0.0254,0.5076,0.0,4.6154,0.0,0.0049,0.0,0.5073,34.628,34.6304,26.7763,26.7782,0.0379,1.155,0.414
402,415.963,589.4119999999999,-106.07342,20.263579999999997,413.0,9.3495,9.3491,3.7302739999999996,3.7304800000000005,0.076083,12.3424,4.5702,0.050671,0.0,4.5702,0.0253,0.5075,0.0,4.6154,0.0,0.0049,0.0,0.5072,34.6276,34.63,26.7775,26.7795,0.0388,1.181,0.423
403,416.971,590.602,-106.07342,20.263579999999997,414.0,9.3338,9.3339,3.728827,3.729081,0.077043,12.3425,4.5701,0.050671,0.0,4.5701,0.0256,0.5077,0.0,4.6152,0.0,0.0049,0.0,0.5074,34.6273,34.6297,26.7799,26.7818,0.0384,1.17,0.419
404,417.97900000000004,591.8240000000001,-106.07342,20.263579999999997,415.0,9.3297,9.3301,3.7284870000000003,3.7287589999999997,0.07678,12.3419,4.5708,0.050671,0.0,4.5708,0.0256,0.5074,0.0,4.6096,0.0,0.0049,0.0,0.5071,34.6273,34.6297,26.7805,26.7824,0.0363,1.1059999999999999,0.396
405,418.98699999999997,592.849,-106.07342,20.263579999999997,416.0,9.3274,9.3277,3.7283230000000005,3.728582,0.076925,12.3423,4.5703,0.050671,0.0,4.5703,0.0256,0.5075,0.0,4.6123,0.0,0.0049,0.0,0.5072,34.6273,34.6297,26.7809,26.7827,0.0379,1.1540000000000001,0.413
406,419.995,593.731,-106.07342,20.263579999999997,417.0,9.3239,9.3242,3.728044,3.72831,0.07710700000000001,12.3423,4.5703,0.050671,0.0,4.5703,0.0257,0.5073,0.0,4.6235,0.0,0.0049,0.0,0.507,34.6273,34.6298,26.7816,26.7834,0.0362,1.101,0.39399999999999996
407,421.004,594.56,-106.07342,20.263579999999997,418.0,9.3231,9.3236,3.728016,3.728296,0.076919,12.3425,4.5701,0.050671,0.0,4.5701,0.0256,0.5073,0.0,4.6237,0.0,0.0049,0.0,0.507,34.6274,34.6298,26.7817,26.7836,0.0396,1.204,0.431
408,422.01199999999994,595.437,-106.07342,20.263579999999997,419.0,9.3194,9.3195,3.7276809999999996,3.7279400000000003,0.077702,12.3426,4.57,0.050671,0.0,4.57,0.0259,0.5077,0.0,4.618,0.0,0.0049,0.0,0.5074,34.627,34.6296,26.7821,26.7841,0.0392,1.193,0.42700000000000005
409,423.02,596.446,-106.07342,20.263579999999997,420.0,9.3142,9.3148,3.727235,3.7275099999999997,0.077512,12.3433,4.5692,0.050671,0.0,4.5692,0.0258,0.5073,0.0,4.6067,0.0,0.0049,0.0,0.507,34.6269,34.6292,26.7829,26.7846,0.0365,1.111,0.397
410,424.028,597.499,-106.07342,20.263579999999997,421.0,9.3107,9.3111,3.7269339999999995,3.727212,0.076899,12.344,4.5684,0.050671,0.0,4.5684,0.0256,0.5076,0.0,4.6035,0.0,0.0049,0.0,0.5073,34.6268,34.6292,26.7833,26.7852,0.0401,1.219,0.436
411,425.036,598.442,-106.07342,20.263579999999997,422.0,9.3053,9.3055,3.7264470000000003,3.7266980000000003,0.076433,12.3454,4.5668,0.050671,0.0,4.5668,0.0254,0.5076,0.0,4.5837,0.0,0.0049,0.0,0.5073,34.6264,34.6288,26.784,26.7858,0.0385,1.173,0.42
412,426.045,599.305,-106.07342,20.263579999999997,423.0,9.2939,9.294,3.725371,3.725604,0.07693,12.3432,4.5693,0.050671,0.0,4.5693,0.0256,0.5076,0.0,4.5782,0.0,0.0049,0.0,0.5073,34.6258,34.6282,26.7854,26.7872,0.0376,1.145,0.41
413,427.05300000000005,600.172,-106.07342,20.263579999999997,424.0,9.2753,9.2752,3.7235709999999997,3.723789,0.077083,12.3429,4.5697,0.050671,0.0,4.5697,0.0257,0.5075,0.0,4.5843,0.0,0.0049,0.0,0.5072,34.6247,34.6271,26.7875,26.7894,0.0383,1.166,0.41700000000000004
414,428.061,601.183,-106.07342,20.263579999999997,425.0,9.2543,9.2539,3.721539,3.721744,0.076265,12.3422,4.5704,0.050671,0.0,4.5704,0.0254,0.5075,0.0,4.5936,0.0,0.0049,0.0,0.5072,34.6235,34.626,26.79,26.792,0.038,1.156,0.413
415,429.069,602.425,-106.07342,20.263579999999997,426.0,9.2355,9.2356,3.7197339999999994,3.7199809999999998,0.076564,12.343,4.5695,0.050671,0.0,4.5695,0.0255,0.5077,0.0,4.5962,0.0,0.0049,0.0,0.5074,34.6224,34.6249,26.7922,26.7941,0.0407,1.238,0.442
416,430.07800000000003,603.6419999999999,-106.07342,20.263579999999997,427.0,9.2191,9.219,3.718157,3.7183870000000003,0.0768,12.3433,4.5692,0.050671,0.0,4.5692,0.0256,0.5077,0.0,4.5979,0.0,0.0049,0.0,0.5074,34.6215,34.624,26.7942,26.7961,0.0378,1.1520000000000001,0.41100000000000003
417,431.086,604.7869999999999,-106.07342,20.263579999999997,428.0,9.1993,9.1987,3.71621,3.716393,0.077058,12.3431,4.5695,0.050671,0.0,4.5695,0.0257,0.5078,0.0,4.5922,0.0,0.0049,0.0,0.5075,34.62,34.6224,26.7962,26.7982,0.04,1.218,0.435
418,432.094,605.944,-106.07342,20.263579999999997,429.0,9.1533,9.1528,3.7118,3.712,0.077198,12.3448,4.5675,0.050671,0.0,4.5675,0.0257,0.5074,0.0,4.5931,0.0,0.0049,0.0,0.5071,34.6182,34.6207,26.8022,26.8043,0.0352,1.07,0.382
419,433.103,607.0,-106.07342,20.263579999999997,430.0,9.1454,9.1456,3.7111080000000003,3.711375,0.076918,12.3426,4.57,0.050671,0.0,4.57,0.0256,0.5074,0.0,4.6088,0.0,0.0049,0.0,0.5071,34.6182,34.6207,26.8035,26.8054,0.0388,1.181,0.42100000000000004
420,434.111,607.865,-106.07343,20.263579999999997,431.0,9.1415,9.1419,3.71081,3.7110870000000005,0.076717,12.3428,4.5698,0.050671,0.0,4.5698,0.0255,0.5074,0.0,4.6204,0.0,0.0049,0.0,0.5071,34.6183,34.6209,26.8042,26.8062,0.0385,1.173,0.418
421,435.119,608.591,-106.07343999999999,20.263579999999997,432.0,9.1395,9.14,3.710663,3.710949,0.0754,12.3425,4.5701,0.050671,0.0,4.5701,0.0251,0.5075,0.0,4.6146,0.0,0.0049,0.0,0.5072,34.6183,34.6208,26.8046,26.8064,0.0364,1.1079999999999999,0.395
422,436.12699999999995,609.2669999999999,-106.07343999999999,20.2636,433.0,9.138,9.1382,3.710561,3.7108209999999997,0.14506,12.3422,4.5705,0.050671,0.0,4.5705,0.0483,0.5073,0.0,4.607,0.0,0.0049,0.0,0.507,34.6183,34.6207,26.8048,26.8067,0.0354,1.0759999999999998,0.384
423,437.135,609.9540000000001,-106.07343999999999,20.2636,434.0,9.1368,9.1372,3.710493,3.71078,0.085315,12.3419,4.5708,0.050671,0.0,4.5708,0.0284,0.5072,0.0,4.6203,0.0,0.0049,0.0,0.5069,34.6183,34.6208,26.805,26.8069,0.0381,1.159,0.413
424,438.144,610.773,-106.07343999999999,20.2636,435.0,9.1356,9.136,3.7104120000000003,3.710686,0.07712100000000001,12.3444,4.568,0.050671,0.0,4.568,0.0257,0.5073,0.0,4.6221,0.0,0.0049,0.0,0.507,34.6181,34.6205,26.805,26.8069,0.0379,1.155,0.41200000000000003
425,439.152,612.039,-106.07343999999999,20.2636,436.0,9.1343,9.1348,3.7103339999999996,3.7105989999999998,0.076923,12.3432,4.5693,0.050671,0.0,4.5693,0.0256,0.5073,0.0,4.6224,0.0,0.0049,0.0,0.507,34.618,34.6203,26.8052,26.807,0.0378,1.15,0.41
426,440.16,613.5459999999999,-106.07343,20.263579999999997,437.0,9.1306,9.1312,3.7100160000000004,3.7103089999999996,0.076804,12.3488,4.563,0.050671,0.0,4.563,0.0256,0.5073,0.0,4.6224,0.0,0.0049,0.0,0.507,34.6178,34.6203,26.8057,26.8076,0.0375,1.141,0.40700000000000003
427,441.16900000000004,614.751,-106.07342,20.263579999999997,438.0,9.1274,9.1276,3.7097559999999996,3.710005,0.077499,12.3466,4.5655,0.050671,0.0,4.5655,0.0258,0.5073,0.0,4.6227,0.0,0.0049,0.0,0.507,34.6179,34.6202,26.8063,26.8081,0.0378,1.1520000000000001,0.41
428,442.17699999999996,615.89,-106.07342,20.263579999999997,439.0,9.1216,9.1215,3.7092059999999996,3.7094400000000003,0.076128,12.3429,4.5697,0.050671,0.0,4.5697,0.0253,0.5074,0.0,4.6055,0.0,0.0049,0.0,0.5071,34.6173,34.6197,26.8068,26.8087,0.0378,1.151,0.41
429,443.185,617.1419999999999,-106.07342,20.263579999999997,440.0,9.1041,9.1041,3.707496,3.7077400000000003,0.076535,12.3422,4.5705,0.050671,0.0,4.5705,0.0255,0.5074,0.0,4.6013,0.0,0.0049,0.0,0.5071,34.6159,34.6185,26.8085,26.8105,0.0382,1.162,0.414
430,444.194,618.285,-106.07342,20.263579999999997,441.0,9.0888,9.089,3.706038,3.706295,0.07676799999999999,12.3426,4.57,0.050671,0.0,4.57,0.0256,0.5075,0.0,4.6044,0.0,0.0049,0.0,0.5072,34.6151,34.6176,26.8104,26.8123,0.0394,1.2009999999999998,0.42700000000000005
431,445.202,619.168,-106.07342,20.263579999999997,442.0,9.0597,9.0596,3.7032529999999997,3.703475,0.078324,12.3422,4.5705,0.050671,0.0,4.5705,0.0261,0.5075,0.0,4.6041,0.0,0.0049,0.0,0.5072,34.6139,34.6163,26.8141,26.816,0.0383,1.166,0.415
432,446.21,619.924,-106.07343999999999,20.2636,443.0,9.0511,9.0514,3.702499,3.7027400000000004,0.07986900000000001,12.3419,4.5708,0.050671,0.0,4.5708,0.0266,0.5075,0.0,4.6022,0.0,0.0049,0.0,0.5072,34.6138,34.6161,26.8154,26.8171,0.0395,1.202,0.428
433,447.219,620.644,-106.07343999999999,20.2636,444.0,9.0414,9.0415,3.701598,3.701829,0.076929,12.3421,4.5706,0.050671,0.0,4.5706,0.0256,0.5075,0.0,4.6014,0.0,0.0049,0.0,0.5072,34.6134,34.6157,26.8166,26.8184,0.0379,1.1540000000000001,0.41
434,448.227,621.379,-106.07343999999999,20.2636,445.0,9.0275,9.0275,3.700285,3.7005160000000004,0.076565,12.3417,4.5711,0.050671,0.0,4.5711,0.0255,0.5074,0.0,4.6039,0.0,0.0049,0.0,0.5071,34.6128,34.6151,26.8184,26.8202,0.0366,1.113,0.396
435,449.235,622.201,-106.07343999999999,20.2636,446.0,9.0136,9.0137,3.6989910000000004,3.69921,0.07691100000000001,12.3415,4.5713,0.050671,0.0,4.5713,0.0256,0.5074,0.0,4.6047,0.0,0.0049,0.0,0.5071,34.6122,34.6145,26.8202,26.8219,0.0394,1.198,0.426
436,450.244,623.13,-106.07343999999999,20.2636,447.0,9.002,9.0021,3.697924,3.6981589999999995,0.07660299999999999,12.3429,4.5697,0.050671,0.0,4.5697,0.0255,0.5076,0.0,4.605,0.0,0.0049,0.0,0.5073,34.6119,34.6143,26.8218,26.8236,0.0398,1.2109999999999999,0.43
437,451.25199999999995,624.134,-106.07343999999999,20.2636,448.0,8.9976,8.998,3.697546,3.697808,0.077894,12.3431,4.5694,0.050671,0.0,4.5694,0.0259,0.5075,0.0,4.605,0.0,0.0049,0.0,0.5072,34.6117,34.6141,26.8224,26.8242,0.039,1.186,0.42100000000000004
438,452.26,625.192,-106.07343999999999,20.263579999999997,449.0,8.9941,8.9944,3.697258,3.697521,0.076684,12.3427,4.5699,0.050671,0.0,4.5699,0.0255,0.5077,0.0,4.605,0.0,0.0049,0.0,0.5074,34.6117,34.6141,26.8229,26.8248,0.0382,1.163,0.413
439,453.269,626.323,-106.07343999999999,20.263579999999997,450.0,8.9885,8.9886,3.696763,3.697007,0.076534,12.344,4.5685,0.050671,0.0,4.5685,0.0255,0.5072,0.0,4.6052,0.0,0.0049,0.0,0.5069,34.6115,34.6139,26.8237,26.8255,0.034,1.034,0.36700000000000005
440,454.277,627.668,-106.07343999999999,20.263579999999997,451.0,8.9822,8.9825,3.6962019999999995,3.696475,0.076717,12.3444,4.568,0.050671,0.0,4.568,0.0255,0.5073,0.0,4.6019,0.0,0.0049,0.0,0.507,34.6113,34.6138,26.8245,26.8264,0.0392,1.194,0.424
441,455.285,629.125,-106.07343999999999,20.263579999999997,452.0,8.9783,8.9784,3.6958839999999995,3.69613,0.07607699999999999,12.3425,4.5701,0.050671,0.0,4.5701,0.0253,0.5074,0.0,4.5723,0.0,0.0049,0.0,0.5071,34.6113,34.6137,26.8252,26.8271,0.0372,1.1320000000000001,0.402
442,456.29400000000004,630.308,-106.07342,20.263579999999997,453.0,8.976,8.976,3.6957089999999995,3.695954,0.077426,12.343,4.5695,0.050671,0.0,4.5695,0.0258,0.5072,0.0,4.5696,0.0,0.0049,0.0,0.5069,34.6113,34.6138,26.8255,26.8275,0.0359,1.092,0.38799999999999996
443,457.30199999999996,631.2180000000001,-106.07342,20.263579999999997,454.0,8.971,8.9712,3.695275,3.695529,0.077271,12.3419,4.5708,0.050671,0.0,4.5708,0.0257,0.5072,0.0,4.5966,0.0,0.0049,0.0,0.5069,34.6111,34.6135,26.8262,26.8281,0.0407,1.237,0.439
444,458.31,631.996,-106.07343999999999,20.263579999999997,455.0,8.9586,8.9583,3.694068,3.6942760000000003,0.075853,12.3427,4.5699,0.050671,0.0,4.5699,0.0252,0.5075,0.0,4.6131,0.0,0.0049,0.0,0.5072,34.6101,34.6125,26.8274,26.8293,0.0398,1.2109999999999999,0.43
445,459.319,632.732,-106.07343999999999,20.26359,456.0,8.9,8.8978,3.6883769999999996,3.6883529999999998,0.07631399999999999,12.3419,4.5709,0.050671,0.0,4.5709,0.0254,0.5075,0.0,4.6206,0.0,0.0049,0.0,0.5072,34.607,34.6089,26.8343,26.8361,0.0383,1.165,0.413
446,460.327,633.503,-106.07343999999999,20.2636,457.0,8.8702,8.8696,3.6856150000000003,3.6857660000000005,0.076551,12.3419,4.5709,0.050671,0.0,4.5709,0.0255,0.5075,0.0,4.622,0.0,0.0049,0.0,0.5072,34.6065,34.6088,26.8386,26.8405,0.0393,1.196,0.424
447,461.336,634.376,-106.07343999999999,20.2636,458.0,8.8502,8.8501,3.683678,3.6838839999999995,0.077078,12.3415,4.5712,0.050671,0.0,4.5712,0.0257,0.5076,0.0,4.6227,0.0,0.0049,0.0,0.5073,34.6053,34.6075,26.8409,26.8426,0.0383,1.167,0.413
448,462.344,635.413,-106.07343999999999,20.2636,459.0,8.8375,8.8371,3.6824779999999997,3.682671,0.07624700000000001,12.3415,4.5713,0.050671,0.0,4.5713,0.0254,0.5074,0.0,4.6231,0.0,0.0049,0.0,0.5071,34.6046,34.607,26.8423,26.8442,0.038,1.155,0.409
