Protein Group,Protein ID,Accession,Query,Hit Accession,Description,Type, Score,Evalue,-10lgP,Coverage (%),Coverage (%) etnp-ja09-20170531,Coverage (%) etnp-ja10-20170531,Coverage (%) etnp-ja11-20170531,Coverage (%) etnp-ja12-20170531,Coverage (%) etnp-ja13-20170531,Coverage (%) etnp-ja14-20170531,Coverage (%) etnp-ja15-20170531,Coverage (%) etnp-ja16-20170531,Area etnp-ja09-20170531,Area etnp-ja10-20170531,Area etnp-ja11-20170531,Area etnp-ja12-20170531,Area etnp-ja13-20170531,Area etnp-ja14-20170531,Area etnp-ja15-20170531,Area etnp-ja16-20170531,#Peptides,#Unique,#Spec etnp-ja09-20170531,#Spec etnp-ja10-20170531,#Spec etnp-ja11-20170531,#Spec etnp-ja12-20170531,#Spec etnp-ja13-20170531,#Spec etnp-ja14-20170531,#Spec etnp-ja15-20170531,#Spec etnp-ja16-20170531,PTM,Avg. Mass,Description
592,67349,ETNP_120m_PROKKA_151994,ETNP_120m_PROKKA_151994 hypothetical protein,WP_036914908.1,WP_036914908.1 MULTISPECIES: hypothetical protein [Prochlorococcus],,427,6.22E-54,82.03,53,10,53,0,0,0,0,0,0,,1.95E+05,,,,,,,7,1,1,8,0,0,0,0,0,0,Oxidation (M),11385,hypothetical protein
361,66361,ETNP_120m_PROKKA_155593,ETNP_120m_PROKKA_155593 Spermidine/putrescine-binding periplasmic protein precursor,WP_019308280,WP_019308280 hypothetical protein SAR324 cluster bacterium SCGC AAA240-J09,,1450,0,121.25,31,0,13,26,15,18,0,0,0,,4.59E+05,1.43E+06,1.62E+06,1.72E+06,,,,7,7,0,3,7,4,5,0,0,0,Carbamidomethylation; Deamidation (NQ),38100,Spermidine/putrescine-binding periplasmic protein precursor
358,66804,ETNP_120m_PROKKA_15747,ETNP_120m_PROKKA_15747 hypothetical protein,None,None,,None,None,117.8,37,7,37,0,0,0,0,0,0,4.12E+05,1.26E+07,,,,,,,16,16,1,18,0,0,0,0,0,0,Deamidation (NQ),24509,hypothetical protein
1148,67874,ETNP_120m_PROKKA_157940,ETNP_120m_PROKKA_157940 ATP synthase subunit b,WP_011825156.1,WP_011825156.1 MULTISPECIES: ATP synthase subunit b' [Prochlorococcus],,608,8.12E-80,49.03,14,0,14,0,0,0,0,0,0,,5.17E+05,,,,,,,2,2,0,2,0,0,0,0,0,0,,16546,ATP synthase subunit b
1188,68483,ETNP_120m_PROKKA_158412,ETNP_120m_PROKKA_158412 Cytochrome c oxidase subunit 2,ABA59413.1,"ABA59413.1 Cytochrome c oxidase, subunit II [Nitrosococcus oceani ATCC 19707]",,259,5.22E-26,67.11,10,0,0,10,0,0,0,0,0,,,2.45E+04,,,,,,1,1,0,0,2,0,0,0,0,0,,20795,Cytochrome c oxidase subunit 2
1781,4620,ETNP_120m_PROKKA_159350,ETNP_120m_PROKKA_159350 molybdopterin biosynthesis protein MoeB,None,None,,None,None,33.23,10,0,10,0,0,0,0,0,0,,2.87E+05,,,,,,,1,1,0,1,0,0,0,0,0,0,,13240,molybdopterin biosynthesis protein MoeB
2127,68823,ETNP_120m_PROKKA_159499,"ETNP_120m_PROKKA_159499 RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",KKU20022,KKU20022 hypothetical protein UX30_C0005G0063 Candidatus Saccharibacteria bacterium GW2011_GWA2_46_10,,259,1.75E-28,44.02,16,0,0,16,0,0,0,0,0,,,1.76E+04,,,,,,1,1,0,0,1,0,0,0,0,0,,9975,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
777,66942,ETNP_120m_PROKKA_161606,ETNP_120m_PROKKA_161606 Photosystem II reaction center Psb28 protein,WP_036915343.1,WP_036915343.1 MULTISPECIES: photosystem II reaction center Psb28 protein [Prochlorococcus],,542,6.65E-71,75.08,36,7,36,0,0,0,0,0,0,2.41E+04,1.12E+06,,,,,,,4,4,1,4,0,0,0,0,0,0,,13239,Photosystem II reaction center Psb28 protein
2273,4813,ETNP_120m_PROKKA_161673,ETNP_120m_PROKKA_161673 hypothetical protein,WP_036913659.1,WP_036913659.1 MULTISPECIES: hypothetical protein [Prochlorococcus],,923,6.25E-125,27.23,5,0,5,0,0,0,0,0,0,,5.24E+03,,,,,,,1,1,0,1,0,0,0,0,0,0,,25680,hypothetical protein
232,66443,ETNP_120m_PROKKA_162168,ETNP_120m_PROKKA_162168 Rhodanese-like domain protein,WP_011312162,WP_011312162 sulfurtransferase Thiobacillus denitrificans,,689,5.33E-90,133.76,40,0,10,29,37,25,0,0,0,,3.73E+05,9.88E+05,7.83E+05,5.35E+05,,,,15,6,0,2,11,9,7,0,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),23421,Rhodanese-like domain protein
712,67274,ETNP_120m_PROKKA_164604,ETNP_120m_PROKKA_164604 Periplasmic dipeptide transport protein precursor,WP_029390986,WP_029390986 cytochrome c SAR324 cluster bacterium SCGC AAA240-J09,,2020,0,90.76,7,0,0,5,4,2,0,0,0,,,1.38E+05,1.58E+05,1.74E+04,,,,3,3,0,0,3,2,1,0,0,0,,57649,Periplasmic dipeptide transport protein precursor
754,4570,ETNP_120m_PROKKA_165163,ETNP_120m_PROKKA_165163 hypothetical protein,None,None,,None,None,87.37,8,0,7,8,7,7,0,0,0,,1.87E+05,4.41E+05,1.97E+05,1.94E+05,,,,3,3,0,1,3,1,1,0,0,0,,21345,hypothetical protein
323,66831,ETNP_120m_PROKKA_166629,ETNP_120m_PROKKA_166629 Lactate-binding periplasmic protein precursor,WP_011217572.1,WP_011217572.1 C4-dicarboxylate ABC transporter [Photobacterium profundum],,408,6.07E-44,129.38,25,0,3,15,17,13,0,0,0,,2.01E+04,1.40E+06,1.21E+06,3.28E+05,,,,9,9,0,1,5,8,8,0,0,0,Deamidation (NQ),39499,Lactate-binding periplasmic protein precursor
506,66733,ETNP_120m_PROKKA_166655,ETNP_120m_PROKKA_166655 Periplasmic murein peptide-binding protein precursor,WP_020024136.1,WP_020024136.1 peptide ABC transporter substrate-binding protein [Candidatus Thioglobus singularis],,2159,0,100.01,14,0,7,10,10,4,0,0,0,,1.76E+04,3.39E+05,2.28E+05,4.77E+04,,,,6,6,0,2,6,3,1,0,0,0,,60163,Periplasmic murein peptide-binding protein precursor
189,299,ETNP_120m_PROKKA_167165,ETNP_120m_PROKKA_167165 60 kDa chaperonin,ABA59367.1,ABA59367.1 Chaperonin Cpn60/TCP-1 [Nitrosococcus oceani ATCC 19707],,2226,0,150.07,21,0,6,19,11,6,2,0,0,,,2.48E+05,6.62E+04,,,,,18,4,0,5,15,8,7,1,0,0,Deamidation (NQ),57725,60 kDa chaperonin_120mF_megahit_PEDPKPGI_179127 60 kDa chaperonin
58,66122,ETNP_120m_PROKKA_168017,ETNP_120m_PROKKA_168017 General L-amino acid-binding periplasmic protein AapJ precursor,WP_013045324,WP_013045324 amino acid ABC transporter substrate-binding protein Candidatus Puniceispirillum marinum,,1241,4.45E-170,225.77,51,3,22,47,51,48,10,0,0,,1.78E+05,2.64E+06,2.70E+06,3.55E+06,,,,32,2,1,7,29,28,26,4,0,0,Carbamidomethylation; Deamidation (NQ),36148,General L-amino acid-binding periplasmic protein AapJ precursor
972,68150,ETNP_120m_PROKKA_168133,ETNP_120m_PROKKA_168133 30S ribosomal protein S2,WP_011129963.1,WP_011129963.1 MULTISPECIES: 30S ribosomal protein S2 [Prochlorococcus],,909,1.04E-123,42.39,9,4,9,0,0,0,0,0,0,2.59E+04,1.37E+05,,,,,,,2,2,1,2,0,0,0,0,0,0,,21317,30S ribosomal protein S2
118,66402,ETNP_120m_PROKKA_16949,ETNP_120m_PROKKA_16949 hypothetical protein,MGA_DEGCLMIB_05836,MGA_DEGCLMIB_05836 hypothetical protein,,340,2.31E-41,155.42,82,14,14,82,57,65,0,0,0,,,8.71E+05,1.70E+05,5.36E+04,,,,25,3,2,4,22,11,12,0,0,0,,8020,hypothetical protein
1186,68402,ETNP_120m_PROKKA_16987,ETNP_120m_PROKKA_16987 Putative universal stress protein,WP_011827370.1,WP_011827370.1 MULTISPECIES: universal stress protein [Prochlorococcus],,615,1.03E-81,51.54,21,0,21,0,0,0,0,0,0,,2.43E+05,,,,,,,2,2,0,2,0,0,0,0,0,0,,13817,Putative universal stress protein
989,69588,ETNP_120m_PROKKA_170057,ETNP_120m_PROKKA_170057 Bacterial DNA-binding protein,WP_002652856,WP_002652856  DNA-binding protein  Blastopirellula marina ,,273,4.05E-30,34.82,18,0,0,18,0,9,0,0,0,,,4.27E+05,,4.20E+05,,,,2,1,0,0,2,0,1,0,0,0,,11471,Bacterial DNA-binding protein
132,66314,ETNP_120m_PROKKA_17226,ETNP_120m_PROKKA_17226 Chlorate reductase subunit gamma precursor,WP_018047897.1,WP_018047897.1 hypothetical protein [Nitrospina sp. AB-629-B18],,1570,0,156.12,28,5,20,12,0,4,19,0,0,,4.65E+05,,,,1.40E+06,,,25,4,2,13,13,0,2,16,0,0,Oxidation (M); Deamidation (NQ),39122,Chlorate reductase subunit gamma precursor
244,66648,ETNP_120m_PROKKA_172531,ETNP_120m_PROKKA_172531 Ferredoxin,WP_006043345.1,WP_006043345.1 MULTISPECIES: ferredoxin [Synechococcus],,476,2.18E-61,145.22,61,24,61,0,0,0,0,0,0,1.51E+05,2.31E+06,,,,,,,19,2,2,25,0,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ),10602,Ferredoxin
221,67967,ETNP_120m_PROKKA_17782,ETNP_120m_PROKKA_17782 hypothetical protein,WP_018048164.1,WP_018048164.1 hypothetical protein [Nitrospina sp. AB-629-B18],,608,4.34E-79,112.21,15,7,15,8,7,8,8,0,0,,2.28E+05,,,,,,,12,1,2,11,8,1,4,5,0,0,,19892,hypothetical protein
1277,68962,ETNP_120m_PROKKA_178256,"ETNP_120m_PROKKA_178256 RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",OD1KIAMBEPF_00817,OD1KIAMBEPF_00817 hypothetical protein,,241,9.73E-26,38.97,11,0,0,0,11,11,0,0,0,,,,3.75E+04,7.74E+04,,,,1,1,0,0,0,1,1,0,0,0,,9776,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
666,69559,ETNP_120m_PROKKA_179076,ETNP_120m_PROKKA_179076 putative protease YhbU precursor,ACI98363.1,"ACI98363.1 peptidase, U32 family, putative [Rhodospirillum centenum SW]",,1193,1.55E-162,27.9,3,0,0,3,3,3,0,0,0,,,9.72E+04,8.80E+03,7.25E+04,,,,1,1,0,0,2,1,4,0,0,0,,36847,putative protease YhbU precursor
1163,68678,ETNP_120m_PROKKA_180144,ETNP_120m_PROKKA_180144 Monocarboxylate 2-oxoacid-binding periplasmic protein precursor,AAV95821.1,"AAV95821.1 bacterial extracellular solute-binding protein, family 7 [Ruegeria pomeroyi DSS-3]",,1188,2.28E-161,38.51,4,0,0,0,4,4,0,0,0,,,,6.33E+04,1.08E+05,,,,1,1,0,0,0,1,1,0,0,0,,38855,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
963,69226,ETNP_120m_PROKKA_182170,ETNP_120m_PROKKA_182170 10 kDa chaperonin,Verrucomicrobia_HGEPPPGB_01858,Verrucomicrobia_HGEPPPGB_01858 10 kDa chaperonin,,371,2.22E-45,42,24,9,0,24,0,0,0,0,0,,,6.76E+04,,,,,,2,1,1,0,2,0,0,0,0,0,,10560,10 kDa chaperonin
997,3925,ETNP_120m_PROKKA_183675,ETNP_120m_PROKKA_183675 Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase,WP_036913115.1,WP_036913115.1 MULTISPECIES: peptidylprolyl isomerase [Prochlorococcus],,1769,0,40.82,5,5,5,0,0,0,0,0,0,6.89E+03,6.66E+06,,,,,,,1,1,1,2,0,0,0,0,0,0,,37593,Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
460,3101,ETNP_120m_PROKKA_187069,ETNP_120m_PROKKA_187069 Chlorate reductase subunit beta,WP_018047899.1,WP_018047899.1 hypothetical protein [Nitrospina sp. AB-629-B18],,1439,0,80.89,4,2,4,4,4,4,4,0,0,,,,6.51E+04,2.80E+05,,,,3,1,1,2,3,3,3,2,0,0,Carbamidomethylation; Deamidation (NQ),49406,Chlorate reductase subunit beta
393,66740,ETNP_120m_PROKKA_188342,ETNP_120m_PROKKA_188342 hypothetical protein,WP_036914636.1,WP_036914636.1 MULTISPECIES: hypothetical protein [Prochlorococcus],,346,1.07E-41,94.3,44,10,44,0,0,0,0,0,0,,7.96E+06,,,,,,,12,3,1,16,0,0,0,0,0,0,Oxidation (M),11301,hypothetical protein
450,66724,ETNP_120m_PROKKA_189903,ETNP_120m_PROKKA_189903 hypothetical protein,WP_042252070.1,WP_042252070.1 hypothetical protein [Nitrospina gracilis],,557,8.70E-72,104.91,46,0,14,46,0,5,6,0,0,,2.79E+05,1.78E+06,,,,,,10,6,0,2,9,0,1,2,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),17587,hypothetical protein
1981,4039,ETNP_120m_PROKKA_193882,ETNP_120m_PROKKA_193882 hypothetical protein,SAR11cell_DLNKFFIG_03334,SAR11cell_DLNKFFIG_03334 hypothetical protein,,1490,0,40.41,4,0,0,4,0,0,0,0,0,,,2.72E+04,,,,,,1,1,0,0,1,0,0,0,0,0,,40632,hypothetical protein
1988,69099,ETNP_120m_PROKKA_197691,ETNP_120m_PROKKA_197691 Single-stranded DNA-binding protein,WP_011126999.1,WP_011126999.1 MULTISPECIES: single-stranded DNA-binding protein [Synechococcus],,572,4.58E-75,34.22,8,0,8,0,0,0,0,0,0,,8.75E+05,,,,,,,1,1,0,1,0,0,0,0,0,0,,14045,Single-stranded DNA-binding protein
1295,5151,ETNP_120m_PROKKA_198156,ETNP_120m_PROKKA_198156 hypothetical protein,None,None,,None,None,36.61,9,0,0,9,9,0,0,0,0,,,1.97E+05,6.73E+04,,,,,1,1,0,0,1,1,0,0,0,0,Carbamidomethylation,11483,hypothetical protein
1870,68587,ETNP_120m_PROKKA_19816,ETNP_120m_PROKKA_19816 Response regulator protein VraR,WP_036911492.1,WP_036911492.1 MULTISPECIES: LuxR family transcriptional regulator [Prochlorococcus],,440,4.26E-56,41.74,17,0,17,0,0,0,0,0,0,,1.02E+05,,,,,,,1,1,0,1,0,0,0,0,0,0,,9905,Response regulator protein VraR
852,68265,ETNP_120m_PROKKA_198428,"ETNP_120m_PROKKA_198428 2,3-diketo-L-gulonate-binding periplasmic protein YiaO precursor",WP_013046241,WP_013046241 C4-dicarboxylate ABC transporter substrate-binding protein Candidatus Puniceispirillum marinum,,554,4.60E-66,49.22,7,0,0,7,6,0,0,0,0,,,6.76E+04,2.45E+05,,,,,3,3,0,0,2,2,0,0,0,0,,36687,2 3-diketo-L-gulonate-binding periplasmic protein YiaO precursor
168,435,ETNP_120m_PROKKA_199477,ETNP_120m_PROKKA_199477 Major carboxysome shell protein 1A,WP_011825471.1,WP_011825471.1 MULTISPECIES: carbon dioxide-concentrating mechanism protein CcmK [Prochlorococcus],,487,7.76E-63,161.97,79,61,79,0,0,0,0,0,0,,5.97E+04,,,,,,,21,1,13,27,0,0,0,0,0,0,Oxidation (M),10731,Major carboxysome shell protein 1A
888,4950,ETNP_120m_PROKKA_200056,ETNP_120m_PROKKA_200056 hypothetical protein,None,None,,None,None,54.05,6,0,0,6,6,6,0,0,0,,,1.06E+05,1.42E+04,1.16E+04,,,,2,2,0,0,2,1,1,0,0,0,,27136,hypothetical protein
153,66254,ETNP_120m_PROKKA_20159,ETNP_120m_PROKKA_20159 Major carboxysome shell protein 1A,WP_006169870.1,WP_006169870.1 MULTISPECIES: carbon dioxide-concentrating mechanism protein CcmK [Cyanobacteria],,492,1.29E-63,165.66,85,61,85,0,0,0,0,0,0,,1.12E+06,,,,,,,23,3,13,30,0,0,0,0,0,0,Oxidation (M); Deamidation (NQ),10552,Major carboxysome shell protein 1A
700,5360,ETNP_120m_PROKKA_20258,ETNP_120m_PROKKA_20258 hypothetical protein,SAR11cell_DLNKFFIG_09927,SAR11cell_DLNKFFIG_09927 hypothetical protein,,419,9.82E-49,42.04,19,5,0,0,5,14,19,0,0,,,,,1.38E+04,1.58E+05,,,3,1,1,0,0,1,2,3,0,0,,14594,hypothetical protein_ETNP_140m_PROKKA_76469 hypothetical protein
972,3066,ETNP_120m_PROKKA_202977,ETNP_120m_PROKKA_202977 30S ribosomal protein S2,WP_011127955.1,WP_011127955.1 MULTISPECIES: 30S ribosomal protein S2 [Synechococcus],,1224,1.46E-170,42.39,7,3,7,0,0,0,0,0,0,2.59E+04,1.37E+05,,,,,,,2,2,1,2,0,0,0,0,0,0,,28746,30S ribosomal protein S2
796,67877,ETNP_120m_PROKKA_206208,ETNP_120m_PROKKA_206208 Glycine betaine-binding periplasmic protein precursor,WP_011395300.1,WP_011395300.1 glycine/betaine ABC transporter [Hahella chejuensis],,844,5.57E-110,72.8,18,0,0,7,13,12,0,0,0,,,1.03E+05,1.78E+05,1.93E+05,,,,3,3,0,0,1,2,2,0,0,0,Carbamidomethylation; Deamidation (NQ),36155,Glycine betaine-binding periplasmic protein precursor
1021,4841,ETNP_120m_PROKKA_206964,ETNP_120m_PROKKA_206964 Cyanate hydratase,WP_005007129.1,WP_005007129.1 cyanase [Nitrospina gracilis],,386,3.01E-47,58.29,17,0,0,17,17,17,0,0,0,,,1.55E+05,1.39E+05,2.93E+03,,,,1,1,0,0,1,1,1,0,0,0,Deamidation (NQ),9590,Cyanate hydratase
145,66281,ETNP_120m_PROKKA_207479,ETNP_120m_PROKKA_207479 hypothetical protein,WP_011129843.1,WP_011129843.1 MULTISPECIES: hypothetical protein [Prochlorococcus],,505,7.71E-65,156.04,59,17,59,0,0,0,0,0,0,,1.77E+05,,,,,,,36,2,6,38,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),13968,hypothetical protein
2019,70060,ETNP_120m_PROKKA_209668,ETNP_120m_PROKKA_209668 Spore coat protein SA,WP_040921533,WP_040921533 glycosyltransferase WbuB partial SAR324 cluster bacterium SCGC AAA240-J09,,954,9.94E-125,23.86,2,0,0,0,0,0,2,0,0,,,,,,6.28E+04,,,1,1,0,0,0,0,0,1,0,0,,44858,Spore coat protein SA
375,67140,ETNP_120m_PROKKA_21017,ETNP_120m_PROKKA_21017 Bacterial extracellular solute-binding protein,WP_013045632,WP_013045632 spermidine putrescine ABC transporter substrate-binding protein Candidatus Puniceispirillum marinum,,973,3.66E-128,114.72,10,0,6,6,8,7,2,0,0,,3.23E+05,4.88E+05,3.34E+05,3.23E+05,2.64E+05,,,8,8,0,3,4,4,6,1,0,0,Carbamidomethylation,43346,Bacterial extracellular solute-binding protein
1184,3177,ETNP_120m_PROKKA_210522,"ETNP_120m_PROKKA_210522 D-fructose 1,6-bisphosphatase class 2/sedoheptulose 1,7-bisphosphatase",WP_036915416.1,"WP_036915416.1 MULTISPECIES: fructose 1,6-bisphosphatase [Prochlorococcus]",,683,4.66E-89,51.63,22,0,22,0,0,0,0,0,0,,5.63E+04,,,,,,,2,1,0,2,0,0,0,0,0,0,,13591,D-fructose 1 6-bisphosphatase class 2/sedoheptulose 1 7-bisphosphatase
927,67899,ETNP_120m_PROKKA_211511,ETNP_120m_PROKKA_211511 General L-amino acid-binding periplasmic protein AapJ precursor,Symbiodinium_sp_0196914804,Symbiodinium_sp_0196914804 No definition line,,945,5.96E-125,56.9,9,0,0,8,0,2,0,0,0,,,2.75E+05,,,,,,3,2,0,0,2,0,1,0,0,0,,37137,General L-amino acid-binding periplasmic protein AapJ precursor
496,66977,ETNP_120m_PROKKA_21179,ETNP_120m_PROKKA_21179 Chlorate reductase subunit beta,WP_018047899.1,WP_018047899.1 hypothetical protein [Nitrospina sp. AB-629-B18],,707,2.22E-91,86.48,26,7,7,23,7,7,18,0,0,,,4.84E+04,,,,,,5,1,1,1,4,1,1,4,0,0,Oxidation (M); Deamidation (NQ),16046,Chlorate reductase subunit beta
755,2442,ETNP_120m_PROKKA_213106,ETNP_120m_PROKKA_213106 Aliphatic amidase expression-regulating protein,ABI55543.1,"ABI55543.1 amino acid/amide ABC transporter substrate-binding protein, HAAT family [Alkalilimnicola ehrlichii MLHE-1]",,1580,0,67.42,13,0,3,10,0,3,0,0,0,,,3.89E+04,,0.00E+00,,,,4,3,0,1,3,0,1,0,0,0,Carbamidomethylation,48168,Aliphatic amidase expression-regulating protein
784,67644,ETNP_120m_PROKKA_213989,ETNP_120m_PROKKA_213989 hypothetical protein,WP_013960661,WP_013960661 sugar ABC transporter substrate-binding protein Roseobacter litoralis,,2016,0,88.67,10,0,0,0,4,10,0,0,0,,,,1.12E+04,3.69E+05,,,,3,3,0,0,0,1,4,0,0,0,Deamidation (NQ),60586,hypothetical protein
1217,68521,ETNP_120m_PROKKA_214743,ETNP_120m_PROKKA_214743 50S ribosomal protein L2,WP_011467445.1,WP_011467445.1 50S ribosomal protein L2 [Saccharophagus degradans],,1121,6.21E-154,61.16,7,0,5,0,0,0,2,0,0,,3.58E+05,,,,,,,2,1,0,1,0,0,0,1,0,0,Deamidation (NQ),30398,50S ribosomal protein L2
669,68174,ETNP_120m_PROKKA_216073,ETNP_120m_PROKKA_216073 hypothetical protein,WP_011129843.1,WP_011129843.1 MULTISPECIES: hypothetical protein [Prochlorococcus],,461,2.40E-58,71.94,17,9,17,0,0,0,0,0,0,,1.89E+05,,,,,,,5,1,2,5,0,0,0,0,0,0,,13360,hypothetical protein
1869,68507,ETNP_120m_PROKKA_216566,ETNP_120m_PROKKA_216566 putative ABC transporter-binding protein precursor,Asterionellopsis_glacialis_0195254524,Asterionellopsis_glacialis_0195254524 No definition line,,2021,0,61.67,4,0,0,4,0,0,0,0,0,,,1.45E+04,,,,,,1,1,0,0,1,0,0,0,0,0,,48365,putative ABC transporter-binding protein precursor
363,608,ETNP_120m_PROKKA_21721,ETNP_120m_PROKKA_21721 glycine betaine transporter periplasmic subunit,WP_025046508,WP_025046508 ABC transporter Sulfitobacter mediterraneus,,985,6.85E-132,126.19,23,0,0,20,20,22,0,0,0,,,1.23E+06,1.89E+06,1.27E+06,,,,7,7,0,0,7,5,7,0,0,0,Carbamidomethylation; Deamidation (NQ),35687,glycine betaine transporter periplasmic subunit_ETNP_120m_free_PROKKA_129846 glycine betaine transporter periplasmic subunit
1689,68945,ETNP_120m_PROKKA_219505,ETNP_120m_PROKKA_219505 Acetyl-CoA acetyltransferase,ADH90026.1,ADH90026.1 acetyl-CoA acetyltransferase [Starkeya novella DSM 506],,403,5.05E-46,44.56,15,0,0,15,0,0,0,0,0,,,5.04E+04,,,,,,1,1,0,0,1,0,0,0,0,0,,13553,Acetyl-CoA acetyltransferase
421,1735,ETNP_120m_PROKKA_223412,ETNP_120m_PROKKA_223412 hypothetical protein,None,None,,None,None,123.52,54,18,54,0,0,0,0,0,0,1.62E+05,8.95E+06,,,,,,,13,13,1,15,0,0,0,0,0,0,,6863,hypothetical protein
643,66950,ETNP_120m_PROKKA_225416,ETNP_120m_PROKKA_225416 hypothetical protein,WP_036914225.1,WP_036914225.1 MULTISPECIES: hypothetical protein [Prochlorococcus],,366,5.13E-45,89.99,52,0,52,0,0,0,0,0,0,,1.78E+06,,,,,,,4,4,0,8,0,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ),9360,hypothetical protein
169,66319,ETNP_120m_PROKKA_226248,ETNP_120m_PROKKA_226248 Major carboxysome shell protein 1A,WP_006169870.1,WP_006169870.1 MULTISPECIES: carbon dioxide-concentrating mechanism protein CcmK [Cyanobacteria],,500,6.76E-65,161.71,86,61,86,0,0,0,0,0,0,,3.93E+04,,,,,,,21,1,13,27,0,0,0,0,0,0,Oxidation (M),10641,Major carboxysome shell protein 1A
269,743,ETNP_120m_PROKKA_226881,ETNP_120m_PROKKA_226881 hypothetical protein,KHE93157,KHE93157 nitrite oxidoreductase alpha subunit Candidatus Scalindua brodae,,784,3.16E-95,141.54,45,0,15,6,25,45,0,0,0,,3.28E+05,1.19E+05,2.94E+05,1.28E+06,,,,17,9,0,3,2,6,14,0,0,0,Deamidation (NQ),23127,hypothetical protein
73,66326,ETNP_120m_PROKKA_227310,ETNP_120m_PROKKA_227310 hypothetical protein,MGA_DEGCLMIB_05836,MGA_DEGCLMIB_05836 hypothetical protein,,351,4.46E-43,185.73,81,13,27,81,81,81,0,0,0,,,1.37E+06,5.35E+05,1.46E+06,,,,37,6,2,5,30,18,24,0,0,0,,8031,hypothetical protein
1193,69418,ETNP_120m_PROKKA_22824,ETNP_120m_PROKKA_22824 30S ribosomal protein S17,WP_036912659.1,WP_036912659.1 MULTISPECIES: 30S ribosomal protein S17 [Prochlorococcus],,425,7.39E-54,34.71,12,0,12,0,0,0,0,0,0,,1.40E+05,,,,,,,2,2,0,2,0,0,0,0,0,0,,10013,30S ribosomal protein S17
752,67587,ETNP_120m_PROKKA_22832,ETNP_120m_PROKKA_22832 50S ribosomal protein L3,WP_036912637.1,WP_036912637.1 MULTISPECIES: 50S ribosomal protein L3 [Prochlorococcus],,1031,5.40E-142,63.6,22,6,22,0,0,0,0,0,0,,2.20E+04,,,,,,,4,3,1,5,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),23767,50S ribosomal protein L3
685,67137,ETNP_120m_PROKKA_230355,"ETNP_120m_PROKKA_230355 RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",WP_036911511.1,WP_036911511.1 MULTISPECIES: RNA-binding protein [Prochlorococcus],,639,1.08E-84,69.5,37,14,37,0,0,0,0,0,0,,2.72E+05,,,,,,,5,1,2,5,0,0,0,0,0,0,,15884,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
1011,68469,ETNP_120m_PROKKA_23048,ETNP_120m_PROKKA_23048 Ribulose-phosphate 3-epimerase,WP_036915413.1,WP_036915413.1 MULTISPECIES: ribulose-phosphate 3-epimerase [Prochlorococcus],,1127,1.27E-156,46.54,14,0,14,0,0,0,0,0,0,,1.55E+06,,,,,,,3,2,0,3,0,0,0,0,0,0,,24475,Ribulose-phosphate 3-epimerase
1292,68267,ETNP_120m_PROKKA_230617,ETNP_120m_PROKKA_230617 hypothetical protein,None,None,,None,None,51.41,18,0,18,0,0,0,0,0,0,,2.18E+05,,,,,,,2,2,0,2,0,0,0,0,0,0,,20442,hypothetical protein
679,66927,ETNP_120m_PROKKA_231035,ETNP_120m_PROKKA_231035 30S ribosomal protein S5,CAK22844.1,CAK22844.1 30S ribosomal protein S5 [Synechococcus sp. WH 7803],,886,5.01E-120,69.83,30,3,30,0,0,0,0,0,0,0.00E+00,6.90E+05,,,,,,,6,6,1,6,0,0,0,0,0,0,,23227,30S ribosomal protein S5
1277,68963,ETNP_120m_PROKKA_233652,"ETNP_120m_PROKKA_233652 RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",WP_012625640,WP_012625640 RNA-binding protein Desulfovibrio desulfuricans,,247,1.04E-26,38.97,11,0,0,0,11,11,0,0,0,,,,3.75E+04,7.74E+04,,,,1,1,0,0,0,1,1,0,0,0,,9773,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
289,390,ETNP_120m_PROKKA_235136,ETNP_120m_PROKKA_235136 Glutamine synthetase,WP_036915357.1,WP_036915357.1 glutamine synthetase [Prochlorococcus sp. MIT 0701],,1437,0,157,39,16,39,0,0,0,0,0,0,,4.12E+04,,,,,,,15,1,5,19,0,0,0,0,0,0,Deamidation (NQ),30734,Glutamine synthetase
