# MetaGOmics GO report					
# MetaGOmics version: 0.1.1					
# Run date: Thu Jun 28 20:14:18 PDT 2018					
GO acc	GO aspect	GO name	count	total count	ratio
GO:0006207	biological_process	'de novo' pyrimidine nucleobase biosynthetic process	1	551	0.001814882
GO:0006221	biological_process	pyrimidine nucleotide biosynthetic process	1	551	0.001814882
GO:0006222	biological_process	UMP biosynthetic process	1	551	0.001814882
GO:0006228	biological_process	UTP biosynthetic process	1	551	0.001814882
GO:0042803	molecular_function	protein homodimerization activity	23	551	0.041742287
GO:1990267	biological_process	response to transition metal nanoparticle	22	551	0.039927405
GO:0020037	molecular_function	heme binding	1	551	0.001814882
GO:0033574	biological_process	response to testosterone	1	551	0.001814882
GO:0001650	cellular_component	fibrillar center	1	551	0.001814882
GO:0022607	biological_process	cellular component assembly	30	551	0.054446461
GO:0048646	biological_process	anatomical structure formation involved in morphogenesis	6	551	0.010889292
GO:0010927	biological_process	cellular component assembly involved in morphogenesis	6	551	0.010889292
GO:0006259	biological_process	DNA metabolic process	10	551	0.01814882
GO:0072141	biological_process	renal interstitial fibroblast development	6	551	0.010889292
GO:0072143	biological_process	mesangial cell development	6	551	0.010889292
GO:0072144	biological_process	glomerular mesangial cell development	6	551	0.010889292
GO:0010941	biological_process	regulation of cell death	8	551	0.014519056
GO:1901000	biological_process	regulation of response to salt stress	9	551	0.016333938
GO:0006281	biological_process	DNA repair	8	551	0.014519056
GO:1901002	biological_process	positive regulation of response to salt stress	9	551	0.016333938
GO:0005858	cellular_component	axonemal dynein complex	6	551	0.010889292
GO:0005868	cellular_component	cytoplasmic dynein complex	6	551	0.010889292
GO:0006302	biological_process	double-strand break repair	2	551	0.003629764
GO:0006303	biological_process	double-strand break repair via nonhomologous end joining	2	551	0.003629764
GO:0016570	biological_process	histone modification	6	551	0.010889292
GO:0006325	biological_process	chromatin organization	9	551	0.016333938
GO:0006335	biological_process	DNA replication-dependent nucleosome assembly	2	551	0.003629764
GO:0006336	biological_process	DNA replication-independent nucleosome assembly	2	551	0.003629764
GO:0001725	cellular_component	stress fiber	6	551	0.010889292
GO:0006338	biological_process	chromatin remodeling	8	551	0.014519056
GO:0006342	biological_process	chromatin silencing	3	551	0.005444646
GO:0006351	biological_process	"transcription, DNA-templated"	28	551	0.050816697
GO:0006352	biological_process	"DNA-templated transcription, initiation"	3	551	0.005444646
GO:0006355	biological_process	"regulation of transcription, DNA-templated"	29	551	0.052631579
GO:0033673	biological_process	negative regulation of kinase activity	6	551	0.010889292
GO:0006364	biological_process	rRNA processing	2	551	0.003629764
GO:0033692	biological_process	cellular polysaccharide biosynthetic process	4	551	0.007259528
GO:0006396	biological_process	RNA processing	2	551	0.003629764
GO:0001775	biological_process	cell activation	1	551	0.001814882
GO:0006399	biological_process	tRNA metabolic process	2	551	0.003629764
GO:0006412	biological_process	translation	3	551	0.005444646
GO:0055001	biological_process	muscle cell development	6	551	0.010889292
GO:0055002	biological_process	striated muscle cell development	6	551	0.010889292
GO:0055003	biological_process	cardiac myofibril assembly	6	551	0.010889292
GO:0006417	biological_process	regulation of translation	21	551	0.038112523
GO:0006418	biological_process	tRNA aminoacylation for protein translation	2	551	0.003629764
GO:0055008	biological_process	cardiac muscle tissue morphogenesis	6	551	0.010889292
GO:0047484	biological_process	regulation of response to osmotic stress	9	551	0.016333938
GO:0042995	cellular_component	cell projection	11	551	0.019963702
GO:0014069	cellular_component	postsynaptic density	6	551	0.010889292
GO:0014070	biological_process	response to organic cyclic compound	11	551	0.019963702
GO:0006434	biological_process	seryl-tRNA aminoacylation	2	551	0.003629764
GO:0014074	biological_process	response to purine-containing compound	11	551	0.019963702
GO:1901135	biological_process	carbohydrate derivative metabolic process	7	551	0.012704174
GO:0014075	biological_process	response to amine	1	551	0.001814882
GO:1901137	biological_process	carbohydrate derivative biosynthetic process	6	551	0.010889292
GO:0001817	biological_process	regulation of cytokine production	1	551	0.001814882
GO:0001819	biological_process	positive regulation of cytokine production	1	551	0.001814882
GO:0055035	cellular_component	plastid thylakoid membrane	21	551	0.038112523
GO:0006458	biological_process	'de novo' protein folding	20	551	0.036297641
GO:0006461	biological_process	protein complex assembly	29	551	0.052631579
GO:0006464	biological_process	cellular protein modification process	9	551	0.016333938
GO:0033762	biological_process	response to glucagon	1	551	0.001814882
GO:0006468	biological_process	protein phosphorylation	3	551	0.005444646
GO:0006469	biological_process	negative regulation of protein kinase activity	6	551	0.010889292
GO:0033764	molecular_function	"steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	1	551	0.001814882
GO:0043025	cellular_component	neuronal cell body	1	551	0.001814882
GO:0006473	biological_process	protein acetylation	6	551	0.010889292
GO:0006475	biological_process	internal protein amino acid acetylation	6	551	0.010889292
GO:0043034	cellular_component	costamere	6	551	0.010889292
GO:0043038	biological_process	amino acid activation	2	551	0.003629764
GO:0043039	biological_process	tRNA aminoacylation	2	551	0.003629764
GO:0043043	biological_process	peptide biosynthetic process	3	551	0.005444646
GO:0043044	biological_process	ATP-dependent chromatin remodeling	8	551	0.014519056
GO:0072330	biological_process	monocarboxylic acid biosynthetic process	1	551	0.001814882
GO:0072341	molecular_function	modified amino acid binding	1	551	0.001814882
GO:0055081	biological_process	anion homeostasis	1	551	0.001814882
GO:0055085	biological_process	transmembrane transport	25	551	0.045372051
GO:0055086	biological_process	nucleobase-containing small molecule metabolic process	7	551	0.012704174
GO:0043067	biological_process	regulation of programmed cell death	8	551	0.014519056
GO:0006508	biological_process	proteolysis	34	551	0.061705989
GO:0043069	biological_process	negative regulation of programmed cell death	6	551	0.010889292
GO:0016485	biological_process	protein processing	21	551	0.038112523
GO:0001882	molecular_function	nucleoside binding	43	551	0.078039927
GO:0001883	molecular_function	purine nucleoside binding	40	551	0.072595281
GO:0001884	molecular_function	pyrimidine nucleoside binding	1	551	0.001814882
GO:0006518	biological_process	peptide metabolic process	3	551	0.005444646
GO:0043085	biological_process	positive regulation of catalytic activity	6	551	0.010889292
GO:0006520	biological_process	cellular amino acid metabolic process	8	551	0.014519056
GO:0043086	biological_process	negative regulation of catalytic activity	6	551	0.010889292
GO:0001889	biological_process	liver development	1	551	0.001814882
GO:0001891	cellular_component	phagocytic cup	10	551	0.01814882
GO:0014829	biological_process	vascular smooth muscle contraction	6	551	0.010889292
GO:0006525	biological_process	arginine metabolic process	1	551	0.001814882
GO:0001894	biological_process	tissue homeostasis	6	551	0.010889292
GO:0006526	biological_process	arginine biosynthetic process	1	551	0.001814882
GO:0001895	biological_process	retina homeostasis	6	551	0.010889292
GO:1990542	biological_process	mitochondrial transmembrane transport	1	551	0.001814882
GO:0072379	cellular_component	ER membrane insertion complex	20	551	0.036297641
GO:0001906	biological_process	cell killing	20	551	0.036297641
GO:0006534	biological_process	cysteine metabolic process	1	551	0.001814882
GO:0072380	cellular_component	TRC complex	20	551	0.036297641
GO:0021762	biological_process	substantia nigra development	6	551	0.010889292
GO:0006535	biological_process	cysteine biosynthetic process from serine	1	551	0.001814882
GO:0006536	biological_process	glutamate metabolic process	1	551	0.001814882
GO:0006541	biological_process	glutamine metabolic process	1	551	0.001814882
GO:0014866	biological_process	skeletal myofibril assembly	6	551	0.010889292
GO:0001932	biological_process	regulation of protein phosphorylation	6	551	0.010889292
GO:0001933	biological_process	negative regulation of protein phosphorylation	6	551	0.010889292
GO:0001934	biological_process	positive regulation of protein phosphorylation	6	551	0.010889292
GO:0006563	biological_process	L-serine metabolic process	1	551	0.001814882
GO:0001936	biological_process	regulation of endothelial cell proliferation	1	551	0.001814882
GO:0001937	biological_process	negative regulation of endothelial cell proliferation	1	551	0.001814882
GO:1901265	molecular_function	nucleoside phosphate binding	42	551	0.076225045
GO:0006575	biological_process	cellular modified amino acid metabolic process	2	551	0.003629764
GO:1901269	biological_process	lipooligosaccharide metabolic process	4	551	0.007259528
GO:1901271	biological_process	lipooligosaccharide biosynthetic process	4	551	0.007259528
GO:0060041	biological_process	retina development in camera-type eye	6	551	0.010889292
GO:0043167	molecular_function	ion binding	46	551	0.083484574
GO:0043168	molecular_function	anion binding	43	551	0.078039927
GO:0043169	molecular_function	cation binding	21	551	0.038112523
GO:0043170	biological_process	macromolecule metabolic process	54	551	0.09800363
GO:0014904	biological_process	myotube cell development	6	551	0.010889292
GO:0060047	biological_process	heart contraction	6	551	0.010889292
GO:0060048	biological_process	cardiac muscle contraction	6	551	0.010889292
GO:0043177	molecular_function	organic acid binding	2	551	0.003629764
GO:1901293	biological_process	nucleoside phosphate biosynthetic process	4	551	0.007259528
GO:0006605	biological_process	protein targeting	21	551	0.038112523
GO:0043189	cellular_component	H4/H2A histone acetyltransferase complex	6	551	0.010889292
GO:0043195	cellular_component	terminal bouton	1	551	0.001814882
GO:0043200	biological_process	response to amino acid	1	551	0.001814882
GO:0043207	biological_process	response to external biotic stimulus	9	551	0.016333938
GO:0006629	biological_process	lipid metabolic process	8	551	0.014519056
GO:0043209	cellular_component	myelin sheath	7	551	0.012704174
GO:0008289	molecular_function	lipid binding	1	551	0.001814882
GO:0006631	biological_process	fatty acid metabolic process	1	551	0.001814882
GO:0006633	biological_process	fatty acid biosynthetic process	1	551	0.001814882
GO:0006638	biological_process	neutral lipid metabolic process	1	551	0.001814882
GO:0006639	biological_process	acylglycerol metabolic process	1	551	0.001814882
GO:0015031	biological_process	protein transport	28	551	0.050816697
GO:0006641	biological_process	triglyceride metabolic process	1	551	0.001814882
GO:0006643	biological_process	membrane lipid metabolic process	4	551	0.007259528
GO:0015035	molecular_function	protein disulfide oxidoreductase activity	1	551	0.001814882
GO:0006644	biological_process	phospholipid metabolic process	4	551	0.007259528
GO:0043226	cellular_component	organelle	54	551	0.09800363
GO:0043227	cellular_component	membrane-bounded organelle	52	551	0.094373866
GO:0043228	cellular_component	non-membrane-bounded organelle	25	551	0.045372051
GO:0043229	cellular_component	intracellular organelle	50	551	0.090744102
GO:0072521	biological_process	purine-containing compound metabolic process	2	551	0.003629764
GO:0043230	cellular_component	extracellular organelle	14	551	0.025408348
GO:0072522	biological_process	purine-containing compound biosynthetic process	1	551	0.001814882
GO:0043232	cellular_component	intracellular non-membrane-bounded organelle	25	551	0.045372051
GO:0043233	cellular_component	organelle lumen	24	551	0.043557169
GO:0072524	biological_process	pyridine-containing compound metabolic process	5	551	0.00907441
GO:0043234	cellular_component	protein complex	48	551	0.087114338
GO:0072525	biological_process	pyridine-containing compound biosynthetic process	2	551	0.003629764
GO:0072527	biological_process	pyrimidine-containing compound metabolic process	1	551	0.001814882
GO:0072528	biological_process	pyrimidine-containing compound biosynthetic process	1	551	0.001814882
GO:0006664	biological_process	glycolipid metabolic process	4	551	0.007259528
GO:1901360	biological_process	organic cyclic compound metabolic process	55	551	0.099818512
GO:1901362	biological_process	organic cyclic compound biosynthetic process	42	551	0.076225045
GO:1901363	molecular_function	heterocyclic compound binding	66	551	0.119782214
GO:0015075	molecular_function	ion transmembrane transporter activity	3	551	0.005444646
GO:0072562	cellular_component	blood microparticle	6	551	0.010889292
GO:0015077	molecular_function	monovalent inorganic cation transmembrane transporter activity	1	551	0.001814882
GO:0015078	molecular_function	hydrogen ion transmembrane transporter activity	1	551	0.001814882
GO:0006694	biological_process	steroid biosynthetic process	1	551	0.001814882
GO:0002064	biological_process	epithelial cell development	6	551	0.010889292
GO:0043279	biological_process	response to alkaloid	1	551	0.001814882
GO:0060147	biological_process	regulation of posttranscriptional gene silencing	2	551	0.003629764
GO:0033993	biological_process	response to lipid	7	551	0.012704174
GO:1901401	biological_process	regulation of tetrapyrrole metabolic process	21	551	0.038112523
GO:0072594	biological_process	establishment of protein localization to organelle	21	551	0.038112523
GO:0072596	biological_process	establishment of protein localization to chloroplast	21	551	0.038112523
GO:0006725	biological_process	cellular aromatic compound metabolic process	54	551	0.09800363
GO:0072598	biological_process	protein localization to chloroplast	21	551	0.038112523
GO:0006732	biological_process	coenzyme metabolic process	6	551	0.010889292
GO:0006733	biological_process	oxidoreduction coenzyme metabolic process	5	551	0.00907441
GO:0002102	cellular_component	podosome	6	551	0.010889292
GO:0006739	biological_process	NADP metabolic process	2	551	0.003629764
GO:0060187	cellular_component	cell pole	10	551	0.01814882
GO:0043332	cellular_component	mating projection tip	6	551	0.010889292
GO:0006753	biological_process	nucleoside phosphate metabolic process	7	551	0.012704174
GO:0002118	biological_process	aggressive behavior	6	551	0.010889292
GO:0006754	biological_process	ATP biosynthetic process	1	551	0.001814882
GO:0043335	biological_process	protein unfolding	21	551	0.038112523
GO:0002119	biological_process	nematode larval development	1	551	0.001814882
GO:0006757	biological_process	ATP generation from ADP	1	551	0.001814882
GO:0002121	biological_process	inter-male aggressive behavior	6	551	0.010889292
GO:0006760	biological_process	folic acid-containing compound metabolic process	1	551	0.001814882
GO:0043367	biological_process	"CD4-positive, alpha-beta T cell differentiation"	1	551	0.001814882
GO:0002134	molecular_function	UTP binding	1	551	0.001814882
GO:1901463	biological_process	regulation of tetrapyrrole biosynthetic process	21	551	0.038112523
GO:0034061	molecular_function	DNA polymerase activity	2	551	0.003629764
GO:0034062	molecular_function	RNA polymerase activity	3	551	0.005444646
GO:0006793	biological_process	phosphorus metabolic process	13	551	0.023593466
GO:0006796	biological_process	phosphate-containing compound metabolic process	13	551	0.023593466
GO:0043393	biological_process	regulation of protein binding	6	551	0.010889292
GO:0072593	biological_process	reactive oxygen species metabolic process	1	551	0.001814882
GO:0034080	biological_process	CENP-A containing nucleosome assembly	2	551	0.003629764
GO:0002164	biological_process	larval development	1	551	0.001814882
GO:0006807	biological_process	nitrogen compound metabolic process	56	551	0.101633394
GO:0060249	biological_process	anatomical structure homeostasis	8	551	0.014519056
GO:0043408	biological_process	regulation of MAPK cascade	6	551	0.010889292
GO:0006810	biological_process	transport	36	551	0.065335753
GO:0043410	biological_process	positive regulation of MAPK cascade	6	551	0.010889292
GO:0006811	biological_process	ion transport	3	551	0.005444646
GO:0043412	biological_process	macromolecule modification	12	551	0.021778584
GO:0006812	biological_process	cation transport	3	551	0.005444646
GO:0060255	biological_process	regulation of macromolecule metabolic process	35	551	0.063520871
GO:0006814	biological_process	sodium ion transport	2	551	0.003629764
GO:0034097	biological_process	response to cytokine	6	551	0.010889292
GO:0006818	biological_process	hydrogen transport	1	551	0.001814882
GO:0006820	biological_process	anion transport	2	551	0.003629764
GO:0030001	biological_process	metal ion transport	2	551	0.003629764
GO:0022402	biological_process	cell cycle process	10	551	0.01814882
GO:0034109	biological_process	homotypic cell-cell adhesion	7	551	0.012704174
GO:1990837	molecular_function	sequence-specific double-stranded DNA binding	2	551	0.003629764
GO:0043434	biological_process	response to peptide hormone	1	551	0.001814882
GO:0022411	biological_process	cellular component disassembly	20	551	0.036297641
GO:0043436	biological_process	oxoacid metabolic process	14	551	0.025408348
GO:0022412	biological_process	cellular process involved in reproduction in multicellular organism	1	551	0.001814882
GO:0022414	biological_process	reproductive process	8	551	0.014519056
GO:0034121	biological_process	regulation of toll-like receptor signaling pathway	1	551	0.001814882
GO:0006839	biological_process	mitochondrial transport	1	551	0.001814882
GO:0034123	biological_process	positive regulation of toll-like receptor signaling pathway	1	551	0.001814882
GO:0022603	biological_process	regulation of anatomical structure morphogenesis	6	551	0.010889292
GO:0022604	biological_process	regulation of cell morphogenesis	6	551	0.010889292
GO:1901532	biological_process	regulation of hematopoietic progenitor cell differentiation	2	551	0.003629764
GO:0022610	biological_process	biological adhesion	7	551	0.012704174
GO:1901533	biological_process	negative regulation of hematopoietic progenitor cell differentiation	2	551	0.003629764
GO:0043462	biological_process	regulation of ATPase activity	6	551	0.010889292
GO:0060303	biological_process	regulation of nucleosome density	6	551	0.010889292
GO:0022803	molecular_function	passive transmembrane transporter activity	2	551	0.003629764
GO:0002237	biological_process	response to molecule of bacterial origin	1	551	0.001814882
GO:0022804	molecular_function	active transmembrane transporter activity	4	551	0.007259528
GO:0022891	molecular_function	substrate-specific transmembrane transporter activity	4	551	0.007259528
GO:0034155	biological_process	regulation of toll-like receptor 7 signaling pathway	1	551	0.001814882
GO:0034157	biological_process	positive regulation of toll-like receptor 7 signaling pathway	1	551	0.001814882
GO:1901564	biological_process	organonitrogen compound metabolic process	15	551	0.02722323
GO:0002252	biological_process	immune effector process	7	551	0.012704174
GO:0034163	biological_process	regulation of toll-like receptor 9 signaling pathway	1	551	0.001814882
GO:0002253	biological_process	activation of immune response	6	551	0.010889292
GO:1901566	biological_process	organonitrogen compound biosynthetic process	11	551	0.019963702
GO:0034165	biological_process	positive regulation of toll-like receptor 9 signaling pathway	1	551	0.001814882
GO:0006886	biological_process	intracellular protein transport	22	551	0.039927405
GO:0006887	biological_process	exocytosis	6	551	0.010889292
GO:0043492	molecular_function	"ATPase activity, coupled to movement of substances"	1	551	0.001814882
GO:0015293	molecular_function	symporter activity	2	551	0.003629764
GO:1901575	biological_process	organic substance catabolic process	2	551	0.003629764
GO:1901576	biological_process	organic substance biosynthetic process	49	551	0.08892922
GO:0006897	biological_process	endocytosis	11	551	0.019963702
GO:1990904	cellular_component	ribonucleoprotein complex	6	551	0.010889292
GO:0043503	biological_process	skeletal muscle fiber adaptation	6	551	0.010889292
GO:0060341	biological_process	regulation of cellular localization	1	551	0.001814882
GO:0006909	biological_process	phagocytosis	11	551	0.019963702
GO:0034201	biological_process	response to oleic acid	1	551	0.001814882
GO:0060359	biological_process	response to ammonium ion	1	551	0.001814882
GO:1901605	biological_process	alpha-amino acid metabolic process	3	551	0.005444646
GO:0006928	biological_process	movement of cell or subcellular component	6	551	0.010889292
GO:1901607	biological_process	alpha-amino acid biosynthetic process	2	551	0.003629764
GO:0022884	molecular_function	macromolecule transmembrane transporter activity	1	551	0.001814882
GO:0043531	molecular_function	ADP binding	27	551	0.049001815
GO:0022890	molecular_function	inorganic cation transmembrane transporter activity	1	551	0.001814882
GO:0043532	molecular_function	angiostatin binding	1	551	0.001814882
GO:0006935	biological_process	chemotaxis	10	551	0.01814882
GO:0022892	molecular_function	substrate-specific transporter activity	4	551	0.007259528
GO:0034212	molecular_function	peptide N-acetyltransferase activity	6	551	0.010889292
GO:2000026	biological_process	regulation of multicellular organismal development	2	551	0.003629764
GO:0006939	biological_process	smooth muscle contraction	6	551	0.010889292
GO:0043535	biological_process	regulation of blood vessel endothelial cell migration	1	551	0.001814882
GO:0034214	biological_process	protein hexamerization	21	551	0.038112523
GO:0043536	biological_process	positive regulation of blood vessel endothelial cell migration	1	551	0.001814882
GO:0006941	biological_process	striated muscle contraction	6	551	0.010889292
GO:0009612	biological_process	response to mechanical stimulus	6	551	0.010889292
GO:0034220	biological_process	ion transmembrane transport	1	551	0.001814882
GO:0043543	biological_process	protein acylation	6	551	0.010889292
GO:0006950	biological_process	response to stress	38	551	0.068965517
GO:0071230	biological_process	cellular response to amino acid stimulus	1	551	0.001814882
GO:0006955	biological_process	immune response	2	551	0.003629764
GO:0043549	biological_process	regulation of kinase activity	6	551	0.010889292
GO:0006970	biological_process	response to osmotic stress	12	551	0.021778584
GO:0006972	biological_process	hyperosmotic response	10	551	0.01814882
GO:0006974	biological_process	cellular response to DNA damage stimulus	8	551	0.014519056
GO:0048010	biological_process	vascular endothelial growth factor receptor signaling pathway	6	551	0.010889292
GO:0043565	molecular_function	sequence-specific DNA binding	2	551	0.003629764
GO:0048013	biological_process	ephrin receptor signaling pathway	6	551	0.010889292
GO:0043566	molecular_function	structure-specific DNA binding	2	551	0.003629764
GO:0006979	biological_process	response to oxidative stress	28	551	0.050816697
GO:0034248	biological_process	regulation of cellular amide metabolic process	21	551	0.038112523
GO:0034250	biological_process	positive regulation of cellular amide metabolic process	21	551	0.038112523
GO:1901652	biological_process	response to peptide	1	551	0.001814882
GO:1901653	biological_process	cellular response to peptide	1	551	0.001814882
GO:1901654	biological_process	response to ketone	1	551	0.001814882
GO:1901657	biological_process	glycosyl compound metabolic process	3	551	0.005444646
GO:2000070	biological_process	regulation of response to water deprivation	9	551	0.016333938
GO:1901659	biological_process	glycosyl compound biosynthetic process	2	551	0.003629764
GO:0006996	biological_process	organelle organization	34	551	0.061705989
GO:0060415	biological_process	muscle tissue morphogenesis	6	551	0.010889292
GO:0033554	biological_process	cellular response to stress	31	551	0.056261343
GO:0060416	biological_process	response to growth hormone	1	551	0.001814882
GO:0048037	molecular_function	cofactor binding	3	551	0.005444646
GO:0048038	molecular_function	quinone binding	3	551	0.005444646
GO:0070887	biological_process	cellular response to chemical stimulus	28	551	0.050816697
GO:0007005	biological_process	mitochondrion organization	28	551	0.050816697
GO:0015399	molecular_function	primary active transmembrane transporter activity	2	551	0.003629764
GO:0007006	biological_process	mitochondrial membrane organization	1	551	0.001814882
GO:0007007	biological_process	inner mitochondrial membrane organization	1	551	0.001814882
GO:0048046	cellular_component	apoplast	6	551	0.010889292
GO:0015405	molecular_function	P-P-bond-hydrolysis-driven transmembrane transporter activity	2	551	0.003629764
GO:0023051	biological_process	regulation of signaling	7	551	0.012704174
GO:0007015	biological_process	actin filament organization	6	551	0.010889292
GO:0023056	biological_process	positive regulation of signaling	7	551	0.012704174
GO:0043603	biological_process	cellular amide metabolic process	5	551	0.00907441
GO:0043604	biological_process	amide biosynthetic process	4	551	0.007259528
GO:0002376	biological_process	immune system process	8	551	0.014519056
GO:1901698	biological_process	response to nitrogen compound	11	551	0.019963702
GO:1901699	biological_process	cellular response to nitrogen compound	7	551	0.012704174
GO:1901700	biological_process	response to oxygen-containing compound	35	551	0.063520871
GO:2000112	biological_process	regulation of cellular macromolecule biosynthetic process	29	551	0.052631579
GO:0043621	molecular_function	protein self-association	1	551	0.001814882
GO:1901701	biological_process	cellular response to oxygen-containing compound	1	551	0.001814882
GO:2000113	biological_process	negative regulation of cellular macromolecule biosynthetic process	3	551	0.005444646
GO:0043623	biological_process	cellular protein complex assembly	6	551	0.010889292
GO:0030016	cellular_component	myofibril	6	551	0.010889292
GO:0030017	cellular_component	sarcomere	6	551	0.010889292
GO:0060465	biological_process	pharynx development	1	551	0.001814882
GO:0030027	cellular_component	lamellipodium	10	551	0.01814882
GO:0030029	biological_process	actin filament-based process	6	551	0.010889292
GO:0030030	biological_process	cell projection organization	6	551	0.010889292
GO:0015450	molecular_function	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	1	551	0.001814882
GO:0034329	biological_process	cell junction assembly	6	551	0.010889292
GO:0034330	biological_process	cell junction organization	6	551	0.010889292
GO:0043648	biological_process	dicarboxylic acid metabolic process	8	551	0.014519056
GO:0043650	biological_process	dicarboxylic acid biosynthetic process	7	551	0.012704174
GO:0030049	biological_process	muscle filament sliding	6	551	0.010889292
GO:0030050	biological_process	vesicle transport along actin filament	6	551	0.010889292
GO:2000145	biological_process	regulation of cell motility	1	551	0.001814882
GO:0030054	cellular_component	cell junction	8	551	0.014519056
GO:2000147	biological_process	positive regulation of cell motility	1	551	0.001814882
GO:0030055	cellular_component	cell-substrate junction	6	551	0.010889292
GO:0034341	biological_process	response to interferon-gamma	6	551	0.010889292
GO:0002429	biological_process	immune response-activating cell surface receptor signaling pathway	6	551	0.010889292
GO:0002431	biological_process	Fc receptor mediated stimulatory signaling pathway	6	551	0.010889292
GO:0002433	biological_process	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	6	551	0.010889292
GO:0034356	biological_process	NAD biosynthesis via nicotinamide riboside salvage pathway	2	551	0.003629764
GO:0034357	cellular_component	photosynthetic membrane	22	551	0.039927405
GO:0007111	biological_process	meiosis II cytokinesis	6	551	0.010889292
GO:0030010	biological_process	establishment of cell polarity	6	551	0.010889292
GO:0007117	biological_process	budding cell bud growth	6	551	0.010889292
GO:0007119	biological_process	budding cell isotropic bud growth	6	551	0.010889292
GO:0030098	biological_process	lymphocyte differentiation	1	551	0.001814882
GO:0060548	biological_process	negative regulation of cell death	6	551	0.010889292
GO:0034399	cellular_component	nuclear periphery	20	551	0.036297641
GO:0040007	biological_process	growth	28	551	0.050816697
GO:0007154	biological_process	cell communication	22	551	0.039927405
GO:0060560	biological_process	developmental growth involved in morphogenesis	6	551	0.010889292
GO:0007159	biological_process	leukocyte cell-cell adhesion	1	551	0.001814882
GO:0007163	biological_process	establishment or maintenance of cell polarity	6	551	0.010889292
GO:0007166	biological_process	cell surface receptor signaling pathway	6	551	0.010889292
GO:0007167	biological_process	enzyme linked receptor protein signaling pathway	6	551	0.010889292
GO:0030154	biological_process	cell differentiation	10	551	0.01814882
GO:0002521	biological_process	leukocyte differentiation	1	551	0.001814882
GO:0030175	cellular_component	filopodium	6	551	0.010889292
GO:0034470	biological_process	ncRNA processing	2	551	0.003629764
GO:0015629	cellular_component	actin cytoskeleton	10	551	0.01814882
GO:0048306	molecular_function	calcium-dependent protein binding	6	551	0.010889292
GO:0048308	biological_process	organelle inheritance	6	551	0.010889292
GO:0030217	biological_process	T cell differentiation	1	551	0.001814882
GO:0048311	biological_process	mitochondrion distribution	6	551	0.010889292
GO:0046983	molecular_function	protein dimerization activity	33	551	0.059891107
GO:0030239	biological_process	myofibril assembly	6	551	0.010889292
GO:0030240	biological_process	skeletal muscle thin filament assembly	6	551	0.010889292
GO:0015672	biological_process	monovalent inorganic cation transport	3	551	0.005444646
GO:0007275	biological_process	multicellular organismal development	2	551	0.003629764
GO:0007281	biological_process	germ cell development	1	551	0.001814882
GO:0007286	biological_process	spermatid development	1	551	0.001814882
GO:0007291	biological_process	sperm individualization	6	551	0.010889292
GO:0048364	biological_process	root development	6	551	0.010889292
GO:0015711	biological_process	organic anion transport	2	551	0.003629764
GO:0030286	cellular_component	dynein complex	6	551	0.010889292
GO:0015718	biological_process	monocarboxylic acid transport	2	551	0.003629764
GO:0030288	cellular_component	outer membrane-bounded periplasmic space	1	551	0.001814882
GO:0009653	biological_process	anatomical structure morphogenesis	10	551	0.01814882
GO:0043900	biological_process	regulation of multi-organism process	1	551	0.001814882
GO:0009790	biological_process	embryo development	6	551	0.010889292
GO:0043901	biological_process	negative regulation of multi-organism process	1	551	0.001814882
GO:0030312	cellular_component	external encapsulating structure	27	551	0.049001815
GO:0043903	biological_process	"regulation of symbiosis, encompassing mutualism through parasitism"	1	551	0.001814882
GO:0007349	biological_process	cellularization	6	551	0.010889292
GO:0034599	biological_process	cellular response to oxidative stress	7	551	0.012704174
GO:0034605	biological_process	cellular response to heat	21	551	0.038112523
GO:0002682	biological_process	regulation of immune system process	9	551	0.016333938
GO:0030334	biological_process	regulation of cell migration	1	551	0.001814882
GO:0002683	biological_process	negative regulation of immune system process	2	551	0.003629764
GO:0030335	biological_process	positive regulation of cell migration	1	551	0.001814882
GO:0002684	biological_process	positive regulation of immune system process	7	551	0.012704174
GO:0043933	biological_process	macromolecular complex subunit organization	30	551	0.054446461
GO:0034613	biological_process	cellular protein localization	21	551	0.038112523
GO:0048468	biological_process	cell development	7	551	0.012704174
GO:0034622	biological_process	cellular macromolecular complex assembly	8	551	0.014519056
GO:0002697	biological_process	regulation of immune effector process	1	551	0.001814882
GO:0048471	cellular_component	perinuclear region of cytoplasm	6	551	0.010889292
GO:0002699	biological_process	positive regulation of immune effector process	1	551	0.001814882
GO:0002700	biological_process	regulation of production of molecular mediator of immune response	1	551	0.001814882
GO:0002702	biological_process	positive regulation of production of molecular mediator of immune response	1	551	0.001814882
GO:0002703	biological_process	regulation of leukocyte mediated immunity	1	551	0.001814882
GO:0002705	biological_process	positive regulation of leukocyte mediated immunity	1	551	0.001814882
GO:0002706	biological_process	regulation of lymphocyte mediated immunity	1	551	0.001814882
GO:0002708	biological_process	positive regulation of lymphocyte mediated immunity	1	551	0.001814882
GO:0002709	biological_process	regulation of T cell mediated immunity	1	551	0.001814882
GO:0034637	biological_process	cellular carbohydrate biosynthetic process	4	551	0.007259528
GO:0002711	biological_process	positive regulation of T cell mediated immunity	1	551	0.001814882
GO:0034641	biological_process	cellular nitrogen compound metabolic process	52	551	0.094373866
