dbpeps,dnopeps
21,16
19,12
11,9
18,13
10,11
11,14
13,8
13,12
11,11
16,14
13,12
16,15
10,9
11,13
9,11
11,11
13,14
11,11
16,16
14,13
13,14
17,12
14,11
14,8
14,13
19,14
11,14
8,16
13,10
17,14
16,12
13,19
12,14
15,13
16,11
14,15
23,13
26,13
14,9
16,10
10,15
29,12
13,8
15,8
13,15
17,17
13,14
14,12
16,15
14,15
14,22
10,14
12,7
16,11
14,7
11,16
31,18
14,15
13,16
13,12
12,12
11,11
14,14
11,11
10,9
11,12
12,19
14,13
16,19
11,10
14,14
15,10
14,12
18,10
11,14
11,14
14,8
15,9
13,14
13,12
15,9
14,10
9,11
31,12
11,11
11,11
22,11
13,14
12,12
10,13
20,7
15,11
14,15
11,9
13,11
18,14
10,12
10,17
21,10
16,16
16,11
16,11
15,10
28,14
12,13
17,12
8,12
18,11
12,11
13,14
21,14
23,15
12,11
12,13
11,11
13,12
20,12
12,14
15,20
12,10
15,14
11,14
11,10
18,13
26,16
11,14
13,13
14,8
10,8
13,15
14,16
13,14
11,16
27,16
15,12
12,16
12,13
17,25
13,11
13,8
12,10
11,12
24,15
13,15
14,11
15,15
10,14
9,
28,
22,
20,
14,
12,
14,
11,
18,
12,
11,
14,
12,
12,
21,
16,
12,
27,
12,
12,
15,
12,
26,
20,
12,
15,
12,
13,
11,
22,
12,
11,
32,
16,
13,
11,
14,
17,
17,
12,
15,
12,
11,
17,
20,
10,
18,
12,
22,
16,
20,
17,
14,
10,
13,
14,
10,
12,
10,
10,
14,
12,
10,
13,
16,
25,
14,
19,
15,
12,
12,
13,
14,
14,
10,
19,
16,
9,
12,
18,
10,
14,
12,
32,
12,
16,
16,
10,
23,
15,
17,
24,
13,
20,
20,
13,
18,
15,
11,
19,
12,
11,
17,
10,
29,
12,
11,
10,
11,
13,
12,
15,
10,
13,
13,
12,
18,
14,
18,
11,
12,
14,
29,
14,
10,
16,
12,
11,
24,
10,
12,
13,
9,
16,
17,
12,
11,
14,
12,
11,
16,
13,
13,
13,
15,
13,
15,
11,
16,
14,
28,
14,
11,
15,
20,
20,
12,
10,
10,
11,
14,
11,
19,
10,
11,
17,
14,
12,
13,
13,
11,
10,
12,
13,
19,
13,
28,
11,
13,
11,
11,
11,
15,
13,
9,
15,
25,
14,
16,
11,
13,
11,
10,
13,
12,
15,
9,
12,
13,
12,
12,
10,
12,
15,
14,
19,
11,
12,
13,
17,
11,
16,
14,
11,
9,
12,
10,
11,
29,
11,
26,
13,
16,
12,
14,
10,
13,
24,
11,
13,
12,
13,
17,
13,
10,
14,
10,
17,
19,
27,
9,
19,
13,
11,
12,
14,
14,
10,
14,
16,
10,
20,
13,
11,
10,
15,
12,
19,
16,
10,
13,
14,
13,
19,
13,
10,
13,
9,
12,
32,
10,
13,
12,
11,
13,
16,
11,
18,
14,
15,
16,
12,
19,
15,
12,
10,
16,
17,
13,
12,
12,
13,
13,
14,
22,
14,
17,
13,
17,
13,
20,
17,
11,
11,
11,
10,
11,
18,
9,
19,
21,
12,
10,
28,
15,
17,
12,
10,
17,
12,
15,
13,
16,
10,
26,
15,
14,
17,
8,
12,
13,
23,
15,
13,
11,
9,
13,
12,
20,
12,
12,
11,
21,
10,
15,
9,
10,
9,
18,
16,
10,
15,
13,
19,
14,
15,
14,
14,
11,
10,
13,
11,
12,
11,
14,
14,
12,
13,
15,
15,
12,
12,
14,
10,
11,
13,
13,
13,
16,
13,
11,
15,
20,
12,
14,
14,
13,
10,
10,
13,
20,
12,
11,
22,
10,
9,
11,
10,
13,
11,
19,
33,
14,
12,
13,
13,
13,
11,
15,
12,
13,
9,
10,
12,
12,
11,
11,
15,
11,
10,
15,
16,
12,
16,
18,
8,
11,
14,
14,
22,
17,
17,
11,
9,
12,
13,
13,
9,
15,
13,
11,
13,
13,
14,
12,
14,
14,
13,
12,
20,
10,
9,
15,
17,
14,
14,
14,
14,
18,
18,
14,
10,
22,
19,
10,
20,
22,
13,
11,
14,
21,
13,
10,
13,
15,
17,
13,
10,
13,
10,
12,
23,
12,
11,
10,
13,
11,
10,
10,
9,
12,
13,
19,
12,
11,
14,
16,
17,
13,
19,
11,
11,
15,
14,
13,
11,
16,
16,
13,
11,
12,
11,
11,
12,
14,
14,
9,
19,
9,
16,
17,
21,
15,
12,
15,
13,
16,
11,
16,
11,
10,
20,
10,
11,
10,
20,
11,
29,
10,
13,
12,
15,
12,
24,
11,
10,
13,
29,
12,
14,
12,
17,
14,
18,
10,
19,
16,
14,
10,
18,
9,
13,
11,
16,
13,
10,
21,
15,
16,
12,
15,
9,
15,
13,
11,
18,
11,
9,
15,
13,
18,
14,
15,
11,
12,
11,
11,
10,
14,
9,
11,
13,
13,
11,
23,
11,
10,
13,
11,
11,
11,
17,
13,
12,
12,
15,
15,
11,
15,
14,
12,
12,
19,
13,
12,
11,
15,
12,
10,
25,
14,
19,
8,
11,
17,
18,
12,
12,
21,
12,
12,
11,
12,
12,
15,
24,
16,
16,
13,
15,
9,
16,
11,
14,
15,
14,
15,
15,
12,
14,
14,
12,
12,
14,
18,
11,
12,
18,
15,
15,
12,
14,
17,
15,
13,
15,
11,
10,
11,
14,
13,
11,
16,
12,
12,
15,
12,
17,
15,
15,
11,
12,
12,
14,
20,
11,
12,
13,
16,
12,
10,
19,
13,
13,
16,
10,
16,
15,
11,
14,
9,
13,
15,
10,
35,
13,
10,
13,
12,
12,
11,
12,
14,
12,
11,
10,
14,
12,
12,
12,
13,
12,
13,
11,
19,
14,
15,
10,
12,
16,
10,
11,
12,
11,
16,
14,
11,
20,
13,
12,
10,
13,
13,
11,
14,
8,
18,
11,
12,
16,
9,
12,
12,
14,
16,
13,
11,
8,
15,
13,
12,
11,
10,
13,
13,
15,
16,
14,
12,
10,
15,
9,
15,
12,
12,
9,
11,
10,
15,
13,
10,
11,
11,
15,
15,
13,
18,
17,
18,
13,
11,
12,
11,
13,
15,
11,
13,
21,
12,
15,
12,
18,
14,
10,
11,
13,
15,
9,
15,
12,
17,
12,
11,
8,
15,
14,
12,
16,
16,
17,
18,
14,
12,
9,
11,
22,
15,
16,
11,
17,
11,
13,
16,
10,
12,
12,
13,
13,
11,
19,
10,
14,
12,
13,
19,
11,
12,
16,
12,
10,
15,
10,
13,
14,
23,
9,
13,
13,
10,
10,
24,
14,
17,
9,
16,
12,
13,
13,
15,
11,
15,
12,
16,
13,
13,
14,
11,
19,
17,
23,
13,
15,
31,
8,
17,
15,
17,
14,
12,
13,
11,
12,
13,
12,
19,
11,
30,
17,
11,
17,
13,
11,
15,
13,
10,
15,
11,
14,
16,
14,
10,
14,
13,
27,
19,
15,
14,
12,
11,
11,
13,
19,
9,
9,
19,
16,
9,
10,
21,
11,
15,
11,
10,
14,
11,
12,
13,
13,
15,
19,
12,
13,
16,
10,
14,
14,
14,
11,
14,
11,
11,
12,
10,
10,
12,
15,
13,
13,
11,
10,
12,
12,
14,
15,
10,
10,
15,
12,
26,
11,
12,
11,
14,
10,
16,
32,
10,
12,
17,
11,
10,
10,
9,
12,
12,
11,
12,
11,
16,
10,
12,
12,
10,
17,
9,
8,
13,
15,
18,
12,
18,
13,
15,
11,
8,
15,
11,
14,
13,
10,
19,
16,
11,
11,
12,
21,
14,
10,
21,
15,
17,
14,
8,
12,
10,
11,
13,
13,
16,
13,
13,
15,
11,
14,
12,
11,
8,
10,
8,
19,
10,
12,
10,
18,
17,
12,
14,
16,
8,
15,
11,
17,
12,
36,
17,
12,
15,
20,
14,
12,
15,
9,
11,
23,
11,
11,
17,
11,
11,
17,
12,
13,
15,
10,
9,
15,
15,
17,
9,
23,
17,
10,
16,
10,
14,
16,
10,
14,
11,
9,
19,
27,
10,
18,
10,
12,
9,
10,
9,
7,
10,
36,
19,
10,
12,
9,
11,
9,
21,
22,
14,
11,
13,
15,
10,
19,
9,
10,
25,
11,
12,
12,
20,
16,
10,
13,
10,
19,
28,
16,
11,
27,
11,
21,
15,
11,
14,
13,
12,
17,
11,
17,
8,
12,
9,
14,
14,
11,
11,
8,
12,
19,
14,
17,
16,
9,
13,
15,
11,
10,
17,
19,
13,
14,
10,
15,
16,
15,
9,
14,
9,
12,
9,
12,
12,
9,
17,
11,
8,
12,
11,
12,
16,
9,
22,
11,
13,
11,
12,
12,
13,
11,
12,
13,
17,
14,
13,
12,
13,
13,
15,
20,
13,
10,
15,
12,
20,
13,
15,
12,
11,
11,
9,
14,
13,
12,
15,
11,
13,
14,
15,
12,
12,
8,
18,
12,
10,
14,
13,
14,
13,
10,
18,
15,
9,
12,
10,
10,
17,
12,
13,
10,
11,
7,
12,
16,
12,
17,
11,
12,
14,
17,
19,
12,
9,
8,
18,
12,
22,
11,
14,
10,
10,
12,
13,
9,
14,
15,
13,
13,
11,
13,
20,
8,
9,
11,
11,
16,
25,
13,
18,
13,
15,
18,
8,
14,
34,
14,
9,
9,
13,
12,
23,
14,
10,
12,
14,
12,
11,
10,
11,
10,
20,
18,
23,
14,
14,
20,
13,
9,
11,
12,
10,
8,
10,
11,
12,
9,
27,
15,
11,
13,
18,
13,
18,
25,
13,
13,
8,
12,
12,
11,
12,
17,
9,
16,
9,
8,
24,
9,
11,
10,
9,
12,
10,
21,
14,
13,
13,
8,
17,
17,
17,
13,
15,
11,
12,
15,
13,
18,
23,
21,
11,
8,
12,
10,
8,
17,
13,
17,
12,
10,
11,
10,
14,
11,
13,
10,
20,
12,
8,
15,
13,
11,
16,
11,
20,
14,
18,
8,
27,
15,
9,
9,
19,
15,
21,
9,
13,
13,
13,
16,
9,
24,
11,
13,
14,
9,
13,
16,
10,
13,
14,
13,
11,
18,
15,
21,
18,
12,
10,
13,
25,
9,
9,
14,
11,
12,
23,
13,
12,
11,
12,
12,
13,
9,
12,
18,
11,
10,
11,
16,
14,
13,
8,
11,
19,
10,
21,
10,
10,
13,
10,
13,
15,
14,
19,
16,
8,
15,
9,
15,
11,
13,
11,
13,
16,
13,
18,
14,
14,
11,
21,
19,
21,
13,
10,
11,
13,
11,
11,
12,
13,
8,
10,
14,
12,
13,
10,
14,
18,
15,
11,
10,
11,
11,
8,
18,
10,
11,
12,
13,
36,
17,
20,
10,
16,
9,
10,
10,
11,
18,
11,
9,
11,
13,
16,
14,
19,
30,
12,
26,
9,
14,
14,
14,
20,
8,
9,
17,
9,
9,
15,
12,
10,
19,
17,
13,
12,
12,
9,
26,
18,
18,
13,
10,
10,
10,
20,
12,
10,
10,
14,
15,
10,
13,
11,
30,
10,
10,
11,
12,
7,
19,
8,
22,
15,
15,
18,
11,
14,
14,
9,
13,
11,
10,
13,
17,
22,
9,
12,
15,
13,
12,
11,
12,
14,
12,
12,
14,
13,
18,
24,
9,
21,
14,
23,
16,
33,
15,
15,
12,
25,
10,
12,
14,
12,
12,
12,
14,
11,
11,
17,
13,
10,
13,
14,
17,
9,
14,
10,
11,
13,
10,
10,
37,
12,
14,
13,
11,
20,
23,
13,
8,
11,
12,
11,
13,
11,
19,
12,
12,
16,
10,
12,
10,
13,
15,
10,
10,
19,
14,
10,
17,
19,
16,
24,
12,
9,
12,
16,
11,
19,
9,
12,
25,
11,
11,
12,
10,
16,
11,
13,
21,
14,
12,
11,
14,
18,
14,
11,
13,
9,
11,
17,
11,
11,
8,
14,
12,
9,
8,
17,
11,
19,
11,
16,
11,
10,
9,
15,
9,
29,
9,
14,
13,
9,
11,
9,
18,
14,
19,
10,
31,
8,
11,
20,
8,
12,
12,
11,
12,
14,
9,
11,
23,
18,
9,
13,
10,
9,
12,
24,
10,
13,
20,
21,
11,
9,
15,
11,
13,
10,
9,
12,
10,
13,
10,
13,
11,
11,
21,
21,
11,
16,
12,
24,
15,
12,
11,
17,
14,
16,
12,
12,
9,
11,
34,
13,
15,
12,
9,
14,
11,
10,
13,
12,
16,
10,
16,
8,
12,
10,
11,
10,
20,
12,
16,
11,
17,
24,
10,
14,
13,
14,
10,
17,
14,
16,
12,
10,
12,
10,
12,
11,
12,
19,
13,
12,
10,
14,
10,
12,
11,
17,
9,
20,
8,
13,
12,
11,
11,
34,
8,
15,
10,
18,
13,
8,
13,
12,
18,
10,
18,
8,
11,
12,
12,
10,
15,
30,
11,
9,
18,
13,
11,
10,
11,
15,
16,
13,
10,
9,
14,
11,
10,
18,
11,
9,
11,
10,
10,
19,
13,
13,
8,
11,
14,
19,
11,
9,
14,
12,
15,
11,
18,
10,
16,
9,
11,
10,
11,
32,
11,
16,
10,
20,
12,
13,
13,
19,
14,
16,
8,
12,
22,
11,
13,
27,
13,
11,
9,
12,
10,
12,
16,
9,
12,
8,
12,
10,
13,
20,
11,
9,
24,
12,
11,
15,
10,
16,
30,
10,
13,
9,
9,
9,
11,
13,
11,
14,
11,
10,
11,
11,
20,
12,
18,
12,
17,
12,
11,
8,
16,
11,
9,
11,
12,
9,
9,
11,
14,
13,
12,
10,
13,
18,
10,
13,
12,
18,
14,
10,
10,
11,
8,
12,
12,
12,
28,
21,
10,
8,
22,
10,
13,
9,
11,
11,
13,
8,
31,
16,
12,
12,
17,
14,
19,
14,
26,
11,
12,
11,
13,
12,
11,
14,
18,
14,
12,
11,
18,
14,
11,
11,
10,
10,
13,
13,
13,
12,
11,
8,
13,
16,
11,
10,
11,
14,
28,
14,
12,
11,
11,
13,
11,
7,
11,
11,
11,
8,
16,
12,
13,
10,
13,
21,
11,
11,
14,
18,
8,
12,
10,
10,
10,
9,
8,
19,
12,
15,
17,
12,
26,
13,
8,
13,
15,
14,
11,
11,
10,
9,
10,
30,
10,
11,
11,
11,
16,
11,
9,
14,
13,
12,
11,
13,
11,
12,
10,
12,
13,
17,
9,
9,
7,
13,
12,
16,
13,
11,
13,
12,
16,
13,
13,
10,
13,
10,
12,
17,
18,
15,
9,
8,
14,
11,
17,
11,
11,
13,
11,
8,
8,
14,
10,
11,
9,
9,
12,
8,
19,
14,
9,
11,
10,
9,
13,
20,
10,
10,
10,
13,
8,
12,
9,
18,
17,
19,
9,
17,
16,
28,
11,
11,
13,
15,
9,
49,
15,
10,
18,
12,
10,
11,
18,
14,
15,
7,
11,
11,
17,
11,
13,
10,
15,
10,
15,
11,
19,
15,
17,
12,
14,
9,
10,
10,
14,
13,
24,
13,
10,
10,
18,
11,
8,
11,
15,
12,
14,
10,
12,
19,
9,
14,
11,
11,
12,
16,
10,
10,
14,
12,
12,
7,
9,
9,
22,
21,
9,
12,
14,
12,
10,
14,
15,
12,
13,
18,
8,
15,
10,
13,
11,
15,
10,
16,
9,
10,
20,
12,
16,
10,
14,
10,
11,
10,
11,
11,
12,
9,
10,
13,
16,
15,
14,
9,
10,
15,
14,
16,
12,
15,
8,
11,
11,
12,
11,
18,
9,
31,
11,
8,
17,
11,
21,
8,
28,
13,
9,
15,
13,
29,
11,
9,
9,
11,
18,
11,
11,
16,
24,
10,
10,
10,
13,
10,
13,
12,
11,
10,
19,
12,
11,
12,
15,
11,
11,
14,
15,
19,
12,
9,
9,
9,
13,
20,
11,
12,
17,
18,
11,
14,
17,
20,
16,
12,
9,
9,
21,
10,
12,
21,
17,
24,
15,
12,
16,
11,
15,
13,
12,
9,
9,
10,
12,
13,
10,
12,
13,
12,
13,
11,
13,
21,
16,
10,
12,
10,
9,
12,
20,
10,
12,
11,
14,
15,
16,
12,
19,
7,
22,
9,
18,
8,
18,
13,
10,
9,
22,
14,
10,
11,
9,
12,
13,
23,
11,
10,
20,
10,
10,
12,
12,
11,
17,
16,
8,
13,
8,
9,
15,
10,
11,
12,
13,
10,
12,
10,
12,
14,
10,
8,
16,
11,
11,
31,
18,
19,
11,
11,
11,
20,
11,
13,
15,
8,
12,
11,
11,
12,
14,
20,
14,
13,
14,
10,
20,
13,
13,
19,
10,
17,
23,
8,
14,
14,
11,
10,
10,
9,
13,
11,
12,
10,
26,
16,
18,
11,
20,
12,
15,
16,
12,
23,
26,
10,
19,
27,
13,
11,
10,
9,
21,
9,
10,
11,
8,
11,
15,
8,
26,
10,
12,
10,
9,
9,
17,
10,
16,
11,
13,
24,
10,
14,
10,
10,
8,
9,
13,
19,
14,
11,
15,
11,
18,
26,
10,
15,
14,
10,
11,
11,
13,
15,
9,
13,
17,
9,
14,
13,
10,
8,
14,
12,
10,
9,
9,
17,
9,
19,
12,
11,
25,
15,
9,
12,
12,
11,
8,
11,
10,
10,
10,
22,
27,
9,
10,
9,
12,
11,
12,
9,
7,
12,
14,
17,
15,
23,
11,
11,
16,
21,
9,
18,
12,
19,
16,
8,
8,
13,
14,
9,
12,
11,
8,
14,
12,
11,
11,
12,
11,
32,
11,
17,
12,
12,
8,
15,
13,
16,
11,
11,
16,
19,
18,
11,
11,
11,
17,
13,
14,
11,
14,
7,
11,
12,
11,
13,
13,
16,
17,
11,
11,
12,
11,
10,
11,
10,
12,
11,
11,
10,
10,
13,
12,
15,
11,
16,
13,
10,
14,
12,
12,
12,
19,
12,
10,
11,
13,
7,
11,
13,
10,
12,
15,
12,
13,
19,
12,
12,
12,
12,
9,
11,
9,
10,
23,
10,
12,
12,
9,
12,
10,
32,
11,
12,
10,
10,
10,
17,
14,
7,
7,
11,
12,
18,
13,
16,
19,
8,
12,
15,
11,
9,
11,
23,
9,
11,
11,
9,
11,
11,
10,
8,
9,
23,
11,
11,
10,
8,
13,
15,
24,
16,
12,
10,
12,
11,
10,
14,
10,
24,
14,
10,
8,
9,
8,
9,
25,
12,
18,
9,
13,
21,
13,
14,
11,
9,
10,
17,
11,
12,
11,
12,
12,
12,
10,
12,
11,
19,
10,
17,
22,
20,
11,
12,
9,
12,
8,
11,
12,
19,
14,
7,
22,
9,
14,
10,
9,
11,
27,
8,
16,
13,
16,
15,
11,
16,
20,
9,
13,
9,
10,
10,
10,
10,
10,
8,
11,
24,
11,
10,
10,
29,
12,
13,
9,
14,
11,
20,
10,
8,
14,
17,
12,
9,
20,
9,
12,
19,
9,
12,
32,
16,
10,
15,
20,
14,
9,
7,
9,
15,
16,
10,
8,
11,
19,
13,
16,
11,
11,
15,
28,
10,
12,
11,
15,
11,
9,
8,
8,
10,
7,
11,
15,
14,
13,
17,
8,
8,
9,
9,
17,
8,
12,
12,
16,
10,
19,
10,
9,
9,
16,
13,
10,
13,
13,
10,
11,
17,
8,
12,
12,
12,
9,
11,
10,
13,
11,
25,
11,
9,
8,
11,
13,
29,
11,
11,
7,
23,
25,
11,
16,
9,
9,
14,
10,
16,
10,
11,
12,
10,
10,
9,
11,
9,
17,
12,
8,
10,
11,
11,
13,
10,
15,
10,
10,
9,
14,
15,
18,
8,
8,
24,
12,
22,
19,
12,
10,
13,
9,
21,
8,
15,
8,
26,
12,
11,
10,
15,
15,
10,
19,
11,
10,
11,
13,
11,
17,
11,
17,
12,
10,
10,
10,
10,
10,
12,
11,
10,
9,
10,
11,
8,
36,
11,
15,
11,
11,
9,
12,
9,
11,
12,
11,
17,
9,
11,
9,
8,
10,
11,
13,
12,
13,
15,
14,
8,
11,
12,
11,
7,
8,
10,
16,
8,
11,
8,
15,
8,
14,
10,
12,
20,
11,
10,
11,
8,
15,
13,
12,
9,
7,
15,
23,
23,
20,
12,
8,
11,
8,
11,
15,
10,
11,
12,
10,
10,
13,
16,
12,
9,
10,
13,
20,
12,
12,
13,
12,
9,
9,
9,
9,
10,
11,
11,
25,
11,
8,
11,
10,
14,
16,
14,
14,
9,
13,
12,
9,
10,
9,
13,
13,
14,
13,
12,
8,
11,
8,
8,
11,
11,
13,
9,
10,
9,
14,
10,
21,
38,
11,
8,
11,
12,
8,
16,
10,
9,
19,
11,
9,
12,
11,
15,
9,
9,
12,
13,
12,
15,
13,
9,
13,
21,
10,
12,
14,
9,
9,
9,
9,
12,
14,
12,
15,
8,
11,
8,
11,
15,
10,
11,
12,
13,
8,
10,
9,
10,
8,
16,
14,
13,
8,
7,
10,
14,
9,
10,
8,
10,
14,
9,
10,
10,
12,
8,
9,
10,
13,
11,
8,
12,
20,
12,
12,
11,
12,
9,
9,
10,
11,
8,
17,
18,
15,
11,
17,
14,
17,
10,
10,
13,
24,
12,
21,
9,
10,
11,
15,
10,
9,
14,
16,
9,
8,
13,
7,
12,
11,
12,
27,
9,
11,
21,
16,
12,
14,
12,
11,
11,
28,
9,
9,
13,
11,
17,
12,
7,
16,
17,
12,
10,
13,
11,
8,
32,
8,
12,
12,
10,
14,
12,
11,
9,
9,
10,
9,
10,
8,
11,
12,
12,
20,
11,
23,
18,
15,
8,
10,
8,
9,
14,
10,
14,
17,
12,
10,
9,
11,
9,
13,
9,
21,
10,
8,
10,
13,
11,
8,
7,
19,
14,
12,
11,
8,
10,
9,
14,
10,
15,
10,
10,
14,
9,
9,
9,
17,
16,
18,
13,
10,
13,
12,
9,
8,
16,
13,
15,
8,
18,
11,
13,
10,
9,
13,
9,
9,
9,
9,
11,
15,
9,
9,
17,
12,
10,
11,
13,
10,
24,
7,
10,
9,
10,
14,
11,
10,
9,
13,
17,
9,
8,
12,
14,
24,
9,
20,
12,
9,
9,
16,
9,
10,
11,
11,
12,
13,
14,
11,
10,
9,
9,
8,
14,
11,
10,
16,
8,
10,
11,
12,
10,
9,
11,
9,
17,
10,
9,
10,
15,
11,
17,
19,
7,
9,
9,
16,
11,
9,
12,
14,
11,
12,
12,
10,
10,
8,
10,
9,
8,
12,
10,
13,
10,
10,
12,
11,
11,
13,
12,
19,
11,
11,
9,
22,
9,
12,
11,
11,
13,
10,
9,
11,
10,
8,
14,
10,
13,
12,
12,
12,
10,
15,
9,
10,
11,
10,
10,
9,
14,
10,
11,
7,
11,
24,
13,
10,
13,
9,
11,
8,
16,
9,
8,
10,
11,
8,
9,
10,
16,
10,
8,
9,
10,
9,
13,
11,
14,
16,
11,
10,
12,
11,
8,
18,
13,
10,
10,
20,
8,
9,
19,
14,
14,
9,
8,
11,
10,
9,
24,
8,
27,
11,
10,
16,
8,
29,
12,
19,
10,
11,
7,
12,
8,
13,
9,
13,
10,
22,
12,
10,
8,
8,
10,
9,
11,
11,
16,
14,
8,
8,
14,
11,
33,
11,
12,
9,
10,
10,
14,
8,
8,
9,
12,
9,
9,
10,
11,
11,
20,
9,
8,
9,
9,
8,
12,
12,
10,
19,
11,
8,
14,
9,
7,
13,
11,
8,
13,
9,
9,
10,
12,
16,
10,
12,
14,
10,
10,
22,
7,
10,
25,
13,
8,
16,
15,
11,
9,
9,
15,
9,
12,
9,
9,
10,
10,
13,
9,
15,
17,
9,
11,
9,
13,
15,
12,
9,
16,
11,
10,
11,
13,
8,
16,
10,
10,
12,
8,
12,
10,
17,
11,
12,
22,
12,
17,
12,
13,
30,
13,
8,
15,
7,
8,
14,
8,
10,
10,
11,
14,
9,
15,
10,
30,
12,
8,
9,
11,
12,
12,
18,
9,
10,
8,
10,
8,
10,
15,
11,
10,
12,
10,
12,
12,
12,
12,
26,
10,
10,
15,
12,
8,
15,
8,
13,
9,
15,
18,
8,
17,
10,
8,
10,
10,
18,
10,
17,
27,
9,
9,
9,
14,
12,
7,
13,
10,
10,
14,
16,
20,
23,
9,
10,
11,
11,
8,
18,
9,
7,
9,
18,
10,
8,
11,
9,
12,
9,
9,
9,
11,
8,
15,
6,
9,
14,
9,
10,
9,
12,
9,
15,
11,
9,
10,
11,
11,
8,
9,
12,
8,
9,
10,
12,
18,
9,
10,
13,
9,
8,
9,
11,
8,
10,
9,
12,
13,
10,
9,
8,
18,
9,
8,
9,
10,
8,
8,
10,
20,
17,
11,
13,
10,
9,
9,
14,
8,
9,
11,
12,
10,
10,
7,
19,
11,
10,
8,
7,
9,
10,
9,
7,
20,
8,
9,
11,
10,
11,
12,
9,
14,
9,
12,
11,
10,
9,
8,
19,
11,
11,
9,
18,
31,
13,
13,
14,
12,
10,
10,
11,
12,
10,
15,
8,
14,
9,
10,
11,
17,
10,
13,
17,
15,
11,
9,
11,
8,
9,
7,
8,
12,
7,
13,
12,
15,
11,
14,
9,
9,
7,
10,
19,
11,
36,
14,
12,
13,
15,
29,
10,
18,
25,
36,
9,
19,
11,
11,
23,
12,
12,
8,
7,
10,
14,
8,
8,
8,
10,
9,
10,
20,
18,
9,
8,
15,
10,
13,
8,
16,
9,
15,
17,
32,
13,
9,
18,
9,
9,
9,
9,
9,
12,
13,
9,
12,
7,
7,
8,
20,
9,
9,
8,
11,
12,
9,
9,
8,
8,
8,
8,
13,
14,
8,
22,
9,
8,
11,
10,
9,
9,
16,
14,
10,
19,
16,
7,
9,
8,
15,
30,
8,
12,
9,
8,
11,
17,
9,
9,
11,
7,
9,
9,
23,
11,
10,
13,
12,
14,
9,
9,
27,
19,
9,
10,
9,
14,
11,
15,
11,
12,
10,
9,
10,
9,
9,
11,
9,
8,
10,
14,
8,
12,
8,
11,
22,
15,
8,
7,
7,
13,
9,
12,
11,
18,
9,
9,
16,
11,
20,
16,
9,
7,
23,
9,
15,
27,
10,
9,
9,
9,
13,
15,
9,
8,
9,
13,
11,
10,
12,
11,
12,
8,
10,
25,
13,
9,
12,
12,
8,
12,
22,
14,
16,
9,
11,
19,
8,
12,
10,
10,
13,
27,
9,
10,
9,
8,
11,
12,
12,
9,
18,
9,
22,
17,
12,
12,
8,
28,
12,
9,
10,
10,
9,
11,
11,
10,
20,
11,
9,
12,
8,
9,
16,
32,
10,
8,
8,
16,
8,
10,
13,
12,
13,
8,
9,
8,
11,
11,
17,
21,
7,
10,
15,
9,
10,
21,
9,
8,
10,
8,
11,
11,
7,
8,
10,
9,
14,
11,
17,
12,
9,
9,
31,
10,
13,
8,
11,
12,
11,
12,
9,
8,
17,
10,
12,
8,
9,
16,
12,
11,
8,
8,
13,
15,
10,
14,
10,
12,
9,
7,
12,
8,
12,
9,
20,
10,
8,
10,
8,
17,
25,
14,
10,
11,
8,
11,
17,
8,
9,
9,
10,
8,
13,
9,
19,
20,
33,
8,
8,
12,
9,
21,
10,
10,
14,
9,
10,
9,
26,
12,
8,
9,
12,
12,
11,
13,
10,
10,
9,
11,
9,
14,
7,
10,
10,
15,
9,
10,
10,
8,
10,
10,
9,
8,
13,
8,
9,
9,
10,
12,
16,
25,
18,
10,
7,
11,
18,
15,
12,
10,
8,
9,
8,
8,
9,
11,
14,
12,
7,
15,
11,
12,
9,
10,
9,
8,
9,
11,
11,
13,
10,
11,
9,
9,
8,
12,
11,
8,
10,
26,
13,
9,
14,
8,
11,
14,
7,
12,
12,
19,
8,
10,
9,
8,
10,
12,
11,
11,
23,
9,
8,
11,
10,
8,
12,
12,
7,
9,
12,
8,
9,
10,
10,
8,
9,
7,
8,
8,
10,
16,
18,
16,
10,
16,
10,
10,
24,
8,
10,
10,
11,
11,
10,
24,
16,
8,
10,
16,
17,
12,
10,
18,
7,
9,
11,
17,
13,
10,
12,
10,
9,
7,
8,
11,
21,
8,
11,
10,
14,
11,
8,
8,
9,
8,
10,
11,
12,
11,
10,
15,
13,
9,
10,
8,
10,
7,
13,
9,
10,
8,
14,
9,
11,
18,
9,
10,
16,
7,
9,
10,
15,
8,
24,
10,
17,
11,
14,
10,
10,
19,
9,
10,
9,
11,
7,
20,
20,
9,
10,
8,
11,
9,
8,
12,
7,
21,
10,
13,
18,
9,
7,
7,
14,
11,
9,
10,
8,
9,
15,
11,
9,
7,
14,
15,
9,
20,
8,
12,
11,
12,
16,
11,
12,
9,
9,
11,
12,
8,
9,
12,
9,
9,
16,
19,
17,
16,
9,
10,
12,
11,
12,
8,
9,
8,
14,
11,
8,
9,
10,
21,
11,
9,
10,
10,
9,
12,
13,
15,
8,
15,
8,
19,
9,
10,
10,
20,
10,
19,
14,
7,
8,
8,
10,
10,
16,
9,
9,
12,
8,
8,
8,
24,
11,
11,
15,
11,
10,
9,
11,
11,
10,
8,
9,
22,
8,
15,
12,
17,
9,
17,
9,
8,
10,
10,
14,
8,
7,
8,
8,
8,
8,
9,
25,
9,
12,
8,
17,
14,
10,
21,
11,
7,
7,
8,
8,
10,
