Protein Group,Protein ID,Accession,-10lgP,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
44,85508,ETNP_160m_PROKKA_13537,23.67,1,1,1,,59543,putative MFS-type transporter YcaD
44,85509,ETNP_180m_PROKKA_122216,23.67,1,1,1,,59506,putative MFS-type transporter YcaD
44,85510,ETNP_120m_PROKKA_114790,23.67,1,1,1,,59543,putative MFS-type transporter YcaD
44,85622,ETNP_110m_PROKKA_33924,23.67,9,1,1,,10604,hypothetical protein
44,85623,NP_85m_PROKKA_19004,23.67,7,1,1,,12377,hypothetical protein
292,85625,ETNP_110m_PROKKA_13677,23.59,10,1,1,,8570,hypothetical protein
24,85477,ETNP_180m_PROKKA_227098,23.50,1,1,1,,82265,outer membrane-specific lipoprotein transporter subunit LolC
24,85632,ETNP_300m_PROKKA_57292,23.50,2,1,1,,56908,outer membrane-specific lipoprotein transporter subunit LolC
139,85633,WP_018968668,23.46,1,1,1,,65758,hypothetical protein Rubritalea marina
293,85634,ETNP_120m_free_PROKKA_114975,23.37,3,1,1,,32846,hypothetical protein
68,85341,EJK59033,23.34,2,1,1,,40841,hypothetical protein THAOC_20799  Thalassiosira oceanica
68,85636,ETNP14_120mac_PROKKA_73607,23.34,12,1,1,,7984,hypothetical protein
215,85642,ETNP_90m_PROKKA_201271,23.25,7,1,1,,18492,EF hand
67,85311,ETNP_120m_particle_PROKKA_232036,23.18,1,1,1,,65319,Na(+)/H(+) antiporter subunit A
67,85312,ETNP_100m_particle_PROKKA_19439,23.18,1,1,1,,102663,Na(+)/H(+) antiporter subunit A
67,85313,ETNP_120m_free_PROKKA_310728,23.18,1,1,1,,102663,Na(+)/H(+) antiporter subunit A
67,85478,WP_000381591,23.18,1,1,1,,102939,cationproton antiporter Acinetobacter baumannii
67,85647,ETNP14_68maa_PROKKA_133064,23.18,2,1,1,,44873,hypothetical protein
67,85648,ETNP_90m_PROKKA_89813,23.18,2,1,1,,48471,hypothetical protein
294,85654,ETNP_120m_free_PROKKA_27140,23.09,2,1,1,,34738,Glutathione transport system permease protein GsiC
294,85655,ETNP_120m_PROKKA_120020,23.09,2,1,1,,34738,Glutathione transport system permease protein GsiC
295,85664,ETNP_120m_particle_PROKKA_122362,22.93,2,1,1,,42240,hypothetical protein
203,85521,ETNP_180m_PROKKA_116541,22.79,3,1,1,,26682,Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
296,85676,ETNP_120m_free_PROKKA_27708,22.66,5,1,1,,17581,Tripartite tricarboxylate transporter TctB family protein
296,85677,ETNP_180m_PROKKA_25565,22.66,5,1,1,,18431,Tripartite tricarboxylate transporter TctB family protein
167,85686,WP_013262704,22.64,1,1,1,,78883,TonB-dependent receptor gamma proteobacterium HdN1
86,85683,ETNP_140m_PROKKA_01528,22.59,5,1,1,,17343,hypothetical protein
86,85684,ETNP_120m_free_PROKKA_204008,22.59,5,1,1,,17343,hypothetical protein
297,85688,ETNP14_68mB_PROKKA_31713,22.56,2,1,1,,38386,NnrS protein
298,85691,ETNP_160m_PROKKA_87901,22.49,3,1,1,,33497,Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
52,85514,ETNP14_68maa_PROKKA_04346,22.34,1,1,1,,122520,hypothetical protein
92,85696,ETNP14_120mac_PROKKA_12831,22.30,14,1,1,,6974,hypothetical protein
299,85697,WP_013260820,22.29,6,1,1,,24680,hypothetical protein gamma proteobacterium HdN1
202,3435,ETNP_100m_particle_PROKKA_114586,22.15,3,1,1,,49067,hypothetical protein
202,4194,ETNP_120m_PROKKA_256283,22.15,7,1,1,,22801,hypothetical protein
202,4195,ETNP_100m_particle_PROKKA_19282,22.15,3,1,1,,49111,hypothetical protein
202,4196,ETNP14_68maa_PROKKA_49206,22.15,3,1,1,,49018,hypothetical protein
77,85711,WP_006171379,22.11,3,1,1,,24013,muramidase Synechococcus sp WH 5701
300,85719,ETNP_120m_PROKKA_265286,21.91,16,1,1,,7281,5-methylthioadenosine/S-adenosylhomocysteine deaminase
300,85720,ETNP_120m_free_PROKKA_163098,21.91,16,1,1,,7281,5-methylthioadenosine/S-adenosylhomocysteine deaminase
300,85721,ETNP_140m_PROKKA_80733,21.91,2,1,1,,49706,5-methylthioadenosine/S-adenosylhomocysteine deaminase
300,85722,ETNP_180m_PROKKA_77643,21.91,2,1,1,,49706,5-methylthioadenosine/S-adenosylhomocysteine deaminase
300,85723,ETNP_160m_PROKKA_136341,21.91,2,1,1,,49706,5-methylthioadenosine/S-adenosylhomocysteine deaminase
300,85724,ETNP_300m_PROKKA_110166,21.91,2,1,1,,55455,5-methylthioadenosine/S-adenosylhomocysteine deaminase
160,85523,ETNP_120m_PROKKA_314208,21.87,2,1,1,,44728,hypothetical protein
160,85726,ETNP_120m_particle_PROKKA_55339,21.87,5,1,1,,19437,2 3-diketo-L-gulonate TRAP transporter small permease protein YiaM
160,85727,XP_003056387,21.87,3,1,1,,32340,ATP-dependent clp protease  Micromonas pusilla CCMP1545
160,85728,ETNP14_68maa_PROKKA_09690,21.87,2,1,1,,44299,hypothetical protein
220,85700,EJK74159,21.86,1,1,1,,63507,hypothetical protein THAOC_04177  Thalassiosira oceanica
136,85527,ETNP_300m_PROKKA_137802,21.83,8,1,1,,11929,hypothetical protein
301,85732,WP_000807406,21.69,3,1,1,,33325,thiamine-monophosphate kinase Acinetobacter baumannii
302,85736,WP_040921642,21.59,1,1,1,,70108,hypothetical protein partial SAR324 cluster bacterium SCGC AAA240-J09
162,85576,ETNP_120m_free_PROKKA_325122,21.46,1,1,1,,73359,Soluble lytic murein transglycosylase precursor
228,85743,ETNP_100m_particle_PROKKA_03883,21.22,3,1,1,,33362,hypothetical protein
303,85746,ETNP_70m_PROKKA_57130,21.14,3,1,1,,33747,Arylsulfatase precursor
209,85602,EJK57230,21.07,1,1,1,,153161,hypothetical protein THAOC_22753  Thalassiosira oceanica
304,85754,ETNP14_68maa_PROKKA_40210,21.05,2,1,1,,46703,putative cysteine desulfurase
305,85756,ETNP_100m_particle_PROKKA_103247,21.00,3,1,1,,25041,hypothetical protein
306,85758,ETNP_120m_particle_PROKKA_245186,20.97,4,1,1,,20194,Biopolymer transport protein ExbD/TolR
173,85757,ETNP14_120mac_PROKKA_37952,20.96,17,1,1,,6784,hypothetical protein
307,85761,ETNP14_68mB_PROKKA_170037,20.87,5,1,1,,18256,2-hydroxychromene-2-carboxylate isomerase
204,85546,WP_013261954,20.85,2,1,1,,36232,tRNA synthetase class II D  K and N gamma proteobacterium HdN1
204,85762,ETNP_120m_PROKKA_142820,20.85,11,1,1,,8282,hypothetical protein
204,85763,ETNP_180m_PROKKA_231606,20.85,11,1,1,,8478,hypothetical protein
204,85764,ETNP_140m_PROKKA_161195,20.85,11,1,1,,8494,hypothetical protein
204,85765,ETNP_110m_PROKKA_35778,20.85,11,1,1,,8494,hypothetical protein
204,85766,NP_300m_PROKKA_11486,20.85,6,1,1,,14468,PBS lyase HEAT-like repeat protein
204,85769,ETNP_160m_PROKKA_28120,20.85,3,1,1,,30666,hypothetical protein
204,85770,NP_100m_PROKKA_05539,20.85,3,1,1,,31233,PBS lyase HEAT-like repeat protein
204,85771,ETNP_120m_PROKKA_142819,20.85,3,1,1,,31240,PBS lyase HEAT-like repeat protein
204,85772,ETNP_300m_PROKKA_12163,20.85,2,1,1,,40918,PBS lyase HEAT-like repeat protein
309,85774,ETNP_120m_PROKKA_20513,20.76,6,1,1,,19409,Dihydroorotase
84,85575,XP_002178010,20.75,2,1,1,,43970,predicted protein  Phaeodactylum tricornutum CCAP 1055
205,85557,ETNP_120m_PROKKA_245937,20.73,2,1,1,,54893,hypothetical protein
205,85776,ETNP_160m_PROKKA_18564,20.73,11,1,1,,8018,hypothetical protein
205,85777,ETNP14_120mab_PROKKA_122485,20.73,8,1,1,,10972,hypothetical protein
205,85779,WP_012913093,20.73,2,1,1,,37388,hypothetical protein Pirellula staleyi
205,85785,EJK58182,20.73,1,1,1,,91241,hypothetical protein THAOC_21715  Thalassiosira oceanica
205,85786,EJK61627,20.73,1,1,1,,118479,hypothetical protein THAOC_17851  Thalassiosira oceanica
78,85790,ETNP_180m_PROKKA_239141,20.63,5,1,1,,17377,hypothetical protein
78,85793,ETNP_120m_free_PROKKA_166149,20.63,3,1,1,,24006,hypothetical protein
78,85796,ETNP_120m_particle_PROKKA_151209,20.63,3,1,1,,30634,hypothetical protein
311,85792,WP_013261177,20.61,1,1,1,,86250,RND transporter gamma proteobacterium HdN1
310,85788,ETNP_70m_PROKKA_53454,20.59,3,1,1,,32963,PhoH-like protein
310,85789,ETNP_60m_PROKKA_24219,20.59,3,1,1,,36088,PhoH-like protein
59,85800,EJK54512,20.57,1,1,1,,88474,hypothetical protein THAOC_25854 partial  Thalassiosira oceanica
59,85804,ETNP_120m_free_PROKKA_266374,20.57,1,1,1,,115291,Nuclease SbcCD subunit C
312,85799,ETNP14_120mac_PROKKA_86611,20.48,10,1,1,,10119,hypothetical protein
313,85805,ETNP_120m_PROKKA_291164,20.42,2,1,1,,44657,Xaa-Pro aminopeptidase
313,85806,ETNP14_120maa_PROKKA_54257,20.42,2,1,1,,44669,Xaa-Pro aminopeptidase
314,85808,ETNP_100m_particle_PROKKA_59590,20.40,12,1,1,,7921,hypothetical protein
93,85819,ETNP_120m_PROKKA_12922,20.37,3,1,1,,27967,Octanoyltransferase LipM
115,85390,AGL61732,20.34,1,1,1,,140001,RNA polymerase (beta' subunit) Candidatus Saccharimonas aalborgensis
115,1096,ETNP14_68maa_PROKKA_00486,20.34,1,1,1,,141086,DNA-directed RNA polymerase subunit beta'
115,181,ETNP_90m_PROKKA_133125,20.34,2,1,1,,43475,DNA-directed RNA polymerase subunit beta'
115,136,ETNP_90m_PROKKA_211887,20.34,2,1,1,,59809,DNA-directed RNA polymerase subunit beta'
115,166,ETNP_90m_PROKKA_50420,20.34,1,1,1,,64201,DNA-directed RNA polymerase subunit beta'
115,79,WP_036911349,20.34,1,1,1,,72034,DNA-directed RNA polymerase subunit gamma Prochlorococcus
115,243,WP_042851029,20.34,1,1,1,,72537,DNA-directed RNA polymerase subunit gamma Prochlorococcus sp MIT 0604
115,126,WP_006172018,20.34,1,1,1,,72413,DNA-directed RNA polymerase subunit gamma Synechococcus sp WH 5701
115,172,ETNP14_68maa_PROKKA_84413,20.34,1,1,1,,72102,DNA-directed RNA polymerase subunit beta'
115,77,WP_038546190,20.34,1,1,1,,72321,DNA-directed RNA polymerase subunit gamma Synechococcus sp KORDI-100
115,80,WP_011130874,20.34,1,1,1,,72277,DNA-directed RNA polymerase subunit gamma Prochlorococcus marinus
115,103,WP_011127481,20.34,1,1,1,,72229,DNA-directed RNA polymerase subunit gamma Synechococcus
115,85571,YP_717230,20.34,1,1,1,,84558,RpoC1 chloroplast  Ostreococcus tauri
115,1908,ETNP14_68maa_PROKKA_25023,20.34,1,1,1,,160802,DNA-directed RNA polymerase subunit beta'
115,2386,ETNP14_68mB_PROKKA_12083,20.34,3,1,1,,31365,DNA-directed RNA polymerase subunit beta'
115,85822,ETNP_60m_PROKKA_16701,20.34,1,1,1,,70266,DNA-directed RNA polymerase subunit beta'
115,85825,YP_002808498,20.34,1,1,1,,89276,RNA polymerase beta' chain chloroplast  Micromonas pusilla CCMP1545
115,85826,ETNP_300m_PROKKA_150832,20.34,1,1,1,,90685,DNA-directed RNA polymerase subunit beta'
115,85830,KKW05238,20.34,1,1,1,,139639,DNA-directed RNA polymerase subunit beta' Candidatus Saccharibacteria bacterium GW2011_GWC2_48_9
115,85831,AKM80093,20.34,1,1,1,,140268,RNA polymerase (beta' subunit) Candidatus Saccharibacteria bacterium GW2011_GWC2_44_17
115,85832,WP_052544590,20.34,1,1,1,,140268,hypothetical protein Candidatus Saccharibacteria bacterium GW2011_GWC2_44_17
115,85833,AJA06493,20.34,1,1,1,,140969,DNA-directed RNA polymerase subunit beta' Candidatus Saccharibacteria oral taxon TM7x
115,85834,WP_052198826,20.34,1,1,1,,140969,hypothetical protein Candidatus Saccharibacteria oral taxon TM7x
207,85566,ETNP_180m_PROKKA_188061,20.34,2,1,1,,43401,enterobactin exporter EntS
315,85827,WP_013561187,20.30,2,1,1,,54023,hypothetical protein Anaerolinea thermophila
316,85828,WP_006849996,20.23,12,1,1,,7391,photosystem II reaction center protein H Synechococcus
316,85829,ETNP_120m_free_PROKKA_105729,20.23,12,1,1,,7349,Photosystem II reaction center protein H
87,85840,ETNP_180m_PROKKA_103060,20.11,9,1,1,,9895,hypothetical protein
87,85841,ETNP_100m_particle_PROKKA_43231,20.11,9,1,1,,9895,hypothetical protein
87,85842,ETNP14_120maa_PROKKA_04330,20.11,9,1,1,,9895,hypothetical protein
87,85843,ETNP_120m_PROKKA_313211,20.11,9,1,1,,9895,hypothetical protein
318,85847,WP_025046667,20.08,2,1,1,,34149,zinc-binding dehydrogenase Sulfitobacter mediterraneus
