Cruise,Station,mon/dd/yyyy,hh:mm,Longitude [degrees east],Latitude [degrees north],Bottom Depth [m],Pressure [db],Depth (m),Temperature [degrees C],Temperature 2 [degrees C],Salinity [psu],Salinity 2 [psu],Fluorescense [mg/m^3],Beam Transmission [%],PAR,Oxygen [umol/kg],Oxygen [% saturation]
SKQ201617S,sta013,12/29/16,4:05,-104.55566,16.81566,3141,150.95,149.5442837,13.237,13.2371,34.8323,34.8399,1.20E-01,96.5892,5.02E-03,0.72,0.28
SKQ201617S,sta013,12/29/16,4:05,-104.55564,16.81566,3141,151.957,150.5419061,13.2236,13.2236,34.8329,34.8405,1.14E-01,96.8101,4.95E-03,0.673,0.262
SKQ201617S,sta013,12/29/16,4:05,-104.55564,16.81566,3141,152.964,151.5395284,13.2221,13.2221,34.8324,34.84,1.16E-01,96.834,4.54E-03,0.699,0.272
SKQ201617S,sta013,12/29/16,4:05,-104.55564,16.81566,3141,153.97,152.5361601,13.2052,13.2048,34.8318,34.8394,1.12E-01,96.8288,4.32E-03,0.715,0.278
SKQ201617S,sta013,12/29/16,4:05,-104.55564,16.81566,3141,154.977,153.5337824,13.1634,13.1628,34.8327,34.8404,1.06E-01,96.8248,4.32E-03,0.719,0.279
SKQ201617S,sta013,12/29/16,4:05,-104.55564,16.81566,3141,155.984,154.5314048,13.104,13.1031,34.8332,34.8409,9.84E-02,96.814,4.41E-03,0.67,0.26
SKQ201617S,sta013,12/29/16,4:05,-104.55564,16.81566,3141,156.991,155.5290271,13.0558,13.0554,34.8322,34.8398,9.43E-02,96.814,4.20E-03,0.657,0.255
SKQ201617S,sta013,12/29/16,4:05,-104.55564,16.81566,3141,157.998,156.5266495,13.0411,13.0409,34.8317,34.8393,9.28E-02,96.822,4.30E-03,0.651,0.252
SKQ201617S,sta013,12/29/16,4:05,-104.55564,16.81566,3141,159.004,157.5232812,13.0312,13.0312,34.8309,34.8384,9.15E-02,96.8372,4.30E-03,0.67,0.26
SKQ201617S,sta013,12/29/16,4:05,-104.55564,16.81566,3141,160.011,158.5209035,13.0124,13.0123,34.8298,34.8376,9.16E-02,96.8334,4.26E-03,0.657,0.255
SKQ201617S,sta013,12/29/16,4:05,-104.55564,16.81566,3141,161.018,159.5185259,12.9875,12.9874,34.8302,34.8377,8.96E-02,96.8399,4.26E-03,0.603,0.233
SKQ201617S,sta013,12/29/16,4:05,-104.55564,16.81566,3141,162.024,160.5151575,12.984,12.9836,34.8294,34.837,8.73E-02,96.8533,4.26E-03,0.613,0.237
SKQ201617S,sta013,12/29/16,4:05,-104.55564,16.81566,3141,163.031,161.5127799,12.9736,12.9734,34.8289,34.8365,8.67E-02,96.8585,4.18E-03,0.67,0.259
SKQ201617S,sta013,12/29/16,4:05,-104.55564,16.81566,3141,164.038,162.5104022,12.9594,12.9593,34.8278,34.8353,8.76E-02,96.8639,4.13E-03,0.633,0.245
SKQ201617S,sta013,12/29/16,4:05,-104.55564,16.81566,3141,165.045,163.5080246,12.9303,12.9297,34.8266,34.8343,8.47E-02,96.8366,3.80E-03,0.642,0.248
SKQ201617S,sta013,12/29/16,4:05,-104.55564,16.81566,3141,166.052,164.5056469,12.8945,12.8943,34.8259,34.8337,8.48E-02,96.8515,3.84E-03,0.518,0.2
SKQ201617S,sta013,12/29/16,4:05,-104.55564,16.81566,3141,167.059,165.5032693,12.8526,12.8527,34.8256,34.8334,8.34E-02,96.8439,3.52E-03,0.591,0.228
SKQ201617S,sta013,12/29/16,4:05,-104.55564,16.81566,3141,168.065,166.4999009,12.829,12.8291,34.8255,34.833,8.26E-02,96.8506,3.21E-03,0.551,0.212
SKQ201617S,sta013,12/29/16,4:05,-104.55564,16.81566,3141,169.072,167.4975233,12.8201,12.8201,34.8246,34.8323,8.24E-02,96.8555,3.16E-03,0.587,0.226
SKQ201617S,sta013,12/29/16,4:05,-104.55564,16.81566,3141,170.079,168.4951456,12.8059,12.806,34.8237,34.8313,8.02E-02,96.8561,3.14E-03,0.573,0.221
SKQ201617S,sta013,12/29/16,4:05,-104.55564,16.81566,3141,171.086,169.492768,12.7818,12.7819,34.8231,34.8307,8.12E-02,96.8654,3.20E-03,0.524,0.202
SKQ201617S,sta013,12/29/16,4:05,-104.55564,16.81566,3141,172.092,170.4893996,12.7662,12.7662,34.8229,34.8304,7.78E-02,96.8731,3.23E-03,0.592,0.228
SKQ201617S,sta013,12/29/16,4:05,-104.55564,16.81566,3141,173.099,171.487022,12.7498,12.7498,34.8222,34.8297,8.07E-02,96.8625,3.00E-03,0.65,0.251
SKQ201617S,sta013,12/29/16,4:05,-104.55564,16.81566,3141,174.106,172.4846443,12.7279,12.7278,34.8217,34.8294,8.08E-02,96.8713,2.94E-03,0.542,0.209
SKQ201617S,sta013,12/29/16,4:05,-104.55564,16.81566,3141,175.112,173.481276,12.7148,12.7149,34.8212,34.8287,7.78E-02,96.8823,2.86E-03,0.516,0.198
SKQ201617S,sta013,12/29/16,4:05,-104.55564,16.81566,3141,176.119,174.4788984,12.7051,12.7059,34.8204,34.828,8.15E-02,96.7998,2.99E-03,0.534,0.206
SKQ201617S,sta013,12/29/16,4:05,-104.55564,16.81566,3141,177.126,175.4765207,12.6984,12.6978,34.8197,34.827,7.96E-02,96.8672,2.92E-03,0.538,0.207
SKQ201617S,sta013,12/29/16,4:05,-104.55564,16.81566,3141,178.133,176.4741431,12.6845,12.6845,34.8191,34.8266,8.00E-02,96.8659,2.86E-03,0.541,0.208
SKQ201617S,sta013,12/29/16,4:05,-104.55564,16.81566,3141,179.141,177.4727561,12.6706,12.6705,34.8185,34.826,7.89E-02,96.8542,2.86E-03,0.523,0.201
SKQ201617S,sta013,12/29/16,4:05,-104.55564,16.81566,3141,180.147,178.4693878,12.6537,12.654,34.8179,34.8255,7.78E-02,96.8515,2.95E-03,0.544,0.209
SKQ201617S,sta013,12/29/16,4:05,-104.55563,16.81566,3141,181.154,179.4670101,12.6389,12.6391,34.8174,34.8249,7.85E-02,96.8622,2.83E-03,0.548,0.21
SKQ201617S,sta013,12/29/16,4:05,-104.55562,16.81566,3141,182.161,180.4646325,12.63,12.6299,34.8165,34.824,7.75E-02,96.8516,2.77E-03,0.533,0.205
SKQ201617S,sta013,12/29/16,4:05,-104.55562,16.81566,3141,183.168,181.4622548,12.5993,12.5996,34.8153,34.8226,7.79E-02,96.8767,2.80E-03,0.54,0.207
SKQ201617S,sta013,12/29/16,4:05,-104.55562,16.81566,3141,184.175,182.4598772,12.5635,12.5635,34.8148,34.8223,7.61E-02,96.8597,2.86E-03,0.54,0.207
SKQ201617S,sta013,12/29/16,4:05,-104.55562,16.81566,3141,185.181,183.4565088,12.5433,12.5435,34.8143,34.8217,7.73E-02,96.8719,2.72E-03,0.54,0.207
SKQ201617S,sta013,12/29/16,4:05,-104.55562,16.81566,3141,186.188,184.4541312,12.5336,12.5337,34.8138,34.8212,7.73E-02,96.8829,2.56E-03,0.541,0.207
SKQ201617S,sta013,12/29/16,4:05,-104.55562,16.81566,3141,187.195,185.4517535,12.5283,12.5284,34.8131,34.8206,7.69E-02,96.8869,2.36E-03,0.537,0.206
SKQ201617S,sta013,12/29/16,4:05,-104.55562,16.81566,3141,188.202,186.4493759,12.5248,12.525,34.8127,34.8203,7.64E-02,96.881,2.53E-03,0.512,0.196
SKQ201617S,sta013,12/29/16,4:05,-104.55562,16.81566,3141,189.209,187.4469982,12.5173,12.5174,34.812,34.8196,7.69E-02,96.8736,2.57E-03,0.496,0.19
SKQ201617S,sta013,12/29/16,4:05,-104.55562,16.81566,3141,190.216,188.4446206,12.5084,12.5085,34.8115,34.819,7.49E-02,96.8721,2.19E-03,0.523,0.201
SKQ201617S,sta013,12/29/16,4:05,-104.55562,16.81566,3141,191.222,189.4412522,12.4935,12.4935,34.8106,34.8181,7.69E-02,96.863,1.75E-03,0.488,0.187
SKQ201617S,sta013,12/29/16,4:05,-104.55562,16.81566,3141,192.229,190.4388746,12.4852,12.4853,34.8099,34.8175,7.72E-02,96.8739,1.62E-03,0.495,0.19
SKQ201617S,sta013,12/29/16,4:05,-104.55562,16.81566,3141,193.236,191.4364969,12.478,12.4781,34.8092,34.8168,7.43E-02,96.8788,1.63E-03,0.451,0.173
SKQ201617S,sta013,12/29/16,4:05,-104.55562,16.81566,3141,194.243,192.4341193,12.4675,12.4677,34.8086,34.816,7.58E-02,96.8877,1.48E-03,0.518,0.199
SKQ201617S,sta013,12/29/16,4:05,-104.55562,16.81566,3141,195.25,193.4317416,12.4485,12.4487,34.8078,34.8154,7.49E-02,96.8971,1.60E-03,0.576,0.221
SKQ201617S,sta013,12/29/16,4:05,-104.55562,16.81566,3141,196.257,194.429364,12.4246,12.4249,34.8065,34.8141,7.56E-02,96.8785,1.30E-03,0.541,0.207
SKQ201617S,sta013,12/29/16,4:05,-104.55562,16.81566,3141,197.264,195.4269863,12.3964,12.3969,34.8055,34.8131,7.71E-02,96.8771,1.42E-03,0.529,0.202
SKQ201617S,sta013,12/29/16,4:05,-104.55562,16.81566,3141,198.271,196.4246087,12.3861,12.3863,34.805,34.8125,7.66E-02,96.8781,1.42E-03,0.52,0.199
SKQ201617S,sta013,12/29/16,4:05,-104.55562,16.81566,3141,199.278,197.422231,12.3738,12.3737,34.8042,34.8118,7.68E-02,96.8781,1.47E-03,0.472,0.181
SKQ201617S,sta013,12/29/16,4:05,-104.55562,16.81566,3141,200.285,198.4198534,12.3621,12.3622,34.8038,34.8111,7.71E-02,96.8922,1.42E-03,0.418,0.16
SKQ201617S,sta013,12/29/16,4:05,-104.55562,16.81566,3141,201.292,199.4174757,12.3534,12.3535,34.8028,34.8104,7.72E-02,96.904,1.28E-03,0.446,0.17
SKQ201617S,sta013,12/29/16,4:05,-104.55561,16.81566,3141,202.299,200.4150981,12.3404,12.3405,34.8021,34.8097,7.74E-02,96.8901,1.04E-03,0.446,0.171
SKQ201617S,sta013,12/29/16,4:05,-104.5556,16.81566,3141,203.306,201.4127204,12.3373,12.3374,34.8018,34.8093,7.66E-02,96.8896,9.18E-04,0.451,0.172
SKQ201617S,sta013,12/29/16,4:05,-104.5556,16.81566,3141,204.313,202.4103428,12.3331,12.3332,34.8013,34.8088,7.66E-02,96.8916,7.84E-04,0.412,0.157
SKQ201617S,sta013,12/29/16,4:05,-104.5556,16.81566,3141,205.32,203.4079651,12.325,12.3251,34.8009,34.8085,7.32E-02,96.8883,6.71E-04,0.428,0.163
SKQ201617S,sta013,12/29/16,4:05,-104.5556,16.81565,3141,206.327,204.4055875,12.3202,12.3201,34.8002,34.8079,7.61E-02,96.8922,8.86E-04,0.4,0.153
SKQ201617S,sta013,12/29/16,4:05,-104.5556,16.81564,3141,207.334,205.4032098,12.305,12.3049,34.7994,34.8069,7.78E-02,96.8835,7.81E-04,0.399,0.152
SKQ201617S,sta013,12/29/16,4:05,-104.5556,16.81564,3141,208.34,206.3998415,12.2881,12.288,34.7988,34.8063,7.63E-02,96.9044,3.72E-04,0.423,0.161
SKQ201617S,sta013,12/29/16,4:05,-104.5556,16.81564,3141,209.348,207.3984545,12.2715,12.2717,34.7979,34.8053,7.47E-02,96.9043,2.64E-04,0.397,0.151
SKQ201617S,sta013,12/29/16,4:05,-104.5556,16.81564,3141,210.354,208.3950862,12.2576,12.2575,34.7971,34.8046,7.61E-02,96.8708,1.54E-04,0.403,0.154
SKQ201617S,sta013,12/29/16,4:05,-104.5556,16.81564,3141,211.361,209.3927085,12.2538,12.2537,34.7969,34.8044,7.66E-02,96.8927,1.58E-04,0.458,0.175
SKQ201617S,sta013,12/29/16,4:05,-104.5556,16.81564,3141,212.368,210.3903309,12.2447,12.2449,34.7961,34.8036,7.66E-02,96.9032,8.90E-05,0.445,0.17
SKQ201617S,sta013,12/29/16,4:05,-104.5556,16.81564,3141,213.376,211.3889439,12.2333,12.2335,34.7955,34.803,7.76E-02,96.885,1.42E-04,0.459,0.175
SKQ201617S,sta013,12/29/16,4:05,-104.5556,16.81564,3141,214.382,212.3855756,12.2133,12.2134,34.7947,34.8022,7.59E-02,96.908,8.77E-05,0.431,0.164
SKQ201617S,sta013,12/29/16,4:05,-104.5556,16.81564,3141,215.389,213.3831979,12.1944,12.195,34.7944,34.8018,7.56E-02,96.8859,8.89E-05,0.376,0.143
SKQ201617S,sta013,12/29/16,4:05,-104.5556,16.81564,3141,216.396,214.3808203,12.1911,12.1913,34.794,34.8016,7.73E-02,96.8734,8.89E-05,0.404,0.154
SKQ201617S,sta013,12/29/16,4:05,-104.5556,16.81564,3141,217.404,215.3794333,12.1914,12.1916,34.7938,34.8014,7.48E-02,96.8848,8.89E-05,0.39,0.148
SKQ201617S,sta013,12/29/16,4:05,-104.5556,16.81564,3141,218.411,216.3770557,12.1919,12.1922,34.7936,34.8012,7.43E-02,96.8792,8.89E-05,0.399,0.152
SKQ201617S,sta013,12/29/16,4:05,-104.5556,16.81564,3141,219.418,217.374678,12.1927,12.193,34.7935,34.801,7.71E-02,96.8666,8.18E-05,0.377,0.143
SKQ201617S,sta013,12/29/16,4:05,-104.5556,16.81564,3141,220.425,218.3723004,12.1925,12.1927,34.7933,34.8008,7.37E-02,96.8706,8.90E-05,0.417,0.159
SKQ201617S,sta013,12/29/16,4:05,-104.5556,16.81564,3141,221.432,219.3699227,12.1925,12.1929,34.7934,34.8008,7.65E-02,96.8458,8.10E-05,0.388,0.148
SKQ201617S,sta013,12/29/16,4:05,-104.55558,16.81564,3141,222.439,220.3675451,12.1929,12.1931,34.7932,34.8007,7.77E-02,96.8534,6.54E-05,0.389,0.148
SKQ201617S,sta013,12/29/16,4:05,-104.55558,16.81564,3141,223.446,221.3651674,12.1933,12.1935,34.7931,34.8007,7.78E-02,96.8498,7.18E-05,0.389,0.148
SKQ201617S,sta013,12/29/16,4:05,-104.55558,16.81564,3141,224.453,222.3627898,12.1934,12.1937,34.7931,34.8006,7.66E-02,96.8844,5.20E-05,0.356,0.136
SKQ201617S,sta013,12/29/16,4:05,-104.55558,16.81564,3141,225.46,223.3604121,12.1939,12.194,34.793,34.8005,7.60E-02,97.6249,7.07E-05,0.421,0.16
SKQ201617S,sta013,12/29/16,4:05,-104.55558,16.81564,3141,226.467,224.3580345,12.1943,12.1944,34.793,34.8006,7.66E-02,98.2226,4.98E-05,0.389,0.148
SKQ201617S,sta013,12/29/16,4:05,-104.55558,16.81564,3141,227.474,225.3556568,12.1897,12.1911,34.7924,34.8,7.47E-02,98.2337,4.62E-05,0.409,0.156
SKQ201617S,sta013,12/29/16,4:05,-104.55558,16.81564,3141,228.481,226.3532792,12.136,12.1359,34.7906,34.7978,7.67E-02,98.2086,6.04E-05,0.392,0.149
SKQ201617S,sta013,12/29/16,4:05,-104.55558,16.81564,3141,229.488,227.3509015,12.0989,12.0989,34.7896,34.7969,7.59E-02,98.1795,1.08E-05,0.393,0.149
SKQ201617S,sta013,12/29/16,4:05,-104.55558,16.81564,3141,230.495,228.3485239,12.0821,12.0821,34.7888,34.7961,7.72E-02,98.1826,4.19E-09,0.431,0.164
SKQ201617S,sta013,12/29/16,4:05,-104.55558,16.81564,3141,231.503,229.3471369,12.0566,12.0562,34.787,34.7943,7.73E-02,98.1813,8.64E-06,0.411,0.156
SKQ201617S,sta013,12/29/16,4:05,-104.55558,16.81564,3141,232.51,230.3447593,12.012,12.0118,34.7857,34.7931,7.54E-02,97.9863,1.07E-05,0.371,0.141
SKQ201617S,sta013,12/29/16,4:05,-104.55558,16.81564,3141,233.517,231.3423816,11.9911,11.9912,34.7847,34.7921,7.66E-02,98.0506,3.85E-06,0.408,0.155
SKQ201617S,sta013,12/29/16,4:05,-104.55558,16.81564,3141,234.524,232.340004,11.9776,11.9778,34.7838,34.7911,7.57E-02,98.0734,4.92E-08,0.384,0.145
SKQ201617S,sta013,12/29/16,4:05,-104.55558,16.81564,3141,235.531,233.3376263,11.967,11.967,34.7828,34.7903,7.59E-02,98.0758,7.37E-06,0.404,0.153
SKQ201617S,sta013,12/29/16,4:05,-104.55558,16.81564,3141,236.538,234.3352487,11.9557,11.9558,34.7822,34.7896,7.66E-02,98.0759,2.91E-08,0.39,0.148
SKQ201617S,sta013,12/29/16,4:05,-104.55558,16.81564,3141,237.545,235.332871,11.9455,11.9454,34.7811,34.7885,7.45E-02,98.0813,1.00E-12,0.42,0.159
SKQ201617S,sta013,12/29/16,4:05,-104.55558,16.81564,3141,238.552,236.3304934,11.9232,11.9231,34.7797,34.7872,7.36E-02,98.0798,1.00E-12,0.394,0.149
SKQ201617S,sta013,12/29/16,4:05,-104.55558,16.81563,3141,239.559,237.3281157,11.8985,11.8986,34.7789,34.7862,7.43E-02,98.1026,1.00E-12,0.386,0.146
SKQ201617S,sta013,12/29/16,4:05,-104.55558,16.81562,3141,240.567,238.3267287,11.8904,11.8903,34.7779,34.7852,7.75E-02,98.1373,1.00E-12,0.361,0.137
SKQ201617S,sta013,12/29/16,4:05,-104.55558,16.81562,3141,241.574,239.3243511,11.8636,11.8631,34.7762,34.7836,7.72E-02,98.1325,1.00E-12,0.387,0.146
SKQ201617S,sta013,12/29/16,4:05,-104.55557,16.81562,3141,242.581,240.3219734,11.8426,11.8426,34.7758,34.7832,7.45E-02,98.1498,1.00E-12,0.376,0.142
SKQ201617S,sta013,12/29/16,4:05,-104.55556,16.81562,3141,243.588,241.3195958,11.8214,11.8212,34.7744,34.7819,7.44E-02,98.1324,1.00E-12,0.356,0.135
SKQ201617S,sta013,12/29/16,4:05,-104.55556,16.81562,3141,244.595,242.3172181,11.801,11.8008,34.7735,34.7809,7.46E-02,98.1671,1.00E-12,0.38,0.144
SKQ201617S,sta013,12/29/16,4:05,-104.55556,16.81562,3141,245.602,243.3148405,11.7733,11.7726,34.7719,34.7793,7.69E-02,98.1796,1.00E-12,0.356,0.134
SKQ201617S,sta013,12/29/16,4:05,-104.55556,16.81562,3141,246.609,244.3124628,11.74,11.7394,34.7704,34.7777,7.50E-02,98.1817,1.00E-12,0.337,0.127
SKQ201617S,sta013,12/29/16,4:05,-104.55556,16.81562,3141,247.617,245.3110759,11.7269,11.7271,34.7696,34.777,7.35E-02,98.2005,1.00E-12,0.285,0.107
SKQ201617S,sta013,12/29/16,4:05,-104.55556,16.81562,3141,248.624,246.3086982,11.7155,11.7156,34.7689,34.7762,7.51E-02,98.1664,1.00E-12,0.347,0.131
SKQ201617S,sta013,12/29/16,4:05,-104.55556,16.81562,3141,249.631,247.3063206,11.7107,11.7108,34.7683,34.7756,7.49E-02,98.1727,1.00E-12,0.438,0.165
SKQ201617S,sta013,12/29/16,4:05,-104.55556,16.81562,3141,250.638,248.3039429,11.703,11.7032,34.7676,34.775,7.38E-02,98.1832,1.00E-12,0.419,0.158
SKQ201617S,sta013,12/29/16,4:05,-104.55556,16.81562,3141,251.645,249.3015653,11.6885,11.6883,34.7664,34.7737,7.44E-02,98.1918,1.00E-12,0.367,0.138
SKQ201617S,sta013,12/29/16,4:05,-104.55556,16.81562,3141,252.653,250.3001783,11.655,11.6545,34.7647,34.772,7.61E-02,98.1963,1.00E-12,0.278,0.105
SKQ201617S,sta013,12/29/16,4:05,-104.55556,16.81562,3141,253.66,251.2978007,11.6345,11.6347,34.7644,34.7718,7.59E-02,98.2055,1.00E-12,0.362,0.136
SKQ201617S,sta013,12/29/16,4:05,-104.55556,16.81562,3141,254.667,252.295423,11.6312,11.6316,34.7635,34.7709,7.54E-02,98.1994,1.00E-12,0.322,0.121
SKQ201617S,sta013,12/29/16,4:05,-104.55556,16.81562,3141,255.674,253.2930454,11.6262,11.6269,34.7628,34.7701,7.45E-02,98.1827,1.00E-12,0.266,0.1
SKQ201617S,sta013,12/29/16,4:05,-104.55556,16.81562,3141,256.681,254.2906677,11.6158,11.6159,34.7619,34.7692,7.68E-02,98.1885,1.00E-12,0.307,0.115
SKQ201617S,sta013,12/29/16,4:05,-104.55556,16.81562,3141,257.688,255.2882901,11.6074,11.6078,34.7615,34.7689,7.51E-02,98.185,1.00E-12,0.288,0.108
SKQ201617S,sta013,12/29/16,4:05,-104.55556,16.81562,3141,258.696,256.2869031,11.6068,11.6069,34.7613,34.7688,7.47E-02,98.1955,1.00E-12,0.291,0.11
SKQ201617S,sta013,12/29/16,4:05,-104.55554,16.81562,3141,259.703,257.2845255,11.6063,11.6067,34.7612,34.7685,7.42E-02,98.2045,1.00E-12,0.269,0.101
SKQ201617S,sta013,12/29/16,4:05,-104.55554,16.8156,3141,260.71,258.2821478,11.6062,11.6066,34.7609,34.7682,7.40E-02,98.2025,1.00E-12,0.241,0.09
SKQ201617S,sta013,12/29/16,4:05,-104.55554,16.8156,3141,261.717,259.2797702,11.6062,11.6065,34.7606,34.7681,7.32E-02,98.194,1.00E-12,0.291,0.109
SKQ201617S,sta013,12/29/16,4:05,-104.55554,16.8156,3141,262.725,260.2783832,11.6018,11.6019,34.7602,34.7675,7.43E-02,98.1714,1.00E-12,0.295,0.111
SKQ201617S,sta013,12/29/16,4:05,-104.55554,16.8156,3141,263.732,261.2760055,11.5895,11.589,34.7593,34.7667,7.48E-02,98.1954,1.00E-12,0.253,0.095
SKQ201617S,sta013,12/29/16,4:05,-104.55554,16.8156,3141,264.739,262.2736279,11.5848,11.5851,34.7592,34.7666,7.58E-02,98.2023,1.00E-12,0.275,0.103
SKQ201617S,sta013,12/29/16,4:05,-104.55554,16.8156,3141,265.746,263.2712502,11.583,11.583,34.7589,34.7663,7.53E-02,98.2085,1.00E-12,0.292,0.11
SKQ201617S,sta013,12/29/16,4:05,-104.55554,16.8156,3141,266.754,264.2698633,11.5823,11.5827,34.7586,34.766,7.49E-02,98.216,1.00E-12,0.272,0.102
SKQ201617S,sta013,12/29/16,4:05,-104.55554,16.8156,3141,267.761,265.2674856,11.5816,11.5819,34.7582,34.7656,7.40E-02,98.2296,1.00E-12,0.285,0.107
SKQ201617S,sta013,12/29/16,4:05,-104.55554,16.8156,3141,268.768,266.265108,11.5753,11.5752,34.7575,34.765,7.40E-02,98.2285,1.00E-12,0.263,0.098
SKQ201617S,sta013,12/29/16,4:05,-104.55554,16.8156,3141,269.776,267.263721,11.5616,11.5615,34.7566,34.7641,7.66E-02,98.2261,1.00E-12,0.283,0.106
SKQ201617S,sta013,12/29/16,4:05,-104.55554,16.8156,3141,270.783,268.2613434,11.5474,11.5475,34.7561,34.7636,7.42E-02,98.2164,1.00E-12,0.286,0.108
SKQ201617S,sta013,12/29/16,4:05,-104.55554,16.8156,3141,271.79,269.2589657,11.5212,11.5216,34.7542,34.7615,7.22E-02,98.2222,1.00E-12,0.304,0.114
SKQ201617S,sta013,12/29/16,4:05,-104.55554,16.8156,3141,272.797,270.2565881,11.5028,11.5028,34.7542,34.7616,7.48E-02,98.2472,1.00E-12,0.402,0.151
SKQ201617S,sta013,12/29/16,4:05,-104.55554,16.8156,3141,273.805,271.2552011,11.4979,11.4979,34.7536,34.7611,7.28E-02,98.2762,1.00E-12,0.304,0.114
SKQ201617S,sta013,12/29/16,4:05,-104.55554,16.8156,3141,274.812,272.2528235,11.4845,11.4841,34.7528,34.7602,7.41E-02,98.2966,1.00E-12,0.209,0.078
SKQ201617S,sta013,12/29/16,4:05,-104.55554,16.8156,3141,275.819,273.2504458,11.461,11.4609,34.7512,34.7587,7.54E-02,98.3089,1.00E-12,0.267,0.1
SKQ201617S,sta013,12/29/16,4:05,-104.55554,16.8156,3141,276.827,274.2490588,11.4445,11.4447,34.7506,34.758,7.47E-02,98.3026,1.00E-12,0.258,0.097
SKQ201617S,sta013,12/29/16,4:05,-104.55554,16.8156,3141,277.834,275.2466812,11.4327,11.4332,34.7496,34.757,7.41E-02,98.286,1.00E-12,0.279,0.105
SKQ201617S,sta013,12/29/16,4:05,-104.55554,16.8156,3141,278.841,276.2443035,11.394,11.394,34.7472,34.7548,7.58E-02,98.303,1.00E-12,0.274,0.103
SKQ201617S,sta013,12/29/16,4:05,-104.55552,16.81558,3141,279.849,277.2429166,11.3557,11.3557,34.7448,34.752,7.52E-02,98.2912,1.00E-12,0.267,0.1
SKQ201617S,sta013,12/29/16,4:05,-104.55552,16.81558,3141,280.856,278.2405389,11.3296,11.3294,34.7427,34.7501,7.46E-02,98.3124,1.00E-12,0.264,0.099
SKQ201617S,sta013,12/29/16,4:05,-104.55552,16.81558,3141,281.863,279.2381613,11.2999,11.2998,34.7409,34.7484,7.36E-02,98.3052,1.00E-12,0.287,0.107
SKQ201617S,sta013,12/29/16,4:05,-104.55552,16.81558,3141,282.871,280.2367743,11.2683,11.2682,34.7382,34.7455,7.32E-02,98.3119,1.00E-12,0.275,0.103
SKQ201617S,sta013,12/29/16,4:05,-104.55552,16.81558,3141,283.878,281.2343967,11.2451,11.2449,34.7362,34.7435,7.71E-02,98.3161,1.00E-12,0.275,0.103
SKQ201617S,sta013,12/29/16,4:05,-104.55552,16.81558,3141,284.885,282.232019,11.2148,11.2148,34.7343,34.7415,7.53E-02,98.3147,1.00E-12,0.272,0.102
SKQ201617S,sta013,12/29/16,4:05,-104.55552,16.81558,3141,285.893,283.2306321,11.1782,11.1778,34.732,34.7393,7.48E-02,98.323,1.00E-12,0.261,0.097
SKQ201617S,sta013,12/29/16,4:05,-104.55552,16.81558,3141,286.9,284.2282544,11.1495,11.149,34.7314,34.7391,7.52E-02,98.3207,1.00E-12,0.279,0.104
SKQ201617S,sta013,12/29/16,4:05,-104.55552,16.81558,3141,287.907,285.2258768,11.1366,11.1361,34.7301,34.7377,7.66E-02,98.3267,1.00E-12,0.242,0.09
SKQ201617S,sta013,12/29/16,4:05,-104.55552,16.81558,3141,288.915,286.2244898,11.1178,11.1175,34.7289,34.7364,7.67E-02,98.3326,1.00E-12,0.269,0.1
SKQ201617S,sta013,12/29/16,4:05,-104.55552,16.81558,3141,289.922,287.2221121,11.1061,11.1063,34.7283,34.7355,7.42E-02,98.3504,1.00E-12,0.221,0.082
SKQ201617S,sta013,12/29/16,4:05,-104.55552,16.81558,3141,290.93,288.2207252,11.0943,11.0945,34.7279,34.7351,7.49E-02,98.3261,1.00E-12,0.214,0.08
SKQ201617S,sta013,12/29/16,4:05,-104.55552,16.81558,3141,291.937,289.2183475,11.0868,11.0869,34.7276,34.7349,7.29E-02,98.3337,1.00E-12,0.241,0.09
SKQ201617S,sta013,12/29/16,4:05,-104.5555,16.81556,3141,292.944,290.2159699,11.0835,11.0835,34.7273,34.7347,7.52E-02,98.3302,1.00E-12,0.196,0.073
SKQ201617S,sta013,12/29/16,4:05,-104.5555,16.81556,3141,293.952,291.2145829,11.0834,11.0835,34.7271,34.7344,7.37E-02,98.3314,1.00E-12,0.279,0.104
SKQ201617S,sta013,12/29/16,4:05,-104.5555,16.81556,3141,294.959,292.2122053,11.0838,11.084,34.7269,34.7342,7.45E-02,98.3303,1.00E-12,0.277,0.103
SKQ201617S,sta013,12/29/16,4:05,-104.5555,16.81556,3141,295.967,293.2108183,11.0846,11.0847,34.7267,34.734,7.44E-02,98.3554,1.00E-12,0.191,0.071
SKQ201617S,sta013,12/29/16,4:05,-104.5555,16.81556,3141,296.974,294.2084407,11.0857,11.0859,34.7268,34.7341,7.53E-02,98.3617,1.00E-12,0.201,0.075
SKQ201617S,sta013,12/29/16,4:05,-104.5555,16.81556,3141,297.981,295.206063,11.0858,11.0861,34.7266,34.7339,7.38E-02,98.3428,1.00E-12,0.177,0.066
SKQ201617S,sta013,12/29/16,4:05,-104.5555,16.81556,3141,298.989,296.204676,11.0852,11.0854,34.7264,34.7337,7.42E-02,98.3404,1.00E-12,0.24,0.09
SKQ201617S,sta013,12/29/16,4:05,-104.5555,16.81556,3141,299.996,297.2022984,11.0784,11.0783,34.7258,34.733,7.59E-02,98.3416,1.00E-12,0.256,0.095
