Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) ETNP_NT06,Area ETNP_NT06,#Peptides,#Unique,#Spec ETNP_NT06,PTM,Avg. Mass,Description
212,275854,120m_megahit_CMKFGOPF_49853,23.60,3,3,0E0,1,1,1,,31157,hypothetical protein_ETNP_120m_PROKKA_154144 hypothetical protein
173,274714,70m_MEGAHIT_CJDMCFAD_04794,23.55,2,2,4.63E5,1,1,1,,52884,Photosystem I assembly protein Ycf3
214,275869,100mP_megahit_BKKBEGJO_140275,23.47,5,5,3.02E5,1,1,1,,19592,hypothetical protein
215,9347,ETNP_100m_particle_PROKKA_145261,23.47,8,8,3.17E5,1,1,1,,12227,hypothetical protein
215,7034,120m_megahit_CMKFGOPF_378704,23.47,2,2,3.17E5,1,1,1,,57063,hypothetical protein
312,241896,120mP_megahit_HKJGLMBE_139553,23.33,1,1,4.54E5,2,2,2,,291143,Linear gramicidin synthase subunit D
99,273978,ETNP_300m_PROKKA_102274,23.19,1,1,1.68E5,1,1,1,Oxidation (M),74957,2-oxoglutarate carboxylase large subunit
121,274360,120mF_megahit_PEDPKPGI_171024,23.16,2,2,6.24E5,1,1,1,,42239,D-inositol-3-phosphate glycosyltransferase
121,274361,ETNP_180m_PROKKA_51723,23.16,2,2,6.24E5,1,1,1,,42269,D-inositol-3-phosphate glycosyltransferase
42,274333,ETNP14_68maa_PROKKA_37637,23.05,2,2,8.16E6,1,1,2,,48977,Sensor histidine kinase RegB
42,274426,ETNP_160m_PROKKA_14875,23.05,3,3,8.16E6,1,1,2,,34967,Sensor histidine kinase RegB
42,274462,120mF_megahit_PEDPKPGI_95611,23.05,2,2,8.16E6,1,1,2,,40394,Sensor histidine kinase RegB
42,274463,120m_megahit_CMKFGOPF_03604,23.05,2,2,8.16E6,1,1,2,,40375,Sensor histidine kinase RegB
42,274510,ETNP_180m_PROKKA_05292,23.05,2,2,8.16E6,1,1,2,,49374,Sensor histidine kinase RegB
42,274511,180m_megahit_DBICIOKE_164571,23.05,2,2,8.16E6,1,1,2,,49242,Sensor histidine kinase RegB
42,274512,160m_megahit_NHJEOBNC_51056,23.05,2,2,8.16E6,1,1,2,,49224,Sensor histidine kinase RegB
42,274706,120mF_megahit_PEDPKPGI_117673,32.06,10,10,8.35E6,2,2,3,,19035,Sensor histidine kinase RegB
42,274707,ETNP_120m_free_PROKKA_26560,32.06,10,10,8.35E6,2,2,3,,19017,Sensor histidine kinase RegB
42,274709,ETNP14_68maa_PROKKA_167631,23.05,9,9,8.16E6,1,1,2,,10058,Sensor histidine kinase RegB
42,274747,140m_megahit_KKMFCJLI_155927,23.05,3,3,8.16E6,1,1,2,,36563,Sensor histidine kinase RegB
42,275907,120mF_megahit_ILDJFKLB_26107,23.05,6,6,8.16E6,1,1,2,,14918,Sensor histidine kinase RegB
42,275908,140m_megahit_KKMFCJLI_124315,23.05,5,5,8.16E6,1,1,2,,16653,Sensor histidine kinase RegB
42,275909,ETNP_140m_PROKKA_96337,23.05,5,5,8.16E6,1,1,2,,16639,Sensor histidine kinase RegB
42,275911,ETNP_120m_free_PROKKA_63979,23.05,4,4,8.16E6,1,1,2,,21599,Sensor histidine kinase RegB
42,275912,ETNP14_68mB_PROKKA_131867,23.05,3,3,8.16E6,1,1,2,,26433,Sensor histidine kinase RegB
42,275914,ETNP14_120mab_PROKKA_23426,23.05,3,3,8.16E6,1,1,2,,28273,Sensor histidine kinase RegB
42,275915,140m_megahit_KKMFCJLI_133722,23.05,3,3,8.16E6,1,1,2,,30295,Sensor histidine kinase RegB
42,275916,100m_megahit_CLKLDGCM_81271,23.05,3,3,8.16E6,1,1,2,,31607,Sensor histidine kinase RegB
42,275917,ETNP14_68maa_PROKKA_168216,23.05,3,3,8.16E6,1,1,2,,32722,Sensor histidine kinase RegB
42,275918,70m_MEGAHIT_CJDMCFAD_07162,23.05,3,3,8.16E6,1,1,2,,33926,Sensor histidine kinase RegB
42,275919,300m_megahit_KALMNAMF_171751,23.05,2,2,8.16E6,1,1,2,,47426,Sensor histidine kinase RegB
42,275920,120m_megahit_CMKFGOPF_303004,23.05,2,2,8.16E6,1,1,2,,49241,Sensor histidine kinase RegB
42,275921,160m_megahit_NHJEOBNC_236745,23.05,2,2,8.16E6,1,1,2,,49240,Sensor histidine kinase RegB_180m_megahit_DBICIOKE_45547 Sensor histidine kinase RegB_300m_megahit_KALMNAMF_13557 Sensor histidine kinase RegB
42,275922,120mF_megahit_ILDJFKLB_144996,23.05,2,2,8.16E6,1,1,2,,49214,Sensor histidine kinase RegB
42,275923,120mF_megahit_EODJEIIO_94030,23.05,2,2,8.16E6,1,1,2,,48562,Sensor histidine kinase RegB
42,275924,ETNP14_68maa_PROKKA_111601,23.05,2,2,8.16E6,1,1,2,,48888,Sensor histidine kinase RegB
172,17824,ETNP14_68maa_PROKKA_22181,22.98,3,3,1.53E6,1,1,1,,35388,Sulfotransferase domain protein
100,273988,NP_100m_PROKKA_04860,22.95,2,2,4.6E4,1,1,1,,54042,putative CtpA-like serine protease
100,273989,120m_megahit_CMKFGOPF_18327,22.95,2,2,4.6E4,1,1,1,,62226,putative CtpA-like serine protease_160m_megahit_NHJEOBNC_45315 putative CtpA-like serine protease_120mF_megahit_PEDPKPGI_99220 putative CtpA-like serine protease_NP_85m_PROKKA_04991 putative CtpA-like serine protease
217,275933,ETNP14_68maa_PROKKA_42924,22.92,5,5,2.13E5,1,1,1,Oxidation (M),36460,hypothetical protein
101,4977,120mP_megahit_HKJGLMBE_285205,22.87,10,10,3.71E4,1,1,1,,12195,30S ribosomal protein S10_ETNP_120m_particle_PROKKA_195431 30S ribosomal protein S10
101,3923,ETNP14_120mab_PROKKA_67407,22.87,11,11,3.71E4,1,1,1,,9667,30S ribosomal protein S10
101,3924,90m_Megahit_DAALLOGA_24865,22.87,10,10,3.71E4,1,1,1,,11654,30S ribosomal protein S10_ETNP14_68mB_PROKKA_15637 30S ribosomal protein S10
101,9201,120mF_megahit_PEDPKPGI_170284,22.87,10,10,3.71E4,1,1,1,,12082,30S ribosomal protein S10
101,9202,120m_megahit_CMKFGOPF_26380,22.87,10,10,3.71E4,1,1,1,,12094,30S ribosomal protein S10_140m_megahit_KKMFCJLI_48681 30S ribosomal protein S10_160m_megahit_NHJEOBNC_148662 30S ribosomal protein S10_180m_megahit_DBICIOKE_125854 30S ribosomal protein S10_300m_megahit_KALMNAMF_02973 30S ribo...
101,9200,120m_megahit_CMKFGOPF_143172,22.87,10,10,3.71E4,1,1,1,,12052,30S ribosomal protein S10_140m_megahit_KKMFCJLI_102229 30S ribosomal protein S10_160m_megahit_NHJEOBNC_56399 30S ribosomal protein S10_NP_100m_PROKKA_21241 30S ribosomal protein S10
101,9593,NP_300m_PROKKA_49520,22.87,10,10,3.71E4,1,1,1,,11471,30S ribosomal protein S10
101,14255,NP_125m_PROKKA_05708,22.87,10,10,3.71E4,1,1,1,,12022,30S ribosomal protein S10
141,11775,ETNP14_68maa_PROKKA_136431,22.78,2,2,2.15E5,1,1,1,Oxidation (M),42797,Chaperone protein DnaK
104,274297,120mP_megahit_HKJGLMBE_215271,22.76,0,0,3.51E4,1,1,1,,262972,hypothetical protein
126,101726,ETNP_120m_free_PROKKA_58828,22.73,2,2,2.71E5,1,1,1,,57784,hypothetical protein
126,16986,120mF_megahit_PEDPKPGI_66337,22.73,1,1,2.71E5,1,1,1,,79970,hypothetical protein
219,275960,ETNP14_68maa_PROKKA_39449,22.47,4,4,0E0,1,1,1,,22495,hypothetical protein
129,274713,90m_Megahit_DAALLOGA_02680,22.45,2,2,0E0,1,1,2,,43167,hypothetical protein
182,275824,120mF_megahit_EODJEIIO_27087,22.37,1,1,1.52E5,1,1,1,,118298,DNA-directed RNA polymerase subunit beta
71,274036,110m_megahit_JNNKCNHH_30082,22.32,3,3,1.55E4,1,1,1,Oxidation (M),40115,4-aminobutyrate aminotransferase PuuE
71,274037,ETNP14_120maa_PROKKA_30631,22.32,2,2,1.55E4,1,1,1,Oxidation (M),46581,4-aminobutyrate aminotransferase PuuE
71,274175,300m_megahit_KALMNAMF_152221,22.32,3,3,1.55E4,1,1,1,Oxidation (M),37086,4-aminobutyrate aminotransferase PuuE
71,274176,ETNP_110m_PROKKA_05312,22.32,3,3,1.55E4,1,1,1,Oxidation (M),40157,4-aminobutyrate aminotransferase PuuE
71,274177,120m_megahit_CMKFGOPF_307685,22.32,2,2,1.55E4,1,1,1,Oxidation (M),46583,4-aminobutyrate aminotransferase PuuE_160m_megahit_NHJEOBNC_92103 4-aminobutyrate aminotransferase PuuE
71,274343,100m_megahit_CLKLDGCM_58792,22.32,2,2,1.55E4,1,1,1,Oxidation (M),46510,4-aminobutyrate aminotransferase PuuE
71,274715,120m_megahit_CMKFGOPF_141563,22.32,2,2,1.55E4,1,1,1,Oxidation (M),46478,4-aminobutyrate aminotransferase PuuE_160m_megahit_NHJEOBNC_235008 4-aminobutyrate aminotransferase PuuE_NP_300m_PROKKA_25363 4-aminobutyrate aminotransferase PuuE
143,275972,160m_megahit_NHJEOBNC_220223,22.29,8,8,4.76E4,1,1,1,,12395,hypothetical protein
45,275975,90m_Megahit_DAALLOGA_91263,22.10,3,3,1.78E5,1,1,3,,32024,hypothetical protein
38,6328,160m_megahit_NHJEOBNC_214816,21.95,3,3,4.03E4,1,1,2,,32293,Porphobilinogen deaminase_180m_megahit_DBICIOKE_268401 Porphobilinogen deaminase_300m_megahit_KALMNAMF_105441 Porphobilinogen deaminase_ETNP_120m_free_PROKKA_13901 Porphobilinogen deaminase_ETNP_160m_PROKKA_27705 Porphobilino...
38,10212,140m_megahit_KKMFCJLI_86430,21.95,3,3,4.03E4,1,1,2,,29456,Porphobilinogen deaminase
38,10213,ETNP_140m_PROKKA_83821,21.95,3,3,4.03E4,1,1,2,,29438,Porphobilinogen deaminase
68,24259,ETNP_120m_PROKKA_216385,21.90,1,1,0E0,1,1,1,,107435,Sensor histidine kinase TmoS
110,275977,70m_MEGAHIT_CJDMCFAD_172630,21.79,4,4,5.01E4,1,1,1,Oxidation (M),35794,Acyl-CoA dehydrogenase
90,189401,ETNP14_68maa_PROKKA_54041,21.67,3,3,1.65E5,1,1,1,,44725,Proteasome-associated ATPase
188,12160,90m_Megahit_DAALLOGA_92133,21.62,3,3,3.57E5,1,1,1,,32929,hypothetical protein
220,275978,100mP_megahit_BKKBEGJO_107471,21.60,3,3,0E0,1,1,1,,43237,Glucose--fructose oxidoreductase_120mP_megahit_HKJGLMBE_111295 Glucose--fructose oxidoreductase_120m_megahit_CMKFGOPF_288485 Glucose--fructose oxidoreductase_140m_megahit_KKMFCJLI_104224 Glucose--fructose oxidoreductase_160m...
107,274717,ETNP_110m_PROKKA_44646,21.54,2,2,0E0,1,1,1,,47129,putative periplasmic serine endoprotease DegP-like precursor
72,274038,ETNP_300m_PROKKA_112339,21.27,3,3,2.52E5,1,1,1,,41750,K(+)/H(+) antiporter NhaP
72,274039,300m_megahit_KALMNAMF_16332,21.27,3,3,2.52E5,1,1,1,,41782,K(+)/H(+) antiporter NhaP
176,274788,300m_megahit_KALMNAMF_207228,21.18,5,5,6.42E5,1,1,1,,24993,Motility protein B
176,274789,NP_300m_PROKKA_24852,21.18,4,4,6.42E5,1,1,1,,28583,Motility protein B
180,275291,ETNP_120m_PROKKA_328067,21.10,1,1,1.4E6,1,1,1,,84570,hypothetical protein
177,274797,160m_megahit_NHJEOBNC_23220,21.02,3,3,3.01E5,1,1,1,,41526,Metalloprotease MmpA
227,4509,90m_Megahit_DAALLOGA_58011,20.97,1,1,5.81E5,1,1,1,,87573,ATP-dependent Clp protease ATP-binding subunit ClpA_ETNP_90m_PROKKA_49636 ATP-dependent Clp protease ATP-binding subunit ClpA
226,275988,160m_megahit_NHJEOBNC_238475,20.93,4,4,3.69E5,1,1,1,,28510,hypothetical protein
132,274836,90m_Megahit_DAALLOGA_201733,20.86,5,5,1.01E6,1,1,1,,15669,Zinc-specific metallo-regulatory protein
225,275985,ETNP_120m_PROKKA_143057,20.85,6,6,3.22E3,1,1,1,,32094,Ribokinase
225,275986,100m_megahit_CLKLDGCM_100996,20.85,6,6,3.22E3,1,1,1,,32080,Ribokinase
225,275987,120m_megahit_CMKFGOPF_67507,20.85,6,6,3.22E3,1,1,1,,32094,Ribokinase_160m_megahit_NHJEOBNC_247050 Ribokinase_180m_megahit_DBICIOKE_128504 Ribokinase_ETNP14_120maa_PROKKA_179825 Ribokinase_ETNP_180m_PROKKA_127146 Ribokinase_120mF_megahit_PEDPKPGI_85782 Ribokinase
225,275984,ETNP_160m_PROKKA_04500,20.85,15,15,3.22E3,1,1,1,,11918,Ribokinase
54,6255,ETNP_300m_PROKKA_114572,20.54,3,3,2.58E6,1,1,5,,28381,Cytochrome c
194,279177,90m_Megahit_DAALLOGA_250169,20.53,2,2,6.85E5,1,1,1,,40343,Polyribonucleotide nucleotidyltransferase
108,274746,90m_Megahit_DAALLOGA_101365,20.50,3,3,1.39E5,1,1,1,,29002,putative enoyl-CoA hydratase echA8
122,274369,120mF_megahit_PEDPKPGI_137319,20.50,1,1,0E0,1,1,1,,70977,hypothetical protein
145,276030,ETNP_140m_PROKKA_25568,20.44,4,4,5.81E5,1,1,2,,21184,Threonine synthase
191,181567,180m_megahit_DBICIOKE_225560,20.39,1,1,0E0,1,1,1,Mutation,75938,hypothetical protein_300m_megahit_KALMNAMF_214888 hypothetical protein_ETNP_180m_PROKKA_128822 chromosome segregation protein
59,274086,90m_Megahit_DAALLOGA_10503,20.36,2,2,3.09E5,1,1,1,,41874,hypothetical protein
59,274186,ETNP_90m_PROKKA_159870,20.36,2,2,3.09E5,1,1,1,,45234,hypothetical protein
181,275410,ETNP_100m_PROKKA_33101,20.24,6,6,2.7E4,1,1,1,,17311,hypothetical protein_ETNP_140m_PROKKA_140265 hypothetical protein
181,275411,ETNP_160m_PROKKA_63452,20.24,6,6,2.7E4,1,1,1,,17341,hypothetical protein
230,275992,ETNP14_68mB_PROKKA_166986,20.17,12,12,1.72E4,1,1,1,,8212,hypothetical protein
230,276000,ETNP14_68mB_PROKKA_00561,20.17,3,3,1.72E4,1,1,1,,29063,31-O-demethyl-FK506 methyltransferase FkbM
228,275990,160m_megahit_NHJEOBNC_257623,20.11,3,3,3.79E5,1,1,1,,36878,hypothetical protein
69,260370,90m_Megahit_DAALLOGA_18186,20.06,2,2,0E0,1,1,1,,38573,hypothetical protein_ETNP14_68maa_PROKKA_47358 hypothetical protein
174,17314,NP_30m_PROKKA_07620,20.05,4,4,5.18E5,1,1,1,Oxidation (M),29887,3-oxoacyl-[acyl-carrier-protein] reductase FabG
174,17315,ETNP14_120maa_PROKKA_39096,20.05,4,4,5.18E5,1,1,1,Oxidation (M),29717,3-oxoacyl-[acyl-carrier-protein] reductase FabG
174,17312,ETNP14_120maa_PROKKA_80368,20.05,4,4,5.18E5,1,1,1,Oxidation (M),29975,3-oxoacyl-[acyl-carrier-protein] reductase FabG
174,17313,ETNP14_120maa_PROKKA_132448,20.05,4,4,5.18E5,1,1,1,Oxidation (M),29705,3-oxoacyl-[acyl-carrier-protein] reductase FabG
144,275998,70m_MEGAHIT_CJDMCFAD_01384,20.04,5,5,0E0,1,1,1,Oxidation (M),18678,Peptide methionine sulfoxide reductase MsrB_ETNP14_68maa_PROKKA_24351 Peptide methionine sulfoxide reductase MsrB_ETNP_70m_PROKKA_41619 Peptide methionine sulfoxide reductase MsrB
