Protein Group,Protein ID,Accession,-10lgP,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
251,212585,tr|Q7V3H9|Q7V3H9_PROMP,136.23,37,9,9,Carbamidomethylation; Deamidation (NQ); Dehydration,29224,Inositol monophosphate family protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM0096 PE=4 SV=1
121,214580,tr|Q7V371|Q7V371_PROMP,136.23,28,14,14,Carbamidomethylation; Deamidation (NQ); Oxidation (M),57564,Putative sulfate transporter OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM0214 PE=3 SV=1
568,214706,tr|Q7V2U3|Q7V2U3_PROMP,136.10,18,7,7,,61614,Putative cyanate ABC transporter  substrate binding protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM0370 PE=4 SV=1
378,214642,tr|Q7V270|Q7V270_PROMP,136.09,51,10,10,Carbamidomethylation; Deamidation (NQ),30466,Possible nitrilase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM0615 PE=4 SV=1
315,214634,Q7V226|HSLO_PROMP,136.06,36,11,11,Oxidation (M),33348,33 kDa chaperonin OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=hslO PE=3 SV=1
201,214662,Q7V2J5|Y481_PROMP,135.92,60,12,12,,19022,UPF0234 protein PMM0481 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM0481 PE=3 SV=1
546,214589,tr|Q8GBX9|Q8GBX9_PROMP,135.83,31,10,10,Carbamidomethylation; Amidation; Deamidation (NQ),55980,Putative neutral invertase-like protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=invA PE=4 SV=1
261,214617,tr|Q7UZS1|Q7UZS1_PROMP,135.75,54,10,10,Carbamidomethylation,24708,Putative ribonuclease D OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=rnd PE=4 SV=1
455,215016,Q7UZW5|RS11_PROMP,135.65,32,6,6,Carbamidomethylation; Deamidation (NQ),13766,30S ribosomal protein S11 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=rpsK PE=3 SV=1
151,214687,tr|Q7V2R6|Q7V2R6_PROMP,135.24,84,12,12,Carbamidomethylation; Amidation; Deamidation (NQ); Formylation; Dehydration; Oxidation (M),16629,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM0403 PE=4 SV=1
349,214598,tr|Q7V2G6|Q7V2G6_PROMP,135.14,44,13,13,Oxidation (M),47109,Putative dihydroorotase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM0514 PE=4 SV=1
397,212508,tr|Q7V1P2|Q7V1P2_PROMP,135.06,32,7,7,,35863,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM0821 PE=4 SV=1
287,212182,tr|Q7V1U6|Q7V1U6_PROMP,134.56,21,15,15,Carbamidomethylation,82784,Glycine--tRNA ligase beta subunit OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=glyS PE=3 SV=1
222,214645,Q7V382|RL1_PROMP,134.55,43,9,9,Amidation; Deamidation (NQ); Dehydration,25591,50S ribosomal protein L1 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=rplA PE=3 SV=1
394,214606,tr|Q7V1U3|Q7V1U3_PROMP,134.54,24,10,10,Carbamidomethylation; Oxidation (M),66793,Tyrosine binding protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=bipA PE=4 SV=1
465,214607,Q7V2Q8|MURE_PROMP,134.44,26,10,10,Carbamidomethylation; Deamidation (NQ),57651,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2 6-diaminopimelate ligase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=murE PE=3 SV=1
288,214591,tr|Q7V1H8|Q7V1H8_PROMP,134.40,30,15,15,Carbamidomethylation,64656,Riboflavin biosynthesis protein RibBA OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=ribA PE=3 SV=1
326,214769,tr|Q7V0J1|Q7V0J1_PROMP,134.29,53,7,7,Deamidation (NQ); Oxidation (M),19058,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM1266 PE=4 SV=1
165,214723,Q7UZY5|RS7_PROMP,134.09,56,8,8,Amidation; Deamidation (NQ); Dehydration; Oxidation (M),17357,30S ribosomal protein S7 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=rpsG PE=3 SV=1
281,214781,tr|Q7V025|Q7V025_PROMP,133.95,70,10,10,Oxidation (M),12314,Nitrogen regulatory protein P-II OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=glnB PE=3 SV=1
217,214619,tr|Q7V0U8|Q7V0U8_PROMP,133.82,76,11,11,Amidation; Deamidation (NQ); Oxidation (M),19072,Acetolactate synthase small subunit OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=ilvH PE=4 SV=1
576,214630,tr|Q7TUG8|Q7TUG8_PROMP,133.48,40,9,9,Carbamidomethylation,32366,Nicotinate-nucleotide pyrophosphorylase:Quinolinate phosphoriobsyl transferase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=nadC PE=3 SV=1
292,214858,tr|Q7TUH9|Q7TUH9_PROMP,133.45,52,6,6,Deamidation (NQ); Dehydration; Oxidation (M),18678,Biotin / Lipoyl attachment:Acetyl-CoA biotin carboxyl carrier subunit OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=accB fabE PE=4 SV=1
351,214646,tr|Q7V397|Q7V397_PROMP,133.20,35,10,10,Carbamidomethylation; Amidation; Deamidation (NQ),42388,Aminotransferase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=hisC PE=3 SV=1
273,214612,tr|Q7V119|Q7V119_PROMP,132.99,38,11,11,Deamidation (NQ),32424,Polyprenyl synthetase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=crtE PE=3 SV=1
435,214977,Q7V354|GATC_PROMP,132.96,55,5,5,Carbamidomethylation,11411,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=gatC PE=3 SV=1
327,212405,tr|Q7V0C6|Q7V0C6_PROMP,132.91,40,14,14,Carbamidomethylation,49311,Phosphoribosylamine--glycine ligase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=purD PE=3 SV=1
361,214636,tr|Q7V3E9|Q7V3E9_PROMP,132.86,35,11,11,,36882,Possible Herpesvirus UL6 like OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM0126 PE=4 SV=1
301,214729,tr|Q7V0F2|Q7V0F2_PROMP,132.76,40,8,8,Oxidation (M),24307,ATP-dependent Clp protease proteolytic subunit OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=clpP4 PE=3 SV=1
376,212792,tr|Q7TU21|Q7TU21_PROMP,132.45,30,10,10,Carbamidomethylation,37946,Aspartate-semialdehyde dehydrogenase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=asd PE=3 SV=1
342,214596,tr|Q7UZG5|Q7UZG5_PROMP,132.39,52,12,12,Carbamidomethylation,32619,Formyltetrahydrofolate deformylase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=purU PE=3 SV=1
713,214960,tr|Q7V1Q7|Q7V1Q7_PROMP,132.31,29,6,6,,22757,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM0799 PE=4 SV=1
381,212343,Q7V0C4|KAIC_PROMP,132.00,28,11,11,Carbamidomethylation; Deamidation (NQ),56950,Circadian clock protein kinase KaiC OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=kaiC PE=3 SV=1
192,212143,Q7UZK8|TIG_PROMP,131.76,39,20,20,Carbamidomethylation; Oxidation (M),53534,Trigger factor OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=tig PE=3 SV=1
224,214576,tr|Q7V1S9|Q7V1S9_PROMP,130.76,88,15,15,Carbamidomethylation; Oxidation (M),23181,Putative uracil phosphoribosyltransferase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM0776 PE=4 SV=1
259,214718,Q7V2Y0|MINE_PROMP,130.62,77,11,11,Dehydration; Oxidation (M),12164,Cell division topological specificity factor OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=minE PE=3 SV=1
423,214618,tr|Q7V305|Q7V305_PROMP,130.25,30,9,9,Carbamidomethylation,48364,Putative gluconeogenesis factor OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM0291 PE=3 SV=1
498,214732,Q7V1B0|UREG_PROMP,130.09,43,7,7,Carbamidomethylation; Deamidation (NQ),21780,Urease accessory protein UreG OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=ureG PE=3 SV=1
210,214890,tr|Q7V1G7|Q7V1G7_PROMP,130.08,84,15,15,Carbamidomethylation; Deamidation (NQ),9013,Photosystem I PsaK protein (Subunit X) OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=psaK PE=4 SV=1
400,212701,tr|Q7V0N8|Q7V0N8_PROMP,129.93,32,11,11,Carbamidomethylation,55472,Bifunctional protein HldE OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=rfaE PE=3 SV=1
228,214599,Q7V0C7|PUR7_PROMP,129.73,57,14,14,Carbamidomethylation,27869,Phosphoribosylaminoimidazole-succinocarboxamide synthase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=purC PE=3 SV=1
246,212549,tr|Q7V0Y5|Q7V0Y5_PROMP,129.69,32,8,8,Deamidation (NQ),20830,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM1109 PE=4 SV=1
693,212523,Q7V2D6|CHLB_PROMP,129.58,22,7,7,Carbamidomethylation,59104,Light-independent protochlorophyllide reductase subunit B OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=chlB PE=3 SV=1
265,214689,tr|Q7V380|Q7V380_PROMP,129.49,51,11,11,Deamidation (NQ),22774,Transcription termination/antitermination protein NusG OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=nusG PE=3 SV=1
431,212605,Q7TU60|PANB_PROMP,129.43,39,8,8,Carbamidomethylation,28262,3-methyl-2-oxobutanoate hydroxymethyltransferase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=panB PE=3 SV=1
350,214584,Q7UZZ3|DAPAT_PROMP,129.09,39,13,13,Carbamidomethylation; Deamidation (NQ),45576,LL-diaminopimelate aminotransferase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=dapL PE=3 SV=1
412,214602,tr|Q7V1N6|Q7V1N6_PROMP,128.94,23,10,10,Deamidation (NQ),67796,ABC transporter  possibly multidrug efflux OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM0827 PE=4 SV=1
345,214641,tr|Q7V370|Q7V370_PROMP,128.67,34,10,10,Carbamidomethylation; Deamidation (NQ),37555,Delta-aminolevulinic acid dehydratase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM0215 PE=3 SV=1
250,214668,Q7V1V0|RS2_PROMP,128.67,37,12,12,Carbamidomethylation; Deamidation (NQ); Dehydration; Oxidation (M),26380,30S ribosomal protein S2 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=rpsB PE=3 SV=1
331,214610,tr|Q7TUI2|Q7TUI2_PROMP,128.61,35,11,11,Carbamidomethylation,54949,Amidophosphoribosyltransferase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=purF PE=3 SV=1
309,214615,tr|Q7UZL2|Q7UZL2_PROMP,128.59,56,10,10,Carbamidomethylation; Oxidation (M),28691,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM1650 PE=4 SV=1
278,214842,tr|Q7V186|Q7V186_PROMP,128.57,80,8,8,Carbamidomethylation; Deamidation (NQ); Dehydration; Oxidation (M),12250,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM0996 PE=4 SV=1
317,214972,tr|Q7TU53|Q7TU53_PROMP,128.41,74,8,8,,8735,Possible Helix-turn-helix protein  copG family OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM1391 PE=4 SV=1
410,214865,tr|Q7V302|Q7V302_PROMP,128.37,52,8,8,Carbamidomethylation,15874,Probable rubredoxin OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=rub PE=4 SV=1
325,212341,tr|Q7V2I6|Q7V2I6_PROMP,128.29,28,9,9,Carbamidomethylation; Deamidation (NQ),41332,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM0490 PE=4 SV=1
467,214633,Q7V1T7|HEM1_PROMP,127.86,30,9,8,Carbamidomethylation,48289,Glutamyl-tRNA reductase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=hemA PE=3 SV=1
473,212645,tr|Q7V376|Q7V376_PROMP,127.84,21,9,9,Carbamidomethylation; Formylation,63087,Possible kinase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM0209 PE=4 SV=1
329,214655,Q7TU81|FOLD_PROMP,127.74,39,11,11,Carbamidomethylation; Deamidation (NQ); Oxidation (M),32785,Bifunctional protein FolD OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=folD PE=3 SV=1
335,212771,tr|Q7UZP5|Q7UZP5_PROMP,127.65,41,12,12,Deamidation (NQ),41815,Zinc metallopeptidase M20/M25/M40 family OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM1613 PE=4 SV=1
367,214968,Q7TU27|RS19_PROMP,127.56,58,6,6,Amidation; Deamidation (NQ); Oxidation (M),10192,30S ribosomal protein S19 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=rpsS PE=3 SV=1
414,212215,tr|Q7V3H5|Q7V3H5_PROMP,127.56,24,11,11,Carbamidomethylation,62021,L-aspartate oxidase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=nadB PE=3 SV=1
446,214671,tr|Q7TUH5|Q7TUH5_PROMP,127.46,33,8,8,Carbamidomethylation,35250,Putative Rubisco transcriptional regulator OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=rbcR PE=4 SV=1
379,214715,tr|Q7V321|Q7V321_PROMP,127.37,25,9,9,Carbamidomethylation; Oxidation (M),47271,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM0274 PE=4 SV=1
375,214684,tr|Q7V0P7|Q7V0P7_PROMP,127.16,30,11,11,Carbamidomethylation,41307,UDP-glucose-4-epimerase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=galE PE=4 SV=1
437,212356,Q7V349|GLMM_PROMP,127.16,30,11,11,Carbamidomethylation,50345,Phosphoglucosamine mutase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=glmM PE=3 SV=1
398,214774,Q7V1M1|ACSF_PROMP,126.54,23,9,9,Carbamidomethylation,45981,Magnesium-protoporphyrin IX monomethyl ester [oxidative] cyclase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=acsF PE=3 SV=1
170,214784,Q7V3Q0|Y020_PROMP,126.50,74,11,11,Oxidation (M),12949,Nucleoid-associated protein PMM0020 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM0020 PE=3 SV=1
548,214672,tr|Q7V019|Q7V019_PROMP,126.48,25,9,9,,48708,Putative diaminopelargonic acid synthase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=BioA PE=3 SV=1
339,214731,Q7TUD1|ARGB_PROMP,125.92,43,8,8,Carbamidomethylation; Deamidation (NQ); Oxidation (M),30608,Acetylglutamate kinase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=argB PE=3 SV=1
385,214593,tr|Q7V1Y2|Q7V1Y2_PROMP,125.85,56,12,12,Carbamidomethylation,37941,Glyceraldehyde-3-phosphate dehydrogenase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=gap1 PE=3 SV=1
479,214661,tr|Q7V2C7|Q7V2C7_PROMP,125.71,23,9,9,Oxidation (M),57306,Carboxysome shell protein CsoS3 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=csoS3 PE=4 SV=1
663,214876,tr|Q7UZK0|Q7UZK0_PROMP,125.58,41,5,5,,21360,Putative photosystem I assembly related protein Ycf37 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM1663 PE=4 SV=1
406,214652,tr|Q7V3G5|Q7V3G5_PROMP,125.56,50,10,10,Carbamidomethylation; Deamidation (NQ),27230,Putative glutathione S-transferase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM0110 PE=4 SV=1
178,212695,Q7UZX6|PSAL_PROMP,125.43,47,11,11,Carbamidomethylation; Deamidation (NQ),21408,Photosystem I reaction center subunit XI OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=psaL PE=3 SV=1
405,212244,Q7V2K3|SYE_PROMP,125.34,23,10,10,Carbamidomethylation,55384,Glutamate--tRNA ligase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=gltX PE=3 SV=1
279,214595,tr|Q7V2I3|Q7V2I3_PROMP,125.04,33,15,15,,57918,Carboxypeptidase 1 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=cxp PE=3 SV=1
436,212053,tr|Q7V3H8|Q7V3H8_PROMP,125.04,29,10,10,Carbamidomethylation,54267,Possible RND family outer membrane efflux protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM0097 PE=4 SV=1
527,214696,Q7TUC7|HIS2_PROMP,124.79,47,8,8,Carbamidomethylation; Amidation; Oxidation (M),25197,Histidine biosynthesis bifunctional protein HisIE OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=hisI PE=3 SV=1
459,214603,tr|Q7V1C4|Q7V1C4_PROMP,124.56,55,12,12,Carbamidomethylation; Deamidation (NQ),28159,Peptide methionine sulfoxide reductase MsrA OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=msrA PE=3 SV=1
525,214912,tr|Q7V0H8|Q7V0H8_PROMP,124.52,48,7,7,Deamidation (NQ); Oxidation (M),17592,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM1279 PE=4 SV=1
359,214676,tr|Q7V0Q2|Q7V0Q2_PROMP,124.49,36,10,10,,29167,Glucose-1-phosphate cytidylyltransferase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=ddhA PE=4 SV=1
486,212069,tr|Q7V2B2|Q7V2B2_PROMP,124.44,30,8,8,Carbamidomethylation,39958,Dihydroorotase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=pyrC PE=3 SV=1
186,214795,tr|Q7V2K7|Q7V2K7_PROMP,124.35,51,9,9,Carbamidomethylation; Amidation; Deamidation (NQ),20153,Photosystem I PsaF protein (Subunit III) OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=psaF PE=4 SV=1
421,214669,tr|Q7V052|Q7V052_PROMP,124.21,50,10,10,Carbamidomethylation,20576,Bifunctional protein PyrR OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=pyrR PE=3 SV=1
521,212227,tr|Q7UZT5|Q7UZT5_PROMP,124.10,29,10,10,Carbamidomethylation,42681,ATP:corrinoid adenosyltransferase BtuR/CobO/CobP OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM1570 PE=4 SV=1
369,214678,tr|Q7V1M0|Q7V1M0_PROMP,124.06,58,11,11,Carbamidomethylation,20906,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM0845 PE=4 SV=1
363,214725,Q7V2F9|RRF_PROMP,123.95,53,8,8,,20609,Ribosome-recycling factor OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=frr PE=3 SV=1
422,214969,tr|Q7V2C6|Q7V2C6_PROMP,123.95,83,5,5,Carbamidomethylation; Dehydration,9396,Putative carboxysome peptide A OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM0554 PE=4 SV=1
353,214660,Q7V0J3|OTC_PROMP,123.94,31,11,11,Carbamidomethylation,34873,Ornithine carbamoyltransferase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=argF PE=3 SV=1
333,214631,tr|A8WI54|A8WI54_PROMP,123.85,28,16,16,Carbamidomethylation,57072,Type III restriction system endonuclease OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM1841 PE=4 SV=1
399,214789,Q7V2F8|PYRH_PROMP,123.82,49,8,8,Carbamidomethylation; Oxidation (M),25356,Uridylate kinase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=pyrH PE=3 SV=1
395,212629,tr|Q7TUG7|Q7TUG7_PROMP,123.59,18,11,11,Carbamidomethylation,87011,Guanosine-3' 5'-bis(Diphosphate) 3'-diphosphatase  (PpGpp)ase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=spoT PE=3 SV=1
530,214772,tr|Q7V0D1|Q7V0D1_PROMP,123.27,38,6,6,Carbamidomethylation,30260,Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=lpxA PE=3 SV=1
277,212428,tr|Q7V0M1|Q7V0M1_PROMP,123.13,34,11,11,,31203,Possible N-terminal of transketolase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM1235 PE=4 SV=1
284,214959,Q7TU29|RL14_PROMP,122.82,54,7,7,Dehydration; Oxidation (M),13413,50S ribosomal protein L14 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=rplN PE=3 SV=1
307,214970,tr|Q7V1D4|Q7V1D4_PROMP,122.73,61,5,5,Carbamidomethylation; Amidation; Deamidation (NQ),12713,Possible cAMP phosphodiesterases class-II OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM0941 PE=4 SV=1
644,214796,tr|Q7V1F4|Q7V1F4_PROMP,122.53,23,7,7,,44115,Serine:pyruvate/alanine:glyoxylate aminotransferase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=agt PE=3 SV=1
338,214666,tr|Q7V0N2|Q7V0N2_PROMP,122.45,29,10,10,Deamidation (NQ); Dehydration,39136,Putative polysaccharide export protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=gumB PE=4 SV=1
450,214778,tr|Q7TUG4|Q7TUG4_PROMP,122.37,50,7,7,Carbamidomethylation; Oxidation (M),22095,dCTP Deaminase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=dcd PE=4 SV=1
603,214812,tr|Q7TUD3|Q7TUD3_PROMP,122.19,39,6,6,,24598,Putative Riboflavin synthase alpha chain OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=ribE PE=4 SV=1
430,214691,tr|Q7V2J2|Q7V2J2_PROMP,122.14,43,10,10,Carbamidomethylation; Oxidation (M),32522,Exodeoxyribonuclease III OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=xthA PE=4 SV=1
449,214753,tr|Q7V2J0|Q7V2J0_PROMP,121.88,49,8,8,,23209,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM0486 PE=4 SV=1
382,214625,tr|Q7V117|Q7V117_PROMP,121.57,36,12,12,Carbamidomethylation,48557,Putative glucose 6-phosphate dehydrogenase effector OpcA OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM1073 PE=4 SV=1
497,212491,Q7TUA7|HIS4_PROMP,121.55,43,8,8,,28163,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=hisA PE=3 SV=1
547,214665,tr|Q7V3C5|Q7V3C5_PROMP,121.46,38,8,8,Carbamidomethylation; Deamidation (NQ); Dehydration,32708,Methylenetetrahydrofolate reductase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM0153 PE=3 SV=1
429,214640,tr|Q7V2B4|Q7V2B4_PROMP,121.41,24,12,12,Carbamidomethylation,50618,Probable glutathione reductase (NADPH) OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=gshR PE=3 SV=1
